locator,tied_argmax_rate,degenerate,sla_exact,sla_tolerance_one,early,late,shuffled_sla_exact
q15_VE1__first_token,0.0,False,0.16389013957676724,0.4635299414678073,0.2334533993696533,0.6026564610535795,0.15691130121566862
q15_VE1__boxcar8_max,0.0,False,0.2636199909950473,0.5267897343538946,0.2872579918955426,0.4491220171094102,0.2030616839261594
q15_VE1__page_wmax,0.0,False,0.2453849617289509,0.5218370103556956,0.24268347591175146,0.5119315623592976,0.20418730301665916
chosen_surprisal__top5,0.0,False,0.12809545249887438,0.36267447095902744,0.8689779378658262,0.002926609635299415,0.20936515083295812
chosen_surprisal__top10,0.0,False,0.15736154885186854,0.3905898244034219,0.8183250787933364,0.024313372354795137,0.22985141828005404
chosen_surprisal__max,0.0,False,0.12246735704637551,0.35974786132372805,0.8775326429536245,0.0,0.20441242683475913
chosen_surprisal__mean,0.0,False,0.14520486267447097,0.38473660513282304,0.6438541197658713,0.2109410175596578,0.14813147230977036
chosen_surprisal__log_top5,0.0,False,0.12246735704637551,0.35974786132372805,0.8773075191355245,0.00022512381809995497,0.20441242683475913
chosen_surprisal__cusum_top5,0.0,False,0.22174696082845566,0.5128320576316975,0.47208464655560556,0.30616839261593876,0.23120216118865375
chosen_surprisal__onset80,0.0,False,0.1240432237730752,0.3606483565961279,0.8755065285907249,0.00045024763619990995,0.21431787483115713
chosen_surprisal__top30,0.0,False,0.23232778027915355,0.45880234128770825,0.6296713192255741,0.1380009004952724,0.2613687528140477
chosen_surprisal__std,0.0,False,0.12066636650157586,0.35704637550652857,0.8680774425934263,0.01125619090499775,0.19878433138226023
chosen_surprisal__iqr,0.0,False,0.2068887888338586,0.4734353894642053,0.35479513732552903,0.43831607384061233,0.12967131922557407
chosen_surprisal__frac_above_z,0.005177847816298964,False,0.20621341737955876,0.47208464655560556,0.32958126969833407,0.46420531292210715,0.12742008104457453
chosen_surprisal__slope,0.0,False,0.19090499774876182,0.41625393966681673,0.15758667266996848,0.6515083295812697,0.11031067086897794
chosen_surprisal__jump,0.0,False,0.11706438541197658,0.3536695182350293,0.8142728500675371,0.06866276452048627,0.13169743358847366
chosen_surprisal__q90,0.0,False,0.19473210265646104,0.4518235029266096,0.48356596127870327,0.32170193606483566,0.144979738856371
chosen_surprisal__first_token,0.0,False,0.12246735704637551,0.35974786132372805,0.8775326429536245,0.0,0.14970733903647007
chosen_surprisal__boxcar8_max,0.0,False,0.12336785231877533,0.3604232327780279,0.8617739756866276,0.014858171994597028,0.20486267447095902
chosen_surprisal__page_wmax,0.0,False,0.12922107158937415,0.36492570914002703,0.8586222422332283,0.012156686177397569,0.20486267447095902
logprob_margin__top5,0.14070238631247187,False,0.2989644304367402,0.54952723998199,0.32733003151733453,0.37370553804592527,0.2505628095452499
logprob_margin__top10,0.021611886537595677,False,0.3266546600630347,0.5619090499774876,0.29063484916704185,0.3827104907699235,0.2728500675371454
logprob_margin__max,0.9119765871229176,True,0.20036019810895994,0.47321026564610535,0.7219720846465556,0.07766771724448447,0.18775326429536246
logprob_margin__mean,0.0,False,0.21364250337685728,0.49167041873030165,0.25168842863574964,0.5346690679873931,0.129896443043674
logprob_margin__log_top5,0.0,False,0.1814497973885637,0.47433588473660515,0.5042773525438992,0.31427285006753714,0.2179198559207564
logprob_margin__cusum_top5,0.0,False,0.2109410175596578,0.5416479063484917,0.3640252138676272,0.425033768572715,0.22309770373705537
logprob_margin__onset80,0.0,False,0.23525438991445294,0.4806393516434039,0.6555605583070689,0.10918505177847816,0.20486267447095902
logprob_margin__top30,0.0009004952723998199,False,0.33746060333183253,0.5571814497973886,0.2820801440792436,0.38045925258892394,0.2874831157136425
logprob_margin__std,0.0,False,0.12044124268347592,0.4205312922107159,0.6780729401170644,0.2014858171994597,0.135074290859973
logprob_margin__iqr,0.011031067086897793,False,0.11819000450247637,0.4140027014858172,0.6107609185051779,0.2710490769923458,0.1560108059432688
logprob_margin__frac_above_z,0.6303466906798739,False,0.14768122467357048,0.40657361548851867,0.6807744259342638,0.1715443493921657,0.12381809995497524
logprob_margin__slope,0.0,False,0.1924808644754615,0.4189554254840162,0.4061233678523188,0.40139576767221974,0.09410175596578119
logprob_margin__jump,0.0,False,0.2586672669968483,0.5009004952723998,0.2910850968032418,0.45024763619990993,0.14768122467357048
logprob_margin__q90,0.095002251238181,False,0.20486267447095902,0.4882935614588023,0.30346690679873933,0.49167041873030165,0.1515083295812697
logprob_margin__first_token,0.1859522737505628,False,0.15308419630796938,0.45610085547050877,0.25416479063484915,0.5927510130571815,0.165015758667267
logprob_margin__boxcar8_max,0.0022512381809995496,False,0.24898694281855022,0.5207113912651958,0.31427285006753714,0.43674020711391265,0.20238631247185954
logprob_margin__page_wmax,0.0,False,0.24561008554705088,0.5222872579918956,0.24245835209365152,0.5119315623592976,0.19608284556506078
true_tail50__top5,0.0,False,0.2728500675371454,0.524988743809095,0.19675821701936064,0.530391715443494,0.22264745610085548
true_tail50__top10,0.0,False,0.27780279153534443,0.5288158487167942,0.19518235029266096,0.5270148581719946,0.22962629446195407
true_tail50__max,0.0,False,0.23818099954975236,0.49414678072940116,0.21589374155785682,0.5459252588923909,0.19945970283656012
true_tail50__mean,0.0,False,0.2125168842863575,0.4788383610986042,0.19473210265646104,0.5927510130571815,0.15038271049076993
true_tail50__log_top5,0.0,False,0.25416479063484915,0.5058532192705988,0.21116614137775777,0.5346690679873931,0.21049076992345792
true_tail50__cusum_top5,0.0,False,0.25619090499774877,0.5533543448896894,0.2559657811796488,0.48784331382260243,0.21769473210265647
true_tail50__onset80,0.0,False,0.27757766771724446,0.5380459252588924,0.24110760918505178,0.48131472309770373,0.22917604682575415
true_tail50__top30,0.0,False,0.28140477262494373,0.5270148581719946,0.1904547501125619,0.5281404772624944,0.23615488518685276
true_tail50__std,0.0,False,0.2095902746510581,0.4741107609185052,0.2075641602881585,0.5828455650607834,0.1670418730301666
true_tail50__iqr,0.0,False,0.23165240882485366,0.5029266096352994,0.19293111211166142,0.5754164790634849,0.13574966231427285
true_tail50__frac_above_z,0.004727600180099055,False,0.22512381809995496,0.48671769473210263,0.18707789284106258,0.5877982890589825,0.13012156686177398
true_tail50__slope,0.0,False,0.20666366501575867,0.45114813147230975,0.40814948221521835,0.385186852769023,0.11773975686627645
true_tail50__jump,0.0,False,0.22737505628095453,0.4921206663665016,0.26564610535794686,0.5069788383610986,0.14880684376407025
true_tail50__q90,0.0,False,0.23322827555155334,0.5094552003601981,0.19765871229176046,0.5691130121566862,0.14272850067537146
true_tail50__first_token,0.0,False,0.12944619540747412,0.4515983791085097,0.1364250337685727,0.7341287708239532,0.15218370103556955
true_tail50__boxcar8_max,0.0,False,0.24245835209365152,0.5067537145429987,0.2140927510130572,0.5434488968932913,0.1945069788383611
true_tail50__page_wmax,0.0,False,0.23075191355245386,0.4954975236380009,0.19923457901846015,0.570013507429086,0.19563259792886087
energy_level__top5,0.0,False,0.2514633048176497,0.4909950472760018,0.15330932012606935,0.595227375056281,0.23863124718595227
energy_level__top10,0.0,False,0.270148581719946,0.5094552003601981,0.1404772624943719,0.5893741557856821,0.26587122917604683
energy_level__max,0.0,False,0.19923457901846015,0.43831607384061233,0.2075641602881585,0.5932012606933813,0.20666366501575867
energy_level__mean,0.0,False,0.1683926159387663,0.4234579018460153,0.11368752814047726,0.7179198559207565,0.1310220621341738
energy_level__log_top5,0.0,False,0.20013507429085997,0.47928860873480417,0.5612336785231877,0.23863124718595227,0.2215218370103557
energy_level__cusum_top5,0.0,False,0.2760018009905448,0.5963529941467808,0.4153534443944169,0.30864475461503826,0.2219720846465556
energy_level__onset80,0.0,False,0.29581269698334084,0.5486267447095903,0.27825303917154437,0.4259342638451148,0.2453849617289509
energy_level__top30,0.0,False,0.29423683025664116,0.5218370103556956,0.13012156686177398,0.5756416028815848,0.28770823953174246
energy_level__std,0.0,False,0.14385411976587123,0.425033768572715,0.6654660063034669,0.19067987393066185,0.1371004052228726
energy_level__iqr,0.0,False,0.14970733903647007,0.4412426834759118,0.6420531292210716,0.20823953174245835,0.13822602431337236
energy_level__frac_above_z,0.005177847816298964,False,0.1821251688428636,0.43876632147681227,0.12809545249887438,0.689779378658262,0.13462404322377308
energy_level__slope,0.0,False,0.17739756866276452,0.4083746060333183,0.4687077892841063,0.3538946420531292,0.10535794687077893
energy_level__jump,0.0,False,0.2809545249887438,0.5709140027014858,0.34398919405673123,0.375056280954525,0.15308419630796938
energy_level__q90,0.0,False,0.18820351193156237,0.4412426834759118,0.13079693831607384,0.6809995497523638,0.1494822152183701
energy_level__first_token,0.0,False,0.10715893741557857,0.40432237730751913,0.11008554705087799,0.7827555155335435,0.15330932012606935
energy_level__boxcar8_max,0.0,False,0.24763619990995048,0.4889689329131022,0.13867627194957227,0.6136875281404772,0.20846465556055832
energy_level__page_wmax,0.0,False,0.18932913102206214,0.4518235029266096,0.09635299414678072,0.7143178748311572,0.1985592075641603
energy_innovation__top5,0.0,False,0.15983791085096805,0.4459702836560108,0.5941017559657812,0.2460603331832508,0.2334533993696533
energy_innovation__top10,0.0,False,0.16411526339486718,0.4513732552904097,0.6069338135974787,0.2289509230076542,0.2505628095452499
energy_innovation__max,0.0,False,0.16524088248536695,0.4491220171094102,0.5186852769022963,0.3160738406123368,0.20463755065285907
energy_innovation__mean,0.0,False,0.0745159837910851,0.36875281404772625,0.5090049527239981,0.4164790634849167,0.13034669067987392
energy_innovation__log_top5,0.0,False,0.18685276902296263,0.46668167492120666,0.5713642503376857,0.24178298063935164,0.2095902746510581
energy_innovation__cusum_top5,0.0,False,0.21319225574065737,0.5360198108959928,0.40027014858171994,0.3865375956776227,0.22669968482665467
energy_innovation__onset80,0.0,False,0.15038271049076993,0.42480864475461505,0.7026114362899595,0.1470058532192706,0.23728050427735253
energy_innovation__top30,0.0,False,0.16884286357496622,0.45745159837910854,0.5866726699684827,0.2444844664565511,0.2703737055380459
energy_innovation__std,0.0,False,0.14137775776677172,0.4214317874831157,0.6607384061233679,0.19788383610986043,0.1404772624943719
energy_innovation__iqr,0.0,False,0.1539846915803692,0.44326879783881135,0.6330481764970733,0.2129671319225574,0.1436289959477713
energy_innovation__frac_above_z,0.00765420981539847,False,0.08734804142278253,0.3786582620441243,0.5601080594326879,0.3525438991445295,0.13529941467807294
energy_innovation__slope,0.0,False,0.08397118415128321,0.4070238631247186,0.35029266096352996,0.5657361548851868,0.10625844214317876
energy_innovation__jump,0.0,False,0.08937415578568213,0.39509230076542096,0.45767672219720845,0.4529491220171094,0.13777577667717245
energy_innovation__q90,0.0,False,0.10625844214317876,0.39621791985592075,0.635074290859973,0.2586672669968483,0.1409275101305718
energy_innovation__first_token,0.0,False,0.12246735704637551,0.36132372805042773,0.8255290409725349,0.0520036019810896,0.14835659612787033
energy_innovation__boxcar8_max,0.0,False,0.14565511031067088,0.4320126069338136,0.5959027465105808,0.2584421431787483,0.19113012156686177
energy_innovation__page_wmax,0.0,False,0.1470058532192706,0.43809095002251236,0.5634849167041873,0.2895092300765421,0.1875281404772625
top15_turnover__top5,0.9986492570914003,True,0.1265195857721747,0.3644754615038271,0.8723547951373255,0.0011256190904997748,0.12674470959027465
top15_turnover__top10,0.9806393516434039,True,0.14723097703737056,0.3939666816749212,0.8417379558757316,0.011031067086897793,0.1454299864925709
top15_turnover__max,1.0,True,0.12246735704637551,0.35974786132372805,0.8775326429536245,0.0,0.12269248086447546
top15_turnover__mean,0.0009004952723998199,False,0.1454299864925709,0.44867176947321025,0.3775326429536245,0.4770373705538046,0.12719495722647456
top15_turnover__log_top5,0.0,False,0.19765871229176046,0.4257091400270149,0.2861323728050428,0.5162089149031968,0.21049076992345792
top15_turnover__cusum_top5,0.0,False,0.2285006753714543,0.5132823052678973,0.28388113462404324,0.48761819000450246,0.22512381809995496
top15_turnover__onset80,0.0,False,0.1265195857721747,0.3644754615038271,0.8723547951373255,0.0011256190904997748,0.1265195857721747
top15_turnover__top30,0.6352994146780729,False,0.2669968482665466,0.5328680774425935,0.570238631247186,0.16276452048626744,0.25641602881584874
top15_turnover__std,0.0,False,0.1289959477712742,0.3694281855020261,0.32868077442593424,0.5423232778027915,0.13619990995047276
top15_turnover__iqr,0.38226024313372353,False,0.1755965781179649,0.4425934263845115,0.37010355695632596,0.4542998649257091,0.15556055830706889
top15_turnover__frac_above_z,0.9164790634849167,True,0.11864025213867627,0.3656010805943269,0.8336334984241333,0.047726249437190456,0.12246735704637551
top15_turnover__slope,0.0,False,0.11571364250337686,0.3759567762269248,0.5551553354344889,0.3291310220621342,0.10468257541647906
top15_turnover__jump,0.0,False,0.14768122467357048,0.43561458802341285,0.29693831607384064,0.5553804592525889,0.15263394867176946
top15_turnover__q90,0.9979738856371004,True,0.12719495722647456,0.36672669968482663,0.8692030616839261,0.0036019810895992796,0.12336785231877533
top15_turnover__first_token,0.9880684376407024,True,0.23885637100405224,0.5826204412426835,0.6305718144979738,0.1305718144979739,0.17086897793786582
top15_turnover__boxcar8_max,0.15938766321476813,False,0.22377307519135525,0.5042773525438992,0.3665015758667267,0.40972534894191803,0.20396217919855922
top15_turnover__page_wmax,0.018685276902296263,False,0.21319225574065737,0.4961728950923008,0.3385862224223323,0.44822152183701036,0.19383160738406124
top50_js__top5,0.9808644754615038,True,0.12877082395317424,0.37370553804592527,0.8541197658712292,0.017109410175596577,0.13687528140477262
top50_js__top10,0.9058982440342188,True,0.14340387212967132,0.3955425484016209,0.805042773525439,0.05155335434488969,0.16524088248536695
top50_js__max,0.9995497523638001,True,0.12246735704637551,0.35974786132372805,0.8773075191355245,0.00022512381809995497,0.12359297613687528
top50_js__mean,0.00022512381809995497,False,0.12291760468257541,0.41085096803241783,0.3329581269698334,0.5441242683475912,0.11121116614137776
top50_js__log_top5,0.0,False,0.15173345339936967,0.3885637100405223,0.6022062134173796,0.2460603331832508,0.19878433138226023
top50_js__cusum_top5,0.0,False,0.22737505628095453,0.5096803241782981,0.3190004502476362,0.45362449347140926,0.22219720846465557
top50_js__onset80,0.0,False,0.12809545249887438,0.36987843313822605,0.8640252138676272,0.007879333633498424,0.13372354795137326
top50_js__top30,0.45114813147230975,False,0.17829806393516434,0.45610085547050877,0.6256190904997748,0.19608284556506078,0.24561008554705088
top50_js__std,0.0,False,0.11436289959477713,0.34916704187303016,0.36830256641152637,0.5173345339936966,0.13462404322377308
top50_js__iqr,0.0,False,0.2435839711841513,0.4995497523638001,0.25664115263394865,0.49977487618190003,0.1429536244934714
top50_js__frac_above_z,1.0,True,0.12246735704637551,0.35974786132372805,0.8775326429536245,0.0,0.12246735704637551
top50_js__slope,0.0,False,0.10018009905447997,0.35929761368752816,0.5234128770823954,0.37640702386312475,0.11728950923007654
top50_js__jump,0.0,False,0.16434038721296712,0.4687077892841063,0.324853669518235,0.5108059432687978,0.14835659612787033
top50_js__q90,0.9320126069338136,True,0.12089149031967582,0.3730301665916254,0.8318325078793336,0.04727600180099054,0.13034669067987392
top50_js__first_token,0.9261593876632148,True,0.2325529040972535,0.579468707789284,0.5677622692480865,0.19968482665466006,0.16343989194056732
top50_js__boxcar8_max,0.14925709140027016,False,0.14452949122017109,0.445069788383611,0.5965781179648807,0.25889239081494825,0.20914002701485818
top50_js__page_wmax,0.9990995047276002,True,0.12246735704637551,0.35974786132372805,0.8770823953174246,0.00045024763619990995,0.12269248086447546
dominant_freq16__top5,0.9961728950923008,True,0.1380009004952724,0.38180999549752365,0.8529941467807294,0.009004952723998198,0.12449347140927511
dominant_freq16__top10,0.9833408374606033,True,0.1535344439441693,0.40634849167041875,0.8237280504277352,0.022737505628095452,0.13237280504277352
dominant_freq16__max,0.9979738856371004,True,0.13529941467807294,0.3786582620441243,0.8568212516884286,0.007879333633498424,0.12269248086447546
dominant_freq16__mean,0.00945520036019811,False,0.14182800540297164,0.43426384511481314,0.3367852318775326,0.5213867627194957,0.12584421431787482
dominant_freq16__log_top5,0.008554705087798289,False,0.18842863574966232,0.4716343989194057,0.35974786132372805,0.4518235029266096,0.21431787483115713
dominant_freq16__cusum_top5,0.0,False,0.2185952273750563,0.5177847816298965,0.37032868077442593,0.4110760918505178,0.2215218370103557
dominant_freq16__onset80,0.0,False,0.1375506528590725,0.3809095002251238,0.8536695182350292,0.008779828905898244,0.12426834759117515
dominant_freq16__top30,0.8340837460603332,False,0.20846465556055832,0.4754615038271049,0.6787483115713643,0.11278703286807744,0.219945970283656
dominant_freq16__std,0.00022512381809995497,False,0.14813147230977036,0.43561458802341285,0.39621791985592075,0.4556506078343089,0.13012156686177398
dominant_freq16__iqr,0.3131472309770374,False,0.16186402521386764,0.44844664565511033,0.459927960378208,0.37820801440792434,0.15015758667266996
dominant_freq16__frac_above_z,0.9545249887438091,True,0.12179198559207564,0.35974786132372805,0.8543448896893291,0.023863124718595228,0.12066636650157586
dominant_freq16__slope,0.0013507429085997298,False,0.1040072039621792,0.36380009004952724,0.3813597478613237,0.514633048176497,0.11008554705087799
dominant_freq16__jump,0.0,False,0.16546600630346692,0.44034218820351195,0.3174245835209365,0.5171094101755965,0.14813147230977036
dominant_freq16__q90,0.995047276001801,True,0.14002701485817198,0.39239081494822153,0.844889689329131,0.015083295812696983,0.1240432237730752
dominant_freq16__first_token,0.7406573615488519,False,0.1855020261143629,0.4842413327330031,0.5517784781629896,0.26271949572264747,0.17379558757316524
dominant_freq16__boxcar8_max,0.8939666816749212,False,0.18707789284106258,0.4590274651058082,0.5709140027014858,0.2420081044574516,0.20261143628995948
dominant_freq16__page_wmax,0.022737505628095452,False,0.2174696082845565,0.48739306618640255,0.28523187753264295,0.4972985141828005,0.1940567312021612
bocpd_p0__top5,0.0,False,0.2395317424583521,0.475236380009005,0.2809545249887438,0.4795137325529041,0.22489869428185502
bocpd_p0__top10,0.0,False,0.25416479063484915,0.4853669518235029,0.27825303917154437,0.4675821701936065,0.22985141828005404
bocpd_p0__max,0.0,False,0.17176947321026564,0.4020711391265196,0.285006753714543,0.5432237730751913,0.19090499774876182
bocpd_p0__mean,0.0,False,0.11683926159387663,0.35006753714543,0.2206213417379559,0.6625393966681675,0.13124718595227375
bocpd_p0__log_top5,0.0,False,0.19765871229176046,0.4324628545700135,0.3059432687978388,0.4963980189104007,0.21049076992345792
bocpd_p0__cusum_top5,0.0,False,0.18122467357046376,0.47276001800990547,0.3284556506078343,0.49031967582170194,0.22692480864475462
bocpd_p0__onset80,0.0,False,0.2440342188203512,0.5002251238180999,0.3719045475011256,0.3840612336785232,0.22782530391715444
bocpd_p0__top30,0.0,False,0.26069338135974784,0.48626744709590275,0.25664115263394865,0.48266546600630345,0.23457901846015308
bocpd_p0__std,0.0,False,0.11143628995947771,0.3329581269698334,0.2521386762719496,0.6364250337685727,0.14340387212967132
bocpd_p0__iqr,0.0,False,0.16208914903196758,0.4279603782080144,0.32733003151733453,0.5105808194506979,0.1289959477712742
bocpd_p0__frac_above_z,0.00810445745159838,False,0.19540747411076093,0.465105808194507,0.30864475461503826,0.4959477712742008,0.12471859522737505
bocpd_p0__slope,0.0,False,0.15758667266996848,0.41625393966681673,0.4293111211166141,0.41310220621341737,0.11886537595677622
bocpd_p0__jump,0.0,False,0.11954074741107609,0.3381359747861324,0.37280504277352544,0.5076542098153984,0.13462404322377308
bocpd_p0__q90,0.0,False,0.16028815848716793,0.4083746060333183,0.25641602881584874,0.5832958126969834,0.13867627194957227
bocpd_p0__first_token,0.0,False,0.1474561008554705,0.3905898244034219,0.2125168842863575,0.640027014858172,0.15961278703286808
bocpd_p0__boxcar8_max,0.0,False,0.17829806393516434,0.40814948221521835,0.29558757316524087,0.5261143628995948,0.19540747411076093
bocpd_p0__page_wmax,0.0,False,0.17221972084646556,0.40229626294461956,0.28140477262494373,0.5463755065285907,0.19630796938316075
