series,population,stratum,bin,centre,mean,n
energy_level__max,label_clean,all,5,0.55,-0.019442608612637982,1626
energy_level__max,label_clean,all,6,0.65,-0.06201591848458295,1670
energy_level__max,label_clean,all,7,0.75,-0.10755698240368378,1212
energy_level__max,label_clean,all,8,0.85,-0.06958604466985722,1492
energy_level__max,label_clean,all,9,0.95,0.15682113545396761,2668
energy_level__max,label_clean,steps_2_to_5,0,0.05,-0.09094810969262217,950
energy_level__max,label_clean,steps_2_to_5,1,0.15,nan,0
energy_level__max,label_clean,steps_2_to_5,2,0.25,0.14220973832845377,406
energy_level__max,label_clean,steps_2_to_5,3,0.35,-0.014886216642896289,388
energy_level__max,label_clean,steps_2_to_5,4,0.45,nan,0
energy_level__max,label_clean,steps_2_to_5,5,0.55,-0.0820016932156778,532
energy_level__max,label_clean,steps_2_to_5,6,0.65,-0.11181825204724329,388
energy_level__max,label_clean,steps_2_to_5,7,0.75,-0.017840500616329157,406
energy_level__max,label_clean,steps_2_to_5,8,0.85,nan,0
energy_level__max,label_clean,steps_2_to_5,9,0.95,0.1354663456204034,950
energy_level__max,label_clean,steps_6_to_10,0,0.05,-0.06478799474423363,1124
energy_level__max,label_clean,steps_6_to_10,1,0.15,-0.011741598364014552,686
energy_level__max,label_clean,steps_6_to_10,2,0.25,0.08977689340989041,886
energy_level__max,label_clean,steps_6_to_10,3,0.35,-0.11741553859244193,462
energy_level__max,label_clean,steps_6_to_10,4,0.45,-0.052582572749166036,744
energy_level__max,label_clean,steps_6_to_10,5,0.55,0.06072371396902696,686
energy_level__max,label_clean,steps_6_to_10,6,0.65,-0.049172011708661784,900
energy_level__max,label_clean,steps_6_to_10,7,0.75,-0.14596733572204526,448
energy_level__max,label_clean,steps_6_to_10,8,0.85,-0.06750872161981122,1124
energy_level__max,label_clean,steps_6_to_10,9,0.95,0.21225359450475495,1124
energy_level__max,label_clean,steps_11_plus,0,0.05,0.1398872398364905,520
energy_level__max,label_clean,steps_11_plus,1,0.15,0.07978056936470067,342
energy_level__max,label_clean,steps_11_plus,2,0.25,0.02218622262999094,384
energy_level__max,label_clean,steps_11_plus,3,0.35,-0.014486272369168716,356
energy_level__max,label_clean,steps_11_plus,4,0.45,-0.0657764635396814,354
energy_level__max,label_clean,steps_11_plus,5,0.55,-0.07265992302980658,408
energy_level__max,label_clean,steps_11_plus,6,0.65,-0.04169186266263745,382
energy_level__max,label_clean,steps_11_plus,7,0.75,-0.16123590228927054,358
energy_level__max,label_clean,steps_11_plus,8,0.85,-0.07593091181184587,368
energy_level__max,label_clean,steps_11_plus,9,0.95,0.08608202159673152,594
energy_level__max,pre_error,all,0,0.05,-0.5693489775957862,4454
energy_level__max,pre_error,all,1,0.15,-0.2929977803821031,1918
energy_level__max,pre_error,all,2,0.25,-0.24366567980160625,1964
energy_level__max,pre_error,all,3,0.35,-0.1320297411469352,1184
energy_level__max,pre_error,all,4,0.45,-0.09782388286225806,878
energy_level__max,pre_error,all,5,0.55,-0.057342515870888004,946
energy_level__max,pre_error,all,6,0.65,-0.1556433182334121,602
energy_level__max,pre_error,all,7,0.75,-0.06230648717228306,270
energy_level__max,pre_error,all,8,0.85,-0.019431315161839866,146
energy_level__max,pre_error,all,9,0.95,0.30765815559630744,22
energy_level__max,pre_error,steps_2_to_5,0,0.05,-0.5378548264828447,1016
energy_level__max,pre_error,steps_2_to_5,1,0.15,nan,0
energy_level__max,pre_error,steps_2_to_5,2,0.25,-0.12192661891875749,320
energy_level__max,pre_error,steps_2_to_5,3,0.35,-0.01358432139382341,168
energy_level__max,pre_error,steps_2_to_5,4,0.45,nan,0
energy_level__max,pre_error,steps_2_to_5,5,0.55,-0.14750078577949402,164
energy_level__max,pre_error,steps_2_to_5,6,0.65,-0.6991238391869787,44
energy_level__max,pre_error,steps_2_to_5,7,0.75,0.28485071161933107,28
energy_level__max,pre_error,steps_2_to_5,8,0.85,nan,0
energy_level__max,pre_error,steps_2_to_5,9,0.95,nan,0
energy_level__max,pre_error,steps_6_to_10,0,0.05,-0.6591778290354394,2108
energy_level__max,pre_error,steps_6_to_10,1,0.15,-0.29668745246173023,1218
energy_level__max,pre_error,steps_6_to_10,2,0.25,-0.2897489637543666,1044
energy_level__max,pre_error,steps_6_to_10,3,0.35,-0.12379085961988245,560
energy_level__max,pre_error,steps_6_to_10,4,0.45,-0.09047214138923386,500
energy_level__max,pre_error,steps_6_to_10,5,0.55,0.026818768379831458,440
energy_level__max,pre_error,steps_6_to_10,6,0.65,-0.08266640865245532,312
energy_level__max,pre_error,steps_6_to_10,7,0.75,-0.08658632569494086,88
energy_level__max,pre_error,steps_6_to_10,8,0.85,-0.05154995303329064,58
energy_level__max,pre_error,steps_6_to_10,9,0.95,nan,0
energy_level__max,pre_error,steps_11_plus,0,0.05,-0.4510323149611659,1330
energy_level__max,pre_error,steps_11_plus,1,0.15,-0.2865777509635514,700
energy_level__max,pre_error,steps_11_plus,2,0.25,-0.228408264861323,600
energy_level__max,pre_error,steps_11_plus,3,0.35,-0.18578545205411104,456
energy_level__max,pre_error,steps_11_plus,4,0.45,-0.1075484086202268,378
energy_level__max,pre_error,steps_11_plus,5,0.55,-0.12238640126651686,342
energy_level__max,pre_error,steps_11_plus,6,0.65,-0.1509915006208169,246
energy_level__max,pre_error,steps_11_plus,7,0.75,-0.11155178442014876,154
energy_level__max,pre_error,steps_11_plus,8,0.85,0.0017377870716163196,88
energy_level__max,pre_error,steps_11_plus,9,0.95,0.30765815559630744,22
energy_level__mean,gate_closed,all,0,0.05,-0.7686859496463013,2472
energy_level__mean,gate_closed,all,1,0.15,-0.2166331479741139,1000
energy_level__mean,gate_closed,all,2,0.25,-0.08597679927408028,1550
energy_level__mean,gate_closed,all,3,0.35,-0.023220325967903604,1208
energy_level__mean,gate_closed,all,4,0.45,-0.0443913524531303,988
energy_level__mean,gate_closed,all,5,0.55,0.019300405997478006,1571
energy_level__mean,gate_closed,all,6,0.65,0.140805433375213,1587
energy_level__mean,gate_closed,all,7,0.75,0.17439480232703095,1171
energy_level__mean,gate_closed,all,8,0.85,0.3071393184897061,1379
energy_level__mean,gate_closed,all,9,0.95,0.5662174017518685,2544
energy_level__mean,gate_closed,steps_2_to_5,0,0.05,-0.711309369566929,947
energy_level__mean,gate_closed,steps_2_to_5,1,0.15,nan,0
energy_level__mean,gate_closed,steps_2_to_5,2,0.25,0.08080677874959101,400
energy_level__mean,gate_closed,steps_2_to_5,3,0.35,0.0864297504639489,395
energy_level__mean,gate_closed,steps_2_to_5,4,0.45,nan,0
energy_level__mean,gate_closed,steps_2_to_5,5,0.55,-0.0036956899850036605,524
energy_level__mean,gate_closed,steps_2_to_5,6,0.65,0.1696497996865539,395
energy_level__mean,gate_closed,steps_2_to_5,7,0.75,0.2856266823815408,400
energy_level__mean,gate_closed,steps_2_to_5,8,0.85,nan,0
energy_level__mean,gate_closed,steps_2_to_5,9,0.95,0.45176526691670715,947
energy_level__mean,gate_closed,steps_6_to_10,0,0.05,-0.8947432557077732,1009
energy_level__mean,gate_closed,steps_6_to_10,1,0.15,-0.12056331155175333,655
energy_level__mean,gate_closed,steps_6_to_10,2,0.25,-0.08242797973718687,779
energy_level__mean,gate_closed,steps_6_to_10,3,0.35,-0.06556811733278055,459
energy_level__mean,gate_closed,steps_6_to_10,4,0.45,-0.06600544694300156,639
energy_level__mean,gate_closed,steps_6_to_10,5,0.55,0.02906819182005166,655
energy_level__mean,gate_closed,steps_6_to_10,6,0.65,0.15303525040222152,813
energy_level__mean,gate_closed,steps_6_to_10,7,0.75,0.08786683469593431,425
energy_level__mean,gate_closed,steps_6_to_10,8,0.85,0.3176908623209658,1009
energy_level__mean,gate_closed,steps_6_to_10,9,0.95,0.6113961820578476,1009
energy_level__mean,gate_closed,steps_11_plus,0,0.05,-0.6274917626678862,516
energy_level__mean,gate_closed,steps_11_plus,1,0.15,-0.3990266055296096,345
energy_level__mean,gate_closed,steps_11_plus,2,0.25,-0.27324893304418396,371
energy_level__mean,gate_closed,steps_11_plus,3,0.35,-0.09066141058401415,354
energy_level__mean,gate_closed,steps_11_plus,4,0.45,-0.00481712214072982,349
energy_level__mean,gate_closed,steps_11_plus,5,0.55,0.03371891258174999,392
energy_level__mean,gate_closed,steps_11_plus,6,0.65,0.08450895333316091,379
energy_level__mean,gate_closed,steps_11_plus,7,0.75,0.15208738678198025,346
energy_level__mean,gate_closed,steps_11_plus,8,0.85,0.2783649732850014,370
energy_level__mean,gate_closed,steps_11_plus,9,0.95,0.6730214533848021,588
energy_level__mean,label_clean,all,0,0.05,-0.7496010787947001,2594
energy_level__mean,label_clean,all,1,0.15,-0.09697895649297789,1028
energy_level__mean,label_clean,all,2,0.25,-0.011600961931914932,1676
energy_level__mean,label_clean,all,3,0.35,0.020678996621862095,1206
energy_level__mean,label_clean,all,4,0.45,0.02570653215521404,1098
energy_level__mean,label_clean,all,5,0.55,0.05486390374501774,1626
energy_level__mean,label_clean,all,6,0.65,0.09024749075601894,1670
energy_level__mean,label_clean,all,7,0.75,0.08738959733139892,1212
energy_level__mean,label_clean,all,8,0.85,0.2396336435527777,1492
energy_level__mean,label_clean,all,9,0.95,0.48990499641506063,2668
energy_level__mean,label_clean,steps_2_to_5,0,0.05,-0.6111579800595739,950
energy_level__mean,label_clean,steps_2_to_5,1,0.15,nan,0
energy_level__mean,label_clean,steps_2_to_5,2,0.25,0.18496316460062995,406
energy_level__mean,label_clean,steps_2_to_5,3,0.35,0.16338191294688023,388
energy_level__mean,label_clean,steps_2_to_5,4,0.45,nan,0
energy_level__mean,label_clean,steps_2_to_5,5,0.55,-0.029058011411645546,532
energy_level__mean,label_clean,steps_2_to_5,6,0.65,0.07842486993673742,388
energy_level__mean,label_clean,steps_2_to_5,7,0.75,0.10682497618572498,406
energy_level__mean,label_clean,steps_2_to_5,8,0.85,nan,0
energy_level__mean,label_clean,steps_2_to_5,9,0.95,0.4039704486415646,950
energy_level__mean,label_clean,steps_6_to_10,0,0.05,-0.9014615819972355,1124
energy_level__mean,label_clean,steps_6_to_10,1,0.15,-0.0194191222934393,686
energy_level__mean,label_clean,steps_6_to_10,2,0.25,-0.01968078032731792,886
energy_level__mean,label_clean,steps_6_to_10,3,0.35,-0.03971513056436929,462
energy_level__mean,label_clean,steps_6_to_10,4,0.45,0.010529955676525277,744
energy_level__mean,label_clean,steps_6_to_10,5,0.55,0.08423570191267712,686
energy_level__mean,label_clean,steps_6_to_10,6,0.65,0.10586882346133293,900
energy_level__mean,label_clean,steps_6_to_10,7,0.75,0.011859850046387923,448
energy_level__mean,label_clean,steps_6_to_10,8,0.85,0.24839550672232757,1124
energy_level__mean,label_clean,steps_6_to_10,9,0.95,0.5488774161224427,1124
energy_level__mean,label_clean,steps_11_plus,0,0.05,-0.6742736522537774,520
energy_level__mean,label_clean,steps_11_plus,1,0.15,-0.2525521911739245,342
energy_level__mean,label_clean,steps_11_plus,2,0.25,-0.2007840772284939,384
energy_level__mean,label_clean,steps_11_plus,3,0.35,-0.05647449993450909,356
energy_level__mean,label_clean,steps_11_plus,4,0.45,0.05760306577144102,354
energy_level__mean,label_clean,steps_11_plus,5,0.55,0.11490656384386681,408
energy_level__mean,label_clean,steps_11_plus,6,0.65,0.06545162018821478,382
energy_level__mean,label_clean,steps_11_plus,7,0.75,0.15986603020522158,358
energy_level__mean,label_clean,steps_11_plus,8,0.85,0.21287186582839338,368
energy_level__mean,label_clean,steps_11_plus,9,0.95,0.5157514957984343,594
energy_level__mean,pre_error,all,0,0.05,-1.2009147453425784,4454
energy_level__mean,pre_error,all,1,0.15,-0.48644330525636437,1918
energy_level__mean,pre_error,all,2,0.25,-0.29216160529083157,1964
energy_level__mean,pre_error,all,3,0.35,-0.16539681208270335,1184
energy_level__mean,pre_error,all,4,0.45,-0.1272276244441738,878
energy_level__mean,pre_error,all,5,0.55,-0.02258880729068323,946
energy_level__mean,pre_error,all,6,0.65,-0.050663827307765835,602
energy_level__mean,pre_error,all,7,0.75,0.07809375600634934,270
energy_level__mean,pre_error,all,8,0.85,0.10360754992333573,146
energy_level__mean,pre_error,all,9,0.95,0.23058012632177122,22
energy_level__mean,pre_error,steps_2_to_5,0,0.05,-1.0602220995042697,1016
energy_level__mean,pre_error,steps_2_to_5,1,0.15,nan,0
energy_level__mean,pre_error,steps_2_to_5,2,0.25,-0.22765807982057407,320
energy_level__mean,pre_error,steps_2_to_5,3,0.35,-0.1952328185811622,168
energy_level__mean,pre_error,steps_2_to_5,4,0.45,nan,0
energy_level__mean,pre_error,steps_2_to_5,5,0.55,-0.1300538386673544,164
energy_level__mean,pre_error,steps_2_to_5,6,0.65,-0.3186166278548609,44
energy_level__mean,pre_error,steps_2_to_5,7,0.75,0.23824952280874387,28
energy_level__mean,pre_error,steps_2_to_5,8,0.85,nan,0
energy_level__mean,pre_error,steps_2_to_5,9,0.95,nan,0
energy_level__mean,pre_error,steps_6_to_10,0,0.05,-1.3756565664568006,2108
energy_level__mean,pre_error,steps_6_to_10,1,0.15,-0.44576334507989035,1218
energy_level__mean,pre_error,steps_6_to_10,2,0.25,-0.2707975826990309,1044
energy_level__mean,pre_error,steps_6_to_10,3,0.35,-0.06647667052086297,560
energy_level__mean,pre_error,steps_6_to_10,4,0.45,-0.11662786579865976,500
energy_level__mean,pre_error,steps_6_to_10,5,0.55,0.04842067295980332,440
energy_level__mean,pre_error,steps_6_to_10,6,0.65,-0.020961419512648093,312
energy_level__mean,pre_error,steps_6_to_10,7,0.75,0.1366222755669504,88
energy_level__mean,pre_error,steps_6_to_10,8,0.85,0.26918344649959974,58
energy_level__mean,pre_error,steps_6_to_10,9,0.95,nan,0
energy_level__mean,pre_error,steps_11_plus,0,0.05,-1.0314320154650956,1330
energy_level__mean,pre_error,steps_11_plus,1,0.15,-0.5572264359634321,700
energy_level__mean,pre_error,steps_11_plus,2,0.25,-0.36373688485136907,600
energy_level__mean,pre_error,steps_11_plus,3,0.35,-0.2758854747644786,456
energy_level__mean,pre_error,steps_11_plus,4,0.45,-0.14124846921337236,378
energy_level__mean,pre_error,steps_11_plus,5,0.55,-0.06241309432120979,342
energy_level__mean,pre_error,steps_11_plus,6,0.65,-0.040408656608597104,246
energy_level__mean,pre_error,steps_11_plus,7,0.75,0.01552965735829784,154
energy_level__mean,pre_error,steps_11_plus,8,0.85,-0.0055220182746564235,88
energy_level__mean,pre_error,steps_11_plus,9,0.95,0.23058012632177122,22
energy_level__log_top5,gate_closed,all,0,0.05,0.526315005951613,2472
energy_level__log_top5,gate_closed,all,1,0.15,0.26636474720068926,1000
energy_level__log_top5,gate_closed,all,2,0.25,0.08374755370579022,1550
energy_level__log_top5,gate_closed,all,3,0.35,0.08697090101089595,1208
energy_level__log_top5,gate_closed,all,4,0.45,-0.021095506832306814,988
energy_level__log_top5,gate_closed,all,5,0.55,-0.04170822632596073,1571
energy_level__log_top5,gate_closed,all,6,0.65,-0.11334002368202269,1587
energy_level__log_top5,gate_closed,all,7,0.75,-0.10025967467226786,1171
energy_level__log_top5,gate_closed,all,8,0.85,-0.19528573824774606,1379
energy_level__log_top5,gate_closed,all,9,0.95,-0.45178666847546173,2544
energy_level__log_top5,gate_closed,steps_2_to_5,0,0.05,0.34926794631892094,947
energy_level__log_top5,gate_closed,steps_2_to_5,1,0.15,nan,0
energy_level__log_top5,gate_closed,steps_2_to_5,2,0.25,0.09249586117454109,400
energy_level__log_top5,gate_closed,steps_2_to_5,3,0.35,0.16623122908268725,395
energy_level__log_top5,gate_closed,steps_2_to_5,4,0.45,nan,0
energy_level__log_top5,gate_closed,steps_2_to_5,5,0.55,-0.015641919508098758,524
energy_level__log_top5,gate_closed,steps_2_to_5,6,0.65,-0.02376336624457674,395
energy_level__log_top5,gate_closed,steps_2_to_5,7,0.75,-0.07482749479868799,400
energy_level__log_top5,gate_closed,steps_2_to_5,8,0.85,nan,0
energy_level__log_top5,gate_closed,steps_2_to_5,9,0.95,-0.4075000334880348,947
energy_level__log_top5,gate_closed,steps_6_to_10,0,0.05,0.5568108892691843,1009
energy_level__log_top5,gate_closed,steps_6_to_10,1,0.15,0.16715182128943065,655
energy_level__log_top5,gate_closed,steps_6_to_10,2,0.25,0.07306863933527716,779
energy_level__log_top5,gate_closed,steps_6_to_10,3,0.35,0.07238088235130416,459
energy_level__log_top5,gate_closed,steps_6_to_10,4,0.45,0.061775391367072996,639
energy_level__log_top5,gate_closed,steps_6_to_10,5,0.55,-0.017294465185613967,655
energy_level__log_top5,gate_closed,steps_6_to_10,6,0.65,-0.07947269654841058,813
energy_level__log_top5,gate_closed,steps_6_to_10,7,0.75,-0.06008320538240098,425
energy_level__log_top5,gate_closed,steps_6_to_10,8,0.85,-0.21791244131628293,1009
energy_level__log_top5,gate_closed,steps_6_to_10,9,0.95,-0.47529852108631093,1009
energy_level__log_top5,gate_closed,steps_11_plus,0,0.05,0.7916119423948942,516
energy_level__log_top5,gate_closed,steps_11_plus,1,0.15,0.45472551958293467,345
energy_level__log_top5,gate_closed,steps_11_plus,2,0.25,0.0967382580376748,371
energy_level__log_top5,gate_closed,steps_11_plus,3,0.35,0.017448271000712418,354
energy_level__log_top5,gate_closed,steps_11_plus,4,0.45,-0.17282760983919435,349
energy_level__log_top5,gate_closed,steps_11_plus,5,0.55,-0.11734536489608036,392
energy_level__log_top5,gate_closed,steps_11_plus,6,0.65,-0.27934771932164804,379
energy_level__log_top5,gate_closed,steps_11_plus,7,0.75,-0.17901074807580966,346
energy_level__log_top5,gate_closed,steps_11_plus,8,0.85,-0.13358210744733057,370
energy_level__log_top5,gate_closed,steps_11_plus,9,0.95,-0.4827662331842147,588
energy_level__log_top5,label_clean,all,0,0.05,0.48925957989899493,2594
energy_level__log_top5,label_clean,all,1,0.15,0.20558700942818905,1028
energy_level__log_top5,label_clean,all,2,0.25,0.07711906128079506,1676
energy_level__log_top5,label_clean,all,3,0.35,0.052499756747216936,1206
energy_level__log_top5,label_clean,all,4,0.45,-0.04325198129507283,1098
energy_level__log_top5,label_clean,all,5,0.55,-0.027545346042193053,1626
energy_level__log_top5,label_clean,all,6,0.65,-0.053803679991223846,1670
energy_level__log_top5,label_clean,all,7,0.75,-0.1056456199339764,1212
energy_level__log_top5,label_clean,all,8,0.85,-0.20438845347503942,1492
energy_level__log_top5,label_clean,all,9,0.95,-0.39652452460166837,2668
energy_level__log_top5,label_clean,steps_2_to_5,0,0.05,0.2901903290465578,950
energy_level__log_top5,label_clean,steps_2_to_5,1,0.15,nan,0
energy_level__log_top5,label_clean,steps_2_to_5,2,0.25,-0.014017614759459233,406
energy_level__log_top5,label_clean,steps_2_to_5,3,0.35,0.07893035942906024,388
energy_level__log_top5,label_clean,steps_2_to_5,4,0.45,nan,0
energy_level__log_top5,label_clean,steps_2_to_5,5,0.55,0.06352142193257902,532
energy_level__log_top5,label_clean,steps_2_to_5,6,0.65,0.08608790553627657,388
energy_level__log_top5,label_clean,steps_2_to_5,7,0.75,-0.028446591381733083,406
energy_level__log_top5,label_clean,steps_2_to_5,8,0.85,nan,0
energy_level__log_top5,label_clean,steps_2_to_5,9,0.95,-0.37501139807956674,950
energy_level__log_top5,label_clean,steps_6_to_10,0,0.05,0.5428540646511434,1124
energy_level__log_top5,label_clean,steps_6_to_10,1,0.15,0.12390504578045103,686
energy_level__log_top5,label_clean,steps_6_to_10,2,0.25,0.10128887024397086,886
energy_level__log_top5,label_clean,steps_6_to_10,3,0.35,0.08266508200328564,462
energy_level__log_top5,label_clean,steps_6_to_10,4,0.45,-0.009034576839959726,744
energy_level__log_top5,label_clean,steps_6_to_10,5,0.55,-0.022315793704795705,686
energy_level__log_top5,label_clean,steps_6_to_10,6,0.65,-0.05325063207232667,900
energy_level__log_top5,label_clean,steps_6_to_10,7,0.75,-0.1130208071057196,448
energy_level__log_top5,label_clean,steps_6_to_10,8,0.85,-0.20237995233805506,1124
energy_level__log_top5,label_clean,steps_6_to_10,9,0.95,-0.42262964454457264,1124
energy_level__log_top5,label_clean,steps_11_plus,0,0.05,0.7370972480690016,520
energy_level__log_top5,label_clean,steps_11_plus,1,0.15,0.3694286090256986,342
energy_level__log_top5,label_clean,steps_11_plus,2,0.25,0.11771031058019461,384
energy_level__log_top5,label_clean,steps_11_plus,3,0.35,-0.01545376603047654,356
energy_level__log_top5,label_clean,steps_11_plus,4,0.45,-0.11516652625158158,354
energy_level__log_top5,label_clean,steps_11_plus,5,0.55,-0.15508209473345128,408
energy_level__log_top5,label_clean,steps_11_plus,6,0.65,-0.19719550803226482,382
energy_level__log_top5,label_clean,steps_11_plus,7,0.75,-0.1839660717196462,358
energy_level__log_top5,label_clean,steps_11_plus,8,0.85,-0.2105231145564815,368
energy_level__log_top5,label_clean,steps_11_plus,9,0.95,-0.38153347305313673,594
energy_level__log_top5,pre_error,all,0,0.05,0.6485944496845829,4454
energy_level__log_top5,pre_error,all,1,0.15,0.3556587122201123,1918
energy_level__log_top5,pre_error,all,2,0.25,0.1859654648654353,1964
energy_level__log_top5,pre_error,all,3,0.35,0.14771845494162814,1184
energy_level__log_top5,pre_error,all,4,0.45,0.09344019188036747,878
energy_level__log_top5,pre_error,all,5,0.55,0.024212359420051257,946
energy_level__log_top5,pre_error,all,6,0.65,-0.08922831380300802,602
energy_level__log_top5,pre_error,all,7,0.75,-0.21258008781916776,270
energy_level__log_top5,pre_error,all,8,0.85,-0.15847668002719445,146
energy_level__log_top5,pre_error,all,9,0.95,-0.3292432555483602,22
energy_level__log_top5,pre_error,steps_2_to_5,0,0.05,0.4566675642466659,1016
energy_level__log_top5,pre_error,steps_2_to_5,1,0.15,nan,0
energy_level__log_top5,pre_error,steps_2_to_5,2,0.25,0.18580140882918864,320
energy_level__log_top5,pre_error,steps_2_to_5,3,0.35,0.3860847085929217,168
energy_level__log_top5,pre_error,steps_2_to_5,4,0.45,nan,0
energy_level__log_top5,pre_error,steps_2_to_5,5,0.55,0.19189377813205263,164
energy_level__log_top5,pre_error,steps_2_to_5,6,0.65,-0.44694346030969095,44
energy_level__log_top5,pre_error,steps_2_to_5,7,0.75,-0.4784404533824497,28
energy_level__log_top5,pre_error,steps_2_to_5,8,0.85,nan,0
energy_level__log_top5,pre_error,steps_2_to_5,9,0.95,nan,0
energy_level__log_top5,pre_error,steps_6_to_10,0,0.05,0.6729865895748494,2108
energy_level__log_top5,pre_error,steps_6_to_10,1,0.15,0.31004418352020063,1218
energy_level__log_top5,pre_error,steps_6_to_10,2,0.25,0.16985701257580954,1044
energy_level__log_top5,pre_error,steps_6_to_10,3,0.35,0.09157856886211993,560
energy_level__log_top5,pre_error,steps_6_to_10,4,0.45,0.10408615491864154,500
energy_level__log_top5,pre_error,steps_6_to_10,5,0.55,-0.011188955652788499,440
energy_level__log_top5,pre_error,steps_6_to_10,6,0.65,-0.034877178473578435,312
energy_level__log_top5,pre_error,steps_6_to_10,7,0.75,-0.26679689047707966,88
energy_level__log_top5,pre_error,steps_6_to_10,8,0.85,-0.24197624086060593,58
energy_level__log_top5,pre_error,steps_6_to_10,9,0.95,nan,0
energy_level__log_top5,pre_error,steps_11_plus,0,0.05,0.7565486487193414,1330
energy_level__log_top5,pre_error,steps_11_plus,1,0.15,0.43502799215795773,700
energy_level__log_top5,pre_error,steps_11_plus,2,0.25,0.21408166840204904,600
energy_level__log_top5,pre_error,steps_11_plus,3,0.35,0.12884302860633726,456
energy_level__log_top5,pre_error,steps_11_plus,4,0.45,0.0793582301895288,378
energy_level__log_top5,pre_error,steps_11_plus,5,0.55,-0.010650722558658388,342
energy_level__log_top5,pre_error,steps_11_plus,6,0.65,-0.09417989013019493,246
energy_level__log_top5,pre_error,steps_11_plus,7,0.75,-0.1332608094446996,154
energy_level__log_top5,pre_error,steps_11_plus,8,0.85,-0.10344287856880975,88
energy_level__log_top5,pre_error,steps_11_plus,9,0.95,-0.3292432555483602,22
energy_level__cusum_top5,gate_closed,all,0,0.05,0.028199566876369424,2472
energy_level__cusum_top5,gate_closed,all,1,0.15,0.35036393539516986,1000
energy_level__cusum_top5,gate_closed,all,2,0.25,0.534715711986074,1550
energy_level__cusum_top5,gate_closed,all,3,0.35,0.544689732489593,1208
energy_level__cusum_top5,gate_closed,all,4,0.45,0.5588915282832412,988
energy_level__cusum_top5,gate_closed,all,5,0.55,0.44191830836929696,1571
energy_level__cusum_top5,gate_closed,all,6,0.65,0.21969911335851397,1587
energy_level__cusum_top5,gate_closed,all,7,0.75,-0.004043730826273769,1171
energy_level__cusum_top5,gate_closed,all,8,0.85,-0.38140193908803965,1379
energy_level__cusum_top5,gate_closed,all,9,0.95,-1.1679560996978768,2544
energy_level__cusum_top5,gate_closed,steps_2_to_5,0,0.05,0.14183035348974854,947
energy_level__cusum_top5,gate_closed,steps_2_to_5,1,0.15,nan,0
energy_level__cusum_top5,gate_closed,steps_2_to_5,2,0.25,0.5434683243799636,400
energy_level__cusum_top5,gate_closed,steps_2_to_5,3,0.35,0.6138363345835085,395
energy_level__cusum_top5,gate_closed,steps_2_to_5,4,0.45,nan,0
energy_level__cusum_top5,gate_closed,steps_2_to_5,5,0.55,0.517990515202422,524
energy_level__cusum_top5,gate_closed,steps_2_to_5,6,0.65,0.23239457477755998,395
energy_level__cusum_top5,gate_closed,steps_2_to_5,7,0.75,0.00496803261202386,400
energy_level__cusum_top5,gate_closed,steps_2_to_5,8,0.85,nan,0
energy_level__cusum_top5,gate_closed,steps_2_to_5,9,0.95,-1.0130687716106426,947
energy_level__cusum_top5,gate_closed,steps_6_to_10,0,0.05,0.05464484489532897,1009
energy_level__cusum_top5,gate_closed,steps_6_to_10,1,0.15,0.3642549636892602,655
energy_level__cusum_top5,gate_closed,steps_6_to_10,2,0.25,0.5091506455723052,779
energy_level__cusum_top5,gate_closed,steps_6_to_10,3,0.35,0.5264430122092427,459
energy_level__cusum_top5,gate_closed,steps_6_to_10,4,0.45,0.5980354475322718,639
energy_level__cusum_top5,gate_closed,steps_6_to_10,5,0.55,0.4287080183280389,655
energy_level__cusum_top5,gate_closed,steps_6_to_10,6,0.65,0.21854407570078696,813
energy_level__cusum_top5,gate_closed,steps_6_to_10,7,0.75,-0.06911990480775446,425
energy_level__cusum_top5,gate_closed,steps_6_to_10,8,0.85,-0.40250957633042045,1009
energy_level__cusum_top5,gate_closed,steps_6_to_10,9,0.95,-1.3251793455726035,1009
energy_level__cusum_top5,gate_closed,steps_11_plus,0,0.05,-0.23205555026316585,516
energy_level__cusum_top5,gate_closed,steps_11_plus,1,0.15,0.3239911135614595,345
energy_level__cusum_top5,gate_closed,steps_11_plus,2,0.25,0.5789586817401752,371
energy_level__cusum_top5,gate_closed,steps_11_plus,3,0.35,0.4911935087087572,354
energy_level__cusum_top5,gate_closed,steps_11_plus,4,0.45,0.48722114318257914,349
energy_level__cusum_top5,gate_closed,steps_11_plus,5,0.55,0.36230326652354994,392
energy_level__cusum_top5,gate_closed,steps_11_plus,6,0.65,0.20894538870207394,379
energy_level__cusum_top5,gate_closed,steps_11_plus,7,0.75,0.06547265231479636,346
energy_level__cusum_top5,gate_closed,steps_11_plus,8,0.85,-0.3238408418513833,370
energy_level__cusum_top5,gate_closed,steps_11_plus,9,0.95,-1.1476160395125166,588
energy_level__cusum_top5,label_clean,all,0,0.05,0.09752346532367398,2594
energy_level__cusum_top5,label_clean,all,1,0.15,0.35636364422721845,1028
energy_level__cusum_top5,label_clean,all,2,0.25,0.49287431624075984,1676
energy_level__cusum_top5,label_clean,all,3,0.35,0.5136760854978842,1206
energy_level__cusum_top5,label_clean,all,4,0.45,0.5286143835967946,1098
energy_level__cusum_top5,label_clean,all,5,0.55,0.4314961016051897,1626
energy_level__cusum_top5,label_clean,all,6,0.65,0.25528494355226716,1670
energy_level__cusum_top5,label_clean,all,7,0.75,-0.016502475561175345,1212
