series,stratum,n_answers,argmax_in_last_fifth,uniform_expectation_last_fifth,argmax_at_first_step,uniform_expectation_first_step,mean_relative_argmax
q15_H1__top10,steps_2_to_5,947,0.09820485744456177,0.24718409010911654,0.43083421330517424,0.24718409010911654,0.28995072157690954
q15_H1__top10,steps_6_to_10,1009,0.12388503468780972,0.2791133764374597,0.3508424182358771,0.13955668821872985,0.2996708197649724
q15_H1__top10,steps_11_plus,288,0.1284722222222222,0.2424675108397682,0.3055555555555556,0.07510801732940292,0.3096907967962379
q15_H1__max,all,2244,0.1947415329768271,0.26093554959027787,0.232174688057041,0.17670549943712113,0.40316960146025
q15_H1__max,steps_2_to_5,947,0.16050686378035903,0.24718409010911654,0.29567053854276665,0.24718409010911654,0.40021119324181625
q15_H1__max,steps_6_to_10,1009,0.20614469772051536,0.2791133764374597,0.2001982160555005,0.13955668821872985,0.3981598156276055
q15_H1__max,steps_11_plus,288,0.2673611111111111,0.2424675108397682,0.13541666666666666,0.07510801732940292,0.43044906843245495
q15_H1__mean,all,2244,0.25623885918003564,0.26093554959027787,0.28832442067736186,0.17670549943712113,0.4258578666742731
q15_H1__mean,steps_2_to_5,947,0.30834213305174235,0.24718409010911654,0.3453009503695882,0.24718409010911654,0.45837733192537844
q15_H1__mean,steps_6_to_10,1009,0.2130822596630327,0.2791133764374597,0.2745292368681863,0.13955668821872985,0.39236238929004036
q15_H1__mean,steps_11_plus,288,0.2361111111111111,0.2424675108397682,0.14930555555555555,0.07510801732940292,0.43627801628501667
q15_H1__log_top5,all,2244,0.13992869875222816,0.26093554959027787,0.2798573975044563,0.17670549943712113,0.35063100741754866
q15_H1__log_top5,steps_2_to_5,947,0.12777191129883844,0.24718409010911654,0.3590285110876452,0.24718409010911654,0.343541006687786
q15_H1__log_top5,steps_6_to_10,1009,0.14370664023785926,0.2791133764374597,0.2348860257680872,0.13955668821872985,0.35023833120958986
q15_H1__log_top5,steps_11_plus,288,0.16666666666666666,0.2424675108397682,0.17708333333333334,0.07510801732940292,0.3753200386151727
q15_H1__cusum_top5,all,2244,0.06149732620320856,0.26093554959027787,0.13458110516934046,0.17670549943712113,0.3801406529673816
q15_H1__cusum_top5,steps_2_to_5,947,0.04963041182682154,0.24718409010911654,0.22597676874340022,0.24718409010911654,0.36967617036254835
q15_H1__cusum_top5,steps_6_to_10,1009,0.07036669970267592,0.2791133764374597,0.07333994053518335,0.13955668821872985,0.38839846146585494
q15_H1__cusum_top5,steps_11_plus,288,0.06944444444444445,0.2424675108397682,0.04861111111111111,0.07510801732940292,0.3856189038417475
q15_H1__onset80,all,2244,0.057932263814616754,0.26093554959027787,0.5307486631016043,0.17670549943712113,0.1882113799718938
q15_H1__onset80,steps_2_to_5,947,0.08342133051742344,0.24718409010911654,0.515311510031679,0.24718409010911654,0.23609644491376275
q15_H1__onset80,steps_6_to_10,1009,0.04757185332011893,0.2791133764374597,0.5450941526263627,0.13955668821872985,0.16231417244796828
q15_H1__onset80,steps_11_plus,288,0.010416666666666666,0.2424675108397682,0.53125,0.07510801732940292,0.12148612265137625
q15_H1__top30,all,2244,0.10784313725490197,0.26093554959027787,0.4015151515151515,0.17670549943712113,0.2875684973814166
q15_H1__top30,steps_2_to_5,947,0.09609292502639916,0.24718409010911654,0.4424498416050686,0.24718409010911654,0.28845476944737763
q15_H1__top30,steps_6_to_10,1009,0.11199207135777998,0.2791133764374597,0.36967294350842417,0.13955668821872985,0.2863761857567606
q15_H1__top30,steps_11_plus,288,0.13194444444444445,0.2424675108397682,0.3784722222222222,0.07510801732940292,0.2888314931550715
q15_H1__std,all,2244,0.2874331550802139,0.26093554959027787,0.23128342245989306,0.17670549943712113,0.45955119326929356
q15_H1__std,steps_2_to_5,947,0.33157338965153116,0.24718409010911654,0.27771911298838436,0.24718409010911654,0.4987680394227384
q15_H1__std,steps_6_to_10,1009,0.25074331020812685,0.2791133764374597,0.2130822596630327,0.13955668821872985,0.42682012679534975
q15_H1__std,steps_11_plus,288,0.2708333333333333,0.2424675108397682,0.1423611111111111,0.07510801732940292,0.44527095981407455
q15_H1__iqr,all,2244,0.2464349376114082,0.26093554959027787,0.29590017825311943,0.17670549943712113,0.41932504261988485
q15_H1__iqr,steps_2_to_5,947,0.2808870116156283,0.24718409010911654,0.36536430834213307,0.24718409010911654,0.43593804998240054
q15_H1__iqr,steps_6_to_10,1009,0.21902874132804756,0.2791133764374597,0.27353815659068387,0.13955668821872985,0.4003075495146853
q15_H1__iqr,steps_11_plus,288,0.22916666666666666,0.2424675108397682,0.14583333333333334,0.07510801732940292,0.4313255029353155
q15_H1__frac_above_z,all,2244,0.24732620320855614,0.26093554959027787,0.3141711229946524,0.17670549943712113,0.4128496599659414
q15_H1__frac_above_z,steps_2_to_5,947,0.2734952481520591,0.24718409010911654,0.3843717001055966,0.24718409010911654,0.42801830341429076
q15_H1__frac_above_z,steps_6_to_10,1009,0.21407333994053518,0.2791133764374597,0.29038652130822595,0.13955668821872985,0.38468505671181585
q15_H1__frac_above_z,steps_11_plus,288,0.2777777777777778,0.2424675108397682,0.16666666666666666,0.07510801732940292,0.4616461160000591
q15_H1__slope,all,2244,0.2696078431372549,0.26093554959027787,0.4514260249554367,0.17670549943712113,0.3879836739905972
q15_H1__slope,steps_2_to_5,947,0.33368532206969376,0.24718409010911654,0.44456177402323127,0.24718409010911654,0.444385779655051
q15_H1__slope,steps_6_to_10,1009,0.20614469772051536,0.2791133764374597,0.49950445986124875,0.13955668821872985,0.3221931190712162
q15_H1__slope,steps_11_plus,288,0.28125,0.2424675108397682,0.3055555555555556,0.07510801732940292,0.4330179651344082
q15_H1__jump,all,2244,0.10383244206773619,0.26093554959027787,0.7620320855614974,0.17670549943712113,0.15554356655943166
q15_H1__jump,steps_2_to_5,947,0.09503695881731784,0.24718409010911654,0.8268215417106652,0.24718409010911654,0.12812390003519886
q15_H1__jump,steps_6_to_10,1009,0.08919722497522299,0.2791133764374597,0.7670961347869177,0.13955668821872985,0.14255549262982367
q15_H1__jump,steps_11_plus,288,0.1840277777777778,0.2424675108397682,0.53125,0.07510801732940292,0.2912081179254834
q15_H1__q90,all,2244,0.2798573975044563,0.26093554959027787,0.2571301247771836,0.17670549943712113,0.44859412871046744
q15_H1__q90,steps_2_to_5,947,0.32946145723336856,0.24718409010911654,0.307286166842661,0.24718409010911654,0.4850404787046814
q15_H1__q90,steps_6_to_10,1009,0.24083250743310208,0.2791133764374597,0.244796828543112,0.13955668821872985,0.41392743089968065
q15_H1__q90,steps_11_plus,288,0.2534722222222222,0.2424675108397682,0.13541666666666666,0.07510801732940292,0.45020525595547856
q15_H1__first_token,all,2244,0.39438502673796794,0.26093554959027787,0.0,0.17670549943712113,0.6191923810372891
q15_H1__first_token,steps_2_to_5,947,0.4160506863780359,0.24718409010911654,0.0,0.24718409010911654,0.6875219992960225
q15_H1__first_token,steps_6_to_10,1009,0.38255698711595637,0.2791133764374597,0.0,0.13955668821872985,0.5719827111551591
q15_H1__first_token,steps_11_plus,288,0.3645833333333333,0.2424675108397682,0.0,0.07510801732940292,0.5599090769402362
q15_H1__boxcar8_max,all,2244,0.1265597147950089,0.26093554959027787,0.3533868092691622,0.17670549943712113,0.3279781400228926
q15_H1__boxcar8_max,steps_2_to_5,947,0.1341077085533263,0.24718409010911654,0.40760295670538543,0.24718409010911654,0.34591693065821894
q15_H1__boxcar8_max,steps_6_to_10,1009,0.11892963330029732,0.2791133764374597,0.3270564915758176,0.13955668821872985,0.31098683279059897
q15_H1__boxcar8_max,steps_11_plus,288,0.1284722222222222,0.2424675108397682,0.2673611111111111,0.07510801732940292,0.3285204812233451
q15_H1__page_wmax,all,2244,0.13146167557932265,0.26093554959027787,0.2927807486631016,0.17670549943712113,0.33682714380239775
q15_H1__page_wmax,steps_2_to_5,947,0.14149947201689547,0.24718409010911654,0.36642027455121434,0.24718409010911654,0.35480464625131997
q15_H1__page_wmax,steps_6_to_10,1009,0.12190287413280476,0.2791133764374597,0.24380574826560952,0.13955668821872985,0.32265169034247326
q15_H1__page_wmax,steps_11_plus,288,0.13194444444444445,0.2424675108397682,0.2222222222222222,0.07510801732940292,0.3273769275591145
q15_VE1__top5,all,2244,0.12611408199643495,0.26093554959027787,0.3538324420677362,0.17670549943712113,0.3216401663949747
q15_VE1__top5,steps_2_to_5,947,0.1119324181626188,0.24718409010911654,0.4139387539598733,0.24718409010911654,0.31573389651531153
q15_VE1__top5,steps_6_to_10,1009,0.12586719524281467,0.2791133764374597,0.3240832507433102,0.13955668821872985,0.31848286060377246
q15_VE1__top5,steps_11_plus,288,0.1736111111111111,0.2424675108397682,0.2604166666666667,0.07510801732940292,0.3521226633372118
q15_VE1__top10,all,2244,0.12121212121212122,0.26093554959027787,0.3850267379679144,0.17670549943712113,0.30596549339663626
q15_VE1__top10,steps_2_to_5,947,0.10137275607180571,0.24718409010911654,0.4371700105596621,0.24718409010911654,0.2955825413586765
q15_VE1__top10,steps_6_to_10,1009,0.1199207135777998,0.2791133764374597,0.3607532210109019,0.13955668821872985,0.2997541963597464
q15_VE1__top10,steps_11_plus,288,0.1909722222222222,0.2424675108397682,0.2986111111111111,0.07510801732940292,0.3618677652375037
q15_VE1__max,all,2244,0.1840463458110517,0.26093554959027787,0.2825311942959002,0.17670549943712113,0.3885431134855465
q15_VE1__max,steps_2_to_5,947,0.17634635691657866,0.24718409010911654,0.3484688489968321,0.24718409010911654,0.3842837029215065
q15_VE1__max,steps_6_to_10,1009,0.18830525272547077,0.2791133764374597,0.2566897918731417,0.13955668821872985,0.3853253260339484
q15_VE1__max,steps_11_plus,288,0.19444444444444445,0.2424675108397682,0.15625,0.07510801732940292,0.41382231259251967
q15_VE1__mean,all,2244,0.20944741532976827,0.26093554959027787,0.32575757575757575,0.17670549943712113,0.3869549783904247
q15_VE1__mean,steps_2_to_5,947,0.23442449841605068,0.24718409010911654,0.395987328405491,0.24718409010911654,0.40109116508271736
q15_VE1__mean,steps_6_to_10,1009,0.17542120911793854,0.2791133764374597,0.3072348860257681,0.13955668821872985,0.3541672565954032
q15_VE1__mean,steps_11_plus,288,0.2465277777777778,0.2424675108397682,0.1597222222222222,0.07510801732940292,0.4553433203820062
q15_VE1__log_top5,all,2244,0.14795008912655971,0.26093554959027787,0.28832442067736186,0.17670549943712113,0.366056725403694
q15_VE1__log_top5,steps_2_to_5,947,0.10876451953537487,0.24718409010911654,0.3706441393875396,0.24718409010911654,0.3368532206969377
q15_VE1__log_top5,steps_6_to_10,1009,0.155599603567889,0.2791133764374597,0.2487611496531219,0.13955668821872985,0.3674925668979187
q15_VE1__log_top5,steps_11_plus,288,0.25,0.2424675108397682,0.15625,0.07510801732940292,0.45705309654822673
q15_VE1__cusum_top5,all,2244,0.06105169340463458,0.26093554959027787,0.11942959001782531,0.17670549943712113,0.3931789694472754
q15_VE1__cusum_top5,steps_2_to_5,947,0.04963041182682154,0.24718409010911654,0.20591341077085534,0.24718409010911654,0.37838789158746916
q15_VE1__cusum_top5,steps_6_to_10,1009,0.06838453914767097,0.2791133764374597,0.06045589692765114,0.13955668821872985,0.4027620463448016
q15_VE1__cusum_top5,steps_11_plus,288,0.07291666666666667,0.2424675108397682,0.041666666666666664,0.07510801732940292,0.40824086577933283
q15_VE1__onset80,all,2244,0.0659536541889483,0.26093554959027787,0.5325311942959001,0.17670549943712113,0.20264912394949217
q15_VE1__onset80,steps_2_to_5,947,0.08764519535374868,0.24718409010911654,0.5385427666314678,0.24718409010911654,0.23697641675466385
q15_VE1__onset80,steps_6_to_10,1009,0.04558969276511397,0.2791133764374597,0.5282457879088206,0.13955668821872985,0.17906696871017982
q15_VE1__onset80,steps_11_plus,288,0.06597222222222222,0.2424675108397682,0.5277777777777778,0.07510801732940292,0.17239373627577206
q15_VE1__top30,all,2244,0.11720142602495544,0.26093554959027787,0.39527629233511585,0.17670549943712113,0.30052302618468957
q15_VE1__top30,steps_2_to_5,947,0.10137275607180571,0.24718409010911654,0.4371700105596621,0.24718409010911654,0.2984864484336501
q15_VE1__top30,steps_6_to_10,1009,0.12190287413280476,0.2791133764374597,0.36967294350842417,0.13955668821872985,0.29615327135148745
q15_VE1__top30,steps_11_plus,288,0.1527777777777778,0.2424675108397682,0.3472222222222222,0.07510801732940292,0.32252900450738164
q15_VE1__std,all,2244,0.21122994652406418,0.26093554959027787,0.2896613190730838,0.17670549943712113,0.3996541768846604
q15_VE1__std,steps_2_to_5,947,0.22175290390707497,0.24718409010911654,0.3717001055966209,0.24718409010911654,0.39933122140091515
q15_VE1__std,steps_6_to_10,1009,0.18434093161546086,0.2791133764374597,0.2626362735381566,0.13955668821872985,0.3775406264256611
q15_VE1__std,steps_11_plus,288,0.2708333333333333,0.2424675108397682,0.11458333333333333,0.07510801732940292,0.47819032707992765
q15_VE1__iqr,all,2244,0.22459893048128343,0.26093554959027787,0.30392156862745096,0.17670549943712113,0.40479625749191334
q15_VE1__iqr,steps_2_to_5,947,0.2375923970432946,0.24718409010911654,0.35691657866948256,0.24718409010911654,0.4156986976416755
q15_VE1__iqr,steps_6_to_10,1009,0.19722497522299307,0.2791133764374597,0.29534192269573833,0.13955668821872985,0.3745823304544811
q15_VE1__iqr,steps_11_plus,288,0.2777777777777778,0.2424675108397682,0.1597222222222222,0.07510801732940292,0.4748005684604703
q15_VE1__frac_above_z,all,2244,0.2375222816399287,0.26093554959027787,0.31907308377896615,0.17670549943712113,0.4035052749069055
q15_VE1__frac_above_z,steps_2_to_5,947,0.25976768743400214,0.24718409010911654,0.3717001055966209,0.24718409010911654,0.42722632875747973
q15_VE1__frac_above_z,steps_6_to_10,1009,0.20812685827552033,0.2791133764374597,0.313181367690783,0.13955668821872985,0.3675429074834427
q15_VE1__frac_above_z,steps_11_plus,288,0.2673611111111111,0.2424675108397682,0.16666666666666666,0.07510801732940292,0.45149899273253147
q15_VE1__slope,all,2244,0.24064171122994651,0.26093554959027787,0.46702317290552586,0.17670549943712113,0.3663299717412281
q15_VE1__slope,steps_2_to_5,947,0.27666314677930304,0.24718409010911654,0.48468848996832103,0.24718409010911654,0.3923794438577966
q15_VE1__slope,steps_6_to_10,1009,0.20317145688800792,0.2791133764374597,0.5024777006937562,0.13955668821872985,0.32364395047744904
q15_VE1__slope,steps_11_plus,288,0.2534722222222222,0.2424675108397682,0.2847222222222222,0.07510801732940292,0.43022353202165436
q15_VE1__jump,all,2244,0.09893048128342247,0.26093554959027787,0.7571301247771836,0.17670549943712113,0.1561795971395254
q15_VE1__jump,steps_2_to_5,947,0.08342133051742344,0.24718409010911654,0.8236536430834214,0.24718409010911654,0.12346004927842308
q15_VE1__jump,steps_6_to_10,1009,0.08225966303270565,0.2791133764374597,0.7651139742319127,0.13955668821872985,0.1377338084226092
q15_VE1__jump,steps_11_plus,288,0.20833333333333334,0.2424675108397682,0.5104166666666666,0.07510801732940292,0.3283921410278318
q15_VE1__q90,all,2244,0.21212121212121213,0.26093554959027787,0.28921568627450983,0.17670549943712113,0.3992432266477089
q15_VE1__q90,steps_2_to_5,947,0.22280887011615627,0.24718409010911654,0.3453009503695882,0.24718409010911654,0.4106828581485392
q15_VE1__q90,steps_6_to_10,1009,0.19127849355797819,0.2791133764374597,0.27651139742319125,0.13955668821872985,0.37513411046612233
q15_VE1__q90,steps_11_plus,288,0.25,0.2424675108397682,0.14930555555555555,0.07510801732940292,0.44609311274470353
q15_VE1__first_token,all,2244,0.3306595365418895,0.26093554959027787,0.0,0.17670549943712113,0.6016779000563157
q15_VE1__first_token,steps_2_to_5,947,0.35163674762407604,0.24718409010911654,0.0,0.24718409010911654,0.6627067933826118
q15_VE1__first_token,steps_6_to_10,1009,0.3290386521308226,0.2791133764374597,0.0,0.13955668821872985,0.5699116680038385
q15_VE1__first_token,steps_11_plus,288,0.2673611111111111,0.2424675108397682,0.0,0.07510801732940292,0.5122951436707156
q15_VE1__boxcar8_max,all,2244,0.1359180035650624,0.26093554959027787,0.36140819964349374,0.17670549943712113,0.3366995926709682
q15_VE1__boxcar8_max,steps_2_to_5,947,0.12882787750791974,0.24718409010911654,0.40760295670538543,0.24718409010911654,0.33922914466737064
q15_VE1__boxcar8_max,steps_6_to_10,1009,0.12685827552031714,0.2791133764374597,0.35777998017839446,0.13955668821872985,0.32052519388991135
q15_VE1__boxcar8_max,steps_11_plus,288,0.1909722222222222,0.2424675108397682,0.2222222222222222,0.07510801732940292,0.3850484906900419
q15_VE1__page_wmax,all,2244,0.13458110516934046,0.26093554959027787,0.30080213903743314,0.17670549943712113,0.3403119769910369
q15_VE1__page_wmax,steps_2_to_5,947,0.1341077085533263,0.24718409010911654,0.35163674762407604,0.24718409010911654,0.35726856740584306
q15_VE1__page_wmax,steps_6_to_10,1009,0.1278493557978196,0.2791133764374597,0.28245787908820613,0.13955668821872985,0.3205971651957777
q15_VE1__page_wmax,steps_11_plus,288,0.1597222222222222,0.2424675108397682,0.19791666666666666,0.07510801732940292,0.35362570608338106
chosen_surprisal__top5,all,2244,0.005793226381461676,0.26093554959027787,0.9848484848484849,0.17670549943712113,0.00837577455224514
chosen_surprisal__top5,steps_2_to_5,947,0.011615628299894404,0.24718409010911654,0.9757127771911299,0.24718409010911654,0.016015487504399857
chosen_surprisal__top5,steps_6_to_10,1009,0.0019821605550049554,0.2791133764374597,0.9890981169474727,0.13955668821872985,0.0035962055783661335
chosen_surprisal__top5,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__top10,all,2244,0.015151515151515152,0.26093554959027787,0.9407308377896613,0.17670549943712113,0.029842151065413092
chosen_surprisal__top10,steps_2_to_5,947,0.030623020063357972,0.24718409010911654,0.9070749736008448,0.24718409010911654,0.0541182682154171
chosen_surprisal__top10,steps_6_to_10,1009,0.004955401387512388,0.2791133764374597,0.958374628344896,0.13955668821872985,0.014936602325105795
chosen_surprisal__top10,steps_11_plus,288,0.0,0.2424675108397682,0.9895833333333334,0.07510801732940292,0.002238733488733489
chosen_surprisal__max,all,2244,0.0,0.26093554959027787,1.0,0.17670549943712113,0.0
chosen_surprisal__max,steps_2_to_5,947,0.0,0.24718409010911654,1.0,0.24718409010911654,0.0
chosen_surprisal__max,steps_6_to_10,1009,0.0,0.2791133764374597,1.0,0.13955668821872985,0.0
chosen_surprisal__max,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__mean,all,2244,0.08689839572192513,0.26093554959027787,0.8351158645276292,0.17670549943712113,0.11413809222456153
chosen_surprisal__mean,steps_2_to_5,947,0.1246040126715945,0.24718409010911654,0.8078141499472017,0.24718409010911654,0.15100316789862725
chosen_surprisal__mean,steps_6_to_10,1009,0.05153617443012884,0.2791133764374597,0.8771060455896927,0.13955668821872985,0.07372968678716944
chosen_surprisal__mean,steps_11_plus,288,0.08680555555555555,0.2424675108397682,0.7777777777777778,0.07510801732940292,0.1344882811932713
chosen_surprisal__log_top5,all,2244,0.00089126559714795,0.26093554959027787,0.9991087344028521,0.17670549943712113,0.00089126559714795
chosen_surprisal__log_top5,steps_2_to_5,947,0.0021119324181626186,0.24718409010911654,0.9978880675818373,0.24718409010911654,0.0021119324181626186
chosen_surprisal__log_top5,steps_6_to_10,1009,0.0,0.2791133764374597,1.0,0.13955668821872985,0.0
chosen_surprisal__log_top5,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__cusum_top5,all,2244,0.015151515151515152,0.26093554959027787,0.4001782531194296,0.17670549943712113,0.17898404123315798
chosen_surprisal__cusum_top5,steps_2_to_5,947,0.01689545934530095,0.24718409010911654,0.5533262935586061,0.24718409010911654,0.1632347764871524
chosen_surprisal__cusum_top5,steps_6_to_10,1009,0.014866204162537165,0.2791133764374597,0.30327056491575816,0.13955668821872985,0.192881526578256
chosen_surprisal__cusum_top5,steps_11_plus,288,0.010416666666666666,0.2424675108397682,0.2361111111111111,0.07510801732940292,0.18208123220976688
chosen_surprisal__onset80,all,2244,0.0031194295900178253,0.26093554959027787,0.9946524064171123,0.17670549943712113,0.003891859774212715
chosen_surprisal__onset80,steps_2_to_5,947,0.007391763463569166,0.24718409010911654,0.989440337909187,0.24718409010911654,0.00879971840901091
chosen_surprisal__onset80,steps_6_to_10,1009,0.0,0.2791133764374597,0.998017839444995,0.13955668821872985,0.0003964321110009911
chosen_surprisal__onset80,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__top30,all,2244,0.03431372549019608,0.26093554959027787,0.8685383244206774,0.17670549943712113,0.06700858450032718
chosen_surprisal__top30,steps_2_to_5,947,0.04963041182682154,0.24718409010911654,0.8437170010559663,0.24718409010911654,0.09107708553326294
chosen_surprisal__top30,steps_6_to_10,1009,0.024777006937561942,0.2791133764374597,0.8830525272547076,0.13955668821872985,0.05175916749256689
chosen_surprisal__top30,steps_11_plus,288,0.017361111111111112,0.2424675108397682,0.8993055555555556,0.07510801732940292,0.041292582009493775
chosen_surprisal__std,all,2244,0.0106951871657754,0.26093554959027787,0.9861853832442068,0.17670549943712113,0.011915372209489856
chosen_surprisal__std,steps_2_to_5,947,0.023231256599788808,0.24718409010911654,0.9736008447729673,0.24718409010911654,0.02446321717705033
chosen_surprisal__std,steps_6_to_10,1009,0.0019821605550049554,0.2791133764374597,0.9940535183349851,0.13955668821872985,0.0035395724196517057
chosen_surprisal__std,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__iqr,all,2244,0.25089126559714797,0.26093554959027787,0.3966131907308378,0.17670549943712113,0.3804090849265615
chosen_surprisal__iqr,steps_2_to_5,947,0.2787750791974657,0.24718409010911654,0.46462513199577615,0.24718409010911654,0.3915874692009855
chosen_surprisal__iqr,steps_6_to_10,1009,0.222001982160555,0.2791133764374597,0.38057482656095143,0.13955668821872985,0.3584053046391996
chosen_surprisal__iqr,steps_11_plus,288,0.2604166666666667,0.2424675108397682,0.22916666666666666,0.07510801732940292,0.42074201687818824
chosen_surprisal__frac_above_z,all,2244,0.24554367201426025,0.26093554959027787,0.37967914438502676,0.17670549943712113,0.38606014921921145
chosen_surprisal__frac_above_z,steps_2_to_5,947,0.2819429778247096,0.24718409010911654,0.44667370644139387,0.24718409010911654,0.39959521295318545
chosen_surprisal__frac_above_z,steps_6_to_10,1009,0.20713577799801783,0.2791133764374597,0.3666997026759167,0.13955668821872985,0.3596937089999528
chosen_surprisal__frac_above_z,steps_11_plus,288,0.2604166666666667,0.2424675108397682,0.2048611111111111,0.07510801732940292,0.4339283187510119
chosen_surprisal__slope,all,2244,0.5365418894830659,0.26093554959027787,0.008021390374331552,0.17670549943712113,0.7452544232325381
chosen_surprisal__slope,steps_2_to_5,947,0.5892291446673706,0.24718409010911654,0.01689545934530095,0.24718409010911654,0.8001583949313622
chosen_surprisal__slope,steps_6_to_10,1009,0.5203171456888008,0.2791133764374597,0.0019821605550049554,0.13955668821872985,0.7186802900876241
chosen_surprisal__slope,steps_11_plus,288,0.4201388888888889,0.2424675108397682,0.0,0.07510801732940292,0.6578212258173715
chosen_surprisal__jump,all,2244,0.03877005347593583,0.26093554959027787,0.9500891265597148,0.17670549943712113,0.044013652949639104
chosen_surprisal__jump,steps_2_to_5,947,0.0665258711721225,0.24718409010911654,0.928194297782471,0.24718409010911654,0.06907778951073566
chosen_surprisal__jump,steps_6_to_10,1009,0.017839444995044598,0.2791133764374597,0.9762140733399405,0.13955668821872985,0.02134598140544622
chosen_surprisal__jump,steps_11_plus,288,0.020833333333333332,0.2424675108397682,0.9305555555555556,0.07510801732940292,0.04101345595218145
chosen_surprisal__q90,all,2244,0.19786096256684493,0.26093554959027787,0.535204991087344,0.17670549943712113,0.2897197684737022
chosen_surprisal__q90,steps_2_to_5,947,0.23336853220696938,0.24718409010911654,0.5469904963041182,0.24718409010911654,0.32066173882435756
chosen_surprisal__q90,steps_6_to_10,1009,0.16848364717542122,0.2791133764374597,0.5550049554013875,0.13955668821872985,0.2572093224471817
chosen_surprisal__q90,steps_11_plus,288,0.1840277777777778,0.2424675108397682,0.4270833333333333,0.07510801732940292,0.3018759980524816
chosen_surprisal__first_token,all,2244,0.0,0.26093554959027787,1.0,0.17670549943712113,0.0
chosen_surprisal__first_token,steps_2_to_5,947,0.0,0.24718409010911654,1.0,0.24718409010911654,0.0
chosen_surprisal__first_token,steps_6_to_10,1009,0.0,0.2791133764374597,1.0,0.13955668821872985,0.0
chosen_surprisal__first_token,steps_11_plus,288,0.0,0.2424675108397682,1.0,0.07510801732940292,0.0
chosen_surprisal__boxcar8_max,all,2244,0.010249554367201427,0.26093554959027787,0.9861853832442068,0.17670549943712113,0.01122782446311858
chosen_surprisal__boxcar8_max,steps_2_to_5,947,0.021119324181626188,0.24718409010911654,0.9736008447729673,0.24718409010911654,0.023055262231608586
chosen_surprisal__boxcar8_max,steps_6_to_10,1009,0.002973240832507433,0.2791133764374597,0.9960356788899901,0.13955668821872985,0.003199773467365142
