series,stratum,n_answers,argmax_in_last_fifth,uniform_expectation_last_fifth,argmax_at_first_step,uniform_expectation_first_step,mean_relative_argmax
chosen_surprisal__boxcar8_max,steps_11_plus,288,0.0,0.2424675108397682,0.9930555555555556,0.07510801732940292,0.000462962962962963
chosen_surprisal__page_wmax,all,2244,0.004456327985739751,0.26093554959027787,0.9897504456327986,0.17670549943712113,0.00549898333989243
chosen_surprisal__page_wmax,steps_2_to_5,947,0.008447729672650475,0.24718409010911654,0.986272439281943,0.24718409010911654,0.01003167898627244
chosen_surprisal__page_wmax,steps_6_to_10,1009,0.0019821605550049554,0.2791133764374597,0.9950445986124876,0.13955668821872985,0.0024635424040775874
chosen_surprisal__page_wmax,steps_11_plus,288,0.0,0.2424675108397682,0.9826388888888888,0.07510801732940292,0.0012291816979316979
logprob_margin__top5,all,2244,0.12388591800356506,0.26093554959027787,0.3716577540106952,0.17670549943712113,0.3120282509095802
logprob_margin__top5,steps_2_to_5,947,0.1003167898627244,0.24718409010911654,0.42133051742344246,0.24718409010911654,0.31168602604716644
logprob_margin__top5,steps_6_to_10,1009,0.1466798810703667,0.2791133764374597,0.34390485629335976,0.13955668821872985,0.3134629603410575
logprob_margin__top5,steps_11_plus,288,0.12152777777777778,0.2424675108397682,0.3055555555555556,0.07510801732940292,0.30812708816077894
logprob_margin__top10,all,2244,0.10294117647058823,0.26093554959027787,0.3979500891265597,0.17670549943712113,0.2901860293909943
logprob_margin__top10,steps_2_to_5,947,0.08553326293558607,0.24718409010911654,0.44139387539598735,0.24718409010911654,0.291886659626892
logprob_margin__top10,steps_6_to_10,1009,0.1159563924677899,0.2791133764374597,0.3666997026759167,0.13955668821872985,0.2925417276259695
logprob_margin__top10,steps_11_plus,288,0.11458333333333333,0.2424675108397682,0.3645833333333333,0.07510801732940292,0.27634090316708837
logprob_margin__max,all,2244,0.04367201426024955,0.26093554959027787,0.570855614973262,0.17670549943712113,0.16579626420213228
logprob_margin__max,steps_2_to_5,947,0.05279831045406547,0.24718409010911654,0.5966209081309398,0.24718409010911654,0.19332981344596972
logprob_margin__max,steps_6_to_10,1009,0.04162537165510406,0.2791133764374597,0.5599603567888999,0.13955668821872985,0.15358047414538992
logprob_margin__max,steps_11_plus,288,0.020833333333333332,0.2424675108397682,0.5243055555555556,0.07510801732940292,0.11805828167900377
logprob_margin__mean,all,2244,0.27941176470588236,0.26093554959027787,0.303475935828877,0.17670549943712113,0.439409040870242
logprob_margin__mean,steps_2_to_5,947,0.2787750791974657,0.24718409010911654,0.382259767687434,0.24718409010911654,0.43980992608236535
logprob_margin__mean,steps_6_to_10,1009,0.2626362735381566,0.2791133764374597,0.2755203171456888,0.13955668821872985,0.4209597747258798
logprob_margin__mean,steps_11_plus,288,0.3402777777777778,0.2424675108397682,0.1423611111111111,0.07510801732940292,0.5027273438000369
logprob_margin__log_top5,all,2244,0.16711229946524064,0.26093554959027787,0.24866310160427807,0.17670549943712113,0.40223717056729613
logprob_margin__log_top5,steps_2_to_5,947,0.14361140443505807,0.24718409010911654,0.30834213305174235,0.24718409010911654,0.40320309750088
logprob_margin__log_top5,steps_6_to_10,1009,0.1863230921704658,0.2791133764374597,0.21010901883052527,0.13955668821872985,0.40520238488523924
logprob_margin__log_top5,steps_11_plus,288,0.17708333333333334,0.2424675108397682,0.1875,0.07510801732940292,0.38867246899469765
logprob_margin__cusum_top5,all,2244,0.05303030303030303,0.26093554959027787,0.14750445632798573,0.17670549943712113,0.37373250254555246
logprob_margin__cusum_top5,steps_2_to_5,947,0.04329461457233368,0.24718409010911654,0.249208025343189,0.24718409010911654,0.3526927138331573
logprob_margin__cusum_top5,steps_6_to_10,1009,0.057482656095143705,0.2791133764374597,0.08225966303270565,0.13955668821872985,0.3839535450784212
logprob_margin__cusum_top5,steps_11_plus,288,0.06944444444444445,0.2424675108397682,0.041666666666666664,0.07510801732940292,0.40710628030587726
logprob_margin__onset80,all,2244,0.028966131907308377,0.26093554959027787,0.7370766488413547,0.17670549943712113,0.10505757469649009
logprob_margin__onset80,steps_2_to_5,947,0.0454065469904963,0.24718409010911654,0.6578669482576558,0.24718409010911654,0.1650827173530447
logprob_margin__onset80,steps_6_to_10,1009,0.02180376610505451,0.2791133764374597,0.7700693756194251,0.13955668821872985,0.07291440527317633
logprob_margin__onset80,steps_11_plus,288,0.0,0.2424675108397682,0.8819444444444444,0.07510801732940292,0.020295935294984482
logprob_margin__top30,all,2244,0.09402852049910873,0.26093554959027787,0.42112299465240643,0.17670549943712113,0.27739056477639246
logprob_margin__top30,steps_2_to_5,947,0.06863780359028511,0.24718409010911654,0.4593453009503696,0.24718409010911654,0.2697993664202746
logprob_margin__top30,steps_6_to_10,1009,0.11000991080277503,0.2791133764374597,0.38057482656095143,0.13955668821872985,0.2872115248477984
logprob_margin__top30,steps_11_plus,288,0.12152777777777778,0.2424675108397682,0.4375,0.07510801732940292,0.2679444402319311
logprob_margin__std,all,2244,0.12923351158645277,0.26093554959027787,0.41310160427807485,0.17670549943712113,0.3063407712173732
logprob_margin__std,steps_2_to_5,947,0.17106652587117213,0.24718409010911654,0.4192185850052798,0.24718409010911654,0.36782822949665617
logprob_margin__std,steps_6_to_10,1009,0.11199207135777998,0.2791133764374597,0.41129831516352827,0.13955668821872985,0.279193213459814
logprob_margin__std,steps_11_plus,288,0.052083333333333336,0.2424675108397682,0.3993055555555556,0.07510801732940292,0.19926876700520765
logprob_margin__iqr,all,2244,0.16131907308377896,0.26093554959027787,0.3516042780748663,0.17670549943712113,0.3462858280830389
logprob_margin__iqr,steps_2_to_5,947,0.21541710665258712,0.24718409010911654,0.36430834213305174,0.24718409010911654,0.40769095388947557
logprob_margin__iqr,steps_6_to_10,1009,0.14370664023785926,0.2791133764374597,0.3379583746283449,0.13955668821872985,0.323493715292526
logprob_margin__iqr,steps_11_plus,288,0.04513888888888889,0.2424675108397682,0.3576388888888889,0.07510801732940292,0.22422536859321993
logprob_margin__frac_above_z,all,2244,0.2179144385026738,0.26093554959027787,0.4968805704099822,0.17670549943712113,0.32056202034128545
logprob_margin__frac_above_z,steps_2_to_5,947,0.18585005279831046,0.24718409010911654,0.6589229144667371,0.24718409010911654,0.2520239352340725
logprob_margin__frac_above_z,steps_6_to_10,1009,0.23785926660059464,0.2791133764374597,0.4241823587710605,0.13955668821872985,0.3568730630673148
logprob_margin__frac_above_z,steps_11_plus,288,0.2534722222222222,0.2424675108397682,0.21875,0.07510801732940292,0.41871384147311547
logprob_margin__slope,all,2244,0.30793226381461675,0.26093554959027787,0.4001782531194296,0.17670549943712113,0.4299973197103264
logprob_margin__slope,steps_2_to_5,947,0.32101372756071805,0.24718409010911654,0.4276663146779303,0.24718409010911654,0.44596972896867304
logprob_margin__slope,steps_6_to_10,1009,0.288404360753221,0.2791133764374597,0.41427155599603566,0.13955668821872985,0.39871513521166646
logprob_margin__slope,steps_11_plus,288,0.3333333333333333,0.2424675108397682,0.2604166666666667,0.07510801732940292,0.48707319676412375
logprob_margin__jump,all,2244,0.3373440285204991,0.26093554959027787,0.20365418894830659,0.17670549943712113,0.5296699304244848
logprob_margin__jump,steps_2_to_5,947,0.3252375923970433,0.24718409010911654,0.24076029567053855,0.24718409010911654,0.5417986624428017
logprob_margin__jump,steps_6_to_10,1009,0.34291377601585726,0.2791133764374597,0.18830525272547077,0.13955668821872985,0.5181253637893876
logprob_margin__jump,steps_11_plus,288,0.3576388888888889,0.2424675108397682,0.13541666666666666,0.07510801732940292,0.5302343697073562
logprob_margin__q90,all,2244,0.27762923351158647,0.26093554959027787,0.27540106951871657,0.17670549943712113,0.44510450237631044
logprob_margin__q90,steps_2_to_5,947,0.27666314677930304,0.24718409010911654,0.34635691657866946,0.24718409010911654,0.44456177402323127
logprob_margin__q90,steps_6_to_10,1009,0.28642220019821607,0.2791133764374597,0.23686818632309217,0.13955668821872985,0.45014040303931285
logprob_margin__q90,steps_11_plus,288,0.25,0.2424675108397682,0.17708333333333334,0.07510801732940292,0.42924596064504805
logprob_margin__first_token,all,2244,0.37655971479500894,0.26093554959027787,0.0,0.17670549943712113,0.6243281235090274
logprob_margin__first_token,steps_2_to_5,947,0.42344244984160506,0.24718409010911654,0.0,0.24718409010911654,0.7020415346708905
logprob_margin__first_token,steps_6_to_10,1009,0.37561942517343905,0.2791133764374597,0.0,0.13955668821872985,0.5960639954693473
logprob_margin__first_token,steps_11_plus,288,0.22569444444444445,0.2424675108397682,0.0,0.07510801732940292,0.4678139041401136
logprob_margin__boxcar8_max,all,2244,0.13413547237076648,0.26093554959027787,0.3284313725490196,0.17670549943712113,0.3429168732067755
logprob_margin__boxcar8_max,steps_2_to_5,947,0.12671594508975711,0.24718409010911654,0.37486800422386485,0.24718409010911654,0.3592925026399155
logprob_margin__boxcar8_max,steps_6_to_10,1009,0.14767096134786917,0.2791133764374597,0.30822596630327054,0.13955668821872985,0.3345765098242799
logprob_margin__boxcar8_max,steps_11_plus,288,0.1111111111111111,0.2424675108397682,0.2465277777777778,0.07510801732940292,0.3182908509142562
logprob_margin__page_wmax,all,2244,0.12344028520499109,0.26093554959027787,0.2803030303030303,0.17670549943712113,0.34150880458095934
logprob_margin__page_wmax,steps_2_to_5,947,0.12565997888067582,0.24718409010911654,0.3453009503695882,0.24718409010911654,0.35999648011263635
logprob_margin__page_wmax,steps_6_to_10,1009,0.11892963330029732,0.2791133764374597,0.2398414271555996,0.13955668821872985,0.32430742366322146
logprob_margin__page_wmax,steps_11_plus,288,0.13194444444444445,0.2424675108397682,0.20833333333333334,0.07510801732940292,0.34098229283616555
true_tail50__top5,all,2244,0.2758467023172905,0.26093554959027787,0.23975044563279857,0.17670549943712113,0.4597404884647089
true_tail50__top5,steps_2_to_5,947,0.29989440337909185,0.24718409010911654,0.2587117212249208,0.24718409010911654,0.4978000703977472
true_tail50__top5,steps_6_to_10,1009,0.2556987115956392,0.2791133764374597,0.23389494549058473,0.13955668821872985,0.42849670426479153
true_tail50__top5,steps_11_plus,288,0.2673611111111111,0.2424675108397682,0.19791666666666666,0.07510801732940292,0.4440549126561301
true_tail50__top10,all,2244,0.2629233511586453,0.26093554959027787,0.24777183600713013,0.17670549943712113,0.4493641950768552
true_tail50__top10,steps_2_to_5,947,0.27983104540654696,0.24718409010911654,0.2734952481520591,0.24718409010911654,0.4804646251319958
true_tail50__top10,steps_6_to_10,1009,0.24777006937561943,0.2791133764374597,0.23785926660059464,0.13955668821872985,0.4236699073418598
true_tail50__top10,steps_11_plus,288,0.2604166666666667,0.2424675108397682,0.19791666666666666,0.07510801732940292,0.4371191570990511
true_tail50__max,all,2244,0.3088235294117647,0.26093554959027787,0.22905525846702318,0.17670549943712113,0.4832487727885219
true_tail50__max,steps_2_to_5,947,0.3484688489968321,0.24718409010911654,0.24076029567053855,0.24718409010911654,0.5328229496656107
true_tail50__max,steps_6_to_10,1009,0.28543111992071357,0.2791133764374597,0.22695738354806738,0.13955668821872985,0.4488256485283244
true_tail50__max,steps_11_plus,288,0.2604166666666667,0.2424675108397682,0.19791666666666666,0.07510801732940292,0.44083969944107815
true_tail50__mean,all,2244,0.4006238859180036,0.26093554959027787,0.16844919786096257,0.17670549943712113,0.5609360031637066
true_tail50__mean,steps_2_to_5,947,0.4614572333685322,0.24718409010911654,0.19535374868004224,0.24718409010911654,0.6143083421330517
true_tail50__mean,steps_6_to_10,1009,0.34985133795837464,0.2791133764374597,0.1605550049554014,0.13955668821872985,0.5167087482498781
true_tail50__mean,steps_11_plus,288,0.3784722222222222,0.2424675108397682,0.1076388888888889,0.07510801732940292,0.5403863337334399
true_tail50__log_top5,all,2244,0.2816399286987522,0.26093554959027787,0.232620320855615,0.17670549943712113,0.4638594985977957
true_tail50__log_top5,steps_2_to_5,947,0.3051742344244984,0.24718409010911654,0.2470960929250264,0.24718409010911654,0.5066877859908482
true_tail50__log_top5,steps_6_to_10,1009,0.26461843409316155,0.2791133764374597,0.23290386521308226,0.13955668821872985,0.43227775418062836
true_tail50__log_top5,steps_11_plus,288,0.2638888888888889,0.2424675108397682,0.1840277777777778,0.07510801732940292,0.4336775262217584
true_tail50__cusum_top5,all,2244,0.16755793226381463,0.26093554959027787,0.1323529411764706,0.17670549943712113,0.4405060631873036
true_tail50__cusum_top5,steps_2_to_5,947,0.18690601900739176,0.24718409010911654,0.19640971488912354,0.24718409010911654,0.45758535726856747
true_tail50__cusum_top5,steps_6_to_10,1009,0.15163528245787908,0.2791133764374597,0.09613478691774034,0.13955668821872985,0.4214356505734107
true_tail50__cusum_top5,steps_11_plus,288,0.1597222222222222,0.2424675108397682,0.04861111111111111,0.07510801732940292,0.45115868413334936
true_tail50__onset80,all,2244,0.2357397504456328,0.26093554959027787,0.2838680926916221,0.17670549943712113,0.41160908530695056
true_tail50__onset80,steps_2_to_5,947,0.2703273495248152,0.24718409010911654,0.29567053854276665,0.24718409010911654,0.4579373460049278
true_tail50__onset80,steps_6_to_10,1009,0.21209117938553024,0.2791133764374597,0.28245787908820613,0.13955668821872985,0.3795526767033209
true_tail50__onset80,steps_11_plus,288,0.2048611111111111,0.2424675108397682,0.25,0.07510801732940292,0.37158149294611026
true_tail50__top30,all,2244,0.27718360071301246,0.26093554959027787,0.2415329768270945,0.17670549943712113,0.46115377330006035
true_tail50__top30,steps_2_to_5,947,0.3020063357972545,0.24718409010911654,0.2713833157338965,0.24718409010911654,0.49208025343189016
true_tail50__top30,steps_6_to_10,1009,0.2566897918731417,0.2791133764374597,0.22497522299306244,0.13955668821872985,0.43773852785250206
true_tail50__top30,steps_11_plus,288,0.2673611111111111,0.2424675108397682,0.2013888888888889,0.07510801732940292,0.44149615514639223
true_tail50__std,all,2244,0.3689839572192513,0.26093554959027787,0.18983957219251338,0.17670549943712113,0.5320961672694345
true_tail50__std,steps_2_to_5,947,0.41816261879619854,0.24718409010911654,0.20485744456177402,0.24718409010911654,0.5869412178810277
true_tail50__std,steps_6_to_10,1009,0.33696729435084244,0.2791133764374597,0.19028741328047571,0.13955668821872985,0.4927938238394135
true_tail50__std,steps_11_plus,288,0.3194444444444444,0.2424675108397682,0.1388888888888889,0.07510801732940292,0.48944964501843596
true_tail50__iqr,all,2244,0.32397504456327986,0.26093554959027787,0.17023172905525846,0.17670549943712113,0.5271156782279097
true_tail50__iqr,steps_2_to_5,947,0.3505807814149947,0.24718409010911654,0.22280887011615627,0.24718409010911654,0.5530623020063358
true_tail50__iqr,steps_6_to_10,1009,0.3002973240832507,0.2791133764374597,0.14469772051536176,0.13955668821872985,0.5057746157597496
true_tail50__iqr,steps_11_plus,288,0.3194444444444444,0.2424675108397682,0.08680555555555555,0.07510801732940292,0.5165659536175071
true_tail50__frac_above_z,all,2244,0.34001782531194297,0.26093554959027787,0.18092691622103388,0.17670549943712113,0.5350100068933141
true_tail50__frac_above_z,steps_2_to_5,947,0.34424498416050686,0.24718409010911654,0.23336853220696938,0.24718409010911654,0.5467265047518479
true_tail50__frac_above_z,steps_6_to_10,1009,0.3191278493557978,0.2791133764374597,0.1605550049554014,0.13955668821872985,0.5099513112149385
true_tail50__frac_above_z,steps_11_plus,288,0.3993055555555556,0.2424675108397682,0.0798611111111111,0.07510801732940292,0.584276327960847
true_tail50__slope,all,2244,0.24242424242424243,0.26093554959027787,0.4295900178253119,0.17670549943712113,0.38047219876000304
true_tail50__slope,steps_2_to_5,947,0.2967265047518479,0.24718409010911654,0.4244984160506864,0.24718409010911654,0.43435410066877855
true_tail50__slope,steps_6_to_10,1009,0.20416253716551042,0.2791133764374597,0.46085232903865214,0.13955668821872985,0.3318412069155379
true_tail50__slope,steps_11_plus,288,0.19791666666666666,0.2424675108397682,0.3368055555555556,0.07510801732940292,0.37367535731366575
true_tail50__jump,all,2244,0.3551693404634581,0.26093554959027787,0.27941176470588236,0.17670549943712113,0.4925424286048139
true_tail50__jump,steps_2_to_5,947,0.3717001055966209,0.24718409010911654,0.3220696937697994,0.24718409010911654,0.5091517071453713
true_tail50__jump,steps_6_to_10,1009,0.3379583746283449,0.2791133764374597,0.2666005946481665,0.13955668821872985,0.4719107398492928
true_tail50__jump,steps_11_plus,288,0.3611111111111111,0.2424675108397682,0.1840277777777778,0.07510801732940292,0.5102104396340255
true_tail50__q90,all,2244,0.3235294117647059,0.26093554959027787,0.1622103386809269,0.17670549943712113,0.5268812054823238
true_tail50__q90,steps_2_to_5,947,0.34107708553326294,0.24718409010911654,0.21858500527983105,0.24718409010911654,0.5425906370996129
true_tail50__q90,steps_6_to_10,1009,0.30327056491575816,0.2791133764374597,0.13478691774033696,0.13955668821872985,0.5075959224125726
true_tail50__q90,steps_11_plus,288,0.3368055555555556,0.2424675108397682,0.07291666666666667,0.07510801732940292,0.5427909932455395
true_tail50__first_token,all,2244,0.45588235294117646,0.26093554959027787,0.008021390374331552,0.17670549943712113,0.6635399124276758
true_tail50__first_token,steps_2_to_5,947,0.4857444561774023,0.24718409010911654,0.01900739176346357,0.24718409010911654,0.7164730728616684
true_tail50__first_token,steps_6_to_10,1009,0.43508424182358774,0.2791133764374597,0.0,0.13955668821872985,0.6264968458476884
true_tail50__first_token,steps_11_plus,288,0.4305555555555556,0.2424675108397682,0.0,0.07510801732940292,0.6192647431506498
true_tail50__boxcar8_max,all,2244,0.29188948306595364,0.26093554959027787,0.23975044563279857,0.17670549943712113,0.4693719528982461
true_tail50__boxcar8_max,steps_2_to_5,947,0.32312565997888065,0.24718409010911654,0.25976768743400214,0.24718409010911654,0.5102956705385427
true_tail50__boxcar8_max,steps_6_to_10,1009,0.26461843409316155,0.2791133764374597,0.2358771060455897,0.13955668821872985,0.43508856796765616
true_tail50__boxcar8_max,steps_11_plus,288,0.2847222222222222,0.2424675108397682,0.1875,0.07510801732940292,0.4549176986954835
true_tail50__page_wmax,all,2244,0.30303030303030304,0.26093554959027787,0.21836007130124777,0.17670549943712113,0.48439643165550744
true_tail50__page_wmax,steps_2_to_5,947,0.34213305174234426,0.24718409010911654,0.23336853220696938,0.24718409010911654,0.533878915874692
true_tail50__page_wmax,steps_6_to_10,1009,0.27254707631318137,0.2791133764374597,0.21605550049554015,0.13955668821872985,0.44496436830430885
true_tail50__page_wmax,steps_11_plus,288,0.28125,0.2424675108397682,0.17708333333333334,0.07510801732940292,0.4598375405645063
energy_level__top5,all,2244,0.24598930481283424,0.26093554959027787,0.15998217468805703,0.17670549943712113,0.5067190926249124
energy_level__top5,steps_2_to_5,947,0.22597676874340022,0.24718409010911654,0.21541710665258712,0.24718409010911654,0.5038718760999648
energy_level__top5,steps_6_to_10,1009,0.24677898909811694,0.2791133764374597,0.12388503468780972,0.13955668821872985,0.5010685575849104
energy_level__top5,steps_11_plus,288,0.3090277777777778,0.2424675108397682,0.10416666666666667,0.07510801732940292,0.5358777867377168
energy_level__top10,all,2244,0.23484848484848486,0.26093554959027787,0.1443850267379679,0.17670549943712113,0.5080750537412447
energy_level__top10,steps_2_to_5,947,0.18796198521647306,0.24718409010911654,0.1932418162618796,0.24718409010911654,0.49674410418866594
energy_level__top10,steps_6_to_10,1009,0.2547076313181368,0.2791133764374597,0.11793855302279485,0.13955668821872985,0.5028151399310964
energy_level__top10,steps_11_plus,288,0.3194444444444444,0.2424675108397682,0.0763888888888889,0.07510801732940292,0.5637613810354521
energy_level__max,all,2244,0.3106060606060606,0.26093554959027787,0.19563279857397503,0.17670549943712113,0.5164266487368651
energy_level__max,steps_2_to_5,947,0.30095036958817317,0.24718409010911654,0.23020063357972545,0.24718409010911654,0.5257831749384019
energy_level__max,steps_6_to_10,1009,0.3290386521308226,0.2791133764374597,0.17839444995044598,0.13955668821872985,0.5145039879182595
energy_level__max,steps_11_plus,288,0.2777777777777778,0.2424675108397682,0.1423611111111111,0.07510801732940292,0.4923965600324121
energy_level__mean,all,2244,0.4505347593582888,0.26093554959027787,0.07397504456327986,0.17670549943712113,0.6642966616343317
energy_level__mean,steps_2_to_5,947,0.4118268215417107,0.24718409010911654,0.11510031678986272,0.24718409010911654,0.6658746920098557
energy_level__mean,steps_6_to_10,1009,0.466798810703667,0.2791133764374597,0.05252725470763132,0.13955668821872985,0.650874274387654
energy_level__mean,steps_11_plus,288,0.5208333333333334,0.2424675108397682,0.013888888888888888,0.07510801732940292,0.7061327517950142
energy_level__log_top5,all,2244,0.1568627450980392,0.26093554959027787,0.3560606060606061,0.17670549943712113,0.3515696095520057
energy_level__log_top5,steps_2_to_5,947,0.133051742344245,0.24718409010911654,0.3991552270327349,0.24718409010911654,0.3614044350580781
energy_level__log_top5,steps_6_to_10,1009,0.19127849355797819,0.2791133764374597,0.31813676907829536,0.13955668821872985,0.3647686692780846
energy_level__log_top5,steps_11_plus,288,0.11458333333333333,0.2424675108397682,0.3472222222222222,0.07510801732940292,0.2729882518510889
energy_level__cusum_top5,all,2244,0.0392156862745098,0.26093554959027787,0.22147950089126558,0.17670549943712113,0.33690767577537156
energy_level__cusum_top5,steps_2_to_5,947,0.03695881731784583,0.24718409010911654,0.3136219640971489,0.24718409010911654,0.3296374516015488
energy_level__cusum_top5,steps_6_to_10,1009,0.04360753221010902,0.2791133764374597,0.1823587710604559,0.13955668821872985,0.33042970409174577
energy_level__cusum_top5,steps_11_plus,288,0.03125,0.2424675108397682,0.05555555555555555,0.07510801732940292,0.3835089803635268
energy_level__onset80,all,2244,0.12611408199643495,0.26093554959027787,0.26737967914438504,0.17670549943712113,0.36761417512579414
energy_level__onset80,steps_2_to_5,947,0.15945089757127773,0.24718409010911654,0.27560718057022177,0.24718409010911654,0.41561070045758536
energy_level__onset80,steps_6_to_10,1009,0.10901883052527254,0.2791133764374597,0.2527254707631318,0.13955668821872985,0.3458040335394151
energy_level__onset80,steps_11_plus,288,0.0763888888888889,0.2424675108397682,0.2916666666666667,0.07510801732940292,0.2862034923877743
energy_level__top30,all,2244,0.21568627450980393,0.26093554959027787,0.15998217468805703,0.17670549943712113,0.48859082525602693
energy_level__top30,steps_2_to_5,947,0.14149947201689547,0.24718409010911654,0.22069693769799367,0.24718409010911654,0.45740936290038714
energy_level__top30,steps_6_to_10,1009,0.2626362735381566,0.2791133764374597,0.12388503468780972,0.13955668821872985,0.5017768653546651
energy_level__top30,steps_11_plus,288,0.2951388888888889,0.2424675108397682,0.08680555555555555,0.07510801732940292,0.5449246113368081
energy_level__std,all,2244,0.1483957219251337,0.26093554959027787,0.42245989304812837,0.17670549943712113,0.32241279466442974
energy_level__std,steps_2_to_5,947,0.17106652587117213,0.24718409010911654,0.42133051742344246,0.24718409010911654,0.3764519535374868
energy_level__std,steps_6_to_10,1009,0.13974231912784935,0.2791133764374597,0.44301288404360756,0.13955668821872985,0.29254605377003795
energy_level__std,steps_11_plus,288,0.10416666666666667,0.2424675108397682,0.3541666666666667,0.07510801732940292,0.24935882976740345
energy_level__iqr,all,2244,0.16310160427807488,0.26093554959027787,0.375222816399287,0.17670549943712113,0.33883809636885953
energy_level__iqr,steps_2_to_5,947,0.19429778247096094,0.24718409010911654,0.4139387539598733,0.24718409010911654,0.38296374516015486
energy_level__iqr,steps_6_to_10,1009,0.1595639246778989,0.2791133764374597,0.3587710604558969,0.13955668821872985,0.32659910016203375
energy_level__iqr,steps_11_plus,288,0.07291666666666667,0.2424675108397682,0.3055555555555556,0.07510801732940292,0.2366233663943126
energy_level__frac_above_z,all,2244,0.4086452762923351,0.26093554959027787,0.05837789661319073,0.17670549943712113,0.6470138329054629
energy_level__frac_above_z,steps_2_to_5,947,0.40232312565997885,0.24718409010911654,0.09926082365364308,0.24718409010911654,0.6642907426962337
energy_level__frac_above_z,steps_6_to_10,1009,0.40733399405351833,0.2791133764374597,0.03270564915758176,0.13955668821872985,0.6312481318923341
energy_level__frac_above_z,steps_11_plus,288,0.4340277777777778,0.2424675108397682,0.013888888888888888,0.07510801732940292,0.6454386896776403
energy_level__slope,all,2244,0.27807486631016043,0.26093554959027787,0.4750445632798574,0.17670549943712113,0.37802453267967223
energy_level__slope,steps_2_to_5,947,0.29989440337909185,0.24718409010911654,0.4963041182682154,0.24718409010911654,0.39308342133051744
energy_level__slope,steps_6_to_10,1009,0.25966303270564917,0.2791133764374597,0.5064420218037661,0.13955668821872985,0.34483025783818644
energy_level__slope,steps_11_plus,288,0.2708333333333333,0.2424675108397682,0.2951388888888889,0.07510801732940292,0.44480319852241124
energy_level__jump,all,2244,0.26648841354723707,0.26093554959027787,0.022281639928698752,0.17670549943712113,0.5281549655023363
energy_level__jump,steps_2_to_5,947,0.25343189017951423,0.24718409010911654,0.04012671594508976,0.24718409010911654,0.5706617388243576
energy_level__jump,steps_6_to_10,1009,0.26560951437066405,0.2791133764374597,0.010901883052527254,0.13955668821872985,0.4977319206506521
energy_level__jump,steps_11_plus,288,0.3125,0.2424675108397682,0.003472222222222222,0.07510801732940292,0.49497072216690363
energy_level__q90,all,2244,0.4015151515151515,0.26093554959027787,0.06506238859180036,0.17670549943712113,0.6435527944671786
energy_level__q90,steps_2_to_5,947,0.39493136219640973,0.24718409010911654,0.10137275607180571,0.24718409010911654,0.6648187258007743
energy_level__q90,steps_6_to_10,1009,0.4053518334985134,0.2791133764374597,0.04360753221010902,0.13955668821872985,0.6293418755014394
energy_level__q90,steps_11_plus,288,0.4097222222222222,0.2424675108397682,0.020833333333333332,0.07510801732940292,0.6234138370488306
energy_level__first_token,all,2244,0.4434046345811052,0.26093554959027787,0.0035650623885918,0.17670549943712113,0.6909184780751993
energy_level__first_token,steps_2_to_5,947,0.4276663146779303,0.24718409010911654,0.008447729672650475,0.24718409010911654,0.7283526927138332
energy_level__first_token,steps_6_to_10,1009,0.4588701684836472,0.2791133764374597,0.0,0.13955668821872985,0.6617820567275474
energy_level__first_token,steps_11_plus,288,0.4409722222222222,0.2424675108397682,0.0,0.07510801732940292,0.6699061443147656
energy_level__boxcar8_max,all,2244,0.2789661319073084,0.26093554959027787,0.11051693404634581,0.17670549943712113,0.5509020166004068
energy_level__boxcar8_max,steps_2_to_5,947,0.21964097148891235,0.24718409010911654,0.15945089757127773,0.24718409010911654,0.5379267863428371
energy_level__boxcar8_max,steps_6_to_10,1009,0.31714568880079286,0.2791133764374597,0.08126858275520317,0.13955668821872985,0.5562736954709204
energy_level__boxcar8_max,steps_11_plus,288,0.3402777777777778,0.2424675108397682,0.052083333333333336,0.07510801732940292,0.574747568939193
energy_level__page_wmax,all,2244,0.31327985739750447,0.26093554959027787,0.08065953654188948,0.17670549943712113,0.5850707949283076
energy_level__page_wmax,steps_2_to_5,947,0.2502639915522703,0.24718409010911654,0.11932418162618796,0.24718409010911654,0.5859732488560366
energy_level__page_wmax,steps_6_to_10,1009,0.3508424182358771,0.2791133764374597,0.053518334985133795,0.13955668821872985,0.5779295861059983
energy_level__page_wmax,steps_11_plus,288,0.3888888888888889,0.2424675108397682,0.04861111111111111,0.07510801732940292,0.6071223776788304
energy_innovation__top5,all,2244,0.10918003565062388,0.26093554959027787,0.42201426024955435,0.17670549943712113,0.30273433060251315
energy_innovation__top5,steps_2_to_5,947,0.09186906019007392,0.24718409010911654,0.4508975712777191,0.24718409010911654,0.32330165434706093
energy_innovation__top5,steps_6_to_10,1009,0.1199207135777998,0.2791133764374597,0.3994053518334985,0.13955668821872985,0.2960816933314456
energy_innovation__top5,steps_11_plus,288,0.1284722222222222,0.2424675108397682,0.40625,0.07510801732940292,0.2584123008123062
energy_innovation__top10,all,2244,0.08422459893048129,0.26093554959027787,0.44563279857397503,0.17670549943712113,0.2773092664063999
energy_innovation__top10,steps_2_to_5,947,0.054910242872228086,0.24718409010911654,0.4625131995776135,0.24718409010911654,0.29716649067229844
energy_innovation__top10,steps_6_to_10,1009,0.10802775024777007,0.2791133764374597,0.4311199207135778,0.13955668821872985,0.2746645271917819
