series,population,step_index,mean,n
true_tail50__std,pre_error,0,-0.41004279256176324,3898
true_tail50__std,pre_error,1,-0.16198028642316264,2844
true_tail50__std,pre_error,2,-0.2107395580636912,1860
true_tail50__std,pre_error,3,-0.2177678117494223,1214
true_tail50__std,pre_error,4,-0.100616982745126,818
true_tail50__std,pre_error,5,-0.1303004715574246,520
true_tail50__std,pre_error,6,-0.165687600022505,356
true_tail50__std,pre_error,7,-0.11969981245730568,238
true_tail50__std,pre_error,8,-0.16352276455908937,174
true_tail50__std,pre_error,9,-0.191896337419312,128
true_tail50__std,pre_error,10,0.023177071263336083,84
true_tail50__std,pre_error,11,-0.25945114658955637,60
true_tail50__std,pre_error,12,-0.39102232723006175,52
true_tail50__std,pre_error,13,-0.07939084585289592,34
true_tail50__std,pre_error,14,-0.4057086068587986,26
true_tail50__std,pre_error,15,-0.1671619452165979,20
true_tail50__std,pre_error,16,-0.23061409420518647,14
true_tail50__std,pre_error,17,-0.579744826104483,12
true_tail50__std,pre_error,18,-0.6181128122654451,8
true_tail50__std,pre_error,19,0.4871133083905844,8
true_tail50__std,pre_error,20+,-0.38923814749911373,16
true_tail50__iqr,gate_closed,0,0.009247380628282977,2244
true_tail50__iqr,gate_closed,1,0.0834964747674311,2244
true_tail50__iqr,gate_closed,2,-0.0707155797040544,2216
true_tail50__iqr,gate_closed,3,-0.012411604690661018,2092
true_tail50__iqr,gate_closed,4,-0.06437752387837554,1697
true_tail50__iqr,gate_closed,5,-0.026179643386926122,1297
true_tail50__iqr,gate_closed,6,-0.05811903469879312,943
true_tail50__iqr,gate_closed,7,0.03613095911852036,713
true_tail50__iqr,gate_closed,8,-0.036622160898281665,517
true_tail50__iqr,gate_closed,9,0.08010300650750066,377
true_tail50__iqr,gate_closed,10,0.003967721732209708,288
true_tail50__iqr,gate_closed,11,0.20018484056085112,220
true_tail50__iqr,gate_closed,12,0.27527635477664564,146
true_tail50__iqr,gate_closed,13,0.16187241999732155,116
true_tail50__iqr,gate_closed,14,-0.06548260913953774,91
true_tail50__iqr,gate_closed,15,0.07448757467701436,77
true_tail50__iqr,gate_closed,16,0.08641696097626479,53
true_tail50__iqr,gate_closed,17,0.10092834038298745,41
true_tail50__iqr,gate_closed,18,0.720078083174811,27
true_tail50__iqr,gate_closed,19,-0.17676956442185998,19
true_tail50__iqr,gate_closed,20+,0.13091835956014755,52
true_tail50__iqr,label_clean,0,0.0071003970012755825,2358
true_tail50__iqr,label_clean,1,0.13424809619878061,2358
true_tail50__iqr,label_clean,2,-0.06041051476416859,2328
true_tail50__iqr,label_clean,3,-0.06229418529803888,2202
true_tail50__iqr,label_clean,4,-0.04633197469204532,1814
true_tail50__iqr,label_clean,5,0.02777716305234929,1408
true_tail50__iqr,label_clean,6,-0.10255814900838385,970
true_tail50__iqr,label_clean,7,0.04188393130214189,732
true_tail50__iqr,label_clean,8,-0.07779027979653072,508
true_tail50__iqr,label_clean,9,0.1423234678537636,366
true_tail50__iqr,label_clean,10,-0.0872139820593853,284
true_tail50__iqr,label_clean,11,0.19785100482973417,216
true_tail50__iqr,label_clean,12,0.24813014513274326,160
true_tail50__iqr,label_clean,13,0.028823621674732486,122
true_tail50__iqr,label_clean,14,-0.20336823190889372,96
true_tail50__iqr,label_clean,15,-0.13164857850895806,76
true_tail50__iqr,label_clean,16,-0.027326272696901802,54
true_tail50__iqr,label_clean,17,0.1371903510568823,48
true_tail50__iqr,label_clean,18,-0.14442455001426274,36
true_tail50__iqr,label_clean,19,-0.33879513344631496,28
true_tail50__iqr,label_clean,20+,0.22276834066277668,106
true_tail50__iqr,pre_error,0,-0.42214746324942765,3898
true_tail50__iqr,pre_error,1,-0.20044516642068408,2844
true_tail50__iqr,pre_error,2,-0.1604718024608355,1860
true_tail50__iqr,pre_error,3,-0.10279470530336919,1214
true_tail50__iqr,pre_error,4,-0.1032864542086972,818
true_tail50__iqr,pre_error,5,-0.10467228163834146,520
true_tail50__iqr,pre_error,6,-0.12224431574466538,356
true_tail50__iqr,pre_error,7,-0.14899580999097067,238
true_tail50__iqr,pre_error,8,-0.1347148703423865,174
true_tail50__iqr,pre_error,9,-0.010165073989920193,128
true_tail50__iqr,pre_error,10,-0.07254755328653617,84
true_tail50__iqr,pre_error,11,-0.2577514138804568,60
true_tail50__iqr,pre_error,12,-0.09068735145997725,52
true_tail50__iqr,pre_error,13,-0.10072394664105427,34
true_tail50__iqr,pre_error,14,-0.19157403018422473,26
true_tail50__iqr,pre_error,15,0.06172845711183998,20
true_tail50__iqr,pre_error,16,-0.32692322678852215,14
true_tail50__iqr,pre_error,17,-0.33763533446542277,12
true_tail50__iqr,pre_error,18,-0.304066395769306,8
true_tail50__iqr,pre_error,19,0.4570912438450407,8
true_tail50__iqr,pre_error,20+,-0.3529012455778718,16
true_tail50__frac_above_z,gate_closed,0,0.05055047391237794,2244
true_tail50__frac_above_z,gate_closed,1,0.10546891391085453,2244
true_tail50__frac_above_z,gate_closed,2,-0.09167694385656977,2216
true_tail50__frac_above_z,gate_closed,3,-0.0649933493529082,2092
true_tail50__frac_above_z,gate_closed,4,-0.06637064710633282,1697
true_tail50__frac_above_z,gate_closed,5,-0.03639245457579046,1297
true_tail50__frac_above_z,gate_closed,6,-0.04477683762110088,943
true_tail50__frac_above_z,gate_closed,7,0.013527015362037232,713
true_tail50__frac_above_z,gate_closed,8,-0.05470960307132546,517
true_tail50__frac_above_z,gate_closed,9,0.06792238116787484,377
true_tail50__frac_above_z,gate_closed,10,0.11084551774298917,288
true_tail50__frac_above_z,gate_closed,11,0.28512514741238837,220
true_tail50__frac_above_z,gate_closed,12,0.2918583324302437,146
true_tail50__frac_above_z,gate_closed,13,0.1700588758222196,116
true_tail50__frac_above_z,gate_closed,14,-0.07397734151801048,91
true_tail50__frac_above_z,gate_closed,15,-0.033447077303676395,77
true_tail50__frac_above_z,gate_closed,16,0.05551390084482044,53
true_tail50__frac_above_z,gate_closed,17,0.2148814809712301,41
true_tail50__frac_above_z,gate_closed,18,0.5262864909780254,27
true_tail50__frac_above_z,gate_closed,19,-0.0069768746554740475,19
true_tail50__frac_above_z,gate_closed,20+,0.2037160797996498,52
true_tail50__frac_above_z,label_clean,0,0.039212989678489005,2358
true_tail50__frac_above_z,label_clean,1,0.16786061382680326,2358
true_tail50__frac_above_z,label_clean,2,-0.08249813567064632,2328
true_tail50__frac_above_z,label_clean,3,-0.09250739125039903,2202
true_tail50__frac_above_z,label_clean,4,-0.06115813022476591,1814
true_tail50__frac_above_z,label_clean,5,0.006173755043119208,1408
true_tail50__frac_above_z,label_clean,6,-0.09928013406111486,970
true_tail50__frac_above_z,label_clean,7,0.046951338854697565,732
true_tail50__frac_above_z,label_clean,8,-0.06055824362134188,508
true_tail50__frac_above_z,label_clean,9,0.04832638139556809,366
true_tail50__frac_above_z,label_clean,10,0.019149882477115538,284
true_tail50__frac_above_z,label_clean,11,0.250456290356496,216
true_tail50__frac_above_z,label_clean,12,0.27801906181188896,160
true_tail50__frac_above_z,label_clean,13,0.012654029812442505,122
true_tail50__frac_above_z,label_clean,14,-0.1570378814545474,96
true_tail50__frac_above_z,label_clean,15,-0.1457916455039412,76
true_tail50__frac_above_z,label_clean,16,-0.034249263029638204,54
true_tail50__frac_above_z,label_clean,17,0.034212972276147266,48
true_tail50__frac_above_z,label_clean,18,-0.2142762539174895,36
true_tail50__frac_above_z,label_clean,19,-0.5158086214645233,28
true_tail50__frac_above_z,label_clean,20+,0.26123321216488604,106
true_tail50__frac_above_z,pre_error,0,-0.544965017189702,3898
true_tail50__frac_above_z,pre_error,1,-0.19766641241147398,2844
true_tail50__frac_above_z,pre_error,2,-0.1722203911769692,1860
true_tail50__frac_above_z,pre_error,3,-0.13624285648185205,1214
true_tail50__frac_above_z,pre_error,4,-0.13867753183200143,818
true_tail50__frac_above_z,pre_error,5,-0.16392619812915102,520
true_tail50__frac_above_z,pre_error,6,-0.1684924586765374,356
true_tail50__frac_above_z,pre_error,7,-0.22601542138224398,238
true_tail50__frac_above_z,pre_error,8,-0.24121342570543355,174
true_tail50__frac_above_z,pre_error,9,-0.2324453459194406,128
true_tail50__frac_above_z,pre_error,10,-0.22919492260999172,84
true_tail50__frac_above_z,pre_error,11,-0.30590908166916186,60
true_tail50__frac_above_z,pre_error,12,-0.13097911190022365,52
true_tail50__frac_above_z,pre_error,13,-0.3099612191944313,34
true_tail50__frac_above_z,pre_error,14,-0.1903417442953985,26
true_tail50__frac_above_z,pre_error,15,0.29506221314036035,20
true_tail50__frac_above_z,pre_error,16,-0.5369764220293418,14
true_tail50__frac_above_z,pre_error,17,-0.868446458305311,12
true_tail50__frac_above_z,pre_error,18,-0.8142308548625918,8
true_tail50__frac_above_z,pre_error,19,-0.0841294620799623,8
true_tail50__frac_above_z,pre_error,20+,-0.5024112273691864,16
true_tail50__slope,gate_closed,0,0.5174105737160137,2244
true_tail50__slope,gate_closed,1,-0.16561428326155914,2244
true_tail50__slope,gate_closed,2,0.026124090423056752,2216
true_tail50__slope,gate_closed,3,-0.009510585464462906,2092
true_tail50__slope,gate_closed,4,-0.07063194006740729,1697
true_tail50__slope,gate_closed,5,-0.11329939367317929,1297
true_tail50__slope,gate_closed,6,-0.05652103769106102,943
true_tail50__slope,gate_closed,7,-0.16138106632868102,713
true_tail50__slope,gate_closed,8,-0.08125432125063532,517
true_tail50__slope,gate_closed,9,-0.11133463250845493,377
true_tail50__slope,gate_closed,10,-0.25415701742127456,288
true_tail50__slope,gate_closed,11,-0.40921634978870314,220
true_tail50__slope,gate_closed,12,-0.22657189907532596,146
true_tail50__slope,gate_closed,13,-0.4321846079278857,116
true_tail50__slope,gate_closed,14,0.07210965513047707,91
true_tail50__slope,gate_closed,15,-0.4283368856600547,77
true_tail50__slope,gate_closed,16,-0.2612885185154106,53
true_tail50__slope,gate_closed,17,0.019480830169727504,41
true_tail50__slope,gate_closed,18,-0.6228435042590567,27
true_tail50__slope,gate_closed,19,0.05123885633095624,19
true_tail50__slope,gate_closed,20+,-0.1253425956991524,52
true_tail50__slope,label_clean,0,0.5168661983902904,2358
true_tail50__slope,label_clean,1,-0.19740225244907333,2358
true_tail50__slope,label_clean,2,-0.023531010678333672,2328
true_tail50__slope,label_clean,3,-0.00908828286419831,2202
true_tail50__slope,label_clean,4,-0.06032485532393171,1814
true_tail50__slope,label_clean,5,-0.15792553403938162,1408
true_tail50__slope,label_clean,6,-0.009057947181964546,970
true_tail50__slope,label_clean,7,-0.06179857129465302,732
true_tail50__slope,label_clean,8,0.005236643050707571,508
true_tail50__slope,label_clean,9,-0.022706470496843517,366
true_tail50__slope,label_clean,10,-0.22790278869988898,284
true_tail50__slope,label_clean,11,-0.4847186237367546,216
true_tail50__slope,label_clean,12,-0.2905944236893955,160
true_tail50__slope,label_clean,13,-0.1244465341423002,122
true_tail50__slope,label_clean,14,-0.034643361309263904,96
true_tail50__slope,label_clean,15,-0.2838477524302582,76
true_tail50__slope,label_clean,16,-0.01807172693423784,54
true_tail50__slope,label_clean,17,0.01818782555300046,48
true_tail50__slope,label_clean,18,-0.20613292503476416,36
true_tail50__slope,label_clean,19,0.14995793828294965,28
true_tail50__slope,label_clean,20+,-0.26148702481822117,106
true_tail50__slope,pre_error,0,0.49973550281329976,3898
true_tail50__slope,pre_error,1,-0.08318694026430178,2844
true_tail50__slope,pre_error,2,0.010529930833703948,1860
true_tail50__slope,pre_error,3,0.03386258153435917,1214
true_tail50__slope,pre_error,4,0.046823535131867225,818
true_tail50__slope,pre_error,5,0.0836189703033378,520
true_tail50__slope,pre_error,6,0.09729910170963857,356
true_tail50__slope,pre_error,7,0.10920814387311371,238
true_tail50__slope,pre_error,8,0.07960088911054693,174
true_tail50__slope,pre_error,9,0.25627085014574497,128
true_tail50__slope,pre_error,10,0.058926537204612196,84
true_tail50__slope,pre_error,11,0.10728846051267588,60
true_tail50__slope,pre_error,12,0.28409438800216724,52
true_tail50__slope,pre_error,13,-0.14633207939708162,34
true_tail50__slope,pre_error,14,0.21952923495644797,26
true_tail50__slope,pre_error,15,-0.34022421545835047,20
true_tail50__slope,pre_error,16,0.06767154499334561,14
true_tail50__slope,pre_error,17,0.35232997825498336,12
true_tail50__slope,pre_error,18,0.39722466972293147,8
true_tail50__slope,pre_error,19,0.3695766081149969,8
true_tail50__slope,pre_error,20+,0.5031806143921401,16
true_tail50__jump,gate_closed,0,0.5895040937539429,2244
true_tail50__jump,gate_closed,1,-0.12864908085505777,2244
true_tail50__jump,gate_closed,2,-0.428930604958444,2216
true_tail50__jump,gate_closed,3,-0.08136461404419797,2092
true_tail50__jump,gate_closed,4,-0.0694617980421342,1697
true_tail50__jump,gate_closed,5,-0.042661139040705745,1297
true_tail50__jump,gate_closed,6,-0.018096290214949195,943
true_tail50__jump,gate_closed,7,0.11254520671584563,713
true_tail50__jump,gate_closed,8,-0.024474911978147388,517
true_tail50__jump,gate_closed,9,0.12292304203832705,377
true_tail50__jump,gate_closed,10,0.08703144044531883,288
true_tail50__jump,gate_closed,11,0.23190593861496597,220
true_tail50__jump,gate_closed,12,0.2958340680728468,146
true_tail50__jump,gate_closed,13,-0.023901185773230273,116
true_tail50__jump,gate_closed,14,-0.23285721346252808,91
true_tail50__jump,gate_closed,15,0.20856073302634778,77
true_tail50__jump,gate_closed,16,0.5603265201661995,53
true_tail50__jump,gate_closed,17,0.174826580529272,41
true_tail50__jump,gate_closed,18,0.5076523927129293,27
true_tail50__jump,gate_closed,19,-0.22699392976634675,19
true_tail50__jump,gate_closed,20+,0.10143137897125053,52
true_tail50__jump,label_clean,0,0.5939444622250205,2358
true_tail50__jump,label_clean,1,-0.09916913122994853,2358
true_tail50__jump,label_clean,2,-0.38575718679440113,2328
true_tail50__jump,label_clean,3,-0.12793989383777174,2202
true_tail50__jump,label_clean,4,-0.07040054769136733,1814
true_tail50__jump,label_clean,5,-0.007167221343984853,1408
true_tail50__jump,label_clean,6,-0.03499173724307411,970
true_tail50__jump,label_clean,7,0.13019760957844007,732
true_tail50__jump,label_clean,8,-0.09000005701579175,508
true_tail50__jump,label_clean,9,0.10121938816744794,366
true_tail50__jump,label_clean,10,-0.06028383044822254,284
true_tail50__jump,label_clean,11,0.21689339496068605,216
true_tail50__jump,label_clean,12,0.2920884998672265,160
true_tail50__jump,label_clean,13,-0.01673125473852613,122
true_tail50__jump,label_clean,14,-0.24794584923716792,96
true_tail50__jump,label_clean,15,0.18257369796773099,76
true_tail50__jump,label_clean,16,0.06576021580038481,54
true_tail50__jump,label_clean,17,0.26397676113270563,48
true_tail50__jump,label_clean,18,0.21620437802849557,36
true_tail50__jump,label_clean,19,-0.19221788701296844,28
true_tail50__jump,label_clean,20+,0.14224481822105275,106
true_tail50__jump,pre_error,0,0.28344573394711486,3898
true_tail50__jump,pre_error,1,0.022875841548075055,2844
true_tail50__jump,pre_error,2,-0.17071408792752144,1860
true_tail50__jump,pre_error,3,-0.13884438498064863,1214
true_tail50__jump,pre_error,4,-0.0058653515715523805,818
true_tail50__jump,pre_error,5,-0.13664007871920186,520
true_tail50__jump,pre_error,6,-0.06324465739724743,356
true_tail50__jump,pre_error,7,-0.02255463332213154,238
true_tail50__jump,pre_error,8,-0.10158579823735463,174
true_tail50__jump,pre_error,9,0.10046653377476383,128
true_tail50__jump,pre_error,10,0.08231116724382602,84
true_tail50__jump,pre_error,11,-0.18978320308238905,60
true_tail50__jump,pre_error,12,-0.14281253881023387,52
true_tail50__jump,pre_error,13,0.14201215832549213,34
true_tail50__jump,pre_error,14,-0.36122055773389516,26
true_tail50__jump,pre_error,15,0.314926184404658,20
true_tail50__jump,pre_error,16,-0.1644600748590243,14
true_tail50__jump,pre_error,17,-0.11569782333461874,12
true_tail50__jump,pre_error,18,-0.05289059131412946,8
true_tail50__jump,pre_error,19,0.6622725747350675,8
true_tail50__jump,pre_error,20+,-0.37631108645701916,16
true_tail50__q90,gate_closed,0,0.02120129334138514,2244
true_tail50__q90,gate_closed,1,0.12373647515586221,2244
true_tail50__q90,gate_closed,2,-0.0831971745638475,2216
true_tail50__q90,gate_closed,3,-0.010310371384799311,2092
true_tail50__q90,gate_closed,4,-0.05135254672468028,1697
true_tail50__q90,gate_closed,5,-0.05624599552377227,1297
true_tail50__q90,gate_closed,6,-0.07711670105174503,943
true_tail50__q90,gate_closed,7,0.05217957361709749,713
true_tail50__q90,gate_closed,8,-0.1035786546476619,517
true_tail50__q90,gate_closed,9,0.027379052323296762,377
true_tail50__q90,gate_closed,10,0.035938934207395246,288
true_tail50__q90,gate_closed,11,0.16381194895050652,220
true_tail50__q90,gate_closed,12,0.3020840636109809,146
true_tail50__q90,gate_closed,13,0.17424844205263706,116
true_tail50__q90,gate_closed,14,-0.04606020832602678,91
true_tail50__q90,gate_closed,15,-0.10394695780857696,77
true_tail50__q90,gate_closed,16,0.06791888828565514,53
true_tail50__q90,gate_closed,17,-0.012896000923864174,41
true_tail50__q90,gate_closed,18,0.47854080287925926,27
true_tail50__q90,gate_closed,19,-0.19894563166599186,19
true_tail50__q90,gate_closed,20+,0.16948359007638633,52
true_tail50__q90,label_clean,0,0.022540891542671738,2358
true_tail50__q90,label_clean,1,0.1567483734622212,2358
true_tail50__q90,label_clean,2,-0.061094457013042634,2328
true_tail50__q90,label_clean,3,-0.04403484972735066,2202
true_tail50__q90,label_clean,4,-0.04022509904715802,1814
true_tail50__q90,label_clean,5,-0.0026825732694092104,1408
true_tail50__q90,label_clean,6,-0.12250465754133845,970
true_tail50__q90,label_clean,7,0.04473704473785874,732
true_tail50__q90,label_clean,8,-0.14340159732732308,508
true_tail50__q90,label_clean,9,0.048104999984934095,366
true_tail50__q90,label_clean,10,-0.05326795866898035,284
true_tail50__q90,label_clean,11,0.15517093721915315,216
true_tail50__q90,label_clean,12,0.3224895914053568,160
true_tail50__q90,label_clean,13,0.09245501226968567,122
true_tail50__q90,label_clean,14,-0.3357885092669553,96
true_tail50__q90,label_clean,15,-0.19103207519531273,76
true_tail50__q90,label_clean,16,-0.21272117574281074,54
true_tail50__q90,label_clean,17,0.0966170668180547,48
true_tail50__q90,label_clean,18,-0.12716561937578794,36
true_tail50__q90,label_clean,19,-0.3684566931387176,28
true_tail50__q90,label_clean,20+,0.2049911678087612,106
true_tail50__q90,pre_error,0,-0.4243579828599565,3898
true_tail50__q90,pre_error,1,-0.17458935129765463,2844
true_tail50__q90,pre_error,2,-0.17298343238022215,1860
true_tail50__q90,pre_error,3,-0.10462513670351907,1214
true_tail50__q90,pre_error,4,-0.0716441515855391,818
true_tail50__q90,pre_error,5,-0.09657530169312538,520
true_tail50__q90,pre_error,6,-0.12799977334965787,356
true_tail50__q90,pre_error,7,-0.08744495159137067,238
true_tail50__q90,pre_error,8,-0.16511235744750116,174
true_tail50__q90,pre_error,9,-0.02333727167090023,128
true_tail50__q90,pre_error,10,-0.03499608579115828,84
true_tail50__q90,pre_error,11,-0.3136265876057649,60
true_tail50__q90,pre_error,12,-0.22764669885156788,52
true_tail50__q90,pre_error,13,-0.2260947662094564,34
true_tail50__q90,pre_error,14,0.10071088796271904,26
true_tail50__q90,pre_error,15,0.12853605728058953,20
true_tail50__q90,pre_error,16,-0.26092184484643816,14
true_tail50__q90,pre_error,17,-0.39429869308093024,12
true_tail50__q90,pre_error,18,-0.38091006947406914,8
true_tail50__q90,pre_error,19,0.4380487992002354,8
true_tail50__q90,pre_error,20+,-0.3991237840336785,16
true_tail50__first_token,gate_closed,0,-0.888229789321554,2244
true_tail50__first_token,gate_closed,1,0.2508361153889248,2244
true_tail50__first_token,gate_closed,2,0.03107282586491451,2216
true_tail50__first_token,gate_closed,3,0.11629293352237195,2092
true_tail50__first_token,gate_closed,4,0.16265526868540248,1697
true_tail50__first_token,gate_closed,5,0.19422559470748457,1297
true_tail50__first_token,gate_closed,6,0.10894969777166033,943
true_tail50__first_token,gate_closed,7,0.19562946120749736,713
true_tail50__first_token,gate_closed,8,0.03090304261335924,517
true_tail50__first_token,gate_closed,9,0.06767377005654436,377
true_tail50__first_token,gate_closed,10,0.10168353873636132,288
true_tail50__first_token,gate_closed,11,0.2434154210444589,220
true_tail50__first_token,gate_closed,12,0.4006865711554972,146
true_tail50__first_token,gate_closed,13,0.39643194097002327,116
true_tail50__first_token,gate_closed,14,0.10072912865397815,91
true_tail50__first_token,gate_closed,15,0.4342848203702876,77
true_tail50__first_token,gate_closed,16,0.3051970982805035,53
true_tail50__first_token,gate_closed,17,0.44511728341232315,41
true_tail50__first_token,gate_closed,18,0.7412339317929925,27
true_tail50__first_token,gate_closed,19,0.1938903195647472,19
true_tail50__first_token,gate_closed,20+,0.3551537984724777,52
true_tail50__first_token,label_clean,0,-0.9081117093718445,2358
true_tail50__first_token,label_clean,1,0.3137264066055674,2358
true_tail50__first_token,label_clean,2,0.030862926716953166,2328
true_tail50__first_token,label_clean,3,0.09954776182466589,2202
true_tail50__first_token,label_clean,4,0.14832473394083412,1814
true_tail50__first_token,label_clean,5,0.22618783555899527,1408
true_tail50__first_token,label_clean,6,0.09649810019083013,970
true_tail50__first_token,label_clean,7,0.23380919997705527,732
true_tail50__first_token,label_clean,8,0.06300484983413492,508
true_tail50__first_token,label_clean,9,0.044507189131121845,366
true_tail50__first_token,label_clean,10,0.12163152797200037,284
true_tail50__first_token,label_clean,11,0.2033184239526033,216
true_tail50__first_token,label_clean,12,0.2441491126504018,160
true_tail50__first_token,label_clean,13,0.1602784928840808,122
true_tail50__first_token,label_clean,14,0.16663283074714016,96
true_tail50__first_token,label_clean,15,0.13038938575442732,76
true_tail50__first_token,label_clean,16,0.012469366765375113,54
true_tail50__first_token,label_clean,17,0.313028931845778,48
true_tail50__first_token,label_clean,18,0.48743344796137766,36
true_tail50__first_token,label_clean,19,-0.3014091364849998,28
true_tail50__first_token,label_clean,20+,0.20882223645628978,106
true_tail50__first_token,pre_error,0,-1.0007401282309512,3898
true_tail50__first_token,pre_error,1,-0.2579248036160498,2844
true_tail50__first_token,pre_error,2,-0.17004770234540667,1860
true_tail50__first_token,pre_error,3,-0.12066170039514625,1214
true_tail50__first_token,pre_error,4,-0.07722549965464401,818
true_tail50__first_token,pre_error,5,-0.10758336779808661,520
true_tail50__first_token,pre_error,6,-0.10614003409157423,356
true_tail50__first_token,pre_error,7,0.10028734687968476,238
true_tail50__first_token,pre_error,8,-0.08225427440305244,174
true_tail50__first_token,pre_error,9,-0.14587979358886352,128
true_tail50__first_token,pre_error,10,-0.0018232635321762437,84
true_tail50__first_token,pre_error,11,-0.2667487648593859,60
true_tail50__first_token,pre_error,12,-0.0933765494722736,52
true_tail50__first_token,pre_error,13,-0.07166647787095826,34
true_tail50__first_token,pre_error,14,-0.24780551740913764,26
true_tail50__first_token,pre_error,15,0.08181752853755701,20
true_tail50__first_token,pre_error,16,-0.13156705586303527,14
true_tail50__first_token,pre_error,17,-0.5153313002854326,12
true_tail50__first_token,pre_error,18,-0.6062162869523637,8
true_tail50__first_token,pre_error,19,-0.42477445271954384,8
true_tail50__first_token,pre_error,20+,-0.05696621700384252,16
true_tail50__boxcar8_max,gate_closed,0,0.2292913552225672,2244
true_tail50__boxcar8_max,gate_closed,1,0.2136759297147483,2244
true_tail50__boxcar8_max,gate_closed,2,-0.10606934557301836,2216
true_tail50__boxcar8_max,gate_closed,3,-0.04615291745034946,2092
true_tail50__boxcar8_max,gate_closed,4,-0.10539015299304545,1697
true_tail50__boxcar8_max,gate_closed,5,-0.11942526762520107,1297
true_tail50__boxcar8_max,gate_closed,6,-0.186426740850886,943
true_tail50__boxcar8_max,gate_closed,7,-0.08968735330150253,713
true_tail50__boxcar8_max,gate_closed,8,-0.1532226966862473,517
true_tail50__boxcar8_max,gate_closed,9,-0.03247895427832234,377
true_tail50__boxcar8_max,gate_closed,10,-0.12013550052904727,288
true_tail50__boxcar8_max,gate_closed,11,-0.06927997985986026,220
true_tail50__boxcar8_max,gate_closed,12,0.1977202321496035,146
true_tail50__boxcar8_max,gate_closed,13,0.19479761863540035,116
true_tail50__boxcar8_max,gate_closed,14,-0.24734312418760956,91
true_tail50__boxcar8_max,gate_closed,15,-0.10247422840496148,77
true_tail50__boxcar8_max,gate_closed,16,0.23467194243402406,53
true_tail50__boxcar8_max,gate_closed,17,0.19175499667930646,41
true_tail50__boxcar8_max,gate_closed,18,0.1710546418233123,27
true_tail50__boxcar8_max,gate_closed,19,-0.027971464848943254,19
true_tail50__boxcar8_max,gate_closed,20+,0.13311429915476744,52
true_tail50__boxcar8_max,label_clean,0,0.25153291065950356,2358
true_tail50__boxcar8_max,label_clean,1,0.20370558174685685,2358
true_tail50__boxcar8_max,label_clean,2,-0.05617503164924099,2328
true_tail50__boxcar8_max,label_clean,3,-0.07293492870038051,2202
true_tail50__boxcar8_max,label_clean,4,-0.0976665084890172,1814
true_tail50__boxcar8_max,label_clean,5,-0.11105934327623994,1408
true_tail50__boxcar8_max,label_clean,6,-0.17143500073994422,970
true_tail50__boxcar8_max,label_clean,7,-0.06512551513473425,732
true_tail50__boxcar8_max,label_clean,8,-0.16164288265369628,508
true_tail50__boxcar8_max,label_clean,9,-0.10706636379573396,366
true_tail50__boxcar8_max,label_clean,10,-0.2241784656146163,284
true_tail50__boxcar8_max,label_clean,11,-0.1111945388702573,216
true_tail50__boxcar8_max,label_clean,12,0.1085312522119268,160
true_tail50__boxcar8_max,label_clean,13,0.09770555379982264,122
true_tail50__boxcar8_max,label_clean,14,-0.3143123071254782,96
true_tail50__boxcar8_max,label_clean,15,-0.17627814559785507,76
true_tail50__boxcar8_max,label_clean,16,-0.19779685578436365,54
true_tail50__boxcar8_max,label_clean,17,-0.01892826763500858,48
true_tail50__boxcar8_max,label_clean,18,-0.08443985083198596,36
true_tail50__boxcar8_max,label_clean,19,-0.31613221309292844,28
true_tail50__boxcar8_max,label_clean,20+,0.11491505251976934,106
true_tail50__boxcar8_max,pre_error,0,-0.33249332421351246,3898
true_tail50__boxcar8_max,pre_error,1,-0.1549311122768293,2844
true_tail50__boxcar8_max,pre_error,2,-0.19828242528929133,1860
true_tail50__boxcar8_max,pre_error,3,-0.20397513105629148,1214
true_tail50__boxcar8_max,pre_error,4,-0.09818988363512685,818
true_tail50__boxcar8_max,pre_error,5,-0.14041385544022833,520
true_tail50__boxcar8_max,pre_error,6,-0.1698398618652072,356
true_tail50__boxcar8_max,pre_error,7,-0.1030921035409343,238
true_tail50__boxcar8_max,pre_error,8,-0.1866625860913914,174
true_tail50__boxcar8_max,pre_error,9,-0.1237494864722825,128
true_tail50__boxcar8_max,pre_error,10,-0.023836214758293013,84
true_tail50__boxcar8_max,pre_error,11,-0.24276035995975187,60
true_tail50__boxcar8_max,pre_error,12,-0.40272170794550494,52
true_tail50__boxcar8_max,pre_error,13,-0.06857511030758355,34
true_tail50__boxcar8_max,pre_error,14,-0.34699618283630057,26
true_tail50__boxcar8_max,pre_error,15,-0.1726072939449242,20
true_tail50__boxcar8_max,pre_error,16,-0.24374810085529122,14
true_tail50__boxcar8_max,pre_error,17,-0.5479590204366689,12
true_tail50__boxcar8_max,pre_error,18,-0.5923845700126144,8
true_tail50__boxcar8_max,pre_error,19,0.3879777135305067,8
true_tail50__boxcar8_max,pre_error,20+,-0.13579716551904525,16
true_tail50__page_wmax,gate_closed,0,0.1497547801545718,2244
true_tail50__page_wmax,gate_closed,1,0.2313591484773626,2244
true_tail50__page_wmax,gate_closed,2,-0.09257081718159338,2216
true_tail50__page_wmax,gate_closed,3,-0.04796283340403766,2092
true_tail50__page_wmax,gate_closed,4,-0.09579522871575014,1697
true_tail50__page_wmax,gate_closed,5,-0.0963686198242774,1297
true_tail50__page_wmax,gate_closed,6,-0.1647255096326558,943
true_tail50__page_wmax,gate_closed,7,-0.05420419108304618,713
