locator,channel,readout,reference,stratum,miss_type,n_reference_misses,hit_given_miss,hit_given_miss_tolerance_one,shuffled_hit_given_miss,real_minus_shuffled,degenerate,real_minus_shuffled_ci95
q15_VE1__first_token,q15_VE1,first_token,fused_top5_soft_equal,steps_11_plus,early,356,0.09831460674157304,0.26685393258426965,0.0898876404494382,0.008426966292134838,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,all,any,2743,0.14837768866204884,0.43638352169157857,0.15275246080933286,-0.004374772147284017,False,"[-0.023688040813876522, 0.017021603647372242]"
q15_VE1__first_token,q15_VE1,first_token,ct7,all,late,1526,0.11205766710353866,0.37876802096985585,0.1402359108781127,-0.02817824377457405,False,"[-0.05084120982986768, -0.002620720685406149]"
q15_VE1__first_token,q15_VE1,first_token,ct7,all,early,1217,0.19391947411668037,0.5086277732128184,0.1684470008216927,0.02547247329498767,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_2_to_5,any,687,0.21542940320232898,0.6026200873362445,0.24163027656477437,-0.026200873362445393,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_2_to_5,late,366,0.16120218579234974,0.5081967213114754,0.21584699453551912,-0.054644808743169376,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_2_to_5,early,321,0.2772585669781931,0.7102803738317757,0.27102803738317754,0.006230529595015577,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_6_to_10,any,1480,0.14594594594594595,0.4337837837837838,0.13716216216216215,0.008783783783783805,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_6_to_10,late,815,0.1116564417177914,0.3815950920245399,0.13006134969325153,-0.018404907975460127,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_6_to_10,early,665,0.18796992481203006,0.49774436090225566,0.14586466165413534,0.04210526315789473,False,
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_11_plus,any,576,0.07465277777777778,0.24479166666666666,0.08680555555555555,-0.012152777777777776,False,"[-0.04571579476861167, 0.023335585585585576]"
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_11_plus,late,345,0.06086956521739131,0.23478260869565218,0.08405797101449275,-0.023188405797101443,False,"[-0.06720430107526881, 0.022847942480141575]"
q15_VE1__first_token,q15_VE1,first_token,ct7,steps_11_plus,early,231,0.09523809523809523,0.2597402597402597,0.09090909090909091,0.004329004329004321,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,all,any,3083,0.11190398962049951,0.4103146286084982,0.17547843010055142,-0.06357444048005191,False,"[-0.0820924589290189, -0.04491532697043686]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,all,late,1904,0.09558823529411764,0.37815126050420167,0.1717436974789916,-0.07615546218487396,False,"[-0.09833615040638974, -0.05418712604917652]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,all,early,1179,0.13825275657336725,0.46225614927905007,0.181509754028838,-0.043256997455470764,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_2_to_5,any,761,0.17871222076215507,0.6281208935611038,0.26938239159001315,-0.09067017082785808,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_2_to_5,late,423,0.16312056737588654,0.6193853427895981,0.27423167848699764,-0.1111111111111111,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_2_to_5,early,338,0.19822485207100593,0.6390532544378699,0.26331360946745563,-0.0650887573964497,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_6_to_10,any,1655,0.10453172205438066,0.3933534743202417,0.16435045317220545,-0.05981873111782479,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_6_to_10,late,1043,0.09108341323106424,0.3681687440076702,0.1601150527325024,-0.06903163950143816,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_6_to_10,early,612,0.12745098039215685,0.4362745098039216,0.1715686274509804,-0.04411764705882354,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_11_plus,any,667,0.053973013493253376,0.20389805097451275,0.095952023988006,-0.04197901049475262,False,"[-0.07205950018044027, -0.013115752682299784]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_11_plus,late,438,0.0410958904109589,0.1689497716894977,0.1004566210045662,-0.0593607305936073,False,"[-0.09426918308306928, -0.02709345706057001]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,same_channel_top5,steps_11_plus,early,229,0.07860262008733625,0.27074235807860264,0.08733624454148471,-0.008733624454148464,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,all,any,3105,0.14847020933977456,0.435426731078905,0.171658615136876,-0.023188405797101436,False,"[-0.043314846997535614, -0.003151485997110782]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,all,late,1663,0.1280817799158148,0.42032471437161756,0.17558628983764282,-0.04750450992182803,False,"[-0.07436462280021651, -0.020161921708185076]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,all,early,1442,0.17198335644937587,0.45284327323162277,0.16712898751733704,0.004854368932038833,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_2_to_5,any,760,0.22763157894736843,0.6671052631578948,0.24868421052631579,-0.02105263157894735,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_2_to_5,late,421,0.2161520190023753,0.684085510688836,0.25415676959619954,-0.038004750593824244,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_2_to_5,early,339,0.24188790560471976,0.6460176991150443,0.24188790560471976,0.0,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_6_to_10,any,1642,0.1425091352009744,0.41473812423873324,0.16808769792935443,-0.025578562728380022,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_6_to_10,late,895,0.11843575418994413,0.3843575418994413,0.1664804469273743,-0.04804469273743016,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_6_to_10,early,747,0.1713520749665328,0.45113788487282463,0.17001338688085676,0.0013386880856760264,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_11_plus,any,703,0.07681365576102418,0.2332859174964438,0.09672830725462304,-0.01991465149359886,False,"[-0.054210209904218466, 0.012519943243490655]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_11_plus,late,347,0.04610951008645533,0.1930835734870317,0.1037463976945245,-0.05763688760806917,False,"[-0.0983637605563835, -0.019494567475646]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,fused_top5_soft_equal,steps_11_plus,early,356,0.10674157303370786,0.27247191011235955,0.0898876404494382,0.016853932584269662,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,all,any,2743,0.11337951148377688,0.4057601166605906,0.16879329201604082,-0.05541378053226394,False,"[-0.07533068197168705, -0.03446959934790459]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,all,late,1526,0.0871559633027523,0.35910878112712974,0.1618610747051114,-0.07470511140235911,False,"[-0.09896199648337596, -0.04912728886978748]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,all,early,1217,0.14626129827444537,0.46425636811832377,0.17748562037797863,-0.031224322103533264,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_2_to_5,any,687,0.16739446870451238,0.6157205240174672,0.25327510917030566,-0.08588064046579327,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_2_to_5,late,366,0.15300546448087432,0.6065573770491803,0.25956284153005466,-0.10655737704918034,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_2_to_5,early,321,0.1838006230529595,0.6261682242990654,0.24610591900311526,-0.06230529595015577,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_6_to_10,any,1480,0.11689189189189189,0.3945945945945946,0.16216216216216217,-0.04527027027027028,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_6_to_10,late,815,0.0834355828220859,0.3398773006134969,0.14969325153374233,-0.06625766871165643,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_6_to_10,early,665,0.15789473684210525,0.4616541353383459,0.1774436090225564,-0.01954887218045115,False,
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_11_plus,any,576,0.03993055555555555,0.1840277777777778,0.08506944444444445,-0.045138888888888895,False,"[-0.07527475791599834, -0.01766706551747777]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_11_plus,late,345,0.02608695652173913,0.14202898550724638,0.08695652173913043,-0.0608695652173913,False,"[-0.09688169642857143, -0.027637843915711155]"
q15_VE1__boxcar8_max,q15_VE1,boxcar8_max,ct7,steps_11_plus,early,231,0.06060606060606061,0.24675324675324675,0.08225108225108226,-0.021645021645021648,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,all,any,3083,0.12131041193642556,0.4041518001946156,0.1767758676613688,-0.05546545572494324,False,"[-0.07351531504517268, -0.03639513432485672]"
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,all,late,1904,0.08035714285714286,0.35031512605042014,0.1796218487394958,-0.09926470588235294,False,"[-0.11992178217927284, -0.07695881368162309]"
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,all,early,1179,0.18744698897370654,0.4910941475826972,0.17217981340118746,0.015267175572519082,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_2_to_5,any,761,0.1773981603153745,0.6136662286465178,0.26412614980289095,-0.08672798948751645,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_2_to_5,late,423,0.1182033096926714,0.5981087470449172,0.27423167848699764,-0.15602836879432624,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_2_to_5,early,338,0.2514792899408284,0.6331360946745562,0.2514792899408284,0.0,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_6_to_10,any,1655,0.11419939577039274,0.38308157099697887,0.17099697885196374,-0.056797583081571,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_6_to_10,late,1043,0.08053691275167785,0.32502396931927136,0.17545541706615533,-0.09491850431447749,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_6_to_10,early,612,0.1715686274509804,0.4820261437908497,0.16339869281045752,0.008169934640522875,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_11_plus,any,667,0.07496251874062969,0.21739130434782608,0.09145427286356822,-0.01649175412293853,False,"[-0.0468776216442953, 0.014728628206829483]"
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_11_plus,late,438,0.04337899543378995,0.17123287671232876,0.09817351598173515,-0.0547945205479452,False,"[-0.087183908045977, -0.022171450829987425]"
q15_VE1__page_wmax,q15_VE1,page_wmax,same_channel_top5,steps_11_plus,early,229,0.13537117903930132,0.3056768558951965,0.07860262008733625,0.05676855895196507,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,all,any,3105,0.150402576489533,0.4270531400966184,0.16521739130434782,-0.014814814814814808,False,"[-0.03480433894244943, 0.00547349815287136]"
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,all,late,1663,0.10643415514131088,0.39506915213469634,0.1713770294648226,-0.06494287432351173,False,"[-0.08974787363304981, -0.03920141720185188]"
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,all,early,1442,0.20110957004160887,0.46393897364771153,0.15811373092926492,0.04299583911234395,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_2_to_5,any,760,0.22631578947368422,0.6473684210526316,0.23289473684210527,-0.006578947368421045,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_2_to_5,late,421,0.16389548693586697,0.6389548693586699,0.2375296912114014,-0.07363420427553444,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_2_to_5,early,339,0.30383480825958703,0.6578171091445427,0.22713864306784662,0.07669616519174041,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_6_to_10,any,1642,0.1394640682095006,0.4049939098660171,0.1668696711327649,-0.0274056029232643,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_6_to_10,late,895,0.09497206703910614,0.35307262569832404,0.17094972067039105,-0.0759776536312849,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_6_to_10,early,747,0.1927710843373494,0.46720214190093706,0.16198125836680052,0.030789825970548884,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_11_plus,any,703,0.09388335704125178,0.24039829302987198,0.08819345661450925,0.005689900426742528,False,"[-0.026470866404569394, 0.039684065934065926]"
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_11_plus,late,347,0.06628242074927954,0.207492795389049,0.09221902017291066,-0.02593659942363112,False,"[-0.06424581005586592, 0.015434495054060257]"
q15_VE1__page_wmax,q15_VE1,page_wmax,fused_top5_soft_equal,steps_11_plus,early,356,0.12078651685393259,0.27247191011235955,0.08426966292134831,0.036516853932584276,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,all,any,2743,0.13343055049216188,0.41195771053590957,0.17426175720014583,-0.04083120670798396,False,"[-0.061195872807298456, -0.0198353530440542]"
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,all,late,1526,0.08977719528178243,0.34665792922673655,0.17300131061598953,-0.0832241153342071,False,"[-0.10745612470726607, -0.05682964677081751]"
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,all,early,1217,0.18816762530813474,0.4938373048479869,0.17584223500410848,0.012325390304026268,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_2_to_5,any,687,0.18631732168850074,0.6026200873362445,0.24017467248908297,-0.05385735080058224,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_2_to_5,late,366,0.12021857923497267,0.5737704918032787,0.24043715846994534,-0.12021857923497267,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_2_to_5,early,321,0.2616822429906542,0.6355140186915887,0.2398753894080997,0.021806853582554492,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_6_to_10,any,1480,0.13243243243243244,0.40135135135135136,0.17567567567567569,-0.043243243243243246,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_6_to_10,late,815,0.09325153374233129,0.3202453987730061,0.17914110429447852,-0.08588957055214723,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_6_to_10,early,665,0.18045112781954886,0.5007518796992482,0.17142857142857143,0.009022556390977432,False,
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_11_plus,any,576,0.07291666666666667,0.21180555555555555,0.0920138888888889,-0.019097222222222224,False,"[-0.055757449877661326, 0.017245884897272593]"
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_11_plus,late,345,0.04927536231884058,0.1681159420289855,0.08695652173913043,-0.03768115942028985,False,"[-0.07671232876712329, 0.0028903828432604492]"
q15_VE1__page_wmax,q15_VE1,page_wmax,ct7,steps_11_plus,early,231,0.10822510822510822,0.27705627705627706,0.09956709956709957,0.008658008658008656,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,all,any,3873,0.0,0.26904208623805836,0.19726310353730958,-0.19726310353730958,False,"[-0.21003990382378937, -0.1839919750977514]"
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,all,early,3860,0.0,0.2683937823834197,0.1966321243523316,-0.1966321243523316,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_2_to_5,any,1004,0.0,0.4910358565737052,0.299800796812749,-0.299800796812749,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_2_to_5,early,994,0.0,0.48993963782696176,0.29979879275653926,-0.29979879275653926,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_6_to_10,any,2098,0.0,0.21877979027645378,0.17492850333651097,-0.17492850333651097,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_6_to_10,early,2095,0.0,0.21909307875894987,0.17422434367541767,-0.17422434367541767,False,
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_11_plus,any,771,0.0,0.11673151750972763,0.1245136186770428,-0.1245136186770428,False,"[-0.14723073122529645, -0.10185124746156078]"
chosen_surprisal__top5,chosen_surprisal,top5,same_channel_top5,steps_11_plus,early,771,0.0,0.11673151750972763,0.1245136186770428,-0.1245136186770428,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,all,any,3105,0.08727858293075684,0.3249597423510467,0.1793880837359098,-0.09210950080515297,False,"[-0.11026503594115893, -0.07380126333948157]"
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,all,late,1663,0.1629585087191822,0.43656043295249547,0.1846061334936861,-0.02164762477450391,False,"[-0.049200023984425245, 0.009804071843329605]"
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,all,early,1442,0.0,0.19625520110957004,0.17337031900138697,-0.17337031900138697,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_2_to_5,any,760,0.19605263157894737,0.5947368421052631,0.2736842105263158,-0.07763157894736844,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_2_to_5,late,421,0.35391923990498814,0.7672209026128266,0.28028503562945367,0.07363420427553447,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_2_to_5,early,339,0.0,0.3805309734513274,0.26548672566371684,-0.26548672566371684,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_6_to_10,any,1642,0.06211936662606577,0.2777101096224117,0.15895249695493302,-0.09683313032886726,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_6_to_10,late,895,0.11396648044692738,0.3687150837988827,0.16201117318435754,-0.04804469273743016,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_6_to_10,early,747,0.0,0.1686746987951807,0.15528781793842034,-0.15528781793842034,False,
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_11_plus,any,703,0.02844950213371266,0.14366998577524892,0.1251778093883357,-0.09672830725462303,False,"[-0.12661870503597122, -0.0673053840877915]"
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_11_plus,late,347,0.05763688760806916,0.21037463976945245,0.12680115273775217,-0.069164265129683,False,"[-0.11657238467054418, -0.01955035692116699]"
chosen_surprisal__top5,chosen_surprisal,top5,fused_top5_soft_equal,steps_11_plus,early,356,0.0,0.07865168539325842,0.12359550561797752,-0.12359550561797752,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,all,any,2743,0.12577469923441487,0.32993073277433466,0.1841049945315348,-0.058330295297119944,False,"[-0.08024098582376615, -0.03730700864067896]"
chosen_surprisal__top5,chosen_surprisal,top5,ct7,all,late,1526,0.2254259501965924,0.4954128440366973,0.18086500655307994,0.04456094364351246,False,"[0.011673943530088106, 0.07692434210526315]"
chosen_surprisal__top5,chosen_surprisal,top5,ct7,all,early,1217,0.0008216926869350862,0.12243221035332785,0.18816762530813474,-0.18734593262119967,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_2_to_5,any,687,0.22561863173216884,0.5735080058224163,0.28820960698689957,-0.06259097525473073,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_2_to_5,late,366,0.42349726775956287,0.8087431693989071,0.29508196721311475,0.12841530054644812,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_2_to_5,early,321,0.0,0.3052959501557632,0.2803738317757009,-0.2803738317757009,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_6_to_10,any,1480,0.10405405405405406,0.28581081081081083,0.15945945945945947,-0.05540540540540541,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_6_to_10,late,815,0.18773006134969325,0.46134969325153374,0.1558282208588957,0.031901840490797556,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_6_to_10,early,665,0.0015037593984962407,0.07067669172932331,0.16390977443609023,-0.162406015037594,False,
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_11_plus,any,576,0.0625,0.1527777777777778,0.1232638888888889,-0.060763888888888895,False,"[-0.09962440067560205, -0.02245241619964048]"
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_11_plus,late,345,0.10434782608695652,0.24347826086956523,0.11884057971014493,-0.014492753623188415,False,"[-0.07164632637915395, 0.040348736486148805]"
chosen_surprisal__top5,chosen_surprisal,top5,ct7,steps_11_plus,early,231,0.0,0.017316017316017316,0.12987012987012986,-0.12987012987012986,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,all,any,3873,0.037438678027368964,0.30493157758843276,0.2158533436612445,-0.17841466563387554,False,"[-0.19282008771929823, -0.1637593014857373]"
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,all,early,3860,0.03756476683937824,0.30440414507772023,0.21528497409326425,-0.17772020725388601,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_2_to_5,any,1004,0.05876494023904383,0.5348605577689243,0.33067729083665337,-0.27191235059760954,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_2_to_5,early,994,0.059356136820925554,0.53420523138833,0.33098591549295775,-0.2716297786720322,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_6_to_10,any,2098,0.03336510962821735,0.2559580552907531,0.19065776930409914,-0.1572926596758818,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_6_to_10,early,2095,0.03341288782816229,0.25632458233890215,0.1899761336515513,-0.156563245823389,False,
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_11_plus,any,771,0.020752269779507133,0.13878080415045396,0.13488975356679636,-0.11413748378728923,False,"[-0.1404423152788533, -0.08877245971542015]"
chosen_surprisal__top10,chosen_surprisal,top10,same_channel_top5,steps_11_plus,early,771,0.020752269779507133,0.13878080415045396,0.13488975356679636,-0.11413748378728923,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,all,any,3105,0.10080515297906602,0.3423510466988728,0.18840579710144928,-0.08760064412238326,False,"[-0.10592020213799806, -0.06844322530388458]"
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,all,late,1663,0.18280216476247746,0.4564040889957907,0.19663259170174383,-0.013830426939266366,False,"[-0.04307396252833249, 0.016484685079839734]"
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,all,early,1442,0.0062413314840499305,0.21081830790568654,0.17891816920943135,-0.17267683772538142,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_2_to_5,any,760,0.1986842105263158,0.6026315789473684,0.2894736842105263,-0.09078947368421053,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_2_to_5,late,421,0.35391923990498814,0.7624703087885986,0.29453681710213775,0.05938242280285039,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_2_to_5,early,339,0.0058997050147492625,0.40412979351032446,0.2831858407079646,-0.27728613569321536,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_6_to_10,any,1642,0.07917174177831912,0.2990255785627284,0.1656516443361754,-0.08647990255785629,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_6_to_10,late,895,0.13854748603351955,0.39553072625698327,0.16983240223463686,-0.03128491620111731,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_6_to_10,early,747,0.008032128514056224,0.18340026773761714,0.1606425702811245,-0.15261044176706828,False,
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_11_plus,any,703,0.04551920341394026,0.16216216216216217,0.13229018492176386,-0.08677098150782361,False,"[-0.11774603196938144, -0.05500470825146548]"
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_11_plus,late,347,0.0893371757925072,0.2420749279538905,0.14697406340057637,-0.05763688760806916,False,"[-0.11320885020327322, -0.002701801801801807]"
chosen_surprisal__top10,chosen_surprisal,top10,fused_top5_soft_equal,steps_11_plus,early,356,0.0028089887640449437,0.08426966292134831,0.11797752808988764,-0.1151685393258427,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,all,any,2743,0.13197229310973388,0.3445133065986147,0.1884797666788188,-0.05650747356908492,False,"[-0.0782376820114622, -0.03556091323119188]"
chosen_surprisal__top10,chosen_surprisal,top10,ct7,all,late,1526,0.23328964613368283,0.5058977719528178,0.19003931847968544,0.04325032765399739,False,"[0.010125783652118357, 0.07525625461027784]"
chosen_surprisal__top10,chosen_surprisal,top10,ct7,all,early,1217,0.0049301561216105174,0.14215283483976993,0.1865242399342646,-0.18159408381265407,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_2_to_5,any,687,0.22707423580786026,0.5880640465793304,0.29694323144104806,-0.0698689956331878,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_2_to_5,late,366,0.4207650273224044,0.8087431693989071,0.30601092896174864,0.11475409836065575,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_2_to_5,early,321,0.006230529595015576,0.3364485981308411,0.2866043613707165,-0.2803738317757009,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_6_to_10,any,1480,0.11216216216216217,0.3027027027027027,0.16148648648648647,-0.049324324324324306,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_6_to_10,late,815,0.20122699386503068,0.4785276073619632,0.1619631901840491,0.03926380368098159,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_6_to_10,early,665,0.0030075187969924814,0.08721804511278196,0.16090225563909774,-0.15789473684210525,False,
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_11_plus,any,576,0.06944444444444445,0.16145833333333334,0.1284722222222222,-0.05902777777777776,False,"[-0.09709347517946686, -0.018383818534011064]"
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_11_plus,late,345,0.11014492753623188,0.2492753623188406,0.13333333333333333,-0.02318840579710145,False,"[-0.08164101706256273, 0.04021582669089731]"
chosen_surprisal__top10,chosen_surprisal,top10,ct7,steps_11_plus,early,231,0.008658008658008658,0.030303030303030304,0.12121212121212122,-0.11255411255411256,False,
chosen_surprisal__max,chosen_surprisal,max,same_channel_top5,all,any,3873,0.0010327911179963851,0.2687838884585593,0.19313193906532403,-0.19209914794732763,False,"[-0.20561688267959286, -0.1788129453541089]"
chosen_surprisal__max,chosen_surprisal,max,same_channel_top5,all,early,3860,0.0,0.26735751295336785,0.19248704663212435,-0.19248704663212435,False,
chosen_surprisal__max,chosen_surprisal,max,same_channel_top5,steps_2_to_5,any,1004,0.00398406374501992,0.49302788844621515,0.2958167330677291,-0.2918326693227092,False,
