gate_id,variant_id,metric_id,observed,threshold,direction,passed,unit,status,evidence_status
P3S_ALIAS_P3E,P3S0_DYNAMICS_IU_PARENT,max_parent_alias_error,0.0,1e-12,le,true,fraction,PASS,DEVELOPMENT
P3S_ABSTENTION_ALIAS,P3S2_DYNAMICS_STG_SU,abstention_mismatches,0,0,eq,true,fraction,PASS,DEVELOPMENT
P3S2_POINT_VS_IU,P3S2_DYNAMICS_STG_SU,macro_f1,-0.00011446961764105534,0.003,ge,false,fraction,FAIL,DEVELOPMENT
P3S2_CI_VS_IU,P3S2_DYNAMICS_STG_SU,macro_f1_ci_low,-0.002963579189727652,0.003,gt,false,fraction,FAIL,DEVELOPMENT
P3S2_EXACT_VS_IU,P3S2_DYNAMICS_STG_SU,first_error_exact,-0.00034156159591930413,-0.01,ge,true,fraction,PASS,DEVELOPMENT
P3S2_WORST_VS_IU,P3S2_DYNAMICS_STG_SU,worst_cell_delta,-0.0049375689500325,-0.02,ge,true,fraction,PASS,DEVELOPMENT
P3S2_VS_PERMUTATION,P3S2_DYNAMICS_STG_SU,macro_f1_ci_low,-0.002316114196056174,0.0,gt,false,fraction,FAIL,DEVELOPMENT
P3S2_VS_RANDOM,P3S2_DYNAMICS_STG_SU,macro_f1_ci_low,-0.0028961822694179677,0.0,gt,false,fraction,FAIL,DEVELOPMENT
P3S_SUPPORT_MECHANISM,P3S2_DYNAMICS_STG_SU,mechanism_supported,0,1,eq,false,fraction,FAIL,DEVELOPMENT
