test_set_code,size,measurements_code,auroc_unit,misfit_unit,K_unit,auroc_eigen,misfit_eigen,K_eigen,auroc_complete,misfit_complete,K_complete
ars_gsm8k_r1distill8b,3,"rpdi,cusum_max,epr_spilled",0.7469901422107305,0.24226772958438056,2,0.6637241435035552,0.06523493732648225,2,0.6637241435035552,1.902972582116228e-25,2
ars_gsm8k_r1distill8b,3,"spectral_centroid,stft_spectral_entropy,logprob_margin",0.5232304460245637,0.04352169824099317,2,0.5407845830639948,0.36111473228396396,2,0.5407845830639948,7.6162845456334655e-25,2
ars_gsm8k_r1distill8b,3,"trace_length,spectral_entropy,sw_var_peak_spilled",0.7129726890756303,0.35578378471536454,2,0.7084882029734971,0.5310538032340906,2,0.7084882029734971,2.1219399144888275e-24,2
ars_gsm8k_r1distill8b,3,"stft_spectral_entropy,sw_var_peak,sw_var_peak_energy",0.3519513574660633,0.663571591726668,2,0.6701882676147382,0.01098309646257014,2,0.6701882676147382,5.813260916820428e-25,2
ars_gsm8k_r1distill8b,3,"trace_length,spectral_entropy,mean_top1_logprob",0.466669360051713,0.5763472156345771,2,0.466669360051713,0.4371855680477931,2,0.466669360051713,1.5843153579476377e-24,2
ars_gsm8k_r1distill8b,3,"high_band_power,epr_spilled,logprob_margin",0.6730769230769231,0.6743769068728714,2,0.6589972527472527,0.4130286044315498,2,0.6730769230769231,1.3586850652431124e-24,2
ars_gsm8k_r1distill8b,3,"dominant_freq,epr_energy,sw_var_peak_energy",0.6840659340659341,0.5217893643546416,2,0.6840659340659341,0.019498792131475835,2,0.6963881706528766,3.1115469707194193e-25,2
ars_gsm8k_r1distill8b,3,"sw_var_peak,cusum_shift_idx,topk_tail_mass",0.6637443438914028,0.5682531572827418,2,0.6637443438914028,0.2799616596391424,2,0.6898836457659987,8.295330195245296e-26,2
ars_gsm8k_r1distill8b,3,"spectral_entropy,sw_var_peak_spilled,cusum_max_spilled",0.7237394957983193,0.0010553205672509001,2,0.7247899159663866,0.2618050707702411,2,0.7247899159663866,1.2310799906390068e-24,2
ars_gsm8k_r1distill8b,3,"min_spilled,logprob_margin,mean_logprob_entropy",0.639019069166128,0.41100313222527685,2,0.6559065934065934,0.47939979498658025,2,0.6559065934065934,1.7391957520988547e-24,2
ars_gsm8k_r1distill8b,3,"trace_length,rpdi,mean_logprob_entropy",0.7609284098254686,0.4426301579470402,2,0.5825791855203619,0.03196604685951178,2,0.5825791855203619,5.652633171725486e-25,2
ars_gsm8k_r1distill8b,3,"cusum_max,cusum_max_spilled,sw_var_peak_energy",0.7188914027149321,0.6518149785532787,2,0.7210932449903038,0.498373955514794,2,0.7188914027149321,1.830999643322152e-24,2
ars_gsm8k_r1distill8b,3,"pe_mean,hurst_exponent,renyi_entropy_2",0.5831447963800904,0.9101719924476651,2,0.6190206851971558,0.0008490177345713513,2,0.57294360051713,4.838479672896297e-26,2
ars_gsm8k_r1distill8b,4,"trace_length,sw_var_peak,cusum_max_spilled,varentropy",0.7650492889463478,0.13658208983817838,2,0.7728466386554622,0.3598833827960336,2,0.7728466386554622,5.755603424585215e-17,2
ars_gsm8k_r1distill8b,4,"epr,hurst_exponent,logprob_margin,topk_tail_mass",0.7028926955397543,1.0368641078658314,2,0.653987556561086,0.49790698251162885,2,0.653987556561086,9.286442553923282e-22,2
ars_gsm8k_r1distill8b,4,"dominant_freq,sw_var_peak,cusum_max,cusum_max_energy",0.7061651583710408,0.1871339074604347,2,0.6781674208144797,0.34667029344202666,3,0.7061651583710408,7.676431959237447e-09,2
ars_gsm8k_r1distill8b,4,"min_spilled,epr_energy,varentropy,renyi_entropy_2",0.6811772786037492,1.6040580043943682,2,0.6887928248222366,0.6109009167208593,3,0.6628151260504203,5.779971366365338e-24,2
ars_gsm8k_r1distill8b,4,"low_band_power,epr_energy,varentropy,renyi_entropy_2",0.7064883645765998,1.47454234116482,2,0.6428773432449904,0.5429812427382652,2,0.6428773432449904,5.916232030675355e-24,2
ars_gsm8k_r1distill8b,4,"epr,spectral_entropy,low_band_power,logprob_margin",0.5424006140917905,0.47689183065304946,2,0.570862960568843,0.45229829185050086,2,0.5870838720103426,1.1299685257656985e-13,2
ars_gsm8k_r1distill8b,4,"high_band_power,stft_spectral_entropy,cusum_max,topk_tail_mass",0.7050137362637362,0.029837633012581063,2,0.6485536522301227,0.16993169316259216,3,0.7050137362637362,2.0994599123264962e-14,2
ars_gsm8k_r1distill8b,4,"dominant_freq,stft_spectral_entropy,hurst_exponent,sw_var_peak_energy",0.494707498383969,0.023206139202585976,2,0.5120596315449257,0.1779508680992729,3,0.5483193277310924,3.2726881971310576e-10,2
ars_gsm8k_r1distill8b,4,"low_band_power,spectral_centroid,logprob_margin,renyi_entropy_2",0.5623989980607628,0.6600968896540013,2,0.5623989980607628,0.7957962634613814,2,0.5623989980607628,9.703774998880697e-05,2
ars_gsm8k_r1distill8b,4,"high_band_power,sw_var_peak,epr_energy,mean_logprob_entropy",0.7286481900452488,0.36919200997004464,2,0.7021856819650938,0.37622860877884984,2,0.7021856819650938,1.3663328018903842e-15,2
ars_gsm8k_r1distill8b,4,"epr,high_band_power,cusum_max,sw_var_peak_spilled",0.7377585649644474,0.02948325401183849,2,0.7322640594699418,0.15920697997081423,3,0.7031957013574661,1.8900906257511272e-10,2
ars_gsm8k_r1distill8b,4,"epr,spectral_entropy,high_band_power,min_energy",0.7638978668390434,0.296000390121703,2,0.7605446024563671,0.06218967656817505,2,0.7605446024563671,0.00010210953075615209,2
ars_gsm8k_r1distill8b,4,"trace_length,spectral_centroid,cusum_max,logprob_margin",0.3442348093083387,0.20598467977539955,2,0.7381423723335488,0.25085426787856663,3,0.44701438267614746,5.443493081914699e-19,2
ars_gsm8k_r1distill8b,4,"dominant_freq,stft_spectral_entropy,pe_mean,mean_logprob_entropy",0.6152230122818358,0.11540426487354713,2,0.5805389463477699,0.1144808978415856,2,0.5805389463477699,8.808167024784877e-05,2
ars_gsm8k_r1distill8b,4,"spectral_centroid,epr_energy,renyi_entropy_2,topk_tail_mass",0.7204670329670328,1.0861795031746317,2,0.7301834195216548,0.48138288981345523,2,0.7301834195216548,6.411448413606089e-24,2
ars_gsm8k_r1distill8b,4,"low_band_power,dominant_freq,cusum_max_energy,renyi_entropy_2",0.5725799935358759,0.10585086769254011,2,0.6438873626373627,0.10740184929850514,3,0.5725799935358759,2.3884806042714807e-22,2
ars_gsm8k_r1distill8b,4,"cusum_shift_idx,sw_var_peak_energy,cusum_max_energy,mean_top1_logprob",0.6409785067873304,0.3898641720135327,2,0.592618778280543,0.044206203285762156,2,0.592618778280543,1.4977827971516879e-15,2
ars_gsm8k_r1distill8b,4,"spectral_centroid,sw_var_peak,pe_mean,cusum_max",0.7085690045248868,0.06520941293467956,2,0.6840255332902392,0.17463663099178284,3,0.6598456690368455,6.3576726149119075e-24,2
ars_gsm8k_r1distill8b,4,"sw_var_peak,cusum_max_spilled,min_spilled,mean_logprob_entropy",0.7452731092436975,0.06448786127060858,2,0.7259413380736911,0.21392425940072596,2,0.7259413380736911,1.4420905836154981e-09,2
ars_gsm8k_r1distill8b,4,"epr,epr_spilled,mean_top1_logprob,renyi_entropy_2",0.6916814802844214,5.453062432005998,2,0.6917420814479638,1.7191028423651586,3,0.6922874919198448,8.868224905960688e-24,2
ars_gsm8k_r1distill8b,4,"trace_length,logprob_margin,varentropy,topk_tail_mass",0.6923884938590821,1.103213815378855,2,0.5815893665158371,0.5230708886262063,2,0.5815893665158371,1.1840971973807573e-21,2
ars_gsm8k_r1distill8b,4,"low_band_power,sw_var_peak,mean_top1_logprob,renyi_entropy_2",0.7173359728506787,0.630659253485498,2,0.7115990627020038,0.5413054489435822,3,0.7091750161603103,6.502516529863402e-18,2
ars_gsm8k_r1distill8b,4,"spectral_entropy,spectral_centroid,min_spilled,varentropy",0.43947963800904977,0.2171612037518556,2,0.3620313510019392,0.05504844540778051,3,0.43947963800904977,3.609610083070973e-13,2
ars_gsm8k_r1distill8b,4,"sw_var_peak_spilled,cusum_max_spilled,cusum_max_energy,varentropy",0.7060237556561086,0.17369102326993185,2,0.7060237556561086,0.41701686168973817,2,0.7060237556561086,2.8618408427185843e-11,2
ars_gsm8k_r1distill8b,4,"trace_length,sw_var_peak,hurst_exponent,topk_tail_mass",0.7495353910795087,0.15954233216353353,2,0.7326276664511959,0.3042118444266365,3,0.734849709114415,3.108840566506547e-17,2
ars_gsm8k_r1distill8b,4,"hurst_exponent,epr_energy,varentropy,renyi_entropy_2",0.7052157401422107,1.490817723007519,2,0.6574014221073046,0.5498019276439007,2,0.6574014221073046,6.17434822145892e-24,2
ars_gsm8k_r1distill8b,4,"spectral_centroid,cusum_max,logprob_margin,mean_logprob_entropy",0.7412532320620556,0.418063977602128,2,0.7437176793794442,0.6151275258770194,2,0.7437176793794442,0.0017599214215928605,2
ars_gsm8k_r1distill8b,4,"stft_spectral_entropy,hurst_exponent,sw_var_peak_spilled,topk_tail_mass",0.6609364899806076,0.0756447076474145,2,0.6609364899806076,0.3798006891167294,2,0.6609364899806076,6.448879143907823e-06,2
ars_gsm8k_r1distill8b,4,"trace_length,hl_ratio,spectral_centroid,mean_logprob_entropy",0.6621081124757595,0.2893904997897491,2,0.42069327731092443,0.3838727548061709,3,0.7152957336780867,1.328339163576842e-07,2
ars_gsm8k_r1distill8b,4,"cusum_max,epr_spilled,cusum_max_spilled,varentropy",0.747737556561086,0.8388781826990286,2,0.7377585649644474,0.8982608197248106,3,0.7443640917905623,7.514219383556917e-08,2
ars_gsm8k_r1distill8b,6,"high_band_power,dominant_freq,cusum_shift_idx,epr_spilled,sw_var_peak_energy,mean_logprob_entropy",0.6739253393665159,0.8145542736575542,5,0.6574014221073045,0.5309050259233484,2,0.6574014221073045,0.004458186092747194,2
ars_gsm8k_r1distill8b,6,"high_band_power,rpdi,sw_var_peak_spilled,logprob_margin,mean_logprob_entropy,topk_tail_mass",0.723093083387201,1.6131829353740421,4,0.7066701680672269,0.7142370342662938,2,0.720063025210084,0.0690415781912035,3
ars_gsm8k_r1distill8b,6,"spectral_entropy,stft_max_high_power,hurst_exponent,cusum_max,min_spilled,epr_energy",0.38881706528765353,0.32175573504816957,4,0.38881706528765353,0.5378812136461555,4,0.40214932126696834,0.21558719213801852,3
ars_gsm8k_r1distill8b,6,"epr,cusum_max,cusum_shift_idx,epr_energy,varentropy,renyi_entropy_2",0.7344255009696186,5.029454024461859,3,0.7203458306399482,0.676034585736265,5,0.7306278280542986,0.0010183696423622323,2
ars_gsm8k_r1distill8b,6,"hl_ratio,stft_spectral_entropy,cusum_shift_idx,sw_var_peak_spilled,min_spilled,topk_tail_mass",0.41235051712992893,0.30040693400271196,5,0.41235051712992893,0.5295890740602501,5,0.6600880736910149,0.19203966159396016,3
ars_gsm8k_r1distill8b,6,"trace_length,stft_spectral_entropy,hurst_exponent,cusum_shift_idx,min_energy,mean_logprob_entropy",0.6301712992889463,0.261895347992754,3,0.4861627343244991,0.42177945602671163,4,0.6301712992889463,0.05071106846865544,3
ars_gsm8k_r1distill8b,6,"spectral_entropy,spectral_centroid,stft_spectral_entropy,sw_var_peak,sw_var_peak_spilled,cusum_max_spilled",0.7034987071751778,1.0551353408375383,2,0.7052561409179057,0.8625602852422344,4,0.7030946994182289,0.0950803031982267,3
ars_gsm8k_r1distill8b,6,"low_band_power,stft_max_high_power,epr_energy,sw_var_peak_energy,logprob_margin,mean_logprob_entropy",0.7153563348416291,2.041235838424516,4,0.7168107627666451,0.5878867900903121,5,0.6778038138332256,0.013134589509160983,3
ars_gsm8k_r1distill8b,6,"hl_ratio,cusum_max,sw_var_peak_spilled,cusum_max_spilled,sw_var_peak_energy,renyi_entropy_2",0.7402028118939884,0.9615889222717127,4,0.7343244990303814,0.5770424448753946,5,0.7451317065287654,0.014842296765530949,2
ars_gsm8k_r1distill8b,6,"epr,spectral_entropy,spectral_centroid,hurst_exponent,min_spilled,sw_var_peak_energy",0.4051591790562379,0.26119030531576093,5,0.39364495798319327,0.3642684355365645,2,0.4109768907563025,0.1565803519034916,4
ars_gsm8k_r1distill8b,6,"trace_length,hl_ratio,spectral_centroid,cusum_shift_idx,min_energy,mean_top1_logprob",0.694873141564318,0.4837346374742442,5,0.7171339689722043,0.470866403331493,3,0.686510180995475,0.029979044617143215,4
ars_gsm8k_r1distill8b,6,"trace_length,high_band_power,dominant_freq,min_spilled,cusum_max_energy,mean_logprob_entropy",0.40313914027149317,0.4892495332733883,4,0.38873626373626374,0.23349579552304142,5,0.40798723335488046,0.025645258076299363,3
ars_gsm8k_r1distill8b,6,"trace_length,hurst_exponent,sw_var_peak_spilled,min_spilled,logprob_margin,renyi_entropy_2",0.5556924692954105,0.7781167505531752,4,0.5966386554621849,0.7257620786004659,2,0.5966386554621849,0.12996696522295173,2
ars_gsm8k_r1distill8b,6,"low_band_power,stft_max_high_power,rpdi,cusum_max_spilled,sw_var_peak_energy,mean_logprob_entropy",0.742041047188106,0.28120322665947733,5,0.7204872333548805,0.23402450937384567,2,0.7204872333548805,0.0020415586422380715,2
ars_gsm8k_r1distill8b,6,"spectral_entropy,stft_max_high_power,min_spilled,sw_var_peak_energy,cusum_max_energy,mean_top1_logprob",0.5279169360051713,0.4440182910414761,2,0.3725961538461538,0.2899203932082816,5,0.6786926308985132,0.1151457365345307,3
ars_gsm8k_r1distill8b,6,"dominant_freq,rpdi,sw_var_peak,cusum_max_spilled,min_spilled,epr_energy",0.6019917582417582,0.23069647200207477,4,0.6019917582417582,0.37846050572201745,4,0.6721073044602456,0.06269167661665503,3
ars_gsm8k_r1distill8b,6,"epr,high_band_power,rpdi,pe_mean,sw_var_peak_energy,cusum_max_energy",0.5927601809954751,0.31042602212636755,5,0.5916491596638656,0.10653821503579045,4,0.5916491596638656,0.040885511440893314,4
ars_gsm8k_r1distill8b,6,"epr,trace_length,spectral_centroid,sw_var_peak_spilled,sw_var_peak_energy,renyi_entropy_2",0.7609890109890111,0.6198995553237905,2,0.7609890109890111,0.8533995265605158,2,0.7609890109890111,0.030753756876091595,2
ars_gsm8k_r1distill8b,6,"sw_var_peak,cusum_max,epr_spilled,sw_var_peak_energy,logprob_margin,renyi_entropy_2",0.7486061732385263,2.5536574038244906,2,0.7222648674854558,0.7900946063748056,5,0.7486061732385263,0.02337967079304861,2
ars_gsm8k_r1distill8b,6,"low_band_power,stft_max_high_power,cusum_max_spilled,min_energy,logprob_margin,topk_tail_mass",0.7545854880413705,0.273753457717569,4,0.7561409179056238,0.6161868583532158,3,0.7249919198448609,0.040837672463110375,2
ars_gsm8k_r1distill8b,6,"spectral_entropy,dominant_freq,rpdi,hurst_exponent,cusum_max,mean_top1_logprob",0.4432167097608274,0.4114615358100372,4,0.3967760180995475,0.5952516036029228,3,0.3967760180995475,0.16288560404019178,3
ars_gsm8k_r1distill8b,6,"low_band_power,stft_max_high_power,cusum_max,logprob_margin,varentropy,topk_tail_mass",0.7404250161603103,1.4984293136907083,4,0.7475557530704589,0.8889658480434889,3,0.7475557530704589,0.14734633324741628,3
ars_gsm8k_r1distill8b,6,"trace_length,low_band_power,hurst_exponent,cusum_shift_idx,min_energy,logprob_margin",0.4399644473173885,0.2107888574185824,5,0.4154411764705882,0.2412549045378956,4,0.5269271170006464,0.01668157654288502,3
ars_gsm8k_r1distill8b,6,"dominant_freq,stft_max_high_power,hurst_exponent,cusum_max,min_energy,renyi_entropy_2",0.7277593729799612,0.2664416892653768,2,0.728567388493859,0.27632944119407515,3,0.7277593729799612,0.028672871220327748,2
ars_gsm8k_r1distill8b,6,"pe_mean,sw_var_peak_spilled,cusum_max_spilled,min_spilled,min_energy,topk_tail_mass",0.734486102133161,0.3685934920865921,3,0.7372939560439561,0.2678800138458328,5,0.734486102133161,0.02776301481215568,3
ars_gsm8k_r1distill8b,6,"high_band_power,hl_ratio,spectral_centroid,logprob_margin,varentropy,renyi_entropy_2",0.5825993859082094,3.0933325313854247,3,0.6883888170652877,1.0690497429017447,2,0.6883888170652877,0.01642336658328083,2
ars_gsm8k_r1distill8b,6,"spectral_entropy,high_band_power,hl_ratio,stft_spectral_entropy,min_spilled,cusum_max_energy",0.43182369101486745,0.5078871216316759,3,0.43182369101486745,0.7055295431352604,3,0.43182369101486745,0.009294494986522423,3
ars_gsm8k_r1distill8b,6,"stft_max_high_power,stft_spectral_entropy,rpdi,epr_spilled,sw_var_peak_spilled,varentropy",0.7091548157724629,1.23837855071518,4,0.715538138332256,0.4510699927596943,5,0.7138817065287655,0.011887723904157935,3
ars_gsm8k_r1distill8b,6,"high_band_power,hl_ratio,epr_spilled,sw_var_peak_spilled,cusum_max_energy,mean_top1_logprob",0.6763897866839044,1.360625654145816,2,0.6763897866839044,1.1242654369194247,2,0.6763897866839044,0.153274375860821,2
ars_gsm8k_r1distill8b,6,"epr,low_band_power,rpdi,pe_mean,hurst_exponent,epr_energy",0.6302319004524887,0.36311703527642314,2,0.6104557207498383,0.5211435306423317,3,0.6104557207498383,0.013051336708937544,3
ars_gsm8k_r1distill8b,8,"trace_length,low_band_power,dominant_freq,sw_var_peak,cusum_shift_idx,epr_spilled,sw_var_peak_spilled,logprob_margin",0.7470911441499677,1.925663348770568,3,0.7470911441499677,1.4343220474895082,3,0.7470911441499677,0.35833728815755894,3
ars_gsm8k_r1distill8b,8,"low_band_power,high_band_power,hl_ratio,stft_spectral_entropy,hurst_exponent,epr_spilled,sw_var_peak_spilled,cusum_max_energy",0.4171986102133161,2.5605275157640666,3,0.43960084033613445,1.406928864875098,6,0.4171986102133161,0.5005571979597074,3
ars_gsm8k_r1distill8b,8,"spectral_centroid,hurst_exponent,cusum_shift_idx,min_spilled,cusum_max_energy,mean_logprob_entropy,renyi_entropy_2,topk_tail_mass",0.6135059793148028,2.2913089434245006,3,0.6135059793148028,1.0387965645252066,3,0.6135059793148028,0.23638980077277436,3
ars_gsm8k_r1distill8b,8,"spectral_entropy,high_band_power,pe_mean,hurst_exponent,min_energy,mean_top1_logprob,logprob_margin,topk_tail_mass",0.716487556561086,1.5149412220239462,7,0.689762443438914,0.7592396308778906,3,0.689762443438914,0.27856695530861153,3
ars_gsm8k_r1distill8b,8,"spectral_entropy,spectral_centroid,stft_spectral_entropy,cusum_shift_idx,sw_var_peak_spilled,cusum_max_spilled,logprob_margin,mean_logprob_entropy",0.487334356819651,2.1204313817625193,3,0.487334356819651,1.7177953198090585,3,0.487334356819651,0.828293812330531,3
ars_gsm8k_r1distill8b,8,"epr,low_band_power,high_band_power,rpdi,min_energy,cusum_max_energy,renyi_entropy_2,topk_tail_mass",0.7241031027795735,2.625696680687981,6,0.7056399482870072,0.9921657301844801,2,0.7056399482870072,0.26259166269237444,2
ars_gsm8k_r1distill8b,8,"sw_var_peak,pe_mean,sw_var_peak_spilled,min_spilled,epr_energy,cusum_max_energy,varentropy,topk_tail_mass",0.7195782159017454,3.8121613450966447,4,0.7250727213962509,1.4755370628334867,7,0.6820660956690368,0.39986355294478937,3
ars_gsm8k_r1distill8b,8,"trace_length,hl_ratio,rpdi,epr_energy,mean_top1_logprob,logprob_margin,mean_logprob_entropy,topk_tail_mass",0.7248303167420814,7.701657547751934,4,0.7173157724628314,0.7961433946924972,6,0.7248303167420814,0.13792607871029683,4
ars_gsm8k_r1distill8b,8,"hl_ratio,dominant_freq,rpdi,pe_mean,cusum_max,epr_energy,cusum_max_energy,varentropy",0.5854880413703943,0.937001189969785,4,0.5854880413703943,1.0041921673465088,4,0.5633484162895928,0.24044136462385396,3
ars_gsm8k_r1distill8b,8,"stft_max_high_power,pe_mean,cusum_max,sw_var_peak_spilled,sw_var_peak_energy,mean_top1_logprob,mean_logprob_entropy,varentropy",0.753393665158371,2.862947544256311,2,0.7328296703296704,0.7636675315988051,7,0.753393665158371,0.008598001106056121,2
ars_gsm8k_r1distill8b,8,"spectral_entropy,hl_ratio,spectral_centroid,pe_mean,min_energy,mean_top1_logprob,renyi_entropy_2,topk_tail_mass",0.7297794117647058,2.345421848347942,6,0.7098820297349709,1.1689929799717746,2,0.7098820297349709,0.14481940689233966,2
ars_gsm8k_r1distill8b,8,"spectral_entropy,high_band_power,spectral_centroid,rpdi,pe_mean,epr_spilled,sw_var_peak_spilled,min_spilled",0.700751454427925,0.41552644703744757,4,0.700751454427925,0.6623630416112096,4,0.700751454427925,0.20755075248508598,4
ars_gsm8k_r1distill8b,8,"dominant_freq,stft_max_high_power,pe_mean,hurst_exponent,cusum_max,epr_spilled,cusum_max_spilled,logprob_margin",0.6878434065934066,1.567735132646591,4,0.73955639948287,1.1174986334522852,3,0.73955639948287,0.19925615935591406,3
ars_gsm8k_r1distill8b,8,"epr,spectral_entropy,spectral_centroid,cusum_max,epr_spilled,sw_var_peak_energy,mean_top1_logprob,mean_logprob_entropy",0.7064883645765999,6.605370001251596,4,0.7296178086619263,1.2880173585029806,2,0.7296178086619263,0.13571592567549845,2
ars_gsm8k_r1distill8b,8,"hl_ratio,spectral_centroid,rpdi,sw_var_peak,sw_var_peak_spilled,cusum_max_spilled,min_spilled,min_energy",0.70174127343245,1.6557114956747725,2,0.7172955720749838,1.0873281747103094,7,0.6790360374919199,0.1312109754324441,3
ars_gsm8k_r1distill8b,8,"trace_length,high_band_power,stft_max_high_power,hurst_exponent,epr_spilled,cusum_max_energy,logprob_margin,renyi_entropy_2",0.5625202003878474,2.767041032566813,2,0.5625202003878474,1.354194568330856,2,0.5625202003878474,0.26861404384944165,2
ars_gsm8k_r1distill8b,8,"low_band_power,high_band_power,rpdi,cusum_max,cusum_shift_idx,logprob_margin,renyi_entropy_2,topk_tail_mass",0.7361021331609566,1.6521106754407486,3,0.7361021331609566,0.8649345992724474,3,0.7361021331609566,0.10011483408424296,3
ars_gsm8k_r1distill8b,8,"trace_length,high_band_power,sw_var_peak,pe_mean,epr_energy,min_energy,sw_var_peak_energy,mean_logprob_entropy",0.768947963800905,0.8502443704657245,4,0.768947963800905,1.0025056342955747,4,0.768947963800905,0.2360598748259298,4
ars_gsm8k_r1distill8b,8,"stft_max_high_power,rpdi,cusum_max,epr_spilled,sw_var_peak_spilled,cusum_max_energy,mean_top1_logprob,varentropy",0.7361829347123464,3.5548780708258896,2,0.7239617000646412,1.5045553554544835,7,0.7361829347123464,0.16503932486993717,2
ars_gsm8k_r1distill8b,8,"spectral_centroid,stft_max_high_power,stft_spectral_entropy,hurst_exponent,cusum_shift_idx,logprob_margin,mean_logprob_entropy,topk_tail_mass",0.642271331609567,2.1837313914947556,4,0.6339487718164188,1.2909784058403764,3,0.6339487718164188,0.27161286821166836,3
ars_gsm8k_r1distill8b,8,"hl_ratio,stft_spectral_entropy,rpdi,pe_mean,cusum_max,cusum_shift_idx,epr_energy,varentropy",0.6185964770523594,0.6698437683675719,5,0.5893059146735617,0.8387815754918628,3,0.5893059146735617,0.06013236812865156,3
ars_gsm8k_r1distill8b,8,"epr,spectral_entropy,dominant_freq,spectral_centroid,rpdi,cusum_max,min_energy,renyi_entropy_2",0.758908371040724,1.0161188396944612,2,0.758908371040724,1.0510323197201978,2,0.758908371040724,0.21894802177477443,2
ars_gsm8k_r1distill8b,8,"epr,trace_length,dominant_freq,hurst_exponent,cusum_max,min_spilled,cusum_max_energy,varentropy",0.41659259857789266,2.3058175502430434,4,0.5310883968972204,1.2163092164998752,2,0.5310883968972204,0.2897485084218431,2
ars_gsm8k_r1distill8b,8,"high_band_power,stft_max_high_power,pe_mean,cusum_max,sw_var_peak_spilled,logprob_margin,varentropy,topk_tail_mass",0.7451115061409179,2.066552521413553,4,0.7161037491919846,1.0036534802165187,2,0.7451115061409179,0.1924555728838786,4
ars_gsm8k_r1distill8b,8,"hl_ratio,stft_max_high_power,stft_spectral_entropy,cusum_shift_idx,cusum_max_spilled,min_energy,mean_logprob_entropy,renyi_entropy_2",0.7094174208144797,0.9736393062140114,5,0.7094174208144797,1.0639411247972066,5,0.7018826761473822,0.15836999878315636,4
