version,cell,model,subset,split,n,n_features,n_families,reconstruction_error,weight_reconstruction_error,orthogonality,correction_scale,expected_correction_scale,cardinality_weight_reconstruction_error,target_keys_accessed_during_fit
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_4b__gsm8k,qwen3_4b,gsm8k,development,400,29,6,4.440892098500626e-16,8.881784197001252e-16,1.6986412276764895e-16,0.16666666666666666,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_4b__math,qwen3_4b,math,development,1000,29,6,4.440892098500626e-16,1.7763568394002505e-15,5.000444502911705e-16,0.16666666666666666,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_4b__olympiadbench,qwen3_4b,olympiadbench,confirmation,1000,29,6,3.3306690738754696e-16,8.881784197001252e-16,-1.687538997430238e-16,0.16666666666666666,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_4b__omnimath,qwen3_4b,omnimath,confirmation,1000,29,6,4.440892098500626e-16,8.881784197001252e-16,2.5712765250318624e-16,0.16666666666666663,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_8b__gsm8k,qwen3_8b,gsm8k,confirmation,400,29,6,4.440892098500626e-16,8.881784197001252e-16,2.375877272697835e-16,0.16666666666666669,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_8b__math,qwen3_8b,math,confirmation,1000,29,6,4.440892098500626e-16,8.881784197001252e-16,4.884981308350689e-17,0.16666666666666669,0.16666666666666666,1.7763568394002505e-15,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_8b__olympiadbench,qwen3_8b,olympiadbench,confirmation,1000,29,6,2.220446049250313e-16,8.881784197001252e-16,4.04121180963557e-17,0.16666666666666666,0.16666666666666666,8.881784197001252e-16,False
leverage-balanced-processbench-transfer-v1-2026-08-12,qwen3_8b__omnimath,qwen3_8b,omnimath,confirmation,1000,29,6,2.220446049250313e-16,8.881784197001252e-16,-3.730349362740526e-17,0.16666666666666663,0.16666666666666666,8.881784197001252e-16,False
