auprc,auroc,candidate,component,exact,model,subset,tol1
0.8096371049100132,0.702305883192981,token_dufs_liu_l0p1__max,detector,,qwen3_8b,olympiadbench,
0.8191895484110856,0.7191258440103714,token_dufs_liu_l0p1__top5mean,detector,,qwen3_8b,olympiadbench,
0.8099050042320712,0.7029752899646999,token_dufs_liu_l0p3__max,detector,,qwen3_8b,olympiadbench,
0.8197914577586486,0.7201790439978758,token_dufs_liu_l0p3__top5mean,detector,,qwen3_8b,olympiadbench,
0.8079259246448862,0.6985215035768635,token_temporal_liu_l0p03__max,detector,,qwen3_8b,olympiadbench,
0.8162215471842533,0.7140071135626274,token_temporal_liu_l0p03__top5mean,detector,,qwen3_8b,olympiadbench,
0.8044001690289151,0.6910241477336119,token_temporal_liu_l0p1__max,detector,,qwen3_8b,olympiadbench,
0.8108467768843945,0.7042694763900232,token_temporal_liu_l0p1__top5mean,detector,,qwen3_8b,olympiadbench,
0.7949187071192954,0.6722718327018596,token_temporal_liu_l0p3__max,detector,,qwen3_8b,olympiadbench,
0.7980415017698677,0.6799744732884384,token_temporal_liu_l0p3__top5mean,detector,,qwen3_8b,olympiadbench,
,,token_upcr_core,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5476550680786687
,,token_upcr_full,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5476550680786687
,,token_iu,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5491679273827534
,,token_uniform_liu_l0p03,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5491679273827534
,,token_uniform_liu_l0p1,locator,0.24659606656580937,qwen3_8b,olympiadbench,0.5491679273827534
,,token_uniform_liu_l0p3,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5521936459909228
,,token_dufs_liu_l0p03,locator,0.24659606656580937,qwen3_8b,olympiadbench,0.5491679273827534
,,token_dufs_liu_l0p1,locator,0.24659606656580937,qwen3_8b,olympiadbench,0.5491679273827534
,,token_dufs_liu_l0p3,locator,0.2481089258698941,qwen3_8b,olympiadbench,0.5521936459909228
,,token_temporal_liu_l0p03,locator,0.24508320726172467,qwen3_8b,olympiadbench,0.5476550680786687
,,token_temporal_liu_l0p1,locator,0.23903177004538578,qwen3_8b,olympiadbench,0.5552193645990923
,,token_temporal_liu_l0p3,locator,0.23903177004538578,qwen3_8b,olympiadbench,0.5416036308623298
0.924125583028753,0.8253489249339871,answer_deployed_upcr_stable,detector,,qwen3_8b,omnimath,
0.9262468044764618,0.8334672723992588,answer_iu_stable,detector,,qwen3_8b,omnimath,
0.92676594267768,0.8339046244512598,answer_dufs_liu_stable,detector,,qwen3_8b,omnimath,
0.9266106322545122,0.8337023491272093,answer_uniform_liu_stable,detector,,qwen3_8b,omnimath,
0.924462651804806,0.8310454354113024,answer_iu_mixed,detector,,qwen3_8b,omnimath,
0.9257483944808842,0.8336422132200592,answer_dufs_liu_mixed,detector,,qwen3_8b,omnimath,
0.9249533484387913,0.8320240106276549,answer_uniform_liu_mixed,detector,,qwen3_8b,omnimath,
0.8879674343573449,0.7422684357557171,token_upcr_core__max,detector,,qwen3_8b,omnimath,
0.9030957583367515,0.7752611811785546,token_upcr_core__top5mean,detector,,qwen3_8b,omnimath,
0.897251986337741,0.7598882565507137,token_upcr_full__max,detector,,qwen3_8b,omnimath,
0.9112648538057734,0.7892892482464917,token_upcr_full__top5mean,detector,,qwen3_8b,omnimath,
0.8822093607032503,0.7299296409886342,token_iu__max,detector,,qwen3_8b,omnimath,
0.8933817519077274,0.7551156522832511,token_iu__top5mean,detector,,qwen3_8b,omnimath,
0.8821849488186617,0.7299405747899343,token_uniform_liu_l0p03__max,detector,,qwen3_8b,omnimath,
0.8934059482590606,0.7551539205878012,token_uniform_liu_l0p03__top5mean,detector,,qwen3_8b,omnimath,
0.8821941173669124,0.7299569754918844,token_uniform_liu_l0p1__max,detector,,qwen3_8b,omnimath,
0.8934309866992978,0.7552085895943014,token_uniform_liu_l0p1__top5mean,detector,,qwen3_8b,omnimath,
0.8822328870048872,0.7300335121009845,token_uniform_liu_l0p3__max,detector,,qwen3_8b,omnimath,
0.8934787605167548,0.7553397952099017,token_uniform_liu_l0p3__top5mean,detector,,qwen3_8b,omnimath,
0.8822108462166509,0.7299351078892844,token_dufs_liu_l0p03__max,detector,,qwen3_8b,omnimath,
0.8933991433568367,0.7551375198858511,token_dufs_liu_l0p03__top5mean,detector,,qwen3_8b,omnimath,
0.8821849488186617,0.7299405747899343,token_dufs_liu_l0p1__max,detector,,qwen3_8b,omnimath,
0.8934059482590606,0.7551539205878012,token_dufs_liu_l0p1__top5mean,detector,,qwen3_8b,omnimath,
0.8821910393751315,0.7299460416905843,token_dufs_liu_l0p3__max,detector,,qwen3_8b,omnimath,
0.8934238945674999,0.7551976557930014,token_dufs_liu_l0p3__top5mean,detector,,qwen3_8b,omnimath,
0.8805616731367232,0.7266713682012256,token_temporal_liu_l0p03__max,detector,,qwen3_8b,omnimath,
0.8909773433112779,0.7501353057910879,token_temporal_liu_l0p03__top5mean,detector,,qwen3_8b,omnimath,
0.876735193031996,0.7187006270535046,token_temporal_liu_l0p1__max,detector,,qwen3_8b,omnimath,
0.8857779043088614,0.7391632361865087,token_temporal_liu_l0p1__top5mean,detector,,qwen3_8b,omnimath,
0.8694693156803931,0.7027591447580623,token_temporal_liu_l0p3__max,detector,,qwen3_8b,omnimath,
0.874801948404194,0.7148628627971945,token_temporal_liu_l0p3__top5mean,detector,,qwen3_8b,omnimath,
,,token_upcr_core,locator,0.21739130434782608,qwen3_8b,omnimath,0.5151515151515151
,,token_upcr_full,locator,0.19894598155467721,qwen3_8b,omnimath,0.5138339920948617
,,token_iu,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_uniform_liu_l0p03,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_uniform_liu_l0p1,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_uniform_liu_l0p3,locator,0.22134387351778656,qwen3_8b,omnimath,0.5164690382081687
,,token_dufs_liu_l0p03,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_dufs_liu_l0p1,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_dufs_liu_l0p3,locator,0.22266139657444006,qwen3_8b,omnimath,0.5164690382081687
,,token_temporal_liu_l0p03,locator,0.21870882740447958,qwen3_8b,omnimath,0.5151515151515151
,,token_temporal_liu_l0p1,locator,0.20685111989459815,qwen3_8b,omnimath,0.5125164690382081
,,token_temporal_liu_l0p3,locator,0.2002635046113307,qwen3_8b,omnimath,0.5217391304347826
