direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S0_CHECKSUM_EQUIVALENT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S0_EXACT_EIGHT_CELL_POPULATION,8,true,COMPLETE,8
eq,RETROSPECTIVE,P0_S0_FROZEN_PROTOCOL_SHA,c921b0d446eebd4611c4426168c30410741997ea2c6d23238e5d22b83e8d1e5b,true,COMPLETE,c921b0d446eebd4611c4426168c30410741997ea2c6d23238e5d22b83e8d1e5b
