ci_high,ci_low,evidence_status,metric_id,n_groups,n_rows,population_sha256,status,value,variant_id
,,RETROSPECTIVE,macro_f1,635,1270,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,COMPLETE,0.3662328341717007,R2_HISTORICAL_FAMILY6_BRIDGE
