arm_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy
H0_FAMILY6_TOP10,0.35426115203948916,0.2675758744010076,0.46134559765915417,0.5707389528608766,0.36725
H2_CLEAN_C7,0.36409025375978243,0.2789154259382175,0.474323069653761,0.5707389528608766,0.37443750000000003
H3_EQUAL,0.3666533713503003,0.2805166931655125,0.47801647778626005,0.5707389528608766,0.37587500000000007
H3_RELIABILITY,0.3643687667269645,0.2790222435276043,0.474414508943056,0.5707389528608766,0.374625
