feature,replicate_mean_bias,within_variance,total_variance,raw_reliability,procedure_compatible,exclusion_reason
epr,0.12590567139197584,0.19647882359885707,1.0050251256281406,0.8045035705191372,True,
spectral_entropy,0.11490803758915069,0.025279201032153205,1.0050251256281413,0.9748471949730075,True,
low_band_power,0.257629385136584,0.3310875257049937,1.0050251256281404,0.6705679119235312,True,
high_band_power,0.20596295974802825,0.4397658729184395,1.005025125628141,0.5624329564461529,True,
hl_ratio,0.2606016777160444,0.4491970316874933,1.0050251256281408,0.5530489534709442,True,
dominant_freq,0.9836734289959147,1.9172616018628366,1.0050251256281406,-0.9076752938535225,False,replicate_mean_bias>0.5
spectral_centroid,0.22827464580414722,0.3045559906448265,1.0050251256281406,0.6969667893083976,True,
stft_max_high_power,0.6453017685943202,0.6146243682135947,1.0050251256281408,0.3884487536274734,False,replicate_mean_bias>0.5
stft_spectral_entropy,0.4654623308546038,0.44484513691177263,1.0050251256281422,0.5573790887727869,True,
rpdi,1.043061241494715,0.7157822499239698,1.0050251256281408,0.2877966613256502,False,replicate_mean_bias>0.5
sw_var_peak,0.26049617224418375,0.16406860057026848,1.0050251256281406,0.8367517424325828,True,
pe_mean,0.6465124335360881,1.5112426957519665,1.0050251256281404,-0.5036864822732071,False,replicate_mean_bias>0.5
hurst_exponent,0.6290641303301496,0.5905355877307634,1.0050251256281406,0.41241709020789036,False,replicate_mean_bias>0.5
cusum_max,0.5309307327622633,0.10056821502839375,1.0050251256281408,0.8999346260467482,False,replicate_mean_bias>0.5
cusum_shift_idx,1.029538376136667,0.9520291010193188,1.005025125628141,0.05273104448577812,False,replicate_mean_bias>0.5
epr_spilled,0.18320490006138956,0.3583771807437172,1.005025125628141,0.6434147051600014,True,
sw_var_peak_spilled,2.1906660240319056,10.35895229011962,1.0050251256281408,-9.30715752866902,False,replicate_mean_bias>0.5
cusum_max_spilled,0.8894132642266882,0.502086229598619,1.0050251256281406,0.5004242015493741,False,replicate_mean_bias>0.5
epr_energy,0.09693285897121491,0.11695528391088154,1.005025125628141,0.883629492508673,True,
min_energy,0.2776416147124036,0.16938714483855313,1.0050251256281406,0.8314597908856396,True,
sw_var_peak_energy,0.31620617420697145,0.2502914197712974,1.0050251256281415,0.7509600373275593,True,
cusum_max_energy,0.6034163794469868,0.10566355012514063,1.005025125628141,0.8948647676254852,False,replicate_mean_bias>0.5
mean_top1_logprob,0.1270808312241827,0.20916179428660567,1.005025125628141,0.7918840146848275,True,
logprob_margin,0.10823666554252011,0.1398936332095065,1.0050251256281406,0.860805834956541,True,
mean_logprob_entropy,0.12432718719647361,0.19186327198651681,1.005025125628141,0.8090960443734159,True,
varentropy,0.11997842826227245,0.16828235068550645,1.0050251256281408,0.8325590610679211,True,
renyi_entropy_2,0.1263366274460551,0.20260304835589188,1.0050251256281408,0.7984099668858876,True,
topk_tail_mass,0.1033028730622388,0.16296490276172249,1.0050251256281408,0.8378499217520862,True,
