method,stratum,n,sla_micro_descriptive,longest_step_agreement,mae
dual__joint0,steps_11_plus,822,0.17883211678832117,0.16423357664233576,4.434306569343065
dual__joint0,error_relative_quarter_1,1314,0.2640791476407915,0.22907153729071536,2.669710806697108
dual__joint0,error_relative_quarter_2,1290,0.27596899224806204,0.25193798449612403,1.813953488372093
dual__joint0,error_relative_quarter_3,1122,0.26648841354723707,0.2816399286987522,1.6631016042780749
dual__joint0,error_relative_quarter_4,716,0.3268156424581006,0.2918994413407821,2.456703910614525
dual__equal,steps_2_to_5,1312,0.3742378048780488,0.35060975609756095,0.9946646341463414
dual__equal,steps_6_to_10,2308,0.24003466204506066,0.24393414211438474,1.9709705372616984
dual__equal,steps_11_plus,822,0.14841849148418493,0.1678832116788321,4.406326034063261
dual__equal,error_relative_quarter_1,1314,0.2503805175038052,0.24429223744292236,2.610350076103501
dual__equal,error_relative_quarter_2,1290,0.26356589147286824,0.25503875968992246,1.802325581395349
dual__equal,error_relative_quarter_3,1122,0.24420677361853832,0.2620320855614973,1.7433155080213905
dual__equal,error_relative_quarter_4,716,0.3128491620111732,0.30307262569832405,2.4650837988826817
context__iu,steps_2_to_5,1312,0.3940548780487805,0.3696646341463415,0.9535060975609756
context__iu,steps_6_to_10,2308,0.2404679376083189,0.2218370883882149,1.983535528596187
context__iu,steps_11_plus,822,0.15693430656934307,0.15206812652068127,4.4489051094890515
context__iu,error_relative_quarter_1,1314,0.23972602739726026,0.22450532724505326,2.832572298325723
context__iu,error_relative_quarter_2,1290,0.26976744186046514,0.24806201550387597,1.7953488372093023
context__iu,error_relative_quarter_3,1122,0.2789661319073084,0.27629233511586454,1.5784313725490196
context__iu,error_relative_quarter_4,716,0.31424581005586594,0.2751396648044693,2.3421787709497206
single__joint0,steps_2_to_5,1312,0.4115853658536585,0.36890243902439024,0.9458841463414634
single__joint0,steps_6_to_10,2308,0.22920277296360486,0.2391681109185442,2.0090987868284227
single__joint0,steps_11_plus,822,0.17639902676399027,0.16180048661800486,4.437956204379562
single__joint0,error_relative_quarter_1,1314,0.2633181126331811,0.2359208523592085,2.6765601217656014
single__joint0,error_relative_quarter_2,1290,0.2713178294573643,0.25503875968992246,1.8294573643410852
single__joint0,error_relative_quarter_3,1122,0.2611408199643494,0.28342245989304815,1.6702317290552584
single__joint0,error_relative_quarter_4,716,0.31424581005586594,0.29608938547486036,2.4790502793296088
single__q15_H1,steps_2_to_5,1312,0.4214939024390244,0.4580792682926829,0.8810975609756098
single__q15_H1,steps_6_to_10,2308,0.2729636048526863,0.29766031195840553,1.8908145580589255
single__q15_H1,steps_11_plus,822,0.170316301703163,0.22749391727493917,4.361313868613139
single__q15_H1,error_relative_quarter_1,1314,0.2732115677321157,0.3280060882800609,2.593607305936073
single__q15_H1,error_relative_quarter_2,1290,0.29534883720930233,0.3186046511627907,1.7186046511627906
single__q15_H1,error_relative_quarter_3,1122,0.3146167557932264,0.3333333333333333,1.5686274509803921
single__q15_H1,error_relative_quarter_4,716,0.32122905027932963,0.361731843575419,2.4022346368715084
single__q15_VE1,steps_2_to_5,1312,0.41996951219512196,0.46646341463414637,0.8971036585365854
single__q15_VE1,steps_6_to_10,2308,0.28292894280762565,0.30589254766031193,1.8219237435008666
single__q15_VE1,steps_11_plus,822,0.18856447688564476,0.21897810218978103,4.124087591240876
single__q15_VE1,error_relative_quarter_1,1314,0.2686453576864536,0.3150684931506849,2.5928462709284625
single__q15_VE1,error_relative_quarter_2,1290,0.30697674418604654,0.3426356589147287,1.6829457364341085
single__q15_VE1,error_relative_quarter_3,1122,0.3342245989304813,0.34670231729055256,1.4527629233511588
single__q15_VE1,error_relative_quarter_4,716,0.32821229050279327,0.35335195530726254,2.184357541899441
single__chosen_surprisal,steps_2_to_5,1312,0.2347560975609756,0.2888719512195122,1.3086890243902438
single__chosen_surprisal,steps_6_to_10,2308,0.09098786828422877,0.16854419410745233,2.730935875216638
single__chosen_surprisal,steps_11_plus,822,0.06204379562043796,0.1873479318734793,5.24330900243309
single__chosen_surprisal,error_relative_quarter_1,1314,0.4178082191780822,0.2640791476407915,0.8105022831050228
single__chosen_surprisal,error_relative_quarter_2,1290,0.010077519379844961,0.18294573643410852,2.2031007751937985
single__chosen_surprisal,error_relative_quarter_3,1122,0.00089126559714795,0.16844919786096257,3.7468805704099823
single__chosen_surprisal,error_relative_quarter_4,716,0.008379888268156424,0.20949720670391062,5.89245810055866
single__logprob_margin,steps_2_to_5,1312,0.40015243902439024,0.49390243902439024,0.9161585365853658
single__logprob_margin,steps_6_to_10,2308,0.287261698440208,0.34055459272097055,1.826256499133449
single__logprob_margin,steps_11_plus,822,0.170316301703163,0.291970802919708,4.128953771289538
single__logprob_margin,error_relative_quarter_1,1314,0.3074581430745814,0.3622526636225266,2.256468797564688
single__logprob_margin,error_relative_quarter_2,1290,0.3209302325581395,0.36589147286821705,1.5248062015503876
single__logprob_margin,error_relative_quarter_3,1122,0.27807486631016043,0.3850267379679144,1.679144385026738
single__logprob_margin,error_relative_quarter_4,716,0.276536312849162,0.4106145251396648,2.786312849162011
single__true_tail50,steps_2_to_5,1312,0.3742378048780488,0.37652439024390244,1.006859756097561
single__true_tail50,steps_6_to_10,2308,0.25736568457538994,0.2517331022530329,1.9766031195840554
single__true_tail50,steps_11_plus,822,0.15450121654501217,0.1873479318734793,4.577858880778589
single__true_tail50,error_relative_quarter_1,1314,0.2222222222222222,0.24277016742770166,3.0509893455098935
single__true_tail50,error_relative_quarter_2,1290,0.25426356589147286,0.2682170542635659,2.0
single__true_tail50,error_relative_quarter_3,1122,0.30213903743315507,0.32174688057041,1.4616755793226381
single__true_tail50,error_relative_quarter_4,716,0.35335195530726254,0.2835195530726257,1.979050279329609
single__energy_level,steps_2_to_5,1312,0.3513719512195122,0.38948170731707316,1.0503048780487805
single__energy_level,steps_6_to_10,2308,0.23310225303292895,0.3063258232235702,2.1733102253032928
single__energy_level,steps_11_plus,822,0.1435523114355231,0.24087591240875914,4.841849148418492
single__energy_level,error_relative_quarter_1,1314,0.15144596651445966,0.2800608828006088,3.8143074581430745
single__energy_level,error_relative_quarter_2,1290,0.20232558139534884,0.31705426356589145,2.1992248062015505
single__energy_level,error_relative_quarter_3,1122,0.31105169340463457,0.3609625668449198,1.3137254901960784
single__energy_level,error_relative_quarter_4,716,0.4301675977653631,0.3268156424581006,1.467877094972067
single__energy_innovation,steps_2_to_5,1312,0.26753048780487804,0.42835365853658536,1.1592987804878048
single__energy_innovation,steps_6_to_10,2308,0.13474870017331023,0.28986135181975736,2.2785961871750433
single__energy_innovation,steps_11_plus,822,0.058394160583941604,0.22871046228710462,4.826034063260341
single__energy_innovation,error_relative_quarter_1,1314,0.2838660578386606,0.3310502283105023,1.9094368340943684
single__energy_innovation,error_relative_quarter_2,1290,0.11085271317829458,0.32790697674418606,1.8906976744186046
single__energy_innovation,error_relative_quarter_3,1122,0.12032085561497326,0.3057040998217469,2.5436720142602494
single__energy_innovation,error_relative_quarter_4,716,0.0824022346368715,0.30446927374301674,4.113128491620111
single__top15_turnover,steps_2_to_5,1312,0.23246951219512196,0.29573170731707316,1.3086890243902438
single__top15_turnover,steps_6_to_10,2308,0.09012131715771231,0.16984402079722705,2.7192374350086657
single__top15_turnover,steps_11_plus,822,0.05961070559610705,0.1873479318734793,5.248175182481752
single__top15_turnover,error_relative_quarter_1,1314,0.4170471841704718,0.2640791476407915,0.8188736681887366
single__top15_turnover,error_relative_quarter_2,1290,0.008527131782945736,0.1821705426356589,2.1984496124031008
single__top15_turnover,error_relative_quarter_3,1122,0.0017825311942959,0.1746880570409982,3.7263814616755795
single__top15_turnover,error_relative_quarter_4,716,0.0013966480446927375,0.21787709497206703,5.885474860335195
single__top50_js,steps_2_to_5,1312,0.2263719512195122,0.3163109756097561,1.3102134146341464
single__top50_js,steps_6_to_10,2308,0.09618717504332755,0.177209705372617,2.6520797227036397
single__top50_js,steps_11_plus,822,0.06447688564476886,0.19343065693430658,5.169099756690998
single__top50_js,error_relative_quarter_1,1314,0.4033485540334855,0.2686453576864536,0.8432267884322678
single__top50_js,error_relative_quarter_2,1290,0.021705426356589147,0.19689922480620156,2.137984496124031
single__top50_js,error_relative_quarter_3,1122,0.011586452762923352,0.1889483065953654,3.6149732620320854
single__top50_js,error_relative_quarter_4,716,0.0013966480446927375,0.22905027932960895,5.819832402234637
single__dominant_freq16,steps_2_to_5,1312,0.23780487804878048,0.31402439024390244,1.2804878048780488
single__dominant_freq16,steps_6_to_10,2308,0.10701906412478336,0.18197573656845753,2.632582322357019
single__dominant_freq16,steps_11_plus,822,0.06569343065693431,0.1873479318734793,5.135036496350365
single__dominant_freq16,error_relative_quarter_1,1314,0.4322678843226788,0.2762557077625571,0.7876712328767124
single__dominant_freq16,error_relative_quarter_2,1290,0.02868217054263566,0.1930232558139535,2.109302325581395
single__dominant_freq16,error_relative_quarter_3,1122,0.006238859180035651,0.18449197860962566,3.6327985739750446
single__dominant_freq16,error_relative_quarter_4,716,0.0013966480446927375,0.23324022346368714,5.789106145251397
single__bocpd_p0,steps_2_to_5,1312,0.32698170731707316,0.44740853658536583,1.1173780487804879
single__bocpd_p0,steps_6_to_10,2308,0.22616984402079723,0.3830155979202773,2.162045060658579
single__bocpd_p0,steps_11_plus,822,0.13746958637469586,0.340632603406326,4.437956204379562
single__bocpd_p0,error_relative_quarter_1,1314,0.1856925418569254,0.3812785388127854,3.2450532724505328
single__bocpd_p0,error_relative_quarter_2,1290,0.21007751937984495,0.375968992248062,1.987596899224806
single__bocpd_p0,error_relative_quarter_3,1122,0.2967914438502674,0.39928698752228164,1.535650623885918
single__bocpd_p0,error_relative_quarter_4,716,0.3016759776536313,0.44273743016759776,2.1689944134078214
control__longest_step,steps_2_to_5,1312,0.4268292682926829,1.0,0.8917682926829268
control__longest_step,steps_6_to_10,2308,0.26603119584055457,1.0,1.9211438474870017
control__longest_step,steps_11_plus,822,0.17518248175182483,1.0,4.32360097323601
control__longest_step,error_relative_quarter_1,1314,0.289193302891933,1.0,2.5053272450532726
control__longest_step,error_relative_quarter_2,1290,0.2837209302325581,1.0,1.7054263565891472
control__longest_step,error_relative_quarter_3,1122,0.3333333333333333,1.0,1.5811051693404634
control__longest_step,error_relative_quarter_4,716,0.276536312849162,1.0,2.642458100558659
control__relative_position_0.0,steps_2_to_5,1312,0.22560975609756098,0.2850609756097561,1.326219512195122
control__relative_position_0.0,steps_6_to_10,2308,0.08665511265164645,0.1655112651646447,2.7417677642980935
control__relative_position_0.0,steps_11_plus,822,0.058394160583941604,0.1873479318734793,5.250608272506082
control__relative_position_0.0,error_relative_quarter_1,1314,0.4140030441400304,0.2633181126331811,0.8097412480974124
control__relative_position_0.0,error_relative_quarter_2,1290,0.0,0.17674418604651163,2.2232558139534886
control__relative_position_0.0,error_relative_quarter_3,1122,0.0,0.16755793226381463,3.750445632798574
control__relative_position_0.0,error_relative_quarter_4,716,0.0,0.20670391061452514,5.927374301675978
control__relative_position_0.5,steps_2_to_5,1312,0.3155487804878049,0.29573170731707316,0.8673780487804879
control__relative_position_0.5,steps_6_to_10,2308,0.17850953206239167,0.15164644714038128,1.5519930675909879
control__relative_position_0.5,steps_11_plus,822,0.07542579075425791,0.0705596107055961,3.6520681265206814
control__relative_position_0.5,error_relative_quarter_1,1314,0.0167427701674277,0.1582952815829528,2.9162861491628616
control__relative_position_0.5,error_relative_quarter_2,1290,0.17829457364341086,0.16124031007751938,1.1069767441860465
control__relative_position_0.5,error_relative_quarter_3,1122,0.5668449197860963,0.2638146167557932,0.5757575757575758
control__relative_position_0.5,error_relative_quarter_4,716,0.0,0.11731843575418995,2.536312849162011
control__relative_position_1.0,steps_2_to_5,1312,0.07926829268292683,0.08231707317073171,1.9801829268292683
control__relative_position_1.0,steps_6_to_10,2308,0.02512998266897747,0.04592720970537262,3.8873483535528597
control__relative_position_1.0,steps_11_plus,822,0.024330900243309004,0.031630170316301706,8.184914841849148
control__relative_position_1.0,error_relative_quarter_1,1314,0.0,0.0471841704718417,6.814307458143075
control__relative_position_1.0,error_relative_quarter_2,1290,0.0,0.04186046511627907,4.395348837209302
control__relative_position_1.0,error_relative_quarter_3,1122,0.0,0.049910873440285206,2.623885918003565
control__relative_position_1.0,error_relative_quarter_4,716,0.2541899441340782,0.09497206703910614,1.0195530726256983
