endpoint,a,b,contrast,delta,ci95,p_bootstrap,draws,p_holm
prm_within_auc,evidence__all__randomseed__equal,ct7,new_minus_ct7,-0.23769278112868197,"[-0.2479737460475312, -0.22729679941498407]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__randomseed__equal,mindgap,new_minus_mindgap,-0.07369720240232758,"[-0.08443745812875102, -0.06295171939560244]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__randomseed_position__equal,ct7,new_minus_ct7,-0.2051130364443401,"[-0.2157141702399618, -0.1945068512452589]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__randomseed_position__equal,mindgap,new_minus_mindgap,-0.041117457717985695,"[-0.05239648751926568, -0.029962066755299263]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__prioronly__equal,ct7,new_minus_ct7,-0.43342298872596347,"[-0.44414996686014807, -0.42275759550353986]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__prioronly__equal,mindgap,new_minus_mindgap,-0.26942740999960907,"[-0.28042123794764306, -0.25850714989944296]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__ceiling__equal,ct7,new_minus_ct7,-0.006530144926294779,"[-0.011714015523446461, -0.0015653821778609447]",0.011998800119988001,10000,0.6479352064793521
prm_within_auc,evidence__all__ceiling__equal,mindgap,new_minus_mindgap,0.15746543380005962,"[0.1497171710900659, 0.16513312750262488]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__ceiling_position__equal,ct7,new_minus_ct7,-0.008558273733825672,"[-0.014416833747607993, -0.0029438918060889522]",0.0045995400459954,10000,0.28517148285171484
prm_within_auc,evidence__all__ceiling_position__equal,mindgap,new_minus_mindgap,0.15543730499252872,"[0.14712722977002402, 0.16394274597589495]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__seed__equal,ct7,new_minus_ct7,-0.13241869454123367,"[-0.13954085665417226, -0.12526396192067288]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__seed__equal,mindgap,new_minus_mindgap,0.031576884185120724,"[0.022862217365467084, 0.04037118680709935]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal,ct7,new_minus_ct7,-0.060617389172346936,"[-0.06617245247832318, -0.055248612501862575]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal,mindgap,new_minus_mindgap,0.10337818955400746,"[0.09522207426449696, 0.11161344031148825]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal_std,evidence30__all__plain__equal,learned_minus_equal,0.0,"[0.0, 0.0]",1.0,10000,1.0
prm_within_auc,evidence30__all__plain__equal_std,ct7,new_minus_ct7,-0.060617389172346936,"[-0.06617245247832318, -0.055248612501862575]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal_std,mindgap,new_minus_mindgap,0.10337818955400746,"[0.09522207426449696, 0.11161344031148825]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__spectral,evidence30__all__plain__equal,learned_minus_equal,-0.0029195372353472138,"[-0.0036445235924728397, -0.002197400505985831]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__spectral,ct7,new_minus_ct7,-0.06353692640769415,"[-0.06910354821160011, -0.05813824207123738]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__spectral,mindgap,new_minus_mindgap,0.10045865231866025,"[0.09229181349877345, 0.10863931680466879]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__continuous_lsml,evidence30__all__plain__equal,learned_minus_equal,0.0007077712573599904,"[-0.0004926417932677452, 0.0018847849256270165]",0.24777522247775222,10000,1.0
prm_within_auc,evidence30__all__plain__continuous_lsml,ct7,new_minus_ct7,-0.059909617914986946,"[-0.06550935940129368, -0.054478424395736094]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__continuous_lsml,mindgap,new_minus_mindgap,0.10408596081136745,"[0.09578445307765043, 0.11238275125744848]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,ct7,new_minus_ct7,-0.05495972925559922,"[-0.06058841019918654, -0.049649901566978516]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,mindgap,new_minus_mindgap,0.10903584947075518,"[0.10093131982672912, 0.11727641489697964]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal_std,evidence30__all__position__equal,learned_minus_equal,0.0,"[0.0, 0.0]",1.0,10000,1.0
prm_within_auc,evidence30__all__position__equal_std,ct7,new_minus_ct7,-0.05495972925559922,"[-0.06058841019918654, -0.049649901566978516]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal_std,mindgap,new_minus_mindgap,0.10903584947075518,"[0.10093131982672912, 0.11727641489697964]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__spectral,evidence30__all__position__equal,learned_minus_equal,-0.002545238229851643,"[-0.0033349498669992344, -0.001773470228137453]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__spectral,ct7,new_minus_ct7,-0.057504967485450864,"[-0.06311329383443437, -0.05218473475821786]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__spectral,mindgap,new_minus_mindgap,0.10649061124090353,"[0.09830976969231885, 0.11472499106402127]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__continuous_lsml,evidence30__all__position__equal,learned_minus_equal,-0.00421636689924243,"[-0.005888804432828446, -0.0026213537652491656]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__continuous_lsml,ct7,new_minus_ct7,-0.05917609615484165,"[-0.06506310436579808, -0.05353359321056531]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__continuous_lsml,mindgap,new_minus_mindgap,0.10481948257151275,"[0.09644012218313838, 0.11332705745733321]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain2__equal,ct7,new_minus_ct7,-0.05745641799623702,"[-0.0631187628962968, -0.05197817846004538]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain2__equal,mindgap,new_minus_mindgap,0.10653916073011738,"[0.09819150234443252, 0.11490790590556044]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position2__equal,ct7,new_minus_ct7,-0.05390731659171322,"[-0.05955576317257108, -0.04841960045038201]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position2__equal,mindgap,new_minus_mindgap,0.11008826213464118,"[0.1018015821191358, 0.11848376224369624]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__randomseed__equal,ct7,new_minus_ct7,-0.3219586802466278,"[-0.3337223529612222, -0.31037215915966393]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__randomseed__equal,mindgap,new_minus_mindgap,-0.15796310152027343,"[-0.16945603410625704, -0.14662522763366118]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__randomseed_position__equal,ct7,new_minus_ct7,-0.2171317284585128,"[-0.22793570179158054, -0.20610175845804996]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__randomseed_position__equal,mindgap,new_minus_mindgap,-0.05313614973215841,"[-0.06463119217204565, -0.04166812246277238]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__prioronly__equal,ct7,new_minus_ct7,-0.43247093428736594,"[-0.4431931995584447, -0.42181387413938276]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__prioronly__equal,mindgap,new_minus_mindgap,-0.26847535556101154,"[-0.2795170061425315, -0.2574581821330429]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling__equal,ct7,new_minus_ct7,-0.04944507604566861,"[-0.05571463274648785, -0.04339302776194198]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling__equal,mindgap,new_minus_mindgap,0.11455050268068578,"[0.10601228113799203, 0.12303939713579262]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling_position__equal,ct7,new_minus_ct7,-0.05349105472068916,"[-0.06075302221777894, -0.046399915227598794]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling_position__equal,mindgap,new_minus_mindgap,0.11050452400566524,"[0.10117700048256542, 0.1201495296478944]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__position__equal,evidence__all__plain__equal,position_null_minus_plain,0.00851235124284433,"[0.006337126124382611, 0.010688654277594295]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__plain2__equal,evidence__all__plain__equal,iteration2_minus_iteration1,0.002997945375978528,"[0.001463342170232837, 0.004591126089144275]",0.00029997000299970003,10000,0.031196880311968805
prm_within_auc,evidence__all__position2__equal,evidence__all__position__equal,iteration2_minus_iteration1,0.002130852242052561,"[0.00029534952318993336, 0.00395845626292507]",0.0230976902309769,10000,1.0
prm_within_auc,evidence__all__plain__equal,evidence__all__seed__equal,evidence_minus_seed,0.08279875078785226,"[0.07741782361948961, 0.08825514116290384]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__position__equal,evidence__all__seed__equal,evidence_minus_seed,0.09131110203069659,"[0.08592309067710946, 0.09681872727838173]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__plain__equal,evidence__all__randomseed__equal,primary_minus_random_seed_null,0.22420833876997914,"[0.21404012511984488, 0.2346624235238189]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__position__equal,evidence__all__randomseed_position__equal,primary_minus_random_seed_null,0.2001409453284816,"[0.19000140725936743, 0.21023253301788392]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__ceiling__equal,evidence__all__plain__equal,label_ceiling_minus_primary,0.006954297432408052,"[0.0035972203944225124, 0.01025240621249749]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__ceiling_position__equal,evidence__all__position__equal,label_ceiling_minus_primary,-0.0035861826179671707,"[-0.00789357500066836, 0.0005970265413145309]",0.09429057094290572,10000,1.0
prm_within_auc,evidence__all__prioronly__equal,evidence__all__plain__equal,position_prior_alone_minus_plain,-0.41993854636726063,"[-0.4314503629917152, -0.4084549663713897]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__position__equal,evidence__all__prioronly__equal,position_null_minus_prior_alone,0.42845089761010496,"[0.4171244670866753, 0.4396470634067898]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence__all__plain__equal,token_lsml,new_minus_token_lsml,0.005748356833263579,"[0.0023955488617927543, 0.009062215498759539]",0.0005999400059994001,10000,0.04079592040795921
prm_within_auc,evidence__all__position__equal,token_lsml,new_minus_token_lsml,0.014260708076107909,"[0.010735572422436676, 0.01775794066472289]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,evidence30__all__plain__equal,position_null_minus_plain,0.005657659916747715,"[0.003923476032764386, 0.007386509137436385]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain2__equal,evidence30__all__plain__equal,iteration2_minus_iteration1,0.003160971176109917,"[0.0017398711018674184, 0.004595745646783706]",0.00019998000199980003,10000,0.031196880311968805
prm_within_auc,evidence30__all__position2__equal,evidence30__all__position__equal,iteration2_minus_iteration1,0.0010524126638860043,"[-0.0005497398489789418, 0.002638932453610054]",0.1892810718928107,10000,1.0
prm_within_auc,evidence30__all__plain__equal,evidence30__all__seed__equal,evidence_minus_seed,0.07180130536888674,"[0.06571236284389068, 0.07780304129000401]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,evidence30__all__seed__equal,evidence_minus_seed,0.07745896528563445,"[0.07131710196494867, 0.08347089568818274]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal,evidence30__all__randomseed__equal,primary_minus_random_seed_null,0.2613412910742809,"[0.24872337262722355, 0.2740854738918394]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,evidence30__all__randomseed_position__equal,primary_minus_random_seed_null,0.16217199920291359,"[0.15075379320512686, 0.1735553585287951]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling__equal,evidence30__all__plain__equal,label_ceiling_minus_primary,0.011172313126678324,"[0.007091049222437249, 0.015084428207349579]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__ceiling_position__equal,evidence30__all__position__equal,label_ceiling_minus_primary,0.0014686745349100638,"[-0.004537678235674694, 0.007280856689155486]",0.6243375662433757,10000,1.0
prm_within_auc,evidence30__all__prioronly__equal,evidence30__all__plain__equal,position_prior_alone_minus_plain,-0.371853545115019,"[-0.3839188114342299, -0.35975784799408966]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,evidence30__all__prioronly__equal,position_null_minus_prior_alone,0.3775112050317667,"[0.3654869641393726, 0.38951638435587643]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal,token_lsml,new_minus_token_lsml,-0.041384589980380526,"[-0.04616582601286367, -0.036770761155161175]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,token_lsml,new_minus_token_lsml,-0.03572693006363281,"[-0.04057794255281099, -0.03095469331408258]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__plain__equal,evidence__all__plain__equal,top30_minus_top5,-0.047132946813644105,"[-0.052063673436971505, -0.042405347511814934]",9.999000099990002e-05,10000,0.031196880311968805
prm_within_auc,evidence30__all__position__equal,evidence__all__position__equal,top30_minus_top5,-0.04998763813974072,"[-0.05506272863129084, -0.04504899196816474]",9.999000099990002e-05,10000,0.031196880311968805
