task,fold,roster,population,arm,status,orientation,small_groups,converged,selected_start,selected_iterations,start_likelihood_spread,job_seconds
pb_q4,1,evidence,all,plain2__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,position2__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,1,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.8787694000056945
pb_q4,2,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,plain__continuous_lsml,ok,1.0,"[0, 3]",,,,,4.9278682000003755
pb_q4,2,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,position__spectral,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,position__continuous_lsml,ok,1.0,"[0, 3]",,,,,4.9278682000003755
pb_q4,2,evidence30,all,seed__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,plain__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,position__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,position2__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.9278682000003755
pb_q4,2,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,plain__spectral,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,plain__continuous_lsml,ok,1.0,"[0, 1, 3, 4, 5]",,,,,4.73144180001691
pb_q4,2,evidence,all,position__equal_std,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,position__spectral,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,position__continuous_lsml,ok,1.0,"[1, 2, 4]",,,,,4.73144180001691
pb_q4,2,evidence,all,seed__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,plain__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,position__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,plain2__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,position2__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,2,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.73144180001691
pb_q4,3,evidence30,all,plain__equal_std,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,plain__spectral,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,plain__continuous_lsml,ok,1.0,"[0, 3]",,,,,5.523393299954478
pb_q4,3,evidence30,all,position__equal_std,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,position__spectral,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,position__continuous_lsml,ok,1.0,"[0, 3]",,,,,5.523393299954478
pb_q4,3,evidence30,all,seed__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,plain__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,position__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,plain2__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,position2__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,randomseed__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,prioronly__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,ceiling__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,5.523393299954478
pb_q4,3,evidence,all,plain__equal_std,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,plain__spectral,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,plain__continuous_lsml,ok,1.0,"[0, 1, 2, 3, 4, 6, 7]",,,,,5.720662800013088
pb_q4,3,evidence,all,position__equal_std,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,position__spectral,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,position__continuous_lsml,ok,1.0,[2],,,,,5.720662800013088
pb_q4,3,evidence,all,seed__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,plain__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,position__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,plain2__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,position2__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,randomseed__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,prioronly__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,ceiling__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,3,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,5.720662800013088
pb_q4,4,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,plain__continuous_lsml,ok,1.0,"[0, 3]",,,,,4.766376800020225
pb_q4,4,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,position__spectral,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,position__continuous_lsml,ok,1.0,"[0, 3]",,,,,4.766376800020225
pb_q4,4,evidence30,all,seed__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,plain__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,position__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,position2__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.766376800020225
pb_q4,4,evidence,all,plain__equal_std,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,plain__spectral,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,plain__continuous_lsml,ok,1.0,"[0, 2, 4]",,,,,5.611564500024542
pb_q4,4,evidence,all,position__equal_std,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,position__spectral,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,position__continuous_lsml,ok,1.0,[2],,,,,5.611564500024542
pb_q4,4,evidence,all,seed__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,plain__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,position__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,plain2__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,position2__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,randomseed__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,prioronly__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,ceiling__equal,ok,1.0,[],,,,,5.611564500024542
pb_q4,4,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,5.611564500024542
pb_q8,0,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,plain__continuous_lsml,ok,1.0,[1],,,,,4.907371399982367
pb_q8,0,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,position__spectral,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,position__continuous_lsml,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,seed__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,plain__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,position__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,position2__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.907371399982367
pb_q8,0,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,plain__spectral,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,plain__continuous_lsml,ok,1.0,"[1, 2]",,,,,4.597056500031613
pb_q8,0,evidence,all,position__equal_std,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,position__spectral,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,position__continuous_lsml,ok,1.0,"[0, 2, 3, 5, 6]",,,,,4.597056500031613
pb_q8,0,evidence,all,seed__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,plain__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,position__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,plain2__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,position2__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,0,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.597056500031613
pb_q8,1,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,plain__continuous_lsml,ok,1.0,[1],,,,,4.90066260000458
pb_q8,1,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,position__spectral,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,position__continuous_lsml,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,seed__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,plain__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,position__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,position2__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.90066260000458
pb_q8,1,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,plain__spectral,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,plain__continuous_lsml,ok,1.0,"[1, 2]",,,,,4.744192300015129
pb_q8,1,evidence,all,position__equal_std,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,position__spectral,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,position__continuous_lsml,ok,1.0,[1],,,,,4.744192300015129
pb_q8,1,evidence,all,seed__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,plain__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,position__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,plain2__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,position2__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,1,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.744192300015129
pb_q8,2,evidence30,all,plain__equal_std,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,plain__spectral,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,plain__continuous_lsml,ok,1.0,[1],,,,,5.135013399994932
pb_q8,2,evidence30,all,position__equal_std,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,position__spectral,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,position__continuous_lsml,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,seed__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,plain__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,position__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,plain2__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,position2__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,randomseed__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,prioronly__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,ceiling__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,5.135013399994932
pb_q8,2,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,plain__spectral,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,plain__continuous_lsml,ok,1.0,"[1, 2]",,,,,4.77026089996798
pb_q8,2,evidence,all,position__equal_std,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,position__spectral,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,position__continuous_lsml,ok,1.0,"[0, 2, 3, 5, 6]",,,,,4.77026089996798
pb_q8,2,evidence,all,seed__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,plain__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,position__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,plain2__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,position2__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,2,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.77026089996798
pb_q8,3,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,plain__continuous_lsml,ok,1.0,[1],,,,,4.7507475999882445
pb_q8,3,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,position__spectral,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,position__continuous_lsml,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,seed__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,plain__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,position__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,position2__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.7507475999882445
pb_q8,3,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,plain__spectral,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,plain__continuous_lsml,ok,1.0,"[1, 2]",,,,,4.772568000014871
pb_q8,3,evidence,all,position__equal_std,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,position__spectral,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,position__continuous_lsml,ok,1.0,"[1, 2, 4, 5, 6]",,,,,4.772568000014871
pb_q8,3,evidence,all,seed__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,plain__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,position__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,plain2__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,position2__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,randomseed__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,randomseed_position__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,prioronly__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,ceiling__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,3,evidence,all,ceiling_position__equal,ok,1.0,[],,,,,4.772568000014871
pb_q8,4,evidence30,all,plain__equal_std,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,plain__spectral,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,plain__continuous_lsml,ok,1.0,"[1, 3]",,,,,4.517865200003143
pb_q8,4,evidence30,all,position__equal_std,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,position__spectral,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,position__continuous_lsml,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,seed__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,plain__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,position__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,plain2__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,position2__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,randomseed__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,randomseed_position__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,prioronly__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,ceiling__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence30,all,ceiling_position__equal,ok,1.0,[],,,,,4.517865200003143
pb_q8,4,evidence,all,plain__equal_std,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,plain__spectral,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,plain__continuous_lsml,ok,1.0,"[1, 2]",,,,,4.429775699973106
pb_q8,4,evidence,all,position__equal_std,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,position__spectral,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,position__continuous_lsml,ok,1.0,"[1, 2, 4, 5, 6]",,,,,4.429775699973106
pb_q8,4,evidence,all,seed__equal,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,plain__equal,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,position__equal,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,plain2__equal,ok,1.0,[],,,,,4.429775699973106
pb_q8,4,evidence,all,position2__equal,ok,1.0,[],,,,,4.429775699973106
