cell,feature,hand_sign,derived_sign,rho,match
math500_r1distill8b,renyi_entropy_2,-1,-1,0.23578393644502252,1
math500_r1distill8b,topk_tail_mass,-1,-1,0.2296252197938964,1
math500_r1distill8b_mn4096,epr,-1,-1,0.22385711890633514,1
math500_r1distill8b_mn4096,spectral_entropy,-1,-1,0.19559702297015552,1
math500_r1distill8b_mn4096,low_band_power,-1,-1,0.11243574565132211,1
math500_r1distill8b_mn4096,high_band_power,-1,1,-0.1052167471667315,0
math500_r1distill8b_mn4096,hl_ratio,-1,1,-0.12111358999796472,0
math500_r1distill8b_mn4096,dominant_freq,-1,1,-0.08636214641645824,0
math500_r1distill8b_mn4096,spectral_centroid,-1,1,-0.15086454046404713,0
math500_r1distill8b_mn4096,stft_max_high_power,-1,-1,0.165938828247721,1
math500_r1distill8b_mn4096,stft_spectral_entropy,-1,1,-0.041937793340705395,0
math500_r1distill8b_mn4096,rpdi,-1,-1,0.13589683729917534,1
math500_r1distill8b_mn4096,sw_var_peak,-1,-1,0.18860043060465026,1
math500_r1distill8b_mn4096,pe_mean,-1,1,-0.011259293560878798,0
math500_r1distill8b_mn4096,hurst_exponent,1,-1,0.06767393642278043,0
math500_r1distill8b_mn4096,cusum_max,-1,-1,0.19077276784901254,1
math500_r1distill8b_mn4096,cusum_shift_idx,1,1,-0.052641093591190485,1
math500_r1distill8b_mn4096,epr_spilled,1,-1,0.22225429513827794,0
math500_r1distill8b_mn4096,sw_var_peak_spilled,1,-1,0.11513108308346916,0
math500_r1distill8b_mn4096,cusum_max_spilled,1,-1,0.19795680015159794,0
math500_r1distill8b_mn4096,min_spilled,1,1,-0.008958389843349325,1
math500_r1distill8b_mn4096,epr_energy,-1,1,-0.25099717833875196,0
math500_r1distill8b_mn4096,min_energy,-1,1,-0.21083926764602406,0
math500_r1distill8b_mn4096,sw_var_peak_energy,-1,-1,0.11105355721853029,1
math500_r1distill8b_mn4096,cusum_max_energy,-1,-1,0.19274730683234925,1
math500_r1distill8b_mn4096,mean_top1_logprob,1,1,-0.2597041337633086,1
math500_r1distill8b_mn4096,logprob_margin,1,1,-0.26155564140876364,1
math500_r1distill8b_mn4096,mean_logprob_entropy,-1,-1,0.22255155496565754,1
math500_r1distill8b_mn4096,varentropy,-1,-1,0.2210631464676403,1
math500_r1distill8b_mn4096,renyi_entropy_2,-1,-1,0.2212932157472864,1
math500_r1distill8b_mn4096,topk_tail_mass,-1,-1,0.21669487547868999,1
noise_gsm8k_mistral7b,epr,-1,-1,0.20615381442529768,1
noise_gsm8k_mistral7b,trace_length,1,-1,0.17789221216207565,0
noise_gsm8k_mistral7b,spectral_entropy,-1,-1,0.16095637365731547,1
noise_gsm8k_mistral7b,low_band_power,-1,-1,0.06074438970515478,1
noise_gsm8k_mistral7b,high_band_power,-1,1,-0.03288757275234199,0
noise_gsm8k_mistral7b,hl_ratio,-1,1,-0.06239768551195112,0
noise_gsm8k_mistral7b,dominant_freq,-1,1,-0.04700225795531369,0
noise_gsm8k_mistral7b,spectral_centroid,-1,1,-0.10825650105200799,0
noise_gsm8k_mistral7b,stft_max_high_power,-1,-1,0.08794502134500407,1
noise_gsm8k_mistral7b,stft_spectral_entropy,-1,1,-0.02897767465557651,0
noise_gsm8k_mistral7b,rpdi,-1,-1,0.10542670703789334,1
noise_gsm8k_mistral7b,sw_var_peak,-1,-1,0.21250274618017906,1
noise_gsm8k_mistral7b,pe_mean,-1,-1,0.03300594260719486,1
noise_gsm8k_mistral7b,hurst_exponent,1,-1,0.059582712010479814,0
noise_gsm8k_mistral7b,cusum_max,-1,-1,0.20448607573476366,1
noise_gsm8k_mistral7b,cusum_shift_idx,1,-1,0.07553447832739332,0
noise_gsm8k_mistral7b,epr_spilled,1,-1,0.2004020086678099,0
noise_gsm8k_mistral7b,sw_var_peak_spilled,1,-1,0.14170559824250797,0
noise_gsm8k_mistral7b,cusum_max_spilled,1,-1,0.21146262731042303,0
noise_gsm8k_mistral7b,epr_energy,-1,1,-0.2351556466286605,0
noise_gsm8k_mistral7b,min_energy,-1,1,-0.20348227111216027,0
noise_gsm8k_mistral7b,sw_var_peak_energy,-1,-1,0.06194757239903355,1
noise_gsm8k_mistral7b,cusum_max_energy,-1,-1,0.17835758226706028,1
noise_gsm8k_mistral7b,mean_top1_logprob,1,1,-0.26399400149112956,1
noise_gsm8k_mistral7b,logprob_margin,1,1,-0.21954699404945405,1
noise_gsm8k_mistral7b,mean_logprob_entropy,-1,-1,0.20897272271244163,1
noise_gsm8k_mistral7b,varentropy,-1,-1,0.20541159803263773,1
noise_gsm8k_mistral7b,renyi_entropy_2,-1,-1,0.20757800662258893,1
noise_gsm8k_mistral7b,topk_tail_mass,-1,-1,0.2267229551624039,1
noise_gsm8k_phi3mini,epr,-1,-1,0.21346207763948308,1
noise_gsm8k_phi3mini,trace_length,1,-1,0.13079369542765554,0
noise_gsm8k_phi3mini,spectral_entropy,-1,-1,0.09435034952372653,1
noise_gsm8k_phi3mini,low_band_power,-1,-1,0.015550491823086904,1
noise_gsm8k_phi3mini,high_band_power,-1,1,-0.0196543541132648,0
noise_gsm8k_phi3mini,hl_ratio,-1,1,-0.03619008846687053,0
noise_gsm8k_phi3mini,dominant_freq,-1,1,-0.014108012956854404,0
noise_gsm8k_phi3mini,spectral_centroid,-1,1,-0.06585092498654291,0
noise_gsm8k_phi3mini,stft_max_high_power,-1,-1,0.08920859836394882,1
noise_gsm8k_phi3mini,stft_spectral_entropy,-1,-1,0.023271317659554883,1
noise_gsm8k_phi3mini,rpdi,-1,1,-0.027680911272721688,0
noise_gsm8k_phi3mini,sw_var_peak,-1,-1,0.20428052526920418,1
noise_gsm8k_phi3mini,pe_mean,-1,-1,0.011362400485071152,1
noise_gsm8k_phi3mini,hurst_exponent,1,1,-0.01604892690573889,1
noise_gsm8k_phi3mini,cusum_max,-1,-1,0.1702628705076831,1
noise_gsm8k_phi3mini,cusum_shift_idx,1,-1,0.08883173634716053,0
noise_gsm8k_phi3mini,epr_spilled,1,-1,0.2094007554093091,0
noise_gsm8k_phi3mini,sw_var_peak_spilled,1,-1,0.13943497470544783,0
noise_gsm8k_phi3mini,cusum_max_spilled,1,-1,0.19928370952665447,0
noise_gsm8k_phi3mini,epr_energy,-1,-1,0.15937323345155166,1
noise_gsm8k_phi3mini,min_energy,-1,1,-0.04589446454793634,0
noise_gsm8k_phi3mini,sw_var_peak_energy,-1,-1,0.030044743789940542,1
noise_gsm8k_phi3mini,cusum_max_energy,-1,-1,0.05492477064304664,1
noise_gsm8k_phi3mini,mean_top1_logprob,1,1,-0.2782313601129512,1
noise_gsm8k_phi3mini,logprob_margin,1,1,-0.24326427052683355,1
noise_gsm8k_phi3mini,mean_logprob_entropy,-1,-1,0.21716691994849924,1
noise_gsm8k_phi3mini,varentropy,-1,-1,0.21792569946406534,1
noise_gsm8k_phi3mini,renyi_entropy_2,-1,-1,0.21389556898015136,1
noise_gsm8k_phi3mini,topk_tail_mass,-1,-1,0.22912279190092974,1
sciq_llama8b,epr,-1,-1,0.2018680101030131,1
sciq_llama8b,trace_length,1,-1,0.20908837638484432,0
sciq_llama8b,spectral_entropy,-1,-1,0.19059747314877204,1
sciq_llama8b,low_band_power,-1,-1,0.08319617000441581,1
sciq_llama8b,high_band_power,-1,-1,0.01842111988247123,1
sciq_llama8b,hl_ratio,-1,1,-0.10710625297555312,0
sciq_llama8b,dominant_freq,-1,1,-0.08606419653191277,0
sciq_llama8b,spectral_centroid,-1,1,-0.0776432385982353,0
sciq_llama8b,stft_max_high_power,-1,-1,0.1497534308483488,1
sciq_llama8b,stft_spectral_entropy,-1,-1,0.14771802408816453,1
sciq_llama8b,rpdi,-1,1,-0.1165535402726739,0
sciq_llama8b,sw_var_peak,-1,-1,0.21164659968358635,1
sciq_llama8b,pe_mean,-1,-1,0.06672986263695357,1
sciq_llama8b,hurst_exponent,1,-1,0.12182964254929166,0
sciq_llama8b,cusum_max,-1,-1,0.22094951073758376,1
sciq_llama8b,cusum_shift_idx,1,1,-0.06847646737156837,1
sciq_llama8b,epr_spilled,1,-1,0.19596923321262388,0
sciq_llama8b,sw_var_peak_spilled,1,-1,0.18201248816805615,0
sciq_llama8b,cusum_max_spilled,1,-1,0.2162571696026026,0
sciq_llama8b,min_spilled,1,-1,0.009981642486326558,0
sciq_llama8b,epr_energy,-1,1,-0.2529853874646142,0
sciq_llama8b,min_energy,-1,1,-0.2520733492736388,0
sciq_llama8b,sw_var_peak_energy,-1,1,-0.02410045302046865,0
sciq_llama8b,cusum_max_energy,-1,-1,0.18966678054247138,1
sciq_llama8b,mean_top1_logprob,1,1,-0.2518334744380274,1
sciq_llama8b,logprob_margin,1,1,-0.21064183938093545,1
sciq_llama8b,mean_logprob_entropy,-1,-1,0.2046966784207694,1
sciq_llama8b,varentropy,-1,-1,0.21093240933688107,1
sciq_llama8b,renyi_entropy_2,-1,-1,0.19931110605737298,1
sciq_llama8b,topk_tail_mass,-1,-1,0.2024730883978053,1
se_nq_open_llama8b,epr,-1,-1,0.1794646348900249,1
se_nq_open_llama8b,trace_length,1,-1,0.1840542642219933,0
se_nq_open_llama8b,spectral_entropy,-1,-1,0.16069786310140133,1
se_nq_open_llama8b,low_band_power,-1,-1,0.08489055330400766,1
se_nq_open_llama8b,high_band_power,-1,1,-0.04719985867781614,0
se_nq_open_llama8b,hl_ratio,-1,1,-0.03342415855627124,0
se_nq_open_llama8b,dominant_freq,-1,1,-0.08045396644442954,0
se_nq_open_llama8b,spectral_centroid,-1,1,-0.1112041996728299,0
se_nq_open_llama8b,rpdi,-1,-1,0.028333376865284737,1
se_nq_open_llama8b,sw_var_peak,-1,-1,0.22509106463942608,1
se_nq_open_llama8b,pe_mean,-1,-1,0.007647735411992981,1
se_nq_open_llama8b,hurst_exponent,1,-1,0.06815870897833176,0
se_nq_open_llama8b,cusum_max,-1,-1,0.22771337584181028,1
se_nq_open_llama8b,cusum_shift_idx,1,-1,0.05598801543515576,0
se_nq_open_llama8b,epr_spilled,1,-1,0.17860514389317916,0
se_nq_open_llama8b,sw_var_peak_spilled,1,-1,0.18487613536408798,0
se_nq_open_llama8b,cusum_max_spilled,1,-1,0.23056708822722047,0
se_nq_open_llama8b,epr_energy,-1,1,-0.17643345345859515,0
se_nq_open_llama8b,min_energy,-1,1,-0.19794281486417367,0
se_nq_open_llama8b,sw_var_peak_energy,-1,-1,0.11257236429455111,1
se_nq_open_llama8b,cusum_max_energy,-1,-1,0.1762054007897839,1
se_nq_open_llama8b,mean_top1_logprob,1,1,-0.2558120379611794,1
se_nq_open_llama8b,logprob_margin,1,1,-0.17919935495896025,1
se_nq_open_llama8b,mean_logprob_entropy,-1,-1,0.18121390312008126,1
se_nq_open_llama8b,varentropy,-1,-1,0.17179163188637123,1
se_nq_open_llama8b,renyi_entropy_2,-1,-1,0.17739249455655207,1
se_nq_open_llama8b,topk_tail_mass,-1,-1,0.1703731194859162,1
se_squad_v2_llama8b,epr,-1,-1,0.15130575044938077,1
se_squad_v2_llama8b,trace_length,1,-1,0.15138388306946052,0
se_squad_v2_llama8b,spectral_entropy,-1,-1,0.10743326647069767,1
se_squad_v2_llama8b,low_band_power,-1,-1,0.0857586303660905,1
se_squad_v2_llama8b,high_band_power,-1,1,-0.040252078075794735,0
se_squad_v2_llama8b,hl_ratio,-1,1,-0.09869524816929948,0
se_squad_v2_llama8b,dominant_freq,-1,1,-0.07371390007465617,0
se_squad_v2_llama8b,spectral_centroid,-1,1,-0.1150477360833837,0
se_squad_v2_llama8b,rpdi,-1,-1,0.02029667525700769,1
se_squad_v2_llama8b,sw_var_peak,-1,-1,0.1870269963939273,1
se_squad_v2_llama8b,pe_mean,-1,-1,0.007751895258586331,1
se_squad_v2_llama8b,hurst_exponent,1,-1,0.0736653221716452,0
se_squad_v2_llama8b,cusum_max,-1,-1,0.18845557440564809,1
se_squad_v2_llama8b,cusum_shift_idx,1,-1,0.04883467835624598,0
se_squad_v2_llama8b,epr_spilled,1,-1,0.14763038981365117,0
se_squad_v2_llama8b,sw_var_peak_spilled,1,-1,0.13118601557821563,0
se_squad_v2_llama8b,cusum_max_spilled,1,-1,0.18583844334095834,0
se_squad_v2_llama8b,epr_energy,-1,1,-0.1365167878791784,0
se_squad_v2_llama8b,min_energy,-1,1,-0.18226015958545352,0
se_squad_v2_llama8b,sw_var_peak_energy,-1,-1,0.043810814372729795,1
se_squad_v2_llama8b,cusum_max_energy,-1,-1,0.14822710332105465,1
se_squad_v2_llama8b,mean_top1_logprob,1,1,-0.22577416509185189,1
se_squad_v2_llama8b,logprob_margin,1,1,-0.1532301439649329,1
se_squad_v2_llama8b,mean_logprob_entropy,-1,-1,0.15167329639212454,1
se_squad_v2_llama8b,varentropy,-1,-1,0.13695088294008984,1
se_squad_v2_llama8b,renyi_entropy_2,-1,-1,0.1479449807845784,1
se_squad_v2_llama8b,topk_tail_mass,-1,-1,0.14024261738303823,1
seiclr_triviaqa_opt30b,epr,-1,-1,0.15773569765020903,1
seiclr_triviaqa_opt30b,trace_length,1,-1,0.08771026925541928,0
seiclr_triviaqa_opt30b,rpdi,-1,1,-0.047874180984436,0
seiclr_triviaqa_opt30b,sw_var_peak,-1,-1,0.13986708155637861,1
seiclr_triviaqa_opt30b,cusum_max,-1,-1,0.17320395164533706,1
seiclr_triviaqa_opt30b,epr_spilled,1,-1,0.1811560516033432,0
seiclr_triviaqa_opt30b,sw_var_peak_spilled,1,-1,0.11962051308681154,0
seiclr_triviaqa_opt30b,cusum_max_spilled,1,-1,0.1858908959111899,0
seiclr_triviaqa_opt30b,min_spilled,1,-1,0.07309222481109447,0
seiclr_triviaqa_opt30b,epr_energy,-1,1,-0.07003266609833508,0
seiclr_triviaqa_opt30b,min_energy,-1,1,-0.12965238300936044,0
seiclr_triviaqa_opt30b,sw_var_peak_energy,-1,-1,0.014967345918356178,1
seiclr_triviaqa_opt30b,cusum_max_energy,-1,-1,0.0791088258912059,1
seiclr_triviaqa_opt30b,mean_top1_logprob,1,1,-0.29131274369942844,1
seiclr_triviaqa_opt30b,logprob_margin,1,1,-0.1507969784162338,1
seiclr_triviaqa_opt30b,mean_logprob_entropy,-1,-1,0.1644207363084289,1
seiclr_triviaqa_opt30b,varentropy,-1,-1,0.07837293294971895,1
seiclr_triviaqa_opt30b,renyi_entropy_2,-1,-1,0.16183832796685607,1
seiclr_triviaqa_opt30b,topk_tail_mass,-1,-1,0.15938868165688497,1
semenergy_triviaqa_qwen3_8b,epr,-1,-1,0.12824056623252278,1
semenergy_triviaqa_qwen3_8b,trace_length,1,-1,0.13297057109987337,0
semenergy_triviaqa_qwen3_8b,spectral_entropy,-1,-1,0.11077516994095926,1
semenergy_triviaqa_qwen3_8b,low_band_power,-1,-1,0.06149479238262421,1
semenergy_triviaqa_qwen3_8b,high_band_power,-1,1,-0.048215739575308295,0
semenergy_triviaqa_qwen3_8b,hl_ratio,-1,1,-0.13575345150393964,0
semenergy_triviaqa_qwen3_8b,dominant_freq,-1,1,-0.06868007818749672,0
semenergy_triviaqa_qwen3_8b,spectral_centroid,-1,1,-0.12482282604892621,0
semenergy_triviaqa_qwen3_8b,rpdi,-1,1,-0.019593105585404308,0
semenergy_triviaqa_qwen3_8b,sw_var_peak,-1,-1,0.17183073639429575,1
semenergy_triviaqa_qwen3_8b,pe_mean,-1,-1,0.00835801407426887,1
semenergy_triviaqa_qwen3_8b,hurst_exponent,1,-1,0.07762874617866541,0
semenergy_triviaqa_qwen3_8b,cusum_max,-1,-1,0.20733341284948748,1
semenergy_triviaqa_qwen3_8b,cusum_shift_idx,1,1,-0.012218312648389504,1
semenergy_triviaqa_qwen3_8b,epr_spilled,1,-1,0.13729649368076596,0
semenergy_triviaqa_qwen3_8b,sw_var_peak_spilled,1,-1,0.12715278756633308,0
semenergy_triviaqa_qwen3_8b,cusum_max_spilled,1,-1,0.18967691403936932,0
semenergy_triviaqa_qwen3_8b,epr_energy,-1,-1,0.050556391181289004,1
semenergy_triviaqa_qwen3_8b,min_energy,-1,1,-0.17150378332811572,0
semenergy_triviaqa_qwen3_8b,sw_var_peak_energy,-1,-1,0.137256858790455,1
semenergy_triviaqa_qwen3_8b,cusum_max_energy,-1,-1,0.12518098370008818,1
semenergy_triviaqa_qwen3_8b,mean_top1_logprob,1,1,-0.22683986293729264,1
semenergy_triviaqa_qwen3_8b,logprob_margin,1,-1,0.00427257446510888,0
semenergy_triviaqa_qwen3_8b,mean_logprob_entropy,-1,-1,0.13107502752644684,1
semenergy_triviaqa_qwen3_8b,varentropy,-1,-1,0.09455720583904176,1
semenergy_triviaqa_qwen3_8b,renyi_entropy_2,-1,-1,0.13025245290614917,1
semenergy_triviaqa_qwen3_8b,topk_tail_mass,-1,-1,0.1300052233108826,1
spilled_triviaqa_llama8b,epr,-1,1,0.21504840473632425,0
spilled_triviaqa_llama8b,trace_length,1,1,0.22955120978159477,1
spilled_triviaqa_llama8b,spectral_entropy,-1,1,0.19465009637082786,0
spilled_triviaqa_llama8b,low_band_power,-1,1,0.12018707673864384,0
spilled_triviaqa_llama8b,high_band_power,-1,-1,-0.08546585567285764,1
spilled_triviaqa_llama8b,hl_ratio,-1,-1,-0.043270321213264705,1
spilled_triviaqa_llama8b,dominant_freq,-1,-1,-0.12038028819882951,1
spilled_triviaqa_llama8b,spectral_centroid,-1,-1,-0.15053123919112202,1
spilled_triviaqa_llama8b,rpdi,-1,1,0.04706533908613155,0
spilled_triviaqa_llama8b,sw_var_peak,-1,1,0.20690889373446836,0
spilled_triviaqa_llama8b,pe_mean,-1,-1,-0.005555756102162128,1
spilled_triviaqa_llama8b,hurst_exponent,1,1,0.09130007449699637,1
spilled_triviaqa_llama8b,cusum_max,-1,1,0.2354513989246308,0
spilled_triviaqa_llama8b,cusum_shift_idx,1,1,0.04702544545266075,1
spilled_triviaqa_llama8b,epr_spilled,1,1,0.21675765262517607,1
spilled_triviaqa_llama8b,sw_var_peak_spilled,1,1,0.20256749605320595,1
spilled_triviaqa_llama8b,cusum_max_spilled,1,1,0.24075226908741051,1
spilled_triviaqa_llama8b,min_spilled,1,1,0.03625703846966454,1
spilled_triviaqa_llama8b,epr_energy,-1,-1,-0.24679998498991262,1
spilled_triviaqa_llama8b,min_energy,-1,-1,-0.22916224208698865,1
spilled_triviaqa_llama8b,sw_var_peak_energy,-1,1,0.030965894640382602,0
spilled_triviaqa_llama8b,cusum_max_energy,-1,1,0.21519357006427203,0
spilled_triviaqa_llama8b,mean_top1_logprob,1,-1,-0.2813820515992292,0
spilled_triviaqa_llama8b,logprob_margin,1,-1,-0.21217582496095286,0
spilled_triviaqa_llama8b,mean_logprob_entropy,-1,1,0.2202254374766241,0
spilled_triviaqa_llama8b,varentropy,-1,1,0.19798904452175917,0
spilled_triviaqa_llama8b,renyi_entropy_2,-1,1,0.22080388718827426,0
spilled_triviaqa_llama8b,topk_tail_mass,-1,1,0.2297967283769562,0
trace_gsm8k_llama8b_k10,epr,-1,-1,0.20195086858348144,1
trace_gsm8k_llama8b_k10,trace_length,1,-1,0.18615308649244636,0
trace_gsm8k_llama8b_k10,spectral_entropy,-1,-1,0.06383446004199751,1
trace_gsm8k_llama8b_k10,low_band_power,-1,-1,0.09674979837182676,1
trace_gsm8k_llama8b_k10,high_band_power,-1,1,-0.06663757257504943,0
trace_gsm8k_llama8b_k10,hl_ratio,-1,1,-0.06831781936534831,0
trace_gsm8k_llama8b_k10,dominant_freq,-1,1,-0.029655390791583577,0
trace_gsm8k_llama8b_k10,spectral_centroid,-1,1,-0.14188794470586996,0
trace_gsm8k_llama8b_k10,stft_max_high_power,-1,-1,0.061417782898124995,1
trace_gsm8k_llama8b_k10,stft_spectral_entropy,-1,1,-0.06660234467061207,0
trace_gsm8k_llama8b_k10,rpdi,-1,-1,0.0860151913872391,1
trace_gsm8k_llama8b_k10,sw_var_peak,-1,-1,0.16433850148172685,1
trace_gsm8k_llama8b_k10,pe_mean,-1,1,-0.008531973878658988,0
trace_gsm8k_llama8b_k10,hurst_exponent,1,-1,0.0630970937677404,0
trace_gsm8k_llama8b_k10,cusum_max,-1,-1,0.2087564079188422,1
trace_gsm8k_llama8b_k10,cusum_shift_idx,1,-1,0.03559971451272229,0
trace_gsm8k_llama8b_k10,epr_spilled,1,-1,0.20477719061458682,0
trace_gsm8k_llama8b_k10,sw_var_peak_spilled,1,-1,0.1273861559105748,0
trace_gsm8k_llama8b_k10,cusum_max_spilled,1,-1,0.2123325749219843,0
trace_gsm8k_llama8b_k10,epr_energy,-1,1,-0.23236413678136356,0
trace_gsm8k_llama8b_k10,min_energy,-1,1,-0.21859130567648608,0
trace_gsm8k_llama8b_k10,sw_var_peak_energy,-1,-1,0.0014640261586245408,1
trace_gsm8k_llama8b_k10,cusum_max_energy,-1,-1,0.21248157361185427,1
trace_gsm8k_llama8b_k10,mean_top1_logprob,1,1,-0.26635945947554096,1
trace_gsm8k_llama8b_k10,logprob_margin,1,1,-0.20976270782254183,1
trace_gsm8k_llama8b_k10,mean_logprob_entropy,-1,-1,0.20713881095356507,1
trace_gsm8k_llama8b_k10,varentropy,-1,-1,0.1954960772975072,1
trace_gsm8k_llama8b_k10,renyi_entropy_2,-1,-1,0.20768155092273774,1
trace_gsm8k_llama8b_k10,topk_tail_mass,-1,-1,0.2132519086483906,1
trace_math500_qwenmath15b_k10,epr,-1,1,0.10379938076913948,0
trace_math500_qwenmath15b_k10,trace_length,1,1,0.06191421641093489,1
trace_math500_qwenmath15b_k10,spectral_entropy,-1,-1,-0.08017088123791673,1
trace_math500_qwenmath15b_k10,low_band_power,-1,1,0.08052988727701256,0
trace_math500_qwenmath15b_k10,high_band_power,-1,-1,-0.0817948355369402,1
trace_math500_qwenmath15b_k10,hl_ratio,-1,-1,-0.08214813846744175,1
trace_math500_qwenmath15b_k10,dominant_freq,-1,-1,-0.022870743080255742,1
trace_math500_qwenmath15b_k10,spectral_centroid,-1,-1,-0.11559659276868674,1
trace_math500_qwenmath15b_k10,stft_max_high_power,-1,1,0.026652456350085875,0
trace_math500_qwenmath15b_k10,stft_spectral_entropy,-1,-1,-0.10690586866574879,1
trace_math500_qwenmath15b_k10,rpdi,-1,1,0.04365085022041522,0
trace_math500_qwenmath15b_k10,sw_var_peak,-1,1,0.07973307915484588,0
trace_math500_qwenmath15b_k10,pe_mean,-1,-1,-0.011430956792885937,1
trace_math500_qwenmath15b_k10,hurst_exponent,1,1,0.08919217797958073,1
trace_math500_qwenmath15b_k10,cusum_max,-1,1,0.10372012186709717,0
trace_math500_qwenmath15b_k10,cusum_shift_idx,1,1,0.015457925506339237,1
trace_math500_qwenmath15b_k10,epr_spilled,1,1,0.1058297005615619,1
trace_math500_qwenmath15b_k10,sw_var_peak_spilled,1,1,0.07286428486363777,1
trace_math500_qwenmath15b_k10,cusum_max_spilled,1,1,0.10756864313418302,1
trace_math500_qwenmath15b_k10,min_spilled,1,1,0.025474157045778056,1
trace_math500_qwenmath15b_k10,epr_energy,-1,-1,-0.10731884894469916,1
trace_math500_qwenmath15b_k10,min_energy,-1,-1,-0.10798756398239655,1
trace_math500_qwenmath15b_k10,sw_var_peak_energy,-1,-1,-0.00791237332211113,1
trace_math500_qwenmath15b_k10,cusum_max_energy,-1,1,0.08776975203990774,0
trace_math500_qwenmath15b_k10,mean_top1_logprob,1,-1,-0.14412451104002613,0
trace_math500_qwenmath15b_k10,logprob_margin,1,-1,-0.11278490331512296,0
trace_math500_qwenmath15b_k10,mean_logprob_entropy,-1,1,0.10504466275107438,0
trace_math500_qwenmath15b_k10,varentropy,-1,1,0.09317799683200903,0
trace_math500_qwenmath15b_k10,renyi_entropy_2,-1,1,0.10575234388506433,0
trace_math500_qwenmath15b_k10,topk_tail_mass,-1,1,0.10537900379755044,0
truthfulqa_llama8b,epr,-1,-1,0.1526140780463042,1
truthfulqa_llama8b,trace_length,1,-1,0.21402092863369476,0
truthfulqa_llama8b,spectral_entropy,-1,-1,0.22120633153460167,1
truthfulqa_llama8b,low_band_power,-1,-1,0.04235350572518644,1
truthfulqa_llama8b,high_band_power,-1,1,-0.016271420336542913,0
truthfulqa_llama8b,hl_ratio,-1,1,-0.09611955890168578,0
truthfulqa_llama8b,dominant_freq,-1,1,-0.0440291466875372,0
truthfulqa_llama8b,spectral_centroid,-1,1,-0.07078803306029395,0
truthfulqa_llama8b,stft_max_high_power,-1,-1,0.20530800679216868,1
truthfulqa_llama8b,stft_spectral_entropy,-1,-1,0.19234257275697267,1
truthfulqa_llama8b,rpdi,-1,1,-0.03236808085766747,0
truthfulqa_llama8b,sw_var_peak,-1,-1,0.23052774780160165,1
truthfulqa_llama8b,pe_mean,-1,-1,0.040638957337645144,1
truthfulqa_llama8b,hurst_exponent,1,-1,0.04513588151615236,0
truthfulqa_llama8b,cusum_max,-1,-1,0.22235849099120156,1
truthfulqa_llama8b,cusum_shift_idx,1,-1,0.028703003840492652,0
truthfulqa_llama8b,epr_spilled,1,-1,0.15209630733893864,0
truthfulqa_llama8b,sw_var_peak_spilled,1,-1,0.17631219204336443,0
truthfulqa_llama8b,cusum_max_spilled,1,-1,0.23090798387720943,0
truthfulqa_llama8b,epr_energy,-1,1,-0.11415928341388579,0
truthfulqa_llama8b,min_energy,-1,1,-0.22670161005483302,0
truthfulqa_llama8b,sw_var_peak_energy,-1,-1,0.15266927777885925,1
truthfulqa_llama8b,cusum_max_energy,-1,-1,0.19798007818527472,1
truthfulqa_llama8b,mean_top1_logprob,1,1,-0.2267841092397987,1
truthfulqa_llama8b,logprob_margin,1,1,-0.124544428454862,1
truthfulqa_llama8b,mean_logprob_entropy,-1,-1,0.15462453756644678,1
truthfulqa_llama8b,varentropy,-1,-1,0.13535420447215002,1
truthfulqa_llama8b,renyi_entropy_2,-1,-1,0.15395469458018593,1
truthfulqa_llama8b,topk_tail_mass,-1,-1,0.15365288545456574,1
