experiment,method,display_name,panel,fusion_fit,score_readout,source_path,source_sha256,benchmark,calibration,evidence,pb_macro_percent,pb_all8,pb_q4,pb_q8,prm_within,prm_pooled,prmscore_q08,valid_answers,prm_within_n
higher-moment-fusion-v1,d3__rbm,"RBM, 6 features, moments through order 3",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.20168449360268,0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030
higher-moment-fusion-v1,d3__rbm_initial,"RBM before training, 6 features, moments through order 3",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.966210065316105,0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030
higher-moment-fusion-v1,d3__iu,"IU-PCR, 6 features, moments through order 3",answer_local,unlabeled fitting within the current answer,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,22.3787777247784,0.22378777724778398,0.23264113615390608,0.21493441834166185,0.7085846047642896,0.6588228461943321,0.581904934664123,13769,6030
higher-moment-fusion-v1,d3__equal,"Equal fusion, 6 features, moments through order 3",answer_local,fixed coefficients; no fitting,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,21.731633121630587,0.21731633121630586,0.22754354746279737,0.2070891149698144,0.7060960857757894,0.6641516814921505,0.5817528807687382,13769,6030
higher-moment-fusion-v1,d4__rbm,"RBM, 8 features, moments through order 4",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.17336772517356,0.3617336772517356,0.37060776967485765,0.35285958482861357,0.7349396313986548,0.7088606426777131,0.6288741218230779,13769,6030
higher-moment-fusion-v1,d4__rbm_initial,"RBM before training, 8 features, moments through order 4",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.065812063004884,0.3606581206300488,0.36781505235835343,0.3535011889017442,0.7435493239614811,0.695416301607416,0.6124769829632485,13769,6030
higher-moment-fusion-v1,d4__iu,"IU-PCR, 8 features, moments through order 4",answer_local,unlabeled fitting within the current answer,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,21.62821956750188,0.2162821956750188,0.2310767982028361,0.20148759314720147,0.7040425309950296,0.6586566072345168,0.583651667140412,13769,6030
higher-moment-fusion-v1,d4__equal,"Equal fusion, 8 features, moments through order 4",answer_local,fixed coefficients; no fitting,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.943473106679036,0.20943473106679036,0.21969936961288566,0.19917009252069506,0.7003616070505874,0.6611920689797461,0.5777912402733668,13769,6030
higher-moment-fusion-v1,d5__rbm,"RBM, 10 features, moments through order 5",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.15532588381485,0.3615532588381485,0.3667725320633926,0.3563339856129043,0.7347051238455573,0.7088989991270667,0.6288514365166356,13769,6030
higher-moment-fusion-v1,d5__rbm_initial,"RBM before training, 10 features, moments through order 5",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.319385290065654,0.36319385290065653,0.3725559307229922,0.3538317750783208,0.7443500574036657,0.6941147316382874,0.610077331822743,13769,6030
higher-moment-fusion-v1,d5__iu,"IU-PCR, 10 features, moments through order 5",answer_local,unlabeled fitting within the current answer,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.765091326840363,0.20765091326840363,0.21822828455568566,0.19707354198112156,0.6988124995827444,0.657540775576479,0.5798587637943216,13769,6030
higher-moment-fusion-v1,d5__equal,"Equal fusion, 10 features, moments through order 5",answer_local,fixed coefficients; no fitting,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.591924285881092,0.2059192428588109,0.21400468468557865,0.1978338010320431,0.6952340448958183,0.6570875812658827,0.5730737256995494,13769,6030
higher-moment-fusion-v1,d6__rbm,"RBM, 12 features, moments through order 6",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.37504666989378,0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030
higher-moment-fusion-v1,d6__rbm_initial,"RBM before training, 12 features, moments through order 6",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.29459417341435,0.3629459417341435,0.3714627820322608,0.3544291014360264,0.7463248825565488,0.6901095815877019,0.6053132074697835,13769,6030
higher-moment-fusion-v1,d6__iu,"IU-PCR, 12 features, moments through order 6",answer_local,unlabeled fitting within the current answer,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.204600941141997,0.20204600941141998,0.21082288715999525,0.19326913166284473,0.6906032684971303,0.6445213302683003,0.5706941733158359,13769,6030
higher-moment-fusion-v1,d6__equal,"Equal fusion, 12 features, moments through order 6",answer_local,fixed coefficients; no fitting,continuous fusion score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\higher-moment-fusion-v1\results\higher_moment_fusion_v1\METRICS.json,d25782f1fe9ad6af75a27a2d4667352f7e45ed18f4b47c7140bf78c4ed9b775d,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.1812413516066,0.20181241351606602,0.21024189497134194,0.1933829320607901,0.6891043599585708,0.650661588912492,0.5677957401489357,13769,6030
moment-rbm-fusion-v1,b3,"B3, six moment features",answer_local,unlabeled fitting within the current answer,B3 score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\moment-rbm-fusion-v1\results\moment_rbm_fusion_v1_staged\combined\METRICS.json,897027829b609fb6f4102872d77d0f56b78d40cf00c9e5eaf54446922ba9dbbc,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.95370998565977,0.3595370998565977,0.3679888427205582,0.3510853569926372,0.743983421236467,0.695134891965215,0.6132766662477152,13769,6030
moment-rbm-fusion-v1,b3_initial,"B3 before training, six moment features",answer_local,fixed coefficients; no fitting,B3 score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\moment-rbm-fusion-v1\results\moment_rbm_fusion_v1_staged\combined\METRICS.json,897027829b609fb6f4102872d77d0f56b78d40cf00c9e5eaf54446922ba9dbbc,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.01479840219582,0.36014798402195825,0.3686451466750451,0.35165082136887144,0.7440518883454241,0.695036983303573,0.6132571334886309,13769,6030
