suite,method,display_name,pb_all8,pb_q4,pb_q8,prm_within,prm_pooled,prmscore_q08,valid_answers,prm_within_n,coverage,pb_all8_conditional
variance,initial6__old,"RBM6, before training, posterior",0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030,1.0,0.35966210065316107
variance,rbm12__logit_old,"RBM12, trained, Logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
variance,rbm12__old,"RBM12, trained, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
variance,rbm6__logit_old,"RBM6, trained, Logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
variance,rbm6__old,"RBM6, trained, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030,1.0,0.36201684493602676
variance,shrinkage__old,"RBM6 with weight shrinkage, posterior",0.35871143187885435,0.36697741533481043,0.35044544842289826,0.738630248995498,0.7079965583222773,0.6295438953640439,13769,6030,1.0,0.35871143187885435
variance,var15__old,"Varentropy, top 15 probabilities",0.35960987290405433,0.36635390100610593,0.3528658448020027,0.7377863024015934,0.710137783099181,0.6257812284738609,13769,6030,1.0,0.35960987290405433
variance,var15_equal__old,"Varentropy15 contributions, equal fusion",0.3559804364327355,0.3612819032849405,0.3506789695805306,0.746980350290861,0.6999879034964627,0.6128118227013558,13769,6030,1.0,0.3559804364327355
variance,var15_iu__old,"Varentropy15 contributions, IU-PCR fusion",0.3534983585022531,0.35898223922652384,0.34801447777798244,0.74682374405604,0.710261309641098,0.6226885909285921,13769,6030,1.0,0.3534983585022531
variance,var50__old,"Varentropy, top 50 probabilities",0.3567552412698325,0.36080751148342693,0.35270297105623816,0.742464548435578,0.7157833866814454,0.6327768738968429,13769,6030,1.0,0.3567552412698325
capacity,b12_cd1_logit,"RBM, 1 hidden unit, CD-10 training, 12 features, logit",0.3054328778872355,0.31692453235412643,0.29394122342034446,0.7196338556903613,0.5897615358071132,0.5109102259743548,13769,6030,1.0,0.3054328778872355
capacity,b12_cd1_posterior,"RBM, 1 hidden unit, CD-10 training, 12 features, posterior",0.3627662140439285,0.37207099037688435,0.35346143771097277,0.7437046580354753,0.6519792367920133,0.5582464746908131,13769,6030,1.0,0.3627662140439285
capacity,b12_cd4_logit,"RBM, 4 hidden units, CD-10 training, 12 features, logit",0.3050406143977047,0.3194693055633575,0.29061192323205187,0.7181815767455514,0.5878046771056522,0.5078894830976979,13769,6030,1.0,0.3050406143977047
capacity,b12_cd4_posterior,"RBM, 4 hidden units, CD-10 training, 12 features, posterior",0.35730753170932433,0.36802251914908096,0.34659254426956765,0.7391624487805658,0.6175369721051919,0.5296286422094676,13769,6030,1.0,0.35730753170932433
capacity,b12_exact1_logit,"RBM, 1 hidden unit, exact training, 12 features, logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
capacity,b12_exact1_posterior,"RBM, 1 hidden unit, exact training, 12 features, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
capacity,b12_exact4_logit,"RBM, 4 hidden units, exact training, 12 features, logit",0.286553210259071,0.29144122005160344,0.28166520046653865,0.7216932576239864,0.6764719260581147,0.6017249351927991,13769,6030,1.0,0.286553210259071
capacity,b12_exact4_posterior,"RBM, 4 hidden units, exact training, 12 features, posterior",0.27836583148057226,0.2831433716087518,0.2735882913523927,0.715044461605975,0.6707500590136392,0.5888552127509552,13769,6030,1.0,0.27836583148057226
capacity,b6_cd1_logit,"RBM, 1 hidden unit, CD-10 training, 6 features, logit",0.27783266299941933,0.28811105088445454,0.2675542751143841,0.7158775969782392,0.6410687924145958,0.5588915045550656,13769,6030,1.0,0.27783266299941933
capacity,b6_cd1_posterior,"RBM, 1 hidden unit, CD-10 training, 6 features, posterior",0.3599251749625275,0.3649254155972784,0.35492493432777666,0.7420417265895933,0.6773652003287743,0.594136589160647,13769,6030,1.0,0.3599251749625275
capacity,b6_cd4_logit,"RBM, 4 hidden units, CD-10 training, 6 features, logit",0.2743123200818609,0.2863109702672527,0.26231366989646915,0.7142642289689074,0.6441721476667125,0.5607797320145197,13769,6030,1.0,0.2743123200818609
capacity,b6_cd4_posterior,"RBM, 4 hidden units, CD-10 training, 6 features, posterior",0.34445611189904685,0.3536642270182978,0.33524799677979583,0.7349254656394638,0.6619969116938333,0.5804522760456011,13769,6030,1.0,0.34445611189904685
capacity,b6_exact1_logit,"RBM, 1 hidden unit, exact training, 6 features, logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
capacity,b6_exact1_posterior,"RBM, 1 hidden unit, exact training, 6 features, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081099073325186,0.6307492926682718,13769,6030,1.0,0.36201684493602676
capacity,b6_exact4_logit,"RBM, 4 hidden units, exact training, 6 features, logit",0.24646095305506396,0.25459574448565725,0.23832616162447065,0.7126083270331239,0.686928773602479,0.6143577591380698,13769,6030,1.0,0.24646095305506396
capacity,b6_exact4_posterior,"RBM, 4 hidden units, exact training, 6 features, posterior",0.25320459097152115,0.2599637872676357,0.24644539467540663,0.7100998062444043,0.6875843785354361,0.6167573322745383,13769,6030,1.0,0.25320459097152115
capacity,diagonal__old,"RBM6 with shared diagonal variance, previous experiment",0.35806949103323005,0.36788322126251166,0.3482557608039484,0.7330448590587003,0.7047273028297086,0.6253013416428403,13769,6030,1.0,0.35806949103323005
capacity,entropy__old,"Token entropy, saved reference",0.35444376642134146,0.3639529013997512,0.3449346314429317,0.7301113611124386,0.7026639408146143,0.625425539209566,13769,6030,1.0,0.35444376642134146
capacity,initial12__old,"RBM12, before training, posterior",0.3629459417341435,0.3714627820322608,0.3544291014360264,0.7463248825565488,0.6901095815877019,0.6053132074697835,13769,6030,1.0,0.3629459417341435
capacity,initial6__old,"RBM6, before training, posterior",0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030,1.0,0.35966210065316107
capacity,rbm12__logit_old,"RBM12, trained, Logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
capacity,rbm12__old,"RBM12, trained, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
capacity,rbm6__logit_old,"RBM6, trained, Logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
capacity,rbm6__old,"RBM6, trained, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030,1.0,0.36201684493602676
capacity,shrinkage__old,"RBM6 with weight shrinkage, posterior",0.35871143187885435,0.36697741533481043,0.35044544842289826,0.738630248995498,0.7079965583222773,0.6295438953640439,13769,6030,1.0,0.35871143187885435
capacity,var15__old,"Varentropy, top 15 probabilities",0.35960987290405433,0.36635390100610593,0.3528658448020027,0.7377863024015934,0.710137783099181,0.6257812284738609,13769,6030,1.0,0.35960987290405433
capacity,var15_equal__old,"Varentropy15 contributions, equal fusion",0.3559804364327355,0.3612819032849405,0.3506789695805306,0.746980350290861,0.6999879034964627,0.6128118227013558,13769,6030,1.0,0.3559804364327355
capacity,var15_iu__old,"Varentropy15 contributions, IU-PCR fusion",0.3534983585022531,0.35898223922652384,0.34801447777798244,0.74682374405604,0.710261309641098,0.6226885909285921,13769,6030,1.0,0.3534983585022531
capacity,var50__old,"Varentropy, top 50 probabilities",0.3567552412698325,0.36080751148342693,0.35270297105623816,0.742464548435578,0.7157833866814454,0.6327768738968429,13769,6030,1.0,0.3567552412698325
stability,b12_best_exact1_logit,"RBM, 1 hidden unit, best density fit of 3 starts, 12 features, logit",0.3623253186262504,0.3693977923087219,0.35525284494377884,0.7450238882934548,0.7056263864658492,0.622174806022533,13769,6030,1.0,0.3623253186262504
stability,b12_best_exact1_posterior,"RBM, 1 hidden unit, best density fit of 3 starts, 12 features, posterior",0.3634451863193967,0.371260377651997,0.3556299949867965,0.7384782536286076,0.7102348135300082,0.629353565402555,13769,6030,1.0,0.3634451863193967
stability,b12_best_exact4_logit,"RBM, 4 hidden units, best density fit of 3 starts, 12 features, logit",0.27326198619764785,0.2813889432868774,0.26513502910841824,0.7218169648747248,0.6854327707433647,0.6124828652857944,13769,6030,1.0,0.27326198619764785
stability,b12_best_exact4_posterior,"RBM, 4 hidden units, best density fit of 3 starts, 12 features, posterior",0.2665399121674888,0.2742792527878157,0.2588005715471619,0.7140189767322643,0.6808452335626047,0.6049686301540816,13769,6030,1.0,0.2665399121674888
stability,b12_exact1_logit,"RBM, 1 hidden unit, exact training, 12 features, logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
stability,b12_exact1_posterior,"RBM, 1 hidden unit, exact training, 12 features, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
stability,b12_exact4_logit,"RBM, 4 hidden units, exact training, 12 features, logit",0.286553210259071,0.29144122005160344,0.28166520046653865,0.7216932576239864,0.6764719260581147,0.6017249351927991,13769,6030,1.0,0.286553210259071
stability,b12_exact4_posterior,"RBM, 4 hidden units, exact training, 12 features, posterior",0.27836583148057226,0.2831433716087518,0.2735882913523927,0.715044461605975,0.6707500590136392,0.5888552127509552,13769,6030,1.0,0.27836583148057226
stability,b6_best_exact1_logit,"RBM, 1 hidden unit, best density fit of 3 starts, 6 features, logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000106994972765,0.6222728810681268,13769,6030,1.0,0.349707841643353
stability,b6_best_exact1_posterior,"RBM, 1 hidden unit, best density fit of 3 starts, 6 features, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359543031832887,0.7081114611254986,0.6307893806833985,13769,6030,1.0,0.36201684493602676
stability,b6_best_exact4_logit,"RBM, 4 hidden units, best density fit of 3 starts, 6 features, logit",0.24201530790113446,0.2515773516782405,0.2324532641240284,0.7116289809500287,0.6894047464693728,0.6164494855130292,13769,6030,1.0,0.24201530790113446
stability,b6_best_exact4_posterior,"RBM, 4 hidden units, best density fit of 3 starts, 6 features, posterior",0.24706066466230422,0.2557288584551166,0.2383924708694919,0.7086619471539581,0.6898884827578042,0.6185264067054519,13769,6030,1.0,0.24706066466230422
stability,b6_exact1_logit,"RBM, 1 hidden unit, exact training, 6 features, logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
stability,b6_exact1_posterior,"RBM, 1 hidden unit, exact training, 6 features, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081099073325186,0.6307492926682718,13769,6030,1.0,0.36201684493602676
stability,b6_exact4_logit,"RBM, 4 hidden units, exact training, 6 features, logit",0.24646095305506396,0.25459574448565725,0.23832616162447065,0.7126083270331239,0.686928773602479,0.6143577591380698,13769,6030,1.0,0.24646095305506396
stability,b6_exact4_posterior,"RBM, 4 hidden units, exact training, 6 features, posterior",0.25320459097152115,0.2599637872676357,0.24644539467540663,0.7100998062444043,0.6875843785354361,0.6167573322745383,13769,6030,1.0,0.25320459097152115
stability,diagonal__old,"RBM6 with shared diagonal variance, previous experiment",0.35806949103323005,0.36788322126251166,0.3482557608039484,0.7330448590587003,0.7047273028297086,0.6253013416428403,13769,6030,1.0,0.35806949103323005
stability,entropy__old,"Token entropy, saved reference",0.35444376642134146,0.3639529013997512,0.3449346314429317,0.7301113611124386,0.7026639408146143,0.625425539209566,13769,6030,1.0,0.35444376642134146
stability,initial12__old,"RBM12, before training, posterior",0.3629459417341435,0.3714627820322608,0.3544291014360264,0.7463248825565488,0.6901095815877019,0.6053132074697835,13769,6030,1.0,0.3629459417341435
stability,initial6__old,"RBM6, before training, posterior",0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030,1.0,0.35966210065316107
stability,rbm12__logit_old,"RBM12, trained, Logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
stability,rbm12__old,"RBM12, trained, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
stability,rbm6__logit_old,"RBM6, trained, Logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
stability,rbm6__old,"RBM6, trained, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030,1.0,0.36201684493602676
stability,shrinkage__old,"RBM6 with weight shrinkage, posterior",0.35871143187885435,0.36697741533481043,0.35044544842289826,0.738630248995498,0.7079965583222773,0.6295438953640439,13769,6030,1.0,0.35871143187885435
stability,var15__old,"Varentropy, top 15 probabilities",0.35960987290405433,0.36635390100610593,0.3528658448020027,0.7377863024015934,0.710137783099181,0.6257812284738609,13769,6030,1.0,0.35960987290405433
stability,var15_equal__old,"Varentropy15 contributions, equal fusion",0.3559804364327355,0.3612819032849405,0.3506789695805306,0.746980350290861,0.6999879034964627,0.6128118227013558,13769,6030,1.0,0.3559804364327355
stability,var15_iu__old,"Varentropy15 contributions, IU-PCR fusion",0.3534983585022531,0.35898223922652384,0.34801447777798244,0.74682374405604,0.710261309641098,0.6226885909285921,13769,6030,1.0,0.3534983585022531
stability,var50__old,"Varentropy, top 50 probabilities",0.3567552412698325,0.36080751148342693,0.35270297105623816,0.742464548435578,0.7157833866814454,0.6327768738968429,13769,6030,1.0,0.3567552412698325
temporal,b12_chain_full_logit,"RBM with token sequence fusion across steps, 12 features, logit",0.3586880918915897,0.3684872254235147,0.3488889583596646,0.7422625538168246,0.7038599457508944,0.6184241043089728,13769,6030,1.0,0.3586880918915897
temporal,b12_chain_full_posterior,"RBM with token sequence fusion across steps, 12 features, posterior",0.360254687284696,0.366779861394029,0.35372951317536305,0.7352031712636862,0.7076810295067483,0.6275944368710322,13769,6030,1.0,0.360254687284696
temporal,b12_chain_shuffled_logit,"RBM with shuffled token order, control, 12 features, logit",0.36199128017919135,0.36719008300387673,0.35679247735450603,0.7450762755131289,0.7061403297658753,0.6226425368229067,13769,6030,1.0,0.36199128017919135
temporal,b12_chain_shuffled_posterior,"RBM with shuffled token order, control, 12 features, posterior",0.3620264651851835,0.368811545482291,0.355241384888076,0.7386219685920299,0.7105514532699867,0.6299110372049469,13769,6030,1.0,0.3620264651851835
temporal,b12_chain_step_reset_logit,"RBM with token sequence fusion reset at each step, 12 features, logit",0.35911345242755416,0.3676441111749802,0.3505827936801282,0.7421198733095303,0.703500805644475,0.6177941705863649,13769,6030,1.0,0.35911345242755416
temporal,b12_chain_step_reset_posterior,"RBM with token sequence fusion reset at each step, 12 features, posterior",0.3592320550932435,0.3652979603323322,0.35316614985415484,0.7353411863597346,0.7078973609319769,0.6274463887618241,13769,6030,1.0,0.3592320550932435
temporal,b6_chain_full_logit,"RBM with token sequence fusion across steps, 6 features, logit",0.3510575137097601,0.35969853834133625,0.34241648907818406,0.7331900263610969,0.6991103899972902,0.6183731839419618,13769,6030,1.0,0.3510575137097601
temporal,b6_chain_full_posterior,"RBM with token sequence fusion across steps, 6 features, posterior",0.3590522612026382,0.3724743400135515,0.34563018239172505,0.7323641916823587,0.7050123515939344,0.6249772055053583,13769,6030,1.0,0.3590522612026382
temporal,b6_chain_shuffled_logit,"RBM with shuffled token order, control, 6 features, logit",0.34960927942531866,0.35669927050914446,0.34251928834149287,0.7356403212706473,0.700615300894178,0.6230545129383144,13769,6030,1.0,0.34960927942531866
temporal,b6_chain_shuffled_posterior,"RBM with shuffled token order, control, 6 features, posterior",0.3623941280913785,0.3718484728889042,0.3529397832938528,0.7359248780083536,0.7084676573759549,0.630824315768769,13769,6030,1.0,0.3623941280913785
temporal,b6_chain_step_reset_logit,"RBM with token sequence fusion reset at each step, 6 features, logit",0.3496546053966333,0.36032162436158477,0.3389875864316818,0.732545484621969,0.6982938136128453,0.6179591194544616,13769,6030,1.0,0.3496546053966333
temporal,b6_chain_step_reset_posterior,"RBM with token sequence fusion reset at each step, 6 features, posterior",0.3593796886676128,0.3718616809997787,0.34689769633544687,0.7325256809266839,0.7049071984663507,0.6246310006348172,13769,6030,1.0,0.3593796886676128
temporal,diagonal__old,"RBM6 with shared diagonal variance, previous experiment",0.35806949103323005,0.36788322126251166,0.3482557608039484,0.7330448590587003,0.7047273028297086,0.6253013416428403,13769,6030,1.0,0.35806949103323005
temporal,entropy__old,"Token entropy, saved reference",0.35444376642134146,0.3639529013997512,0.3449346314429317,0.7301113611124386,0.7026639408146143,0.625425539209566,13769,6030,1.0,0.35444376642134146
temporal,initial12__old,"RBM12, before training, posterior",0.3629459417341435,0.3714627820322608,0.3544291014360264,0.7463248825565488,0.6901095815877019,0.6053132074697835,13769,6030,1.0,0.3629459417341435
temporal,initial6__old,"RBM6, before training, posterior",0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030,1.0,0.35966210065316107
temporal,rbm12__logit_old,"RBM12, trained, Logit",0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030,1.0,0.3627123083012945
temporal,rbm12__old,"RBM12, trained, posterior",0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030,1.0,0.36375046669893774
temporal,rbm6__logit_old,"RBM6, trained, Logit",0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030,1.0,0.349707841643353
temporal,rbm6__old,"RBM6, trained, posterior",0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030,1.0,0.36201684493602676
temporal,shrinkage__old,"RBM6 with weight shrinkage, posterior",0.35871143187885435,0.36697741533481043,0.35044544842289826,0.738630248995498,0.7079965583222773,0.6295438953640439,13769,6030,1.0,0.35871143187885435
temporal,var15__old,"Varentropy, top 15 probabilities",0.35960987290405433,0.36635390100610593,0.3528658448020027,0.7377863024015934,0.710137783099181,0.6257812284738609,13769,6030,1.0,0.35960987290405433
temporal,var15_equal__old,"Varentropy15 contributions, equal fusion",0.3559804364327355,0.3612819032849405,0.3506789695805306,0.746980350290861,0.6999879034964627,0.6128118227013558,13769,6030,1.0,0.3559804364327355
temporal,var15_iu__old,"Varentropy15 contributions, IU-PCR fusion",0.3534983585022531,0.35898223922652384,0.34801447777798244,0.74682374405604,0.710261309641098,0.6226885909285921,13769,6030,1.0,0.3534983585022531
temporal,var50__old,"Varentropy, top 50 probabilities",0.3567552412698325,0.36080751148342693,0.35270297105623816,0.742464548435578,0.7157833866814454,0.6327768738968429,13769,6030,1.0,0.3567552412698325
