version,regime,domain,group,cell,n,n_correct,iu_auroc,atomic_projector_invabs_auroc,atomic_projector_invabs_delta_pp,atomic_projector_equal_auroc,atomic_projector_equal_delta_pp,atomic_closest_one_auroc,atomic_closest_one_delta_pp,family_nrm_auroc,family_nrm_delta_pp,coarsened_partition_auroc,coarsened_partition_delta_pp,refined_partition_auroc,refined_partition_delta_pp,learned_partition_auroc,learned_partition_delta_pp,random_partition_000_auroc,random_partition_001_auroc,random_partition_002_auroc,random_partition_003_auroc,random_partition_004_auroc,random_partition_005_auroc,random_partition_006_auroc,random_partition_007_auroc,random_partition_008_auroc,random_partition_009_auroc,random_partition_010_auroc,random_partition_011_auroc,random_partition_012_auroc,random_partition_013_auroc,random_partition_014_auroc,random_partition_015_auroc,random_partition_016_auroc,random_partition_017_auroc,random_partition_018_auroc,random_partition_019_auroc,random_partition_020_auroc,random_partition_021_auroc,random_partition_022_auroc,random_partition_023_auroc,random_partition_024_auroc,random_partition_025_auroc,random_partition_026_auroc,random_partition_027_auroc,random_partition_028_auroc,random_partition_029_auroc,random_partition_030_auroc,random_partition_031_auroc,random_partition_032_auroc,random_partition_033_auroc,random_partition_034_auroc,random_partition_035_auroc,random_partition_036_auroc,random_partition_037_auroc,random_partition_038_auroc,random_partition_039_auroc,random_partition_040_auroc,random_partition_041_auroc,random_partition_042_auroc,random_partition_043_auroc,random_partition_044_auroc,random_partition_045_auroc,random_partition_046_auroc,random_partition_047_auroc,random_partition_048_auroc,random_partition_049_auroc,random_partition_mean_auroc,random_partition_mean_delta_pp,random_partition_positive_fraction,random_partition_p05_delta_pp,random_partition_p95_delta_pp
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,ars_gsm8k_r1distill8b,500,364,0.7589689722042663,0.7477779573367809,-1.1191014867485416,0.7449903038138332,-1.3978668390433047,0.754343083387201,-0.4625888817065271,0.7664229153199742,0.7453943115707906,0.7485455720749838,-1.0423400129282445,0.7600193923723336,0.10504201680673342,0.7447680995475112,-1.420087265675507,0.7486263736263736,0.7598779896574013,0.7446064964447316,0.7673117323852618,0.7650896897220427,0.7593325791855203,0.7572923400129282,0.7617364253393666,0.7483435681965094,0.759817388493859,0.7577165481577246,0.7489899806076277,0.747555753070459,0.7523836457659987,0.7585447640594699,0.7516564318034906,0.7505454104718811,0.7546864899806076,0.7569691338073691,0.7624030381383322,0.7569489334195216,0.7570297349709114,0.7527674531351002,0.7610496121525533,0.7647664835164836,0.7627262443438914,0.7548278926955398,0.754019877181642,0.7518382352941178,0.7521210407239818,0.7527068519715578,0.7639382676147383,0.7524644473173885,0.7712306076276664,0.7576559469941823,0.7531108597285068,0.7654936974789917,0.7629686489980607,0.760807207498384,0.753393665158371,0.7526866515837104,0.7699377828054299,0.7570701357466063,0.7545046864899806,0.7538380736910149,0.7616758241758241,0.7569287330316742,0.760807207498384,0.7433136716224951,0.7561207175177764,0.7568446994182289,-0.212427278603744,0.36,-1.1058702327084613,0.7524644473173914
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,internalstates_gsm8k_qwen25_7b,500,147,0.7131294444123258,0.7251931934246787,1.2063749012352853,0.7144976970958354,0.13682526835095965,0.6862847121851573,-2.6844732227168544,0.7213967740070533,0.8267329594727424,0.6965177005646452,-1.6611743847680605,0.7124742248174056,-0.06552195949202089,0.7125127671465187,-0.0616677265807164,0.7002948488177141,0.7324776936270259,0.6977510550962593,0.7251931934246787,0.712609122969301,0.7366980786648938,0.7237863984120559,0.7323235243105741,0.7013354917037636,0.7219556377791909,0.713418511880673,0.7188337091210422,0.7014318475265461,0.7149602050451909,0.7060569270200998,0.7059991135264304,0.7169451349945077,0.7223217899057641,0.7233046192981442,0.7202019618045518,0.7130138174249869,0.7147289510705132,0.7101424139060724,0.709313753830144,0.7177545239058797,0.6975968857798076,0.705902757703648,0.7093908384883698,0.7118575475515985,0.7129367327667611,0.7107976335009925,0.7099111599313948,0.7028001002100558,0.7289125281840783,0.7274479196777861,0.7157117804628934,0.7253666339056868,0.7297219170954501,0.7196430980324141,0.7104700237035323,0.7183519300071303,0.7293750361334336,0.7061918251719952,0.6894644543369755,0.701508932184772,0.7359079609180783,0.7048621148175984,0.7081189416276424,0.7051511822859455,0.7162513730704746,0.7145300726522905,0.1400628239964674,0.5,-1.4233682141411852,1.9278873022296694
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_llama3b,1319,587,0.6947338043771702,0.6943544558326584,-0.03793485445118261,0.6633479487251095,-3.1385855652060757,0.6555631580417237,-3.9170646335446535,0.6801835767680435,-1.455022760912672,0.6943474739576061,-0.03863304195641515,0.6779796315431805,-1.6754172833989722,0.6995117342046713,0.4777929827501026,0.6789082209251449,0.6930209176976568,0.6624565960100911,0.6871584699453552,0.6932792470745943,0.7162915072471863,0.7003844685862168,0.732491784660355,0.6826202511613185,0.6938284879120469,0.6758850690274713,0.7075548542649948,0.6788989117584086,0.6955390472998761,0.6777469023747685,0.6554002476238352,0.6929045531134508,0.6734367581757758,0.7078597294756146,0.673096973589894,0.6597453011980897,0.6932257193658595,0.6976708464825314,0.6812448217760028,0.6825294867856377,0.6617304810046452,0.7112482661676953,0.7006846892134685,0.6965933104327833,0.708267005520336,0.6557749415849787,0.6952015900056785,0.7209763454073226,0.6950410068794741,0.6948943875033745,0.6628080170543935,0.6850313253460683,0.6998142821236072,0.7089745021923087,0.6619445918395844,0.6984341981549231,0.6556050492920379,0.6809841651073812,0.6741675277645898,0.6931489187402835,0.7144482922333623,0.6673020172964318,0.6776701017491924,0.6959230504277563,0.7139176697293825,0.6884752981260648,-0.6258506251105467,0.42,-3.717220096629159,2.072825611379525
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_llama8b,500,362,0.8180598927055809,0.8027864520778285,-1.5273440627752377,0.7983625590519658,-1.9697333653615035,0.8079309792617504,-1.012891344383049,0.8229842261189848,0.4924333413403925,0.8147169509168068,-0.3342941788774034,0.8132156297541838,-0.48442629513970603,0.7989230522860116,-1.9136840419569312,0.8185603330931219,0.806549763792137,0.8079309792617503,0.8174193290095284,0.8176995756265514,0.8010449195291857,0.8235046841220275,0.8180598927055809,0.8237448955080471,0.8078909440307471,0.8016654656097366,0.7956001281127392,0.7945792297221554,0.8067699575626551,0.8119745375930818,0.8255264632876931,0.8095924413483866,0.8125150132116262,0.8040275442389302,0.8100328288894227,0.8264873088317719,0.8217831691888862,0.7992833693650413,0.8173392585475218,0.8140163343742493,0.8258267275202178,0.8109136039714949,0.8052085835535271,0.8058691648650813,0.7960805508847786,0.8033669629273761,0.8156377612298823,0.8101128993514292,0.816658659620466,0.819501161021699,0.8056289534790616,0.8221635038834174,0.8110337096645047,0.8112539034350228,0.809572423732885,0.8014052366082153,0.815877972615902,0.8090319481143405,0.8143165986067739,0.7954800224197293,0.8062895347906157,0.8034069981583793,0.815037232764833,0.797902153895428,0.8155176555368724,0.8107338457842901,-0.7326046921290796,0.18,-2.224357434542401,0.6664865081271509
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_mistral24b,1319,1210,0.8466525134581848,0.8318295549321404,-1.4822958526044427,0.8224126165744179,-2.423989688376693,0.8273258018045341,-1.932671165365074,0.8535597846690424,0.6907271210857546,0.8463492304192888,-0.030328303889604058,0.8426719235726742,-0.39805898855106436,0.8436272651451968,-0.3025248312988005,0.838077185533399,0.8527560846159679,0.840116763969975,0.8462051709758132,0.8529456365152779,0.8431344302069907,0.852096444006369,0.8651224505269542,0.8533323223898703,0.8564713018424444,0.8328682993403593,0.8566305254378648,0.8212298127227234,0.8597012662066874,0.8494654636439458,0.8401925847296989,0.8585184623549929,0.8528015770718023,0.8544620517097581,0.8457729926453863,0.8376450072029722,0.8436424292971416,0.8551823489271363,0.8448783076806429,0.8556296914095081,0.8445598604898021,0.8590340435211161,0.8558874819925697,0.8579422245810903,0.8424672075214195,0.8363029797558571,0.8312229888543483,0.8529077261354159,0.8526271893244369,0.8494048070361665,0.8416028508605656,0.8498597315945107,0.8563499886268859,0.8628629918871786,0.8424217150655848,0.8469785427249981,0.8229585260444309,0.8494730457199181,0.8491091060732429,0.843536280233528,0.8431495943589356,0.8262643111683978,0.8496474334672833,0.8359011297293198,0.8677155205095155,0.8475813177648042,0.09288043066193463,0.56,-1.815679733110931,1.4787701872772785
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_nemo,1319,1094,0.7974812106439163,0.7903432866138533,-0.713792403006297,0.7818972171440179,-1.5583993499898363,0.781458460288442,-1.6022750355474291,0.8082835669307333,1.0802356286817028,0.7902620353443023,-0.7219175299614022,0.796518383099736,-0.09628275441803114,0.7874629291082673,-1.0018281535648987,0.7963558805606337,0.8078001218769044,0.7934958358724356,0.8014909607962624,0.8043997562461913,0.7973105829778591,0.8042088157627463,0.8100060938452163,0.7991062360349381,0.8023725370708918,0.7878651228925452,0.7918667479179362,0.7803696932764574,0.799890310786106,0.7979321551899248,0.7996587446678853,0.8000975015234613,0.8029941092829576,0.797493398334349,0.8008734511476742,0.7992524883201301,0.798395287426366,0.7938614665854155,0.8012797074954296,0.8079138736542758,0.79383709120455,0.7943774121470648,0.7964330692667074,0.7997521836278692,0.7880154377412146,0.7987731058297787,0.7908470444850701,0.7989031078610604,0.8037619337802153,0.799134673979281,0.8023806621978469,0.809945155393053,0.8026244160065001,0.8029494210847045,0.8020637822465977,0.7959577493398333,0.7964818200284379,0.7952468007312614,0.7984074751167987,0.7865407271988625,0.7978102782855981,0.7869388584196629,0.8029575462116595,0.7863619744058501,0.8033272394881169,0.7982023969124518,0.07211862685354564,0.64,-1.076132439569366,1.0381474710542404
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_phi35,1319,1118,0.809703717548216,0.7947471942612518,-1.4956523286964174,0.802957484491674,-0.6746233056541984,0.7953790973575771,-1.432462019063896,0.8084043111811249,-0.12994063670911382,0.7930561859753114,-1.6647531572904661,0.8066287524808872,-0.307496506732885,0.8054494967025339,-0.4254220845682166,0.7935723885047037,0.8127564325065194,0.8077190078231384,0.8026726830961471,0.8044526918181899,0.808324210788633,0.8034247367812102,0.8074386564494166,0.805667547770984,0.8148879929511654,0.805293745939355,0.8097927179843181,0.7940351907724348,0.8103890209062024,0.8068067533530914,0.8028328838811309,0.8096725673955802,0.8134906861043618,0.8106960724107548,0.8073763561441452,0.8034959371300918,0.8109452736318408,0.8107583727160264,0.8020852802178731,0.813285985101327,0.8030242348187506,0.8120711291485327,0.8043147411422317,0.8132281348178605,0.8036872880677115,0.8083019606796074,0.7963447520892852,0.8011596756824109,0.8086357123149903,0.8037540383947881,0.8094011160654688,0.8138333377833551,0.8123826306748902,0.8162185494708923,0.8087603129255334,0.8131880846216146,0.8028195338157157,0.8114347760304026,0.81029112042649,0.804288041011401,0.8062371505620377,0.8057832483379169,0.8098772683986151,0.8020452300216271,0.813575236518659,0.8073306099199887,-0.2373107628227289,0.38,-1.119224984202427,0.40134746660258624
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,noise_gsm8k_mistral7b,1319,658,0.7856016259788752,0.7749656272848084,-1.0635998694066728,0.768815325402701,-1.678630057617414,0.7713398231472073,-1.4261802831667891,0.7926692999921828,0.7067674013307657,0.7822218339165582,-0.33797920623169775,0.7811044332755472,-0.44971927033279346,0.7718847283980704,-1.3716897580804743,0.7887216108962657,0.7843094877890643,0.7742436853068714,0.7891239670941604,0.787128280352602,0.7788558369238834,0.7908897360083507,0.7973780170966897,0.7864615186532333,0.782654079432011,0.7711742823115019,0.7750644919505769,0.7657482215856053,0.7785638412831255,0.7813941297380316,0.7853211262294857,0.7793662545006416,0.7816516377046843,0.7803572003365997,0.7779775508233358,0.7784603782608096,0.7923727059948773,0.7755151308922191,0.7834978778584534,0.7853510155470435,0.7796605493196731,0.7828012268415269,0.7821528585683477,0.7807917450303261,0.7742574803765135,0.7759772657252298,0.7847325365914222,0.7910023957437611,0.7894803397265817,0.7837967710340323,0.77835461606022,0.7930693570118039,0.7830219479558005,0.7906713140723505,0.7793984429964731,0.7746000579392924,0.7809319949050209,0.7771544450013566,0.7828495095852742,0.7717881629105758,0.7820861823984108,0.7704040575898174,0.7840542790006853,0.7729998298608078,0.7888296722751289,0.7817289820618112,-0.3872643917063989,0.24,-1.415109739778997,0.6154440402999839
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,noise_gsm8k_phi3mini,1319,936,0.6727700787753008,0.6717686505545513,-0.10014282207495562,0.6787284372140769,0.5958358438776123,0.6690209993082057,-0.3749079467095129,0.6719555466291759,-0.08145321461249244,0.661143469237464,-1.1626609537836785,0.6733614514293366,0.05913726540357489,0.6748426725580774,0.20725937827765772,0.6697602151257505,0.6710712771417733,0.670915065497311,0.666055767557073,0.6626191113789025,0.6603958849389658,0.6713558054941867,0.6714813327084868,0.6732777666198031,0.6715873334672291,0.6643262814933832,0.6672747762826092,0.6624712682153935,0.6711549619513065,0.6667615094508045,0.6749012519247506,0.6750937269866775,0.6753531498962307,0.6664267702126709,0.6702009551226262,0.6715036486576957,0.6749905157215863,0.6714450692910223,0.6735762424404722,0.6710043292941464,0.6748231461025195,0.6682287831112896,0.6712246992925844,0.6757241525518288,0.6658409765459374,0.6736487692754012,0.6695844770257303,0.6717184396688313,0.6658326080649841,0.6710294347370065,0.6736013478833323,0.676176050523309,0.6690516837383678,0.6745051438262927,0.6711103300528887,0.6725971301689317,0.6628896922630604,0.6681729932382674,0.6737408225658879,0.6692608957622013,0.6617906317645221,0.6655173952824085,0.6717212291624823,0.670000111579746,0.6719890205529893,0.6700956796322332,-0.2674399143067663,0.26,-1.0232281136328236,0.24663308116309457
atomic-nrm-retrospective-controls-v1-2026-08-13,original_lofo,original_23,gsm8k,trace_gsm8k_llama8b_k10,5000,3680,0.8148908926218709,0.7960426959815546,-1.8848196640316228,0.7920858036890644,-2.2805088932806417,0.8024678853754941,-1.2423007246376794,0.816791625494071,0.19007328722001615,0.7978452322134387,-1.704566040843214,0.8116524621212122,-0.323843050065864,0.8000065876152832,-1.4884305006587661,0.8113024950592884,0.8109302947957839,0.8023040184453228,0.8123227519762846,0.8158973567193676,0.8095621294466402,0.8133244812252964,0.8211804183135705,0.8092138092885375,0.8095223978919631,0.8035344614624507,0.8023332509881423,0.7962185029644268,0.8026902173913043,0.8082623106060605,0.8077260375494071,0.8033390974967061,0.8100069993412384,0.808451498682477,0.8066977519762846,0.8109113554018446,0.8155782691040845,0.803175230566535,0.8162547348484849,0.8106614377470357,0.8114490694993413,0.8135908679183136,0.8107913372859026,0.8069841073781292,0.7985871623847167,0.8020590415019763,0.8040882328722003,0.8153363801054019,0.8188092885375494,0.8153199110671936,0.8023060770750988,0.8194715497364954,0.8091320816864295,0.81441020256917,0.8043694416996048,0.8034906126482213,0.8070061347167327,0.8094200839920949,0.8062664690382082,0.800531332345191,0.8132131093544138,0.8020129281949934,0.8159479990118577,0.8003888751646905,0.8128944334650857,0.808785560770751,-0.6105331851119833,0.18,-1.44379117259551,0.2768846755599519
