size,test_set,test_set_code,grouping_on,grouping_off,difference_off_minus_on,n_subsets_drawn
10,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.6456415556448195,0.6586064247617772,0.012964869116957711,20
10,SciQ / Llama-8B,sciq_llama8b,0.7316964794348867,0.7332858607724735,0.0015893813375867927,20
10,NQ-Open / Llama-8B,se_nq_open_llama8b,0.721079328365201,0.7289434575459628,0.007864129180761736,20
10,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7991515646462664,0.8011489270832131,0.0019973624369467036,20
10,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5651228203939812,0.5661150142412376,0.0009921938472563507,20
10,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.7505315655904432,0.765862824115983,0.015331258525539848,20
10,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9204333333333332,0.9203000000000001,-0.0001333333333330966,20
10,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.8011429821310936,0.8041129570158103,0.0029699748847167307,20
10,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6843801710426964,0.6845831685357329,0.00020299749303642756,20
10,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6540612406296689,0.6534477040243336,-0.000613536605335252,20
12,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.6640130090497738,0.6949478829993536,0.030934873949579833,20
12,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.7258584895073505,0.7295849231287173,0.0037264336213667093,20
12,CoQA / Llama-7B,inside_coqa_llama7b,0.5135235888596542,0.527295840534968,0.013772251675313818,20
12,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.7079599545200516,0.7033502919581431,-0.004609662561908423,20
12,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.685180272013852,0.6919872510961544,0.006806979082302433,20
12,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.8149031147409719,0.8152404115621745,0.00033729682120264837,20
12,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8364792630222155,0.8393665175525058,0.002887254530290262,20
12,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7863613650213285,0.7899995937436523,0.0036382287223237775,20
12,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7873950907359446,0.7914902233020943,0.004095132566149684,20
12,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.567932033107492,0.5680741522015051,0.00014211909401318223,20
12,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7600606454407625,0.7705544726012562,0.01049382716049374,20
12,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9128137677484787,0.908573149087221,-0.004240618661257689,20
12,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8282302760269508,0.8296973484025212,0.0014670723755704218,20
12,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.8092732707486807,0.8175026855354725,0.008229414786791733,20
12,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7623593477691073,0.7647134764035333,0.002354128634425967,20
12,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.6460620718127246,0.6682780176742318,0.022215945861507214,20
12,SciQ / Llama-8B,sciq_llama8b,0.7345220462572633,0.7364133530819187,0.0018913068246554365,20
12,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7340649595645871,0.7388861893101717,0.004821229745584632,20
12,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7992616843466116,0.7993155610448675,5.3876698255850286e-05,20
12,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5598278327742305,0.5631794986168374,0.0033516658426068213,20
12,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.7291237532242232,0.7700129904081703,0.0408892371839471,20
12,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9298666666666666,0.9284333333333332,-0.0014333333333333975,20
12,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.8016555191864295,0.8044092144268775,0.0027536952404479953,20
12,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6848874926462657,0.6845885236608553,-0.000298968985410375,20
12,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6547432297410289,0.6520598425972753,-0.0026833871437536017,20
15,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.6186974789915967,0.6698438510019393,0.05114637201034267,20
15,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.7336879979800248,0.7391335147570419,0.005445516777017101,20
15,CoQA / Llama-7B,inside_coqa_llama7b,0.5268118041805392,0.5280857465035048,0.0012739423229656266,20
15,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.7110683933630109,0.7025987165404406,-0.008469676822570271,20
15,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6795253023151897,0.6885961543832211,0.009070852068031376,20
15,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.815050244214909,0.8151913684041958,0.00014112418928680093,20
15,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.838187883842596,0.8412063082872091,0.003018424444613088,20
15,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7905917123705057,0.7928249035141173,0.002233191143611535,20
15,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7920738436618339,0.7966273284739096,0.0045534848120757365,20
15,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5675888020879888,0.5680866658324246,0.0004978637444358336,20
15,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7710634611219407,0.7747960436069598,0.0037325824850190648,20
15,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9079487829614605,0.9026971348884381,-0.005251648073022475,20
15,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8305667246250816,0.832392414692458,0.0018256900673763177,20
15,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.7985147821213394,0.8062514595301481,0.007736677408808679,20
15,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7810239620359682,0.7791296690562792,-0.0018942929796890162,20
15,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.652231873870255,0.669327843609828,0.017095969739572947,20
15,SciQ / Llama-8B,sciq_llama8b,0.7361911814970947,0.7375811780790702,0.0013899965819754723,20
15,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7273873562945136,0.7350803771827641,0.0076930208882505235,20
15,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.8004786282363534,0.798371088384334,-0.002107539852019391,20
15,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5693739935100852,0.5671128523339599,-0.002261141176125303,20
15,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.761542541872298,0.790180635459762,0.028638093587464053,20
15,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9333333333333333,0.9316333333333333,-0.0017000000000000348,20
15,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.8085077095685111,0.8105014513339921,0.0019937417654809497,20
15,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6844507439416322,0.6837968831641753,-0.0006538607774568828,20
15,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.656774660653811,0.6552737774190416,-0.001500883234769379,20
18,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.640917905623788,0.7254454185520363,0.08452751292824823,20
18,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.734468634272248,0.741005498821681,0.00653686454943303,20
18,CoQA / Llama-7B,inside_coqa_llama7b,0.5213448787530411,0.5303543007717217,0.009009422018680602,20
18,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.7155181052591008,0.7096933957719064,-0.005824709487194379,20
18,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6838446393163349,0.6916844704480503,0.00783983113171538,20
18,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.814696933301305,0.8149171270718231,0.00022019377051807343,20
18,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8382333762984306,0.8389369929486694,0.0007036166502387697,20
18,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7904405850091408,0.7931811903310989,0.0027406053219580784,20
18,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.8021415729937077,0.8034391993520769,0.0012976263583691638,20
18,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5708146373728527,0.5700361107635102,-0.0007785266093424115,20
18,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7812287921449713,0.7851563064038698,0.003927514258898479,20
18,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9139135395537525,0.9056636663286005,-0.008249873225152027,20
18,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8389181699630516,0.8364241469245817,-0.002494023038469906,20
18,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.8120008406893653,0.819319508663771,0.007318667974405724,20
18,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7788251428939298,0.7799604771254753,0.0011353342315455484,20
18,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.6423516268326973,0.6718997567561537,0.029548129923456345,20
18,SciQ / Llama-8B,sciq_llama8b,0.7382362994189358,0.7395180585621512,0.0012817591432154885,20
18,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7333151193344624,0.7417434788019986,0.008428359467536284,20
18,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.8069779991458219,0.8062301317050086,-0.0007478674408133434,20
18,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5646656203848215,0.5648995421065549,0.00023392172173342107,20
18,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.7620925301100663,0.7901243492327118,0.028031819122645518,20
18,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9351666666666667,0.9338999999999998,-0.0012666666666668602,20
18,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.8069316123188406,0.8097697113801055,0.002838099061264865,20
18,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6859514412554251,0.6844346403153708,-0.0015168009400542415,20
