size,test_set,test_set_code,grouping_on,grouping_off,difference_off_minus_on,n_subsets_drawn
3,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.5908916451195864,0.6006151018099548,0.009723456690368448,20
3,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.687369543261138,0.7044172932330829,0.017047749971944914,20
3,CoQA / Llama-7B,inside_coqa_llama7b,0.5615469268743778,0.5488880256538088,-0.012658901220569008,20
3,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.6688173286311693,0.673972365150026,0.005155036518856737,20
3,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6526460142802618,0.6729335977136688,0.020287583433406975,20
3,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.7760068860597327,0.8020007606693891,0.02599387460965641,20
3,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.781420881037228,0.7958253089695959,0.014404427932367958,20
3,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.6967204956327442,0.7147989031078611,0.01807840747511691,20
3,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.6705366281294779,0.7137169697131516,0.043180341583673676,20
3,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5411734210479272,0.5467857845152755,0.00561236346734828,20
3,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7010937838423219,0.7012562269872211,0.00016244314489921585,20
3,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.877877789046653,0.8786099137931034,0.0007321247464503466,20
3,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.7731471419256685,0.791567050641165,0.01841990871549648,20
3,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.7675260380178413,0.7767479333053103,0.009221895287469084,20
3,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7363281663133596,0.7427552892596185,0.006427122946258912,20
3,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.5965623674990517,0.6104929593180246,0.013930591818972937,20
3,SciQ / Llama-8B,sciq_llama8b,0.6875356044206449,0.6972143101287457,0.00967870570810081,20
3,NQ-Open / Llama-8B,se_nq_open_llama8b,0.680884743340358,0.6974843565364408,0.01659961319608283,20
3,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7249132547643509,0.7522342813939261,0.02732102662957525,20
3,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5297435690273481,0.5397737963807808,0.01003022735343273,20
3,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.6590787803521687,0.6592791746986499,0.00020039434648122523,20
3,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.8551,0.8847666666666667,0.02966666666666673,20
3,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.7588636260704875,0.7768913661067193,0.018027740036231754,20
3,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6556179852642257,0.6661407296281476,0.010522744363921976,20
3,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.619654219746492,0.625231631759934,0.005577412013441974,20
4,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.6228436085972852,0.6298955639948286,0.007051955397543441,20
4,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.7141833127595107,0.7188019021434181,0.004618589383907357,20
4,CoQA / Llama-7B,inside_coqa_llama7b,0.5432584048778725,0.5389096069676701,-0.004348797910202373,20
4,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.6851342236611357,0.6843277254244474,-0.0008064982366883244,20
4,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6618717476098714,0.6760167937367927,0.014145046126921246,20
4,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.7928306910080871,0.7955280646969334,0.0026973736888462607,20
4,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8085404503753129,0.8183630297975586,0.009822579422245736,20
4,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7342303473491774,0.7542151127361365,0.019984765386959147,20
4,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7307574382114472,0.7480221878087203,0.017264749597273088,20
4,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5477555909115287,0.5474105722304653,-0.0003450186810634026,20
4,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.6795935311529853,0.6738574832142085,-0.0057360479387768,20
4,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9081896551724139,0.9081421146044624,-4.754056795153172e-05,20
4,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.7963024342534231,0.8064116496413822,0.01010921538795917,20
4,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.7834547662416516,0.7895334174022698,0.006078651160618231,20
4,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7496102892826104,0.755487448785804,0.005877159503193563,20
4,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.6228518109392784,0.6311202885452232,0.008268477605944735,20
4,SciQ / Llama-8B,sciq_llama8b,0.6989973795146406,0.7070525236413353,0.008055144126694724,20
4,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7047720583813809,0.7131102531006543,0.00833819471927344,20
4,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7689506019646092,0.7756585250424204,0.0067079230778112064,20
4,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5685806544938031,0.5738600236800286,0.005279369186225513,20
4,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.6992576390083814,0.6979145106038804,-0.001343128404501015,20
4,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.8855333333333333,0.8928,0.0072666666666667545,20
4,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.7716849884716732,0.7775450325263504,0.005860044054677216,20
4,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6787620710257894,0.680575813653886,0.0018137426280965263,20
4,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6456269282268501,0.6396678921337764,-0.0059590360930736885,20
5,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.621435641564318,0.653987556561086,0.03255191499676802,20
5,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.7209284872629336,0.7242263775109414,0.003297890248007862,20
5,CoQA / Llama-7B,inside_coqa_llama7b,0.5187805004631587,0.5283912426024335,0.00961074213927482,20
5,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.68062958894606,0.6785473396157329,-0.0020822493303270795,20
5,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6617603867027861,0.6664361484253545,0.004675761722568339,20
5,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.7888571943310113,0.7938395788293697,0.0049823844983584165,20
5,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8174509060580787,0.8225888998407764,0.005137993782697747,20
5,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7447079016859639,0.7504348974202724,0.00572699573430846,20
5,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7202551642503049,0.7451307861408523,0.024875621890547372,20
5,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.560163749798888,0.5580507338350702,-0.0021130159638178547,20
5,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7142047505595264,0.7220381199913365,0.007833369431810122,20
5,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.905590770791075,0.9055432302231237,-4.7540567951309676e-05,20
5,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8151515974788088,0.8150700934579438,-8.150402086504194e-05,20
5,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.7939493718182242,0.7965461678576433,0.0025967960394190914,20
5,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7380254197149938,0.7383032754093687,0.00027785569437488444,20
5,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.643585838298632,0.6400480629756087,-0.003537775323023351,20
5,SciQ / Llama-8B,sciq_llama8b,0.7120884128973454,0.708664691808135,-0.0034237210892104075,20
5,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7051129296830753,0.7196047104494392,0.014491780766363926,20
5,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7754515311717244,0.7783726466819803,0.0029211155102558672,20
5,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5538029474572352,0.554019412334063,0.00021646487682780435,20
5,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.689311051177761,0.6968169239810706,0.00750587280330961,20
5,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.8966999999999998,0.9131333333333332,0.01643333333333341,20
5,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.7848218358860344,0.7898303174407114,0.005008481554677036,20
5,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6729674048834151,0.6739196991337703,0.0009522942503551457,20
5,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6390596629071827,0.6354416518011758,-0.003618011106006902,20
6,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.6898190045248869,0.685126454427925,-0.0046925500969619005,20
6,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.7237410223319493,0.7319934631354507,0.008252440803501404,20
6,CoQA / Llama-7B,inside_coqa_llama7b,0.52052430522245,0.5240812116360594,0.0035569064136093953,20
6,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.6924312501204447,0.6911834422154131,-0.0012478079050316504,20
6,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6823058340547936,0.6859297763007233,0.0036239422459296566,20
6,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.7941178236848426,0.7930809112018576,-0.0010369124829849863,20
6,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8280919705815452,0.832380771855334,0.004288801273788834,20
6,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7746388381068454,0.7761157830591102,0.0014769449522648026,20
6,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7427288868715456,0.747337106951824,0.004608220080278391,20
6,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5599688946888576,0.5582080480523427,-0.001760846636514879,20
6,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7395928091834524,0.7466536712150748,0.0070608620316223725,20
6,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9073085699797161,0.9084241886409737,0.0011156186612576446,20
6,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8213078678548141,0.8243914366442079,0.0030835687893937536,20
6,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.8117603101209658,0.8152398299939284,0.0034795198729625776,20
6,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7391592594806615,0.7498674523725221,0.010708192891860535,20
6,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.5994094641940595,0.6193523911539577,0.01994292695989819,20
6,SciQ / Llama-8B,sciq_llama8b,0.7221715848239717,0.7272644411530137,0.005092856329041995,20
6,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7113037725268533,0.7162158578418691,0.004912085315015857,20
6,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.775207773019519,0.7786368647051354,0.0034290916856163367,20
6,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5611137531555365,0.5629921257937825,0.0018783726382460841,20
6,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.6547596930348469,0.677700751785324,0.022941058750477028,20
6,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9077,0.9105666666666666,0.002866666666666684,20
6,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.7946615097990778,0.7967700201745718,0.002108510375493977,20
6,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6736187028509921,0.6744515013093281,0.0008327984583359482,20
6,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6442202283223465,0.647142682990449,0.002922454668102481,20
8,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.717594537815126,0.710221396250808,-0.007373141564318009,20
8,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.730260352373471,0.7386811244529234,0.008420772079452465,20
8,CoQA / Llama-7B,inside_coqa_llama7b,0.5160949459857733,0.5322442482594193,0.01614930227364597,20
8,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.6968780713418512,0.6987194311152223,0.0018413597733710763,20
8,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6836469358877686,0.6864356131482672,0.0027886772604985843,20
8,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.8041536552165907,0.806744935543278,0.0025912803266873174,20
8,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8240416255970885,0.8325741147926303,0.008532489195541837,20
8,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7790903920373757,0.7827997156205565,0.003709323583180768,20
8,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7832917256294556,0.788289545118771,0.004997819489315436,20
8,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5659209138525894,0.5654856182627505,-0.00043529558983890215,20
8,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.7557757562630856,0.7592448198686015,0.0034690636055159096,20
8,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.9105349898580123,0.9089661511156187,-0.0015688387423935524,20
8,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8254971745272768,0.8277575527059335,0.0022603781786567634,20
8,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.7894703656998739,0.7925528933725654,0.0030825276726914597,20
8,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.767860016829985,0.7688375124730422,0.000977495643057269,20
8,GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,0.6522440081676375,0.6604029981477763,0.008158989980138753,20
8,SciQ / Llama-8B,sciq_llama8b,0.7255098553036344,0.7299305001709012,0.0044206448672667875,20
8,NQ-Open / Llama-8B,se_nq_open_llama8b,0.7088480543035782,0.7185200289193963,0.009671974615818035,20
8,SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,0.7914608174714024,0.7958538028234046,0.0043929853520021656,20
8,TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,0.5722218862552302,0.5723824005330748,0.00016051427784458117,20
8,TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,0.7217539981197055,0.7241167831667916,0.002362785047086091,20
8,TriviaQA / Llama-8B,spilled_triviaqa_llama8b,0.9253666666666666,0.9228666666666665,-0.0025000000000000577,20
8,GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,0.7936454936594203,0.79806645256917,0.004420958909749695,20
8,MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,0.6839182149990936,0.6839564276419318,3.821264283820902e-05,20
8,TruthfulQA / Llama-8B,truthfulqa_llama8b,0.6423480549996594,0.6379354314808346,-0.004412623518824765,20
10,GSM8K / R1-Distill-8B,ars_gsm8k_r1distill8b,0.6822317388493859,0.6835942550096961,0.0013625161603101343,20
10,TriviaQA / Mistral-24B,epr_triviaqa_mistral24b,0.721373162383571,0.7297855178992256,0.008412355515654668,20
10,CoQA / Llama-7B,inside_coqa_llama7b,0.5007647035233098,0.515837102560191,0.015072399036881179,20
10,GSM8K / Qwen2.5-7B,internalstates_gsm8k_qwen25_7b,0.7057996569732709,0.7013489815189533,-0.004450675454317543,20
10,GSM8K / Llama-3B,lapeigvals_gsm8k_llama3b,0.6750986771674068,0.6831144515504417,0.008015774383034913,20
10,GSM8K / Llama-8B,lapeigvals_gsm8k_llama8b,0.8083743694451115,0.8097025382336456,0.0013281687885340343,20
10,GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,0.8308541208582911,0.8357358404731215,0.004881719614830415,20
10,GSM8K / Nemo,lapeigvals_gsm8k_nemo,0.7703615681495024,0.7764115376802762,0.006049969530773747,20
10,GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,0.7847319751866784,0.7881780720725532,0.0034460968858748275,20
10,HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,0.5643075492947676,0.5652380271367025,0.0009304778419348958,20
10,MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,0.750227420402859,0.7487473828604433,-0.0014800375424156575,20
10,MATH-500 / Qwen-Math-7B,math500_qwenmath7b,0.907514579107505,0.9062595081135901,-0.001255070993914864,20
10,MATH-500 / R1-Distill-8B,math500_r1distill8b,0.8199712019126277,0.8240735709628341,0.004102369050206334,20
10,MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,0.8054738218672645,0.811571155013778,0.006097333146513506,20
10,GSM8K / Mistral-7B,noise_gsm8k_mistral7b,0.7768357788926238,0.7751334672987873,-0.0017023115938364919,20
