dufs_epochs,dufs_seeds,family,head,include_elapsed_length,k,labels_seen_during_fit,lambda,model,n_features,n_fit_traces
80,"[11, 23, 37]",gsm8k,answer_dufs_liu_mixed,False,7,False,0.1,qwen3_8b,28,171
80,"[11, 23, 37]",math,answer_dufs_liu_mixed,False,7,False,0.1,qwen3_8b,28,409
80,"[11, 23, 37]",olympiadbench,answer_dufs_liu_mixed,False,7,False,0.1,qwen3_8b,28,396
80,"[11, 23, 37]",omnimath,answer_dufs_liu_mixed,False,7,False,0.1,qwen3_8b,28,403
80,"[11, 23, 37]",gsm8k,answer_dufs_liu_mixed,False,7,False,0.1,llama31_8b,29,171
80,"[11, 23, 37]",math,answer_dufs_liu_mixed,False,7,False,0.1,llama31_8b,29,409
80,"[11, 23, 37]",olympiadbench,answer_dufs_liu_mixed,False,7,False,0.1,llama31_8b,29,396
80,"[11, 23, 37]",omnimath,answer_dufs_liu_mixed,False,7,False,0.1,llama31_8b,29,403
