direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S2I_S2A_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S2I_ONE_FACTOR_REDUCER_ONLY,step_top5mean,true,COMPLETE,step_top5mean
eq,RETROSPECTIVE,P0_S2I_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S2I_LABEL_FREE_DETECTOR_FIT,true,true,COMPLETE,true
le,RETROSPECTIVE,P0_S2I_EXISTING_EDGES_RECONSTRUCTED,2.7755575615628914e-17,true,COMPLETE,1e-12
eq,RETROSPECTIVE,P0_S2I_SOURCE_HASHES_STABLE,16f5bc555c44d1ac7a30154e92983ff7abe8ce57cd9112dad0f0e2e8bd63f908,true,COMPLETE,16f5bc555c44d1ac7a30154e92983ff7abe8ce57cd9112dad0f0e2e8bd63f908
