cell,rep,m,k,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,lsml_K,lsml_degenerate,n_distinct_cluster_size,dufs_n_open,lsml_K_eigen,lsml_degenerate_eigen,lsml_K_complete,lsml_degenerate_complete,auroc_dufs_gate_prune,dufs_gate_prune_cols,overlap_dufs_gate_prune,frac_inside_dufs_gate,cond_null_dufs_gate_prune,auroc_pc_leverage_prune,pc_leverage_prune_cols,overlap_pc_leverage_prune,frac_inside_pc_leverage,cond_null_pc_leverage_prune,auroc_redundancy_prune,redundancy_prune_cols,overlap_redundancy_prune,frac_inside_redundancy,cond_null_redundancy_prune,auroc_cluster_size_prune,cluster_size_prune_cols,overlap_cluster_size_prune,frac_inside_cluster_size,cond_null_cluster_size_prune,auroc_pairfit_resid_prune,pairfit_resid_prune_cols,overlap_pairfit_resid_prune,frac_inside_pairfit_resid,cond_null_pairfit_resid_prune,auroc_cluster_rr_prune,cluster_rr_prune_cols,overlap_cluster_rr_prune,frac_inside_cluster_rr,cond_null_cluster_rr_prune,auroc_rho_prune,rho_prune_cols,overlap_rho_prune,frac_inside_rho,cond_null_rho_prune,auroc_truecorr_prune,truecorr_prune_cols,overlap_truecorr_prune,frac_inside_truecorr,cond_null_truecorr_prune,auroc_cluster_size_eigen_prune,auroc_cluster_size_complete_prune,auroc_cluster_rr_eigen_prune,auroc_cluster_rr_complete_prune,n_distinct_null_compositions,auroc_random_prune,n_random_prune_failed
ars_gsm8k_r1distill8b,0,30,12,14,0.7278401997503121,0.7816791510611737,8,0,5,12,6,0,6,0,0.6818820224719101,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.499,0.6818820224719101,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.499,0.7094257178526842,sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,0.5833333333333334,1.0,0.499,0.7049781523096129,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.5,1.0,0.499,0.70583645443196,sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.499,0.7002184769038702,epr|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.5833333333333334,1.0,0.499,0.6933520599250937,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.499,0.6933520599250937,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.499,0.6887484394506866,0.6887484394506866,0.6756398252184769,0.6756398252184769,1,0.6854681647940075,0
ars_gsm8k_r1distill8b,1,30,12,16,0.7064698867024448,0.7506708407871199,7,0,4,13,4,0,4,0,0.6517590936195587,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.43233333333333335,0.6529516994633273,epr|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.43233333333333335,0.7431425163983304,trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|varentropy|topk_tail_mass,0.4166666666666667,1.0,0.43233333333333335,0.713103756708408,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,0.5,1.0,0.43233333333333335,0.7431425163983304,trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|varentropy|topk_tail_mass,0.4166666666666667,1.0,0.43233333333333335,0.7081097197376268,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy,0.5,1.0,0.43233333333333335,0.6718843172331544,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3333333333333333,1.0,0.43233333333333335,0.6386404293381037,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.43233333333333335,0.7345706618962433,0.7345706618962433,0.6945438282647585,0.6945438282647585,1,0.6895169946332735,0
ars_gsm8k_r1distill8b,2,30,12,18,0.7226190476190475,0.7947619047619048,5,0,4,12,6,0,6,0,0.6736507936507936,epr|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.3339166666666667,0.6736507936507936,epr|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.3339166666666667,0.7392857142857142,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|logprob_margin|topk_tail_mass,0.4166666666666667,1.0,0.3339166666666667,0.7485714285714284,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|mean_top1_logprob|varentropy|renyi_entropy_2,0.4166666666666667,1.0,0.3339166666666667,0.741031746031746,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|varentropy|topk_tail_mass,0.4166666666666667,1.0,0.3339166666666667,0.7410317460317462,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|mean_logprob_entropy|varentropy|topk_tail_mass,0.3333333333333333,1.0,0.3339166666666667,0.701984126984127,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.25,1.0,0.3339166666666667,0.6703174603174603,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3333333333333333,1.0,0.3339166666666667,0.7485714285714284,0.7485714285714284,0.7410317460317462,0.7410317460317462,1,0.7212000000000001,0
ars_gsm8k_r1distill8b,3,30,11,18,0.7242844364937387,0.7766100178890876,8,0,6,11,5,0,5,0,0.6675611210494932,epr|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3314545454545454,0.6675611210494932,epr|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3314545454545454,0.7397137745974955,trace_length|low_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|logprob_margin,0.45454545454545453,1.0,0.3314545454545454,0.7363595706618962,trace_length|low_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|logprob_margin|mean_logprob_entropy,0.36363636363636365,1.0,0.3314545454545454,0.7365831842576028,trace_length|low_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|varentropy|topk_tail_mass,0.36363636363636365,1.0,0.3314545454545454,0.735092426952892,epr|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|varentropy|renyi_entropy_2,0.2727272727272727,1.0,0.3314545454545454,0.6959600477042336,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.18181818181818182,1.0,0.3314545454545454,0.6566040548598688,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2727272727272727,1.0,0.3314545454545454,0.7450805008944543,0.7450805008944543,0.716979725700656,0.716979725700656,1,0.71087656529517,0
ars_gsm8k_r1distill8b,4,30,10,17,0.7557585995085995,0.802595208845209,8,0,5,12,6,0,6,0,0.6851197788697788,epr|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.3,1.0,0.293,0.6638513513513513,epr|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3,1.0,0.293,0.7662776412776413,trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|logprob_margin,0.4,1.0,0.293,0.7625153562653564,trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|renyi_entropy_2,0.2,1.0,0.293,0.7608261670761671,trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|varentropy|topk_tail_mass,0.3,1.0,0.293,0.7728808353808355,spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|logprob_margin|mean_logprob_entropy|varentropy,0.2,1.0,0.293,0.7124539312039312,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2,1.0,0.293,0.7066953316953317,epr|trace_length|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|topk_tail_mass,0.3,1.0,0.293,0.7625153562653564,0.7625153562653564,0.7734183046683047,0.7734183046683047,1,0.7496744471744472,0
epr_triviaqa_mistral24b,0,28,12,21,0.6995480225988701,0.692090395480226,8,0,4,18,3,0,5,0,0.7003389830508474,epr|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.523875,0.699322033898305,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4166666666666667,1.0,0.523875,0.6765536723163842,trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|epr_spilled|sw_var_peak_spilled|epr_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|varentropy,0.6666666666666666,1.0,0.523875,0.6703389830508475,trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|topk_tail_mass,0.6666666666666666,1.0,0.523875,0.6889265536723164,trace_length|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.523875,0.7038983050847457,trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|epr_spilled|min_energy|sw_var_peak_energy|mean_top1_logprob|varentropy|renyi_entropy_2|topk_tail_mass,0.5833333333333334,1.0,0.523875,0.7010169491525424,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.523875,0.7028813559322034,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.523875,0.7023728813559321,0.668135593220339,0.7002259887005651,0.6933898305084746,1,0.6933039548022599,0
epr_triviaqa_mistral24b,1,28,14,22,0.7436730123180291,0.7373460246360583,8,0,5,20,3,0,5,0,0.7376819708846585,epr|trace_length|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.6346428571428571,0.7385218365061591,epr|trace_length|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.6346428571428571,0.7211086226203807,trace_length|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|varentropy,0.5714285714285714,1.0,0.6346428571428571,0.7143337066069428,trace_length|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy,0.5714285714285714,1.0,0.6346428571428571,0.7403695408734602,trace_length|spectral_entropy|high_band_power|dominant_freq|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.5714285714285714,1.0,0.6346428571428571,0.7370660694288913,epr|trace_length|spectral_entropy|dominant_freq|spectral_centroid|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,0.6428571428571429,1.0,0.6346428571428571,0.7442889137737961,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.6346428571428571,0.7411534154535274,epr|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.6346428571428571,0.7179171332586786,0.7157334826427771,0.7260358342665174,0.7371780515117581,1,0.7412653975363942,0
epr_triviaqa_mistral24b,2,28,10,22,0.7317640692640692,0.7299242424242425,8,0,5,20,3,0,6,0,0.7279761904761906,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,0.3,1.0,0.46040000000000003,0.7303571428571429,epr|sw_var_peak|cusum_max|epr_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.46040000000000003,0.6607683982683982,trace_length|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|epr_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin,0.5,1.0,0.46040000000000003,0.6768398268398268,trace_length|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled,0.3,1.0,0.46040000000000003,0.7096861471861472,trace_length|spectral_entropy|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|topk_tail_mass,0.5,1.0,0.46040000000000003,0.7303571428571429,low_band_power|dominant_freq|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.46040000000000003,0.732034632034632,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.46040000000000003,0.7314393939393941,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6,1.0,0.46040000000000003,0.7109848484848486,0.7109848484848486,0.7155303030303031,0.727056277056277,1,0.726017316017316,0
epr_triviaqa_mistral24b,3,28,19,21,0.7474856321839081,0.7475882594417077,7,0,6,19,4,0,5,0,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7467672413793105,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7464080459770115,epr|trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7461514778325123,trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7469211822660099,epr|trace_length|spectral_entropy|dominant_freq|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7469724958949098,epr|trace_length|spectral_entropy|low_band_power|dominant_freq|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7472803776683088,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8421052631578947,1.0,0.8582105263157893,0.7461514778325125,0.7461514778325123,0.7471264367816092,0.7469724958949098,1,0.7471018062397371,0
epr_triviaqa_mistral24b,4,28,19,23,0.7015623218154864,0.6952332078914356,8,0,4,19,5,0,4,0,0.7026456836583419,epr|trace_length|spectral_entropy|dominant_freq|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.7395789473684209,0.7033299121906718,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.7395789473684209,0.6910708176530962,epr|trace_length|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy,0.7368421052631579,1.0,0.7395789473684209,0.6957463792906831,trace_length|low_band_power|high_band_power|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7368421052631579,1.0,0.7395789473684209,0.7006500171057133,trace_length|spectral_entropy|high_band_power|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,0.6842105263157895,1.0,0.7395789473684209,0.6973999315771467,epr|trace_length|low_band_power|high_band_power|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7368421052631579,1.0,0.7395789473684209,0.7033299121906718,epr|trace_length|spectral_entropy|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6842105263157895,1.0,0.7395789473684209,0.7026456836583418,epr|trace_length|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7368421052631579,1.0,0.7395789473684209,0.6899304367658798,0.6885619797012202,0.6978560839320334,0.6973429125327859,1,0.6990854145284525,0
