cell,rep,m,k,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,lsml_K,lsml_degenerate,n_distinct_cluster_size,dufs_n_open,lsml_K_eigen,lsml_degenerate_eigen,lsml_K_complete,lsml_degenerate_complete,auroc_dufs_gate_prune,dufs_gate_prune_cols,overlap_dufs_gate_prune,frac_inside_dufs_gate,cond_null_dufs_gate_prune,auroc_pc_leverage_prune,pc_leverage_prune_cols,overlap_pc_leverage_prune,frac_inside_pc_leverage,cond_null_pc_leverage_prune,auroc_redundancy_prune,redundancy_prune_cols,overlap_redundancy_prune,frac_inside_redundancy,cond_null_redundancy_prune,auroc_cluster_size_prune,cluster_size_prune_cols,overlap_cluster_size_prune,frac_inside_cluster_size,cond_null_cluster_size_prune,auroc_pairfit_resid_prune,pairfit_resid_prune_cols,overlap_pairfit_resid_prune,frac_inside_pairfit_resid,cond_null_pairfit_resid_prune,auroc_cluster_rr_prune,cluster_rr_prune_cols,overlap_cluster_rr_prune,frac_inside_cluster_rr,cond_null_cluster_rr_prune,auroc_rho_prune,rho_prune_cols,overlap_rho_prune,frac_inside_rho,cond_null_rho_prune,auroc_truecorr_prune,truecorr_prune_cols,overlap_truecorr_prune,frac_inside_truecorr,cond_null_truecorr_prune,auroc_cluster_size_eigen_prune,auroc_cluster_size_complete_prune,auroc_cluster_rr_eigen_prune,auroc_cluster_rr_complete_prune,n_distinct_null_compositions,auroc_random_prune,n_random_prune_failed
lapeigvals_gsm8k_mistral24b,4,30,13,21,0.803580864753971,0.8262099406297598,7,0,4,21,2,0,7,0,0.8095178887818221,epr|low_band_power|hl_ratio|spectral_centroid|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.3354615384615385,0.8053215628982624,epr|low_band_power|spectral_centroid|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.3354615384615385,0.7560846725311616,low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_spilled|min_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.15384615384615385,1.0,0.3354615384615385,0.7652233377886918,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|renyi_entropy_2,0.3076923076923077,1.0,0.3354615384615385,0.7562090081128967,low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy,0.07692307692307693,1.0,0.3354615384615385,0.7797084330608313,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|varentropy,0.23076923076923078,1.0,0.3354615384615385,0.8038295359174412,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.3354615384615385,0.8081501973827361,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,1.0,0.3354615384615385,0.8078082745329644,0.7652233377886918,0.8095178887818221,0.7797084330608313,1,0.7941064934257562,0
lapeigvals_gsm8k_nemo,0,29,11,21,0.8166570271833429,0.8317428185849238,4,0,2,13,3,0,3,0,0.7969764153974679,epr|hl_ratio|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.37872727272727263,0.7983098772572457,epr|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.37872727272727263,0.7674153332048069,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|cusum_shift_idx|sw_var_peak_spilled|min_energy|cusum_max_energy|logprob_margin,0.36363636363636365,1.0,0.37872727272727263,0.7709016130068764,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy,0.2727272727272727,1.0,0.37872727272727263,0.8071300044984255,high_band_power|hl_ratio|sw_var_peak|cusum_max|cusum_shift_idx|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|topk_tail_mass,0.45454545454545453,1.0,0.37872727272727263,0.8049771865561339,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|min_energy|mean_logprob_entropy|renyi_entropy_2,0.09090909090909091,1.0,0.37872727272727263,0.8024387892808946,epr|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.37872727272727263,0.7980528243686137,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.37872727272727263,0.7872887346571558,0.7872887346571558,0.8062303193882141,0.8062303193882141,1,0.8112441359809782,0
lapeigvals_gsm8k_nemo,1,29,13,20,0.8002559490868844,0.8219078583287216,8,0,5,13,4,0,4,0,0.7837921970116214,epr|hl_ratio|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.39842307692307694,0.7840516048699502,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3076923076923077,1.0,0.39842307692307694,0.7616733536247926,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.46153846153846156,1.0,0.39842307692307694,0.7646651909241837,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|varentropy|topk_tail_mass,0.46153846153846156,1.0,0.39842307692307694,0.7707872163807414,low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|varentropy|topk_tail_mass,0.38461538461538464,1.0,0.39842307692307694,0.7838440785832872,trace_length|low_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|varentropy|renyi_entropy_2,0.3076923076923077,1.0,0.39842307692307694,0.7850373547315994,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.39842307692307694,0.7850373547315994,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.39842307692307694,0.780246956281129,0.780246956281129,0.7876487271721084,0.7876487271721084,1,0.79155783065855,0
lapeigvals_gsm8k_nemo,2,29,13,20,0.7931074380165288,0.8205950413223141,8,0,5,16,3,0,3,0,0.7641157024793389,epr|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.44773076923076927,0.7684462809917355,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.44773076923076927,0.774413223140496,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin,0.46153846153846156,1.0,0.44773076923076927,0.7721652892561983,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_logprob_entropy|topk_tail_mass,0.38461538461538464,1.0,0.44773076923076927,0.7901818181818182,trace_length|low_band_power|high_band_power|hl_ratio|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|varentropy|topk_tail_mass,0.5384615384615384,1.0,0.44773076923076927,0.7910743801652893,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy,0.5384615384615384,1.0,0.44773076923076927,0.7721983471074381,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,1.0,0.44773076923076927,0.7721983471074381,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,1.0,0.44773076923076927,0.7839669421487603,0.7839669421487603,0.7888264462809917,0.7888264462809917,1,0.7840714049586777,0
lapeigvals_gsm8k_nemo,3,29,10,21,0.7970265347314527,0.8223469371010355,7,0,5,16,4,0,4,0,0.7807479610758299,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.33385,0.7810433384203876,epr|sw_var_peak|cusum_max|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3,1.0,0.33385,0.718456161079112,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak_spilled|min_energy|cusum_max_energy|logprob_margin,0.4,1.0,0.33385,0.7134019265166806,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|cusum_max_energy,0.3,1.0,0.33385,0.7861468025402452,low_band_power|high_band_power|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|topk_tail_mass,0.2,1.0,0.33385,0.7703769343113606,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|min_energy|logprob_margin,0.3,1.0,0.33385,0.7609412691379904,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2,1.0,0.33385,0.7807479610758299,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4,1.0,0.33385,0.7169464546513727,0.7169464546513727,0.7631073696647466,0.7631073696647466,1,0.7834391768818,0
lapeigvals_gsm8k_nemo,4,29,11,21,0.7922314911366006,0.8145040406673618,6,0,5,13,5,0,4,0,0.7837102450469238,epr|hl_ratio|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3344090909090908,0.7868547966631908,epr|sw_var_peak|cusum_max|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3344090909090908,0.7055200729927007,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|cusum_shift_idx|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy,0.2727272727272727,1.0,0.3344090909090908,0.7276133993743482,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_spilled|min_energy|cusum_max_energy|logprob_margin,0.2727272727272727,1.0,0.3344090909090908,0.7633113920750781,low_band_power|high_band_power|sw_var_peak|cusum_max|cusum_shift_idx|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|topk_tail_mass,0.2727272727272727,1.0,0.3344090909090908,0.7615843326381648,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|cusum_max|epr_spilled|min_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.2727272727272727,1.0,0.3344090909090908,0.7856816996871743,epr|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3344090909090908,0.78859814911366,epr|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.3344090909090908,0.7334462982273201,0.7689487747653806,0.7536333420229405,0.7751075338894683,1,0.7812122002085505,0
lapeigvals_gsm8k_phi35,0,29,11,18,0.807552063754605,0.8000526276219833,8,0,5,16,7,0,7,0,0.7915946169460943,epr|low_band_power|spectral_centroid|cusum_max|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,1.0,0.4404999999999999,0.7915946169460943,epr|low_band_power|spectral_centroid|cusum_max|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,1.0,0.4404999999999999,0.7448688068566274,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|sw_var_peak_spilled|cusum_max_spilled|logprob_margin|topk_tail_mass,0.5454545454545454,1.0,0.4404999999999999,0.7532328396361176,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|mean_logprob_entropy|varentropy,0.45454545454545453,1.0,0.4404999999999999,0.7360160890158635,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|cusum_max_spilled|topk_tail_mass,0.45454545454545453,1.0,0.4404999999999999,0.7990752574994362,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy,0.5454545454545454,1.0,0.4404999999999999,0.7901473573415534,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.36363636363636365,1.0,0.4404999999999999,0.795203368167807,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.45454545454545453,1.0,0.4404999999999999,0.7532328396361176,0.7532328396361176,0.8040748815878506,0.8040748815878506,1,0.802538155025938,0
lapeigvals_gsm8k_phi35,1,29,13,18,0.7890131259115216,0.7941446551072221,7,0,5,14,6,0,5,0,0.7734204793028323,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.4436538461538462,0.7734204793028323,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.4436538461538462,0.7752210158627271,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin,0.38461538461538464,1.0,0.4436538461538462,0.7882749059219647,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|epr_spilled|sw_var_peak_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy,0.5384615384615384,1.0,0.4436538461538462,0.7736365436900197,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|varentropy|topk_tail_mass,0.38461538461538464,1.0,0.4436538461538462,0.791677920020166,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy,0.5384615384615384,1.0,0.4436538461538462,0.7734204793028323,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,1.0,0.4436538461538462,0.7700894866670268,epr|trace_length|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.46153846153846156,1.0,0.4436538461538462,0.7882749059219647,0.7882749059219647,0.791677920020166,0.7888150668899332,1,0.7846010911251553,0
lapeigvals_gsm8k_phi35,2,29,16,20,0.8013468013468014,0.8122580528997642,8,0,5,15,5,0,5,0,0.7817209528439475,epr|low_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|cusum_shift_idx|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.4999375,0.7936945209672482,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5625,1.0,0.4999375,0.8134103962980967,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin,0.375,1.0,0.4999375,0.810205441221484,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_logprob_entropy|topk_tail_mass,0.4375,1.0,0.4999375,0.811267757791822,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_logprob_entropy|varentropy|topk_tail_mass,0.4375,1.0,0.4999375,0.8068024271232828,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|cusum_max|cusum_shift_idx|epr_spilled|cusum_max_spilled|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5625,1.0,0.4999375,0.7871585732548301,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.4999375,0.7845297898773835,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5625,1.0,0.4999375,0.8101334197590883,0.8101334197590883,0.8022650749923477,0.8022650749923477,1,0.8047152451430526,0
lapeigvals_gsm8k_phi35,3,29,17,18,0.7863735440365096,0.7867481779170357,6,0,5,15,6,0,5,0,0.7800899121313263,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7844492881956271,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7863394864110074,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7815714188406784,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7854369593351951,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7844492881956271,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8823529411764706,1.0,0.8890000000000002,0.7802942578843403,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9411764705882353,1.0,0.8890000000000002,0.7802942578843403,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9411764705882353,1.0,0.8890000000000002,0.7815714188406784,0.7815714188406784,0.7844492881956271,0.7800899121313263,1,0.7827069000749267,0
lapeigvals_gsm8k_phi35,4,29,17,20,0.8050590760466189,0.8045375218150086,6,0,4,15,6,0,5,0,0.8043168642554813,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|cusum_shift_idx|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7058823529411765,1.0,0.7503823529411764,0.8057210487252011,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.7503823529411764,0.7954705020962468,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2,0.7647058823529411,1.0,0.7503823529411764,0.7944474534111653,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.7503823529411764,0.795711219433913,trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.7503823529411764,0.7996429359491284,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_shift_idx|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7058823529411765,1.0,0.7503823529411764,0.803674951355038,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.7503823529411764,0.803674951355038,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.7503823529411764,0.7944474534111653,0.7944474534111653,0.7996429359491284,0.8014884355379028,1,0.8017315600489457,0
losnet_hotpotqa_mistral7b,0,29,3,22,0.5501022494887525,0.5559551512587265,8,0,6,12,5,0,4,0,0.5507369014879063,epr|varentropy|renyi_entropy_2,0.3333333333333333,1.0,0.092,0.5439672801635992,epr_spilled|mean_logprob_entropy|renyi_entropy_2,0.0,1.0,0.092,0.5431210774980607,spectral_entropy|dominant_freq|cusum_max_energy,0.3333333333333333,1.0,0.092,0.6017206120865948,trace_length|spectral_entropy|topk_tail_mass,0.0,1.0,0.092,0.573020238347084,sw_var_peak|sw_var_peak_spilled|cusum_max_spilled,0.0,1.0,0.092,0.556237218813906,cusum_max|varentropy|topk_tail_mass,0.3333333333333333,1.0,0.092,0.5439672801635992,epr_spilled|mean_logprob_entropy|renyi_entropy_2,0.0,1.0,0.092,0.5675904379098794,sw_var_peak|mean_logprob_entropy|varentropy,0.3333333333333333,1.0,0.092,0.513503984204217,0.5329666455116001,0.5258444397433185,0.5258444397433185,1,0.5273958112968056,0
