candidate,f1,exact_error,clean_abstention,within_one,n_scorer_rows,n_groups
H0_CURRENT_FAMILY_TOP10,0.3740991694820326,0.27019508023497385,0.6147251418084752,0.46362203596246143,1270,635
H2_CLEAN_C7,0.3747931298056758,0.27056871910595315,0.6147251418084752,0.47699311376173076,1270,635
H3_EQUAL_C8,0.3726633558782505,0.2682406959667598,0.6147251418084752,0.4758357063543234,1270,635
HISTORICAL_ENTROPY_TOP5,0.3614213583669282,0.2884642076796332,0.5067192192192191,0.4985687996991189,1270,635
HISTORICAL_FINALIST,0.3662328341717007,0.2776864388566516,0.5809288455121788,0.4817937799985672,1270,635
