candidate,f1,exact_error,clean_abstention,within_one,n_scorer_rows,n_groups
H0DET_H3LOC,0.3726633558782505,0.2682406959667598,0.6147251418084752,0.4758357063543234,1270,635
H0DET_HISTLOC,0.3793522011578457,0.2758426463213697,0.6147251418084752,0.492812880578838,1270,635
HISTDET_H0LOC,0.3612214600673106,0.27072117451106814,0.5809288455121788,0.45925545347087904,1270,635
HISTDET_H2LOC,0.3659204493396558,0.2752455852854789,0.5809288455121788,0.47168471058098715,1270,635
HISTDET_H3LOC,0.3631626604350721,0.2740749695536929,0.5809288455121788,0.47052730317357977,1270,635
HISTDET_HISTLOC,0.3662328341717007,0.2776864388566516,0.5809288455121788,0.4817937799985672,1270,635
