bootstrap_draws,bootstrap_seed,ci_high,ci_low,delta,evidence_status,left_variant_id,losses,metric_id,n_groups,right_variant_id,status,ties,wins,worst_unit_delta
20000,2026082901,-0.00039874276031798663,-0.044614445807279905,-0.0220927684700469,RETROSPECTIVE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,4,macro_f1,635,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,COMPLETE,0,0,-0.08180147058823528
20000,2026082901,-0.0017378509755708066,-0.04024650299367711,-0.020620433053943694,RETROSPECTIVE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,3,exact_error,635,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,COMPLETE,0,1,-0.07500000000000001
20000,2026082901,0.020147338665525066,-0.07259010219078119,-0.025961378044711415,RETROSPECTIVE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,3,clean_abstention,635,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,COMPLETE,0,1,-0.19444444444444453
20000,2026082901,0.003225874375985727,-0.052724148229120554,-0.024147727272727286,RETROSPECTIVE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,3,within_one,635,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,COMPLETE,1,0,-0.09999999999999998
