direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S2B_S2A_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S2B_ONE_FACTOR_DETECTOR_ONLY,family6_level_curve_max,true,COMPLETE,family6_level_curve_max
eq,RETROSPECTIVE,P0_S2B_LOCATOR_UNCHANGED,0,true,COMPLETE,0
eq,RETROSPECTIVE,P0_S2B_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S2B_LABEL_FREE_CURVE_FIT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S2B_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S2B_SOURCE_HASHES_STABLE,0f715248a194abcff7834cd1e57799aa340eb79d936218a1be0e1d037e59e549,true,COMPLETE,0f715248a194abcff7834cd1e57799aa340eb79d936218a1be0e1d037e59e549
