level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.3474027655497436,0.2846715328467153,0.4744525547445255,0.44559585492227977,137,,,
cell,short,processbench_math_qwen3_4b,0.25653199182518477,0.17372881355932204,0.3898305084745763,0.49014778325123154,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.16897282310167144,0.10160427807486631,0.2994652406417112,0.5014749262536873,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.2179254665652606,0.13227513227513227,0.2698412698412698,0.6182572614107884,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.34784377542717654,0.2773722627737226,0.44525547445255476,0.46632124352331605,137,,,
cell,short,processbench_math_qwen3_8b,0.23241646105577388,0.1483050847457627,0.3898305084745763,0.5369458128078818,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.188069726531265,0.11229946524064172,0.3048128342245989,0.5781710914454278,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.21361463655843085,0.12698412698412698,0.2804232804232804,0.6721991701244814,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.24659720582681333,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.16965508706253624,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3567389589096367,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5386391429673867,8
cell,medium,processbench_gsm8k_qwen3_4b,0.4761102419063665,0.5111111111111111,0.6666666666666666,0.44559585492227977,45,,,
cell,medium,processbench_math_qwen3_4b,0.3531795198071192,0.2760416666666667,0.46875,0.49014778325123154,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.2981335337592384,0.21212121212121213,0.48484848484848486,0.5014749262536873,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.29269138180067406,0.19172932330827067,0.38721804511278196,0.6182572614107884,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.43062200956937796,0.4,0.5777777777777777,0.46632124352331605,45,,,
cell,medium,processbench_math_qwen3_8b,0.3780034679217241,0.2916666666666667,0.4947916666666667,0.5369458128078818,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.3372913440027534,0.23809523809523808,0.49783549783549785,0.5781710914454278,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.29378695005621847,0.18796992481203006,0.40225563909774437,0.6721991701244814,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.35747730610293404,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.2885918928476494,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4975179722507025,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5386391429673867,8
cell,long,processbench_gsm8k_qwen3_4b,0.538390719941079,0.68,0.88,0.44559585492227977,25,,,
cell,long,processbench_math_qwen3_4b,0.43904395788066186,0.39759036144578314,0.5963855421686747,0.49014778325123154,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.43936611575868867,0.39094650205761317,0.5925925925925926,0.5014749262536873,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.44319485559694616,0.34539473684210525,0.5296052631578947,0.6182572614107884,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.5532453444223467,0.68,0.88,0.46632124352331605,25,,,
cell,long,processbench_math_qwen3_8b,0.4568779372539058,0.39759036144578314,0.6024096385542169,0.5369458128078818,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.44843764058664,0.3662551440329218,0.5802469135802469,0.5781710914454278,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.423576534727824,0.3092105263157895,0.5032894736842105,0.6721991701244814,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.4677666382710115,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.4458734540174995,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6455661779672296,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5386391429673867,8
