test_set,test_set_code,measurement,measurement_code,learned_weight,guessed_weight
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Concentration of candidate words,renyi_entropy_2,0.12117200960140359,0.18476746221199702
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Probability outside the top few words,topk_tail_mass,0.5083283635399672,0.18308708392089568
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Average uncertainty per token,epr,0.19936535773665823,0.17028788662876965
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Answer length,trace_length,-0.6371650597790806,-0.27592295345663814
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,How flat the uncertainty rhythm is,spectral_entropy,0.36945445366621077,0.23851067319613153
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Slow drifts in uncertainty,low_band_power,-0.7003971855465017,0.23525702049304004
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Fast jitter in uncertainty,high_band_power,0.2516859852270183,-0.23065142057868337
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Jitter-to-drift ratio,hl_ratio,-0.3565645607821548,-0.2259966113742313
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Speed of the strongest rhythm,dominant_freq,-0.27013379811670907,-0.16203186219326848
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Average rhythm speed,spectral_centroid,-0.3856494690225353,-0.23367035710515247
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Strongest local burst of jitter,stft_max_high_power,0.18757880053623563,-0.10973237172841548
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Local rhythm flatness,stft_spectral_entropy,-0.17145554081554104,-0.2086784395335043
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Late-answer uncertainty drift,rpdi,0.3266906222035528,0.10523971109646506
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Burstiest stretch of the answer,sw_var_peak,-0.06657928109922624,0.13978009646062797
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Ordinal pattern complexity,pe_mean,-0.010985812503486332,-0.031380534623973416
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Self-similarity of the trace,hurst_exponent,0.09259251438790589,-0.19872707387082827
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Size of the biggest shift,cusum_max,-0.539297456709591,0.279550938658645
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Where the biggest shift happens,cusum_shift_idx,-0.014533234851870781,-0.05903776570854037
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Average surprise per token,epr_spilled,0.9467177306242579,-0.16461205175367455
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.0014732607383546484,-0.09223366730743601
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Size of biggest shift (surprise),cusum_max_spilled,0.015185440509625283,-0.2720413573334461
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Average vocabulary spread,epr_energy,-0.8457646471212118,-0.16236541964289106
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Narrowest vocabulary moment,min_energy,0.1330026306759541,-0.11674075514389227
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.08148776343852618,0.0268846753265549
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.49540805730460435,0.2717146621270029
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Confidence in the chosen word,mean_top1_logprob,0.5166477732350838,0.168927588942907
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Lead of first choice over second,logprob_margin,0.02661687897165737,0.15583693816682126
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Spread across candidate words,mean_logprob_entropy,-0.03973139099450117,0.17064883748505924
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Variability of surprise,varentropy,0.23482923166840028,0.16865271844312757
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Concentration of candidate words,renyi_entropy_2,0.09690175742834377,0.16995051720619875
GSM8K / Mistral-7B,noise_gsm8k_mistral7b,Probability outside the top few words,topk_tail_mass,0.18764327378937887,0.1605261275665683
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Average uncertainty per token,epr,0.20971218692374127,0.15403960236095046
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Answer length,trace_length,-0.9661469455643378,-0.32769590691435535
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,How flat the uncertainty rhythm is,spectral_entropy,-0.29064767191613533,0.27538608529808467
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Slow drifts in uncertainty,low_band_power,-0.13144059609027695,0.24174769317852124
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Fast jitter in uncertainty,high_band_power,0.08108213220849773,-0.2360806650821001
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Jitter-to-drift ratio,hl_ratio,-0.08649451020014723,-0.27317712990274384
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Speed of the strongest rhythm,dominant_freq,0.11766972016069377,-0.1560619514133514
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Average rhythm speed,spectral_centroid,-0.5848067658388135,-0.2685088602331427
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Strongest local burst of jitter,stft_max_high_power,0.1296158457844403,-0.09753018241993344
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Local rhythm flatness,stft_spectral_entropy,0.41910517118240265,0.05921416002897637
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Late-answer uncertainty drift,rpdi,0.12500377475061336,0.042324646249363176
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Burstiest stretch of the answer,sw_var_peak,0.13004422848319766,0.1101567788833362
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Ordinal pattern complexity,pe_mean,0.06656934362317778,0.022888049008384485
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Self-similarity of the trace,hurst_exponent,-0.288824297202899,-0.0427033966494445
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Size of the biggest shift,cusum_max,-0.46150271221434225,0.31120165951480394
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Where the biggest shift happens,cusum_shift_idx,-0.163017372951117,-0.05445596439878499
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Average surprise per token,epr_spilled,0.7554543295260664,-0.14898723978382164
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Burstiest stretch (surprise),sw_var_peak_spilled,-0.14188367670971921,-0.08131653967575864
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Size of biggest shift (surprise),cusum_max_spilled,0.07628117663275277,-0.28915172224006286
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Average vocabulary spread,epr_energy,-0.2217026347938952,0.09518966078144236
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Narrowest vocabulary moment,min_energy,-0.07167718214129781,-0.18090909448885342
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.027988370361402694,0.18090909448885342
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Size of biggest shift (vocabulary spread),cusum_max_energy,-0.15499379782877315,0.23945474554408072
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Confidence in the chosen word,mean_top1_logprob,0.08333487736165462,0.15270874549283692
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Lead of first choice over second,logprob_margin,-0.031063047347213598,0.14178810702648412
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Spread across candidate words,mean_logprob_entropy,0.28090233020944205,0.15438746347427712
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Variability of surprise,varentropy,0.5923786682641434,0.15270358333626677
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Concentration of candidate words,renyi_entropy_2,0.14217348750714973,0.15355430067864292
GSM8K / Phi-3-mini,noise_gsm8k_phi3mini,Probability outside the top few words,topk_tail_mass,0.036264525705541006,0.14234150550920702
SciQ / Llama-8B,sciq_llama8b,Average uncertainty per token,epr,0.6411714946152821,0.20317778776445766
SciQ / Llama-8B,sciq_llama8b,Answer length,trace_length,-0.18884194713656843,-0.19556370684148067
SciQ / Llama-8B,sciq_llama8b,How flat the uncertainty rhythm is,spectral_entropy,0.6754834131283507,0.21162436354955663
SciQ / Llama-8B,sciq_llama8b,Slow drifts in uncertainty,low_band_power,-0.5090724228808025,0.18613705864109736
SciQ / Llama-8B,sciq_llama8b,Fast jitter in uncertainty,high_band_power,-0.05629253475980166,-0.07164783246331614
SciQ / Llama-8B,sciq_llama8b,Jitter-to-drift ratio,hl_ratio,0.060169859431941364,-0.1284916238968913
SciQ / Llama-8B,sciq_llama8b,Speed of the strongest rhythm,dominant_freq,0.13564232415839658,-0.15113602025494016
SciQ / Llama-8B,sciq_llama8b,Average rhythm speed,spectral_centroid,-0.49414405576282194,-0.07087136925487592
SciQ / Llama-8B,sciq_llama8b,Strongest local burst of jitter,stft_max_high_power,0.2062492558655839,0.18388843170855912
SciQ / Llama-8B,sciq_llama8b,Local rhythm flatness,stft_spectral_entropy,0.28364199040548554,0.19751497793432785
SciQ / Llama-8B,sciq_llama8b,Late-answer uncertainty drift,rpdi,0.4377871625274032,-0.15176729398768127
SciQ / Llama-8B,sciq_llama8b,Burstiest stretch of the answer,sw_var_peak,-0.4822937278827741,0.18455354455175865
SciQ / Llama-8B,sciq_llama8b,Ordinal pattern complexity,pe_mean,-0.2071874592781817,-0.02629656199872224
SciQ / Llama-8B,sciq_llama8b,Self-similarity of the trace,hurst_exponent,-0.41915703220770334,-0.16330623669920274
SciQ / Llama-8B,sciq_llama8b,Size of the biggest shift,cusum_max,-0.2274454858985009,0.21401826749951697
SciQ / Llama-8B,sciq_llama8b,Where the biggest shift happens,cusum_shift_idx,-0.24210402830213357,0.15176729398768127
SciQ / Llama-8B,sciq_llama8b,Average surprise per token,epr_spilled,0.12551815085351675,-0.1926976919612808
SciQ / Llama-8B,sciq_llama8b,Burstiest stretch (surprise),sw_var_peak_spilled,0.2619802666415611,-0.17363150893059345
SciQ / Llama-8B,sciq_llama8b,Size of biggest shift (surprise),cusum_max_spilled,-0.18718024277138576,-0.2154172051914311
SciQ / Llama-8B,sciq_llama8b,Most confident single token,min_spilled,-0.40071177998731944,-0.06408815669153305
SciQ / Llama-8B,sciq_llama8b,Average vocabulary spread,epr_energy,-0.04431287042655122,-0.26419170047961826
SciQ / Llama-8B,sciq_llama8b,Narrowest vocabulary moment,min_energy,0.3335204050265047,-0.242096856876518
SciQ / Llama-8B,sciq_llama8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.04540340078932603,-0.0947619847080661
SciQ / Llama-8B,sciq_llama8b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.11869050543352568,0.20439510044462905
SciQ / Llama-8B,sciq_llama8b,Confidence in the chosen word,mean_top1_logprob,-0.24114066516472413,0.20240097072053834
SciQ / Llama-8B,sciq_llama8b,Lead of first choice over second,logprob_margin,0.1925262937345297,0.25970901579469535
SciQ / Llama-8B,sciq_llama8b,Spread across candidate words,mean_logprob_entropy,0.43793875030767426,0.20400810564747118
SciQ / Llama-8B,sciq_llama8b,Variability of surprise,varentropy,1.0203256495443653,0.19647659023695663
SciQ / Llama-8B,sciq_llama8b,Concentration of candidate words,renyi_entropy_2,-0.0011087631946271564,0.20358262289372644
SciQ / Llama-8B,sciq_llama8b,Probability outside the top few words,topk_tail_mass,-0.49285853835790355,0.19589464731436246
NQ-Open / Llama-8B,se_nq_open_llama8b,Average uncertainty per token,epr,-0.8087309493096309,0.22058788389443715
NQ-Open / Llama-8B,se_nq_open_llama8b,Answer length,trace_length,-0.19588467857020894,-0.19792401589554812
NQ-Open / Llama-8B,se_nq_open_llama8b,How flat the uncertainty rhythm is,spectral_entropy,0.1417934245214245,0.18903140792542256
NQ-Open / Llama-8B,se_nq_open_llama8b,Slow drifts in uncertainty,low_band_power,-0.14979224128247892,0.15574181253863736
NQ-Open / Llama-8B,se_nq_open_llama8b,Fast jitter in uncertainty,high_band_power,0.07865589086680934,-0.1494758068794038
NQ-Open / Llama-8B,se_nq_open_llama8b,Jitter-to-drift ratio,hl_ratio,0.055307744273063335,-0.0296010331286918
NQ-Open / Llama-8B,se_nq_open_llama8b,Speed of the strongest rhythm,dominant_freq,-0.019921654027951548,-0.1437054956859658
NQ-Open / Llama-8B,se_nq_open_llama8b,Average rhythm speed,spectral_centroid,-0.1479733271399378,-0.15942366981944373
NQ-Open / Llama-8B,se_nq_open_llama8b,Late-answer uncertainty drift,rpdi,0.004309019863457565,0.05648038828028094
NQ-Open / Llama-8B,se_nq_open_llama8b,Burstiest stretch of the answer,sw_var_peak,0.3071287669137634,0.19751378679225595
NQ-Open / Llama-8B,se_nq_open_llama8b,Ordinal pattern complexity,pe_mean,0.018587704061614602,0.0296010331286918
NQ-Open / Llama-8B,se_nq_open_llama8b,Self-similarity of the trace,hurst_exponent,-0.05870452392190314,-0.15574181253863736
NQ-Open / Llama-8B,se_nq_open_llama8b,Size of the biggest shift,cusum_max,-0.13592503850575546,0.17754689464516388
NQ-Open / Llama-8B,se_nq_open_llama8b,Where the biggest shift happens,cusum_shift_idx,0.11813575482983815,-0.05648038828028094
NQ-Open / Llama-8B,se_nq_open_llama8b,Average surprise per token,epr_spilled,0.015326462909545896,-0.2567121563613612
NQ-Open / Llama-8B,se_nq_open_llama8b,Burstiest stretch (surprise),sw_var_peak_spilled,0.012816053260915419,-0.2707745497123571
NQ-Open / Llama-8B,se_nq_open_llama8b,Size of biggest shift (surprise),cusum_max_spilled,-0.08975611284353179,-0.2631257915704211
NQ-Open / Llama-8B,se_nq_open_llama8b,Average vocabulary spread,epr_energy,0.03367753702286303,-0.2718616076140274
NQ-Open / Llama-8B,se_nq_open_llama8b,Narrowest vocabulary moment,min_energy,-0.32971174463120334,-0.2477776152912819
NQ-Open / Llama-8B,se_nq_open_llama8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.15501844459473774,0.14101262278902035
NQ-Open / Llama-8B,se_nq_open_llama8b,Size of biggest shift (vocabulary spread),cusum_max_energy,-0.1777140450927537,0.18918611325500534
NQ-Open / Llama-8B,se_nq_open_llama8b,Confidence in the chosen word,mean_top1_logprob,0.020504752331360912,0.21650033181229517
NQ-Open / Llama-8B,se_nq_open_llama8b,Lead of first choice over second,logprob_margin,0.12125154372926793,0.24705622645613612
NQ-Open / Llama-8B,se_nq_open_llama8b,Spread across candidate words,mean_logprob_entropy,0.9052431485673766,0.22140876553706243
NQ-Open / Llama-8B,se_nq_open_llama8b,Variability of surprise,varentropy,0.436006820924432,0.20676918254180954
NQ-Open / Llama-8B,se_nq_open_llama8b,Concentration of candidate words,renyi_entropy_2,0.11116870234511042,0.2196856129774867
NQ-Open / Llama-8B,se_nq_open_llama8b,Probability outside the top few words,topk_tail_mass,-0.15144046529806693,0.1829371452746167
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Average uncertainty per token,epr,0.6043111104240576,0.2274476894266859
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Answer length,trace_length,0.09993891564618372,-0.18989223269666639
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,How flat the uncertainty rhythm is,spectral_entropy,0.7603032326387739,0.18434308700253313
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Slow drifts in uncertainty,low_band_power,-0.051572427140931784,0.16175280029372535
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Fast jitter in uncertainty,high_band_power,0.25028553370340123,-0.1753002542820229
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Jitter-to-drift ratio,hl_ratio,-0.29235522586897117,-0.13389249549766608
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Speed of the strongest rhythm,dominant_freq,0.00924468581630727,-0.1702403775062884
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Average rhythm speed,spectral_centroid,-0.11230389177761901,-0.18718780914927735
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Late-answer uncertainty drift,rpdi,-0.20333321126363327,0.04799725410807318
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Burstiest stretch of the answer,sw_var_peak,-0.6678483471328394,0.2100832730973546
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Ordinal pattern complexity,pe_mean,-0.18736437691792557,0.021880856722535626
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Self-similarity of the trace,hurst_exponent,-0.3114107989240636,-0.11940433400655687
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Size of the biggest shift,cusum_max,-0.0009580939146529929,0.17523657765617895
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Where the biggest shift happens,cusum_shift_idx,-0.012945068510639144,-0.04799725410807318
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Average surprise per token,epr_spilled,-0.46407778997189847,-0.24648385335065662
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.02179490367790886,-0.25130902992673765
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Size of biggest shift (surprise),cusum_max_spilled,0.6086917681137238,-0.2500189663602708
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Average vocabulary spread,epr_energy,-0.28880305427574066,-0.2780724570435961
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Narrowest vocabulary moment,min_energy,-0.6917124262009414,-0.23503959739615696
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.05619856414675208,-0.06291379608522153
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.23587011135629202,0.17172296361912237
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Confidence in the chosen word,mean_top1_logprob,-0.3217603799459778,0.2204278475417295
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Lead of first choice over second,logprob_margin,0.17055310217828476,0.2659317864600141
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Spread across candidate words,mean_logprob_entropy,0.5891267564788969,0.22759387430896297
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Variability of surprise,varentropy,-0.45455181250213567,0.20448909820479094
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Concentration of candidate words,renyi_entropy_2,0.36894578632894487,0.22538534824598166
SQuAD-v2 / Llama-8B,se_squad_v2_llama8b,Probability outside the top few words,topk_tail_mass,0.05003669962731958,0.17041399173453134
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Average uncertainty per token,epr,-0.042734382898746245,-0.24153166726385583
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,How flat the uncertainty rhythm is,spectral_entropy,0.12540219773867145,0.01382983679261524
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Slow drifts in uncertainty,low_band_power,-0.1604021382714409,-0.17209668088881264
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Fast jitter in uncertainty,high_band_power,-0.11960667888225442,0.03320286186241027
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Jitter-to-drift ratio,hl_ratio,0.06213615873474741,0.15963244562929882
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Speed of the strongest rhythm,dominant_freq,-0.004126239812675989,0.1389832425697126
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Average rhythm speed,spectral_centroid,0.07141835728868721,0.17286686637996865
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Strongest local burst of jitter,stft_max_high_power,-0.029176519027623988,0.035395951286815476
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Local rhythm flatness,stft_spectral_entropy,0.08524003691450288,0.11355903500418953
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Late-answer uncertainty drift,rpdi,0.04346928531731542,0.00987277622642598
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Burstiest stretch of the answer,sw_var_peak,-0.028689724167688595,-0.18837831568840396
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Ordinal pattern complexity,pe_mean,-0.005589646107739765,-0.14949003375984896
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Self-similarity of the trace,hurst_exponent,0.4708142927386304,0.01442659701009659
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Size of the biggest shift,cusum_max,0.754874004247426,-0.014911677345683905
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Where the biggest shift happens,cusum_shift_idx,0.23649623708236672,-0.0052568151737335455
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Average surprise per token,epr_spilled,-0.15716498598807266,0.2429655666923463
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Burstiest stretch (surprise),sw_var_peak_spilled,0.0474061442305222,0.2536746464896545
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Size of biggest shift (surprise),cusum_max_spilled,-0.020665381993050517,0.24305640202221984
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Average vocabulary spread,epr_energy,0.3028876606069861,0.28657728729349496
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Narrowest vocabulary moment,min_energy,-0.5710670503102963,0.22354188697868752
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.33703165612530034,-0.22354188697868752
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.08720778090927779,-0.013857756543568281
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Confidence in the chosen word,mean_top1_logprob,0.12105925981831325,-0.24411939609547192
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Lead of first choice over second,logprob_margin,-0.15331522323672375,-0.2932832606692911
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Spread across candidate words,mean_logprob_entropy,-0.4131878139511073,-0.2446951284703774
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Variability of surprise,varentropy,0.4541387300765674,-0.28670566184539326
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Concentration of candidate words,renyi_entropy_2,0.6630609629267658,-0.24640356330958124
TriviaQA / OPT-30B,seiclr_triviaqa_opt30b,Probability outside the top few words,topk_tail_mass,-0.2913338171448948,-0.22452606633634542
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Average uncertainty per token,epr,-0.8979549258002626,-0.19953059936991469
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Answer length,trace_length,0.634585336954066,0.09316062396498256
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,How flat the uncertainty rhythm is,spectral_entropy,0.5537643781321969,-0.10080394829076594
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Slow drifts in uncertainty,low_band_power,0.09597725420803592,-0.29875881990869363
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Fast jitter in uncertainty,high_band_power,0.18295384918190574,0.23780846923953802
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Jitter-to-drift ratio,hl_ratio,0.2106307622766525,0.25881494815941175
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Speed of the strongest rhythm,dominant_freq,-0.0395117038585461,0.22964101187498587
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Average rhythm speed,spectral_centroid,-0.4263957503775854,0.25863698879742114
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Late-answer uncertainty drift,rpdi,0.002764049249445122,0.10261443477691401
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Burstiest stretch of the answer,sw_var_peak,1.6640694613539933,-0.18779628188472886
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Ordinal pattern complexity,pe_mean,-0.006101653944267564,-0.06318291807015596
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Self-similarity of the trace,hurst_exponent,0.007989703809074697,0.24078362262369812
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Size of the biggest shift,cusum_max,0.16181015854361988,-0.2044885149576565
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Where the biggest shift happens,cusum_shift_idx,-0.03146179729922655,-0.10261443477691401
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Average surprise per token,epr_spilled,-0.5314830626040697,0.2722224867322237
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.01844039146161711,0.27488407326757835
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Size of biggest shift (surprise),cusum_max_spilled,0.3933590573425607,0.26920808037352933
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Average vocabulary spread,epr_energy,0.6323734507662423,-0.09664526497954967
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Narrowest vocabulary moment,min_energy,-0.3370708323134707,0.13159581260926653
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.11713192319839637,-0.09175926653791423
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.4017612702227434,-0.10084377961454755
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Confidence in the chosen word,mean_top1_logprob,-0.8060446726053953,-0.19144370328257918
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Lead of first choice over second,logprob_margin,0.6790214280157204,0.08533362364051505
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Spread across candidate words,mean_logprob_entropy,-1.1338047764497285,-0.20070622449066955
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Variability of surprise,varentropy,1.5082216350596913,-0.1743227197473922
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Concentration of candidate words,renyi_entropy_2,1.9299343031427283,-0.19717390442114782
TriviaQA / Qwen3-8B,semenergy_triviaqa_qwen3_8b,Probability outside the top few words,topk_tail_mass,-0.880378070569507,-0.16716810078441538
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Average uncertainty per token,epr,-0.1651632296651163,0.2223594086315741
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Answer length,trace_length,-0.6771739597934554,-0.21819756290275985
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,How flat the uncertainty rhythm is,spectral_entropy,1.9717247730804361,0.19275338794935018
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Slow drifts in uncertainty,low_band_power,0.825336413183758,0.155449121569585
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Fast jitter in uncertainty,high_band_power,-0.4650299063037528,-0.17317816164868066
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Jitter-to-drift ratio,hl_ratio,-0.1094918519148548,-0.09766167922093395
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Speed of the strongest rhythm,dominant_freq,0.15470383839015595,-0.1754094343818941
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Average rhythm speed,spectral_centroid,-0.22175500261920075,-0.18957397618620977
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Late-answer uncertainty drift,rpdi,0.14068673954241923,0.04404747783790512
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Burstiest stretch of the answer,sw_var_peak,-0.08745813594586697,0.23029222333782742
