test_set,test_set_code,measurement,measurement_code,learned_weight,guessed_weight
GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,Spread across candidate words,mean_logprob_entropy,0.24165306057235925,0.19652388937773846
GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,Variability of surprise,varentropy,-0.3534767301569664,0.19459515164788604
GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,Concentration of candidate words,renyi_entropy_2,0.06860810832615319,0.19575199966279677
GSM8K / Mistral-24B,lapeigvals_gsm8k_mistral24b,Probability outside the top few words,topk_tail_mass,0.6120277851111245,0.18586640485605488
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Average uncertainty per token,epr,0.253795123822503,0.181185100700327
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Answer length,trace_length,-0.6083355076893467,-0.25032674563334434
GSM8K / Nemo,lapeigvals_gsm8k_nemo,How flat the uncertainty rhythm is,spectral_entropy,0.0631963434107576,0.19132476122120462
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Slow drifts in uncertainty,low_band_power,0.34270812124190875,0.15067145604416943
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Fast jitter in uncertainty,high_band_power,-0.3540104051413562,-0.23318658989510055
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Jitter-to-drift ratio,hl_ratio,0.4881504958475436,-0.24479420976418628
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Speed of the strongest rhythm,dominant_freq,0.030324097634279852,-0.13031568416566627
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Average rhythm speed,spectral_centroid,0.11282555532639918,-0.23156337886030612
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Strongest local burst of jitter,stft_max_high_power,-0.16418329055609457,-0.05657366551222073
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Local rhythm flatness,stft_spectral_entropy,0.020761146354241554,-0.15466673955096363
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Late-answer uncertainty drift,rpdi,0.19026982732857098,0.09812482284837258
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Burstiest stretch of the answer,sw_var_peak,0.33820254599148114,0.14413505281556552
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Ordinal pattern complexity,pe_mean,0.026174431483578547,-0.039207169688572074
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Self-similarity of the trace,hurst_exponent,0.08185017598021366,-0.16146542226556268
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Size of the biggest shift,cusum_max,0.09416739453356962,0.24877977390341724
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Where the biggest shift happens,cusum_shift_idx,-0.11002869515279745,-0.1556419261091736
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Average surprise per token,epr_spilled,0.3850349192343964,-0.17643830320058984
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Burstiest stretch (surprise),sw_var_peak_spilled,-0.042095699947180445,-0.10365528736004963
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Size of biggest shift (surprise),cusum_max_spilled,0.3072502035775,-0.23665497176074743
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Average vocabulary spread,epr_energy,-0.5950291460200028,-0.15701469006388294
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Narrowest vocabulary moment,min_energy,0.08288360589440202,-0.25452752502742987
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.0965949123315616,0.25452752502742987
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Size of biggest shift (vocabulary spread),cusum_max_energy,0.2729311889056502,0.2308869968729196
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Confidence in the chosen word,mean_top1_logprob,0.23157954287505234,0.17960988228693456
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Lead of first choice over second,logprob_margin,0.2735011824123648,0.16405921072919852
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Spread across candidate words,mean_logprob_entropy,-0.07885102801170356,0.1815203406922434
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Variability of surprise,varentropy,0.7784179159684342,0.1798109887815414
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Concentration of candidate words,renyi_entropy_2,-0.1149813146198176,0.1806573897795531
GSM8K / Nemo,lapeigvals_gsm8k_nemo,Probability outside the top few words,topk_tail_mass,-0.6992876333924545,0.16291824606402489
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Average uncertainty per token,epr,-0.1179115457840805,-0.17247051074437147
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Answer length,trace_length,0.11536717309716676,0.20737464792437457
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,How flat the uncertainty rhythm is,spectral_entropy,0.6144374389844613,-0.20017073308556385
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Slow drifts in uncertainty,low_band_power,-0.49113913720913227,-0.2851313097757218
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Fast jitter in uncertainty,high_band_power,0.2993026186721836,0.305302271349708
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Jitter-to-drift ratio,hl_ratio,-0.2784696203549472,0.2980280388024391
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Speed of the strongest rhythm,dominant_freq,0.07826530445561286,0.19761613627205074
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Average rhythm speed,spectral_centroid,-0.3533887592448282,0.2813426722048618
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Strongest local burst of jitter,stft_max_high_power,-0.22096032510579267,0.1208706288215673
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Local rhythm flatness,stft_spectral_entropy,-0.7459574782883177,0.23934598803611612
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Late-answer uncertainty drift,rpdi,-0.05537265872856028,-0.19817387300243777
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Burstiest stretch of the answer,sw_var_peak,0.33597761751137917,-0.14678967974152327
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Ordinal pattern complexity,pe_mean,-0.007426026488897789,-0.009348247809877877
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Self-similarity of the trace,hurst_exponent,-0.10498571670732133,0.2568327548642423
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Size of the biggest shift,cusum_max,-0.12814453692464742,-0.1374242000710078
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Where the biggest shift happens,cusum_shift_idx,-0.027186137077589573,0.19817387300243777
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Average surprise per token,epr_spilled,0.11654184326786289,0.16868802580209397
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Burstiest stretch (surprise),sw_var_peak_spilled,-0.012936434262502534,0.09431470131643936
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Size of biggest shift (surprise),cusum_max_spilled,-0.030763243032339196,0.14069043416038166
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Average vocabulary spread,epr_energy,-0.3709763581065856,-0.04254223824382655
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Narrowest vocabulary moment,min_energy,0.1849797794011889,-0.008838286768701548
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.25566030106212767,0.008838286768701548
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Size of biggest shift (vocabulary spread),cusum_max_energy,-0.06712798374295094,-0.1580770441865425
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Confidence in the chosen word,mean_top1_logprob,0.5239016838589197,-0.1718634844537314
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Lead of first choice over second,logprob_margin,0.9095079505330029,-0.1417791934678987
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Spread across candidate words,mean_logprob_entropy,-0.37386331265246764,-0.173687454626967
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Variability of surprise,varentropy,1.485190250778938,-0.172077963326844
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Concentration of candidate words,renyi_entropy_2,-0.217752754405489,-0.17286649760201747
GSM8K / Phi-3.5,lapeigvals_gsm8k_phi35,Probability outside the top few words,topk_tail_mass,-0.6652412268516057,-0.15912855611102442
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Average uncertainty per token,epr,0.08570098566626473,0.17680610515996928
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Answer length,trace_length,-0.4068112371766054,-0.23615938400418426
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,How flat the uncertainty rhythm is,spectral_entropy,-0.083658580213301,0.23708513943545756
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Slow drifts in uncertainty,low_band_power,0.033039483533591464,0.18729890302143964
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Fast jitter in uncertainty,high_band_power,0.011391207211045732,-0.17655478941753944
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Jitter-to-drift ratio,hl_ratio,0.3675133207831599,-0.21110030627237814
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Speed of the strongest rhythm,dominant_freq,0.014839655662383702,-0.13882052206420084
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Average rhythm speed,spectral_centroid,-0.24615791243835225,-0.21189695145523568
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Strongest local burst of jitter,stft_max_high_power,0.2002765341690495,0.10946901919976884
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Local rhythm flatness,stft_spectral_entropy,0.18567153730779212,-0.14026024648681165
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Late-answer uncertainty drift,rpdi,-0.08111677063181898,-0.09463172063231248
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Burstiest stretch of the answer,sw_var_peak,0.12781922482776406,0.30873615780730645
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Ordinal pattern complexity,pe_mean,0.08788440923361221,-0.03050479185686128
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Self-similarity of the trace,hurst_exponent,-0.03475180059849893,-0.1896180858550294
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Size of the biggest shift,cusum_max,-0.36147733086456346,0.23142190161410744
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Where the biggest shift happens,cusum_shift_idx,-0.118290497961909,-0.02118149925005689
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Average surprise per token,epr_spilled,0.0009036635574985704,-0.1757134237648179
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.5214382197659027,-0.30873615780730645
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Size of biggest shift (surprise),cusum_max_spilled,-0.14532831865277632,-0.22555703995832158
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Average vocabulary spread,epr_energy,1.0176339913343477,-0.16354700314066214
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Narrowest vocabulary moment,min_energy,-0.046641279027416126,-0.12884193391010357
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.08415626870454865,0.12884193391010357
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.01475304708467754,0.2145497619020848
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Confidence in the chosen word,mean_top1_logprob,-0.0009036635574985704,0.17571342376481788
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Lead of first choice over second,logprob_margin,0.12592174521912525,0.1575102298586856
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Spread across candidate words,mean_logprob_entropy,0.1912694328449658,0.17793934995672736
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Variability of surprise,varentropy,1.3479899555580745,0.17009022815202388
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Concentration of candidate words,renyi_entropy_2,-0.057008636908918844,0.17707665748158616
HotpotQA / Mistral-7B,losnet_hotpotqa_mistral7b,Probability outside the top few words,topk_tail_mass,-0.9566221971416999,0.1557850774281474
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Average uncertainty per token,epr,-0.43544024737041614,0.16910265387808948
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Answer length,trace_length,-0.7411047903674294,-0.270271578871011
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,How flat the uncertainty rhythm is,spectral_entropy,0.13776583407493384,0.1281647365332183
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Slow drifts in uncertainty,low_band_power,-0.24415147705556287,0.23624439189536342
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Fast jitter in uncertainty,high_band_power,0.3547406414889554,-0.2226076510800477
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Jitter-to-drift ratio,hl_ratio,-0.40596784661572755,-0.23320362110909706
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Speed of the strongest rhythm,dominant_freq,-0.11093856105768467,-0.1480628928869975
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Average rhythm speed,spectral_centroid,0.2337164755826445,-0.24445080493049365
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Strongest local burst of jitter,stft_max_high_power,-0.40675002049516423,0.09266151385823868
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Local rhythm flatness,stft_spectral_entropy,-0.5540972982737636,-0.18210577185891208
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Late-answer uncertainty drift,rpdi,0.24291578944360592,0.10767112564135034
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Burstiest stretch of the answer,sw_var_peak,-0.016257958410232955,0.13159503622020016
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Ordinal pattern complexity,pe_mean,0.08996505316093122,-0.02851773720893918
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Self-similarity of the trace,hurst_exponent,-0.0019103796730955095,-0.1962541369151988
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Size of the biggest shift,cusum_max,1.0357527605595613,0.29725837906464453
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Where the biggest shift happens,cusum_shift_idx,-0.05869278421675212,-0.030397831128066637
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Average surprise per token,epr_spilled,-0.04198633685479289,-0.16830470074790357
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Burstiest stretch (surprise),sw_var_peak_spilled,0.25067216396473,-0.11297154893161716
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Size of biggest shift (surprise),cusum_max_spilled,-0.9905606104304656,-0.29610388498232
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Most confident single token,min_spilled,-0.3209943748848174,0.08924279139402166
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Average vocabulary spread,epr_energy,-0.6168433659658566,0.1315581694480503
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Narrowest vocabulary moment,min_energy,-0.054937402253753286,-0.15314958237055779
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.24677480838776364,0.1731473729690863
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Size of biggest shift (vocabulary spread),cusum_max_energy,-0.9361307907727844,0.27702947455100135
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Confidence in the chosen word,mean_top1_logprob,0.1771777179684568,0.16613292700138854
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Lead of first choice over second,logprob_margin,1.009788225548125,0.16002286131809806
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Spread across candidate words,mean_logprob_entropy,-0.16451259494097417,0.1689693521720398
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Variability of surprise,varentropy,0.4617450028587437,0.1434274671077185
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Concentration of candidate words,renyi_entropy_2,-0.05973413912890519,0.1672303565304995
MATH-500 / DeepSeek-Math-7B,math500_dsmath7b,Probability outside the top few words,topk_tail_mass,0.3696783772174953,0.16344562597143542
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Average uncertainty per token,epr,0.425531033994289,0.2027265717400575
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,How flat the uncertainty rhythm is,spectral_entropy,0.6179507092865383,-0.22504145731247108
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Slow drifts in uncertainty,low_band_power,0.5678329868652038,0.2335609791234439
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Fast jitter in uncertainty,high_band_power,-0.45719586811256163,-0.23183091371110237
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Jitter-to-drift ratio,hl_ratio,-0.3874548170949096,-0.22603844583013483
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Average rhythm speed,spectral_centroid,-0.21308921613166168,-0.23437695491869245
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Strongest local burst of jitter,stft_max_high_power,1.4014780891488432,-0.18780673742575907
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Local rhythm flatness,stft_spectral_entropy,-0.23525570771526783,-0.22464216109915963
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Late-answer uncertainty drift,rpdi,0.05039548064456508,0.1604828500606245
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Burstiest stretch of the answer,sw_var_peak,-0.8315135927067061,0.14727388103162167
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Ordinal pattern complexity,pe_mean,-0.384416549160293,0.03580883059152651
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Self-similarity of the trace,hurst_exponent,0.532325779080859,-0.2182979169499942
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Size of the biggest shift,cusum_max,0.5451166066242049,0.22942834201249254
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Where the biggest shift happens,cusum_shift_idx,0.008649709939925324,0.1715488603842126
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Average surprise per token,epr_spilled,-0.3890216493985494,-0.20268519779225275
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Burstiest stretch (surprise),sw_var_peak_spilled,0.3794907445850562,-0.1452241175429607
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Size of biggest shift (surprise),cusum_max_spilled,-0.6190968613589003,-0.22932191208807556
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Most confident single token,min_spilled,0.02696331393030195,-0.008871526242796073
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Average vocabulary spread,epr_energy,-0.9298886236856136,-0.19331778898679242
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Narrowest vocabulary moment,min_energy,0.3345265736083272,-0.1941111980460854
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.14258001416202593,-0.014371821098125221
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Size of biggest shift (vocabulary spread),cusum_max_energy,-0.020693695794273305,0.18780673742575907
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Confidence in the chosen word,mean_top1_logprob,0.2796278734112286,0.20257688408252383
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Lead of first choice over second,logprob_margin,0.553837906829108,0.19932450481738098
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Spread across candidate words,mean_logprob_entropy,0.3838520599664756,0.2027532057913863
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Variability of surprise,varentropy,0.43797946193458054,-0.017875281882741775
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Concentration of candidate words,renyi_entropy_2,0.3227454224316266,0.20273945405893745
MATH-500 / Qwen-Math-7B,math500_qwenmath7b,Probability outside the top few words,topk_tail_mass,0.3129750566608709,0.20269891703051235
MATH-500 / R1-Distill-8B,math500_r1distill8b,Average uncertainty per token,epr,-0.04507098693541049,0.19196281200325624
MATH-500 / R1-Distill-8B,math500_r1distill8b,How flat the uncertainty rhythm is,spectral_entropy,0.3246236270898929,0.2074246471670682
MATH-500 / R1-Distill-8B,math500_r1distill8b,Slow drifts in uncertainty,low_band_power,-0.5084173747096449,0.1951266175212974
MATH-500 / R1-Distill-8B,math500_r1distill8b,Fast jitter in uncertainty,high_band_power,-0.03288993911492753,-0.18686440577388913
MATH-500 / R1-Distill-8B,math500_r1distill8b,Jitter-to-drift ratio,hl_ratio,-0.22280489290343466,-0.19458294787897917
MATH-500 / R1-Distill-8B,math500_r1distill8b,Average rhythm speed,spectral_centroid,-0.5534049091129588,-0.1995187887010787
MATH-500 / R1-Distill-8B,math500_r1distill8b,Strongest local burst of jitter,stft_max_high_power,0.2812646997900578,0.20588251044990644
MATH-500 / R1-Distill-8B,math500_r1distill8b,Local rhythm flatness,stft_spectral_entropy,0.42348623187093815,-0.1744190867145818
MATH-500 / R1-Distill-8B,math500_r1distill8b,Late-answer uncertainty drift,rpdi,0.6437661650983586,0.13651686870707685
MATH-500 / R1-Distill-8B,math500_r1distill8b,Burstiest stretch of the answer,sw_var_peak,-0.30600261583426647,0.1456176939684278
MATH-500 / R1-Distill-8B,math500_r1distill8b,Ordinal pattern complexity,pe_mean,-0.0871505223485295,-0.08435698961934755
MATH-500 / R1-Distill-8B,math500_r1distill8b,Self-similarity of the trace,hurst_exponent,0.22086945683737932,0.008156310237608938
MATH-500 / R1-Distill-8B,math500_r1distill8b,Size of the biggest shift,cusum_max,0.26659072037581566,0.28795189795988846
MATH-500 / R1-Distill-8B,math500_r1distill8b,Where the biggest shift happens,cusum_shift_idx,0.05298295582618929,-0.13651686870707685
MATH-500 / R1-Distill-8B,math500_r1distill8b,Average surprise per token,epr_spilled,0.24690269403154075,-0.19194709850849703
MATH-500 / R1-Distill-8B,math500_r1distill8b,Burstiest stretch (surprise),sw_var_peak_spilled,0.07032599310201211,-0.12349840649334824
MATH-500 / R1-Distill-8B,math500_r1distill8b,Size of biggest shift (surprise),cusum_max_spilled,-0.13562168308953595,-0.2879553238772683
MATH-500 / R1-Distill-8B,math500_r1distill8b,Most confident single token,min_spilled,0.21445800352969896,0.11724920186894046
MATH-500 / R1-Distill-8B,math500_r1distill8b,Average vocabulary spread,epr_energy,-0.02562429828535315,-0.18232511606446747
MATH-500 / R1-Distill-8B,math500_r1distill8b,Narrowest vocabulary moment,min_energy,0.032453857824936774,-0.23396865888303991
MATH-500 / R1-Distill-8B,math500_r1distill8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.30392845089775594,0.11724920186894046
MATH-500 / R1-Distill-8B,math500_r1distill8b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.8363385924917904,0.2832494971601976
MATH-500 / R1-Distill-8B,math500_r1distill8b,Confidence in the chosen word,mean_top1_logprob,0.2802977334048051,0.19137188384025844
MATH-500 / R1-Distill-8B,math500_r1distill8b,Lead of first choice over second,logprob_margin,-0.2286276917795893,0.18813067244827092
MATH-500 / R1-Distill-8B,math500_r1distill8b,Spread across candidate words,mean_logprob_entropy,0.10493900652599177,0.1921505873940051
MATH-500 / R1-Distill-8B,math500_r1distill8b,Variability of surprise,varentropy,-0.4326293467256203,0.18857006209751329
MATH-500 / R1-Distill-8B,math500_r1distill8b,Concentration of candidate words,renyi_entropy_2,0.20812445561788828,0.1916185222126281
MATH-500 / R1-Distill-8B,math500_r1distill8b,Probability outside the top few words,topk_tail_mass,0.4852216368139931,0.19010103372561493
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Average uncertainty per token,epr,-0.07867675049116955,0.1854453313801704
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,How flat the uncertainty rhythm is,spectral_entropy,0.4156993326166002,0.15815553762666623
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Slow drifts in uncertainty,low_band_power,-0.3381026346232179,0.22243196804579227
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Fast jitter in uncertainty,high_band_power,-0.0566551382378872,-0.21454300225920833
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Jitter-to-drift ratio,hl_ratio,-0.09144688674431693,-0.21885392371519086
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Speed of the strongest rhythm,dominant_freq,-0.4748920222992629,-0.1924402694989273
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Average rhythm speed,spectral_centroid,0.793469413792212,-0.22654446872188394
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Strongest local burst of jitter,stft_max_high_power,-0.18040050227671695,0.1734664897866636
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Local rhythm flatness,stft_spectral_entropy,-0.28971769744850384,-0.19108413519599735
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Late-answer uncertainty drift,rpdi,0.4968457005669004,0.17949150091557575
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Burstiest stretch of the answer,sw_var_peak,-0.22036692010899092,0.17753939452912457
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Ordinal pattern complexity,pe_mean,0.1906371750664673,-0.08061879801262632
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Self-similarity of the trace,hurst_exponent,0.3160790157708869,-0.1924402694989273
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Size of the biggest shift,cusum_max,-0.37265685534368903,0.24930534204365468
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Where the biggest shift happens,cusum_shift_idx,-0.22707705481225088,0.07374496433495163
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Average surprise per token,epr_spilled,-0.09604165653226632,-0.1853534529039395
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Burstiest stretch (surprise),sw_var_peak_spilled,0.30649145271129025,-0.1409117027808836
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Size of biggest shift (surprise),cusum_max_spilled,-0.14132958441614696,-0.2486202826420137
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Most confident single token,min_spilled,-0.3006293969381106,0.06787919939165755
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Average vocabulary spread,epr_energy,-0.3107877812922922,-0.18135290669831342
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Narrowest vocabulary moment,min_energy,-0.6080779837723213,-0.15822005984205192
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.5455161735555443,0.15674849841251212
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Size of biggest shift (vocabulary spread),cusum_max_energy,1.228305486857639,0.24935671129810472
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Confidence in the chosen word,mean_top1_logprob,0.11089044342633331,0.18461718181844974
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Lead of first choice over second,logprob_margin,-0.2645335670988147,0.18178001122098786
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Spread across candidate words,mean_logprob_entropy,0.0582770929047127,0.18536414308778137
MATH-500 / R1-Distill-8B (long),math500_r1distill8b_mn4096,Variability of surprise,varentropy,-0.3050748422880424,0.1814495823500218
