level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.29694711672134794,0.21897810218978103,0.40875912408759124,0.46113989637305697,137,,,
cell,short,processbench_math_qwen3_4b,0.26162704419315586,0.17372881355932204,0.4025423728813559,0.5295566502463054,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.09763617677286741,0.053475935828877004,0.19786096256684493,0.56047197640118,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.1337630942788074,0.07407407407407407,0.2751322751322751,0.6887966804979253,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.26977173161171314,0.1897810218978102,0.35766423357664234,0.46632124352331605,137,,,
cell,short,processbench_math_qwen3_8b,0.2575871582643592,0.1652542372881356,0.3728813559322034,0.583743842364532,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.12524479459763646,0.06951871657754011,0.20855614973262032,0.6312684365781711,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.13471307619943554,0.07407407407407407,0.25925925925925924,0.7427385892116183,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.19716127407991538,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.12736062193620176,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3103319666460991,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5830046643995132,8
cell,medium,processbench_gsm8k_qwen3_4b,0.3379212149976269,0.26666666666666666,0.5111111111111111,0.46113989637305697,45,,,
cell,medium,processbench_math_qwen3_4b,0.3761559610097475,0.2916666666666667,0.4583333333333333,0.5295566502463054,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.23854362837413684,0.15151515151515152,0.3593073593073593,0.56047197640118,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.2156255969436485,0.12781954887218044,0.34210526315789475,0.6887966804979253,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.32075166045682807,0.24444444444444444,0.4444444444444444,0.46632124352331605,45,,,
cell,medium,processbench_math_qwen3_8b,0.3748321446689147,0.2760416666666667,0.4791666666666667,0.583743842364532,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.2977322264990957,0.19480519480519481,0.3852813852813853,0.6312684365781711,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.21260820271024167,0.12406015037593984,0.3157894736842105,0.7427385892116183,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.29677132945753,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.2096274362516139,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4119423796233007,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5830046643995132,8
cell,long,processbench_gsm8k_qwen3_4b,0.5057844530140045,0.56,0.76,0.46113989637305697,25,,,
cell,long,processbench_math_qwen3_4b,0.3790659182498561,0.29518072289156627,0.5240963855421686,0.5295566502463054,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.4014791336502906,0.31275720164609055,0.48559670781893005,0.56047197640118,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.34882722900480945,0.23355263157894737,0.4243421052631579,0.6887966804979253,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.5247813411078718,0.6,0.84,0.46632124352331605,25,,,
cell,long,processbench_math_qwen3_8b,0.4275910950739392,0.3373493975903614,0.536144578313253,0.583743842364532,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.44673078356818013,0.345679012345679,0.5061728395061729,0.6312684365781711,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.395750761681361,0.26973684210526316,0.4440789473684211,0.7427385892116183,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.42875133941878907,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.36928197601973844,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.565053945476513,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5830046643995132,8
