cell,family,domain,method,arm,phase,selector,variant,n,n_pool,n_selected,n_kept,auroc,random_mean_auroc,delta_vs_matched_random_pp,random_percentile,random_repeats_completed,orientation_failure,selector_fallback,fit_residual,decomposition_converged,theorem_support_ok,nnz_pairs,sparse_fraction,mean_abs_spearman,max_abs_spearman,effective_rank,effective_rank_fraction
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,dpp_native,native,dpp,dpp,1319,26,18,18,0.8388581393585564,0.8426716866328001,-0.3813547274243767,28.125,32,False,False,0.0782030367041073,,,,,0.3512621315652923,0.9008705025429774,7.063126398429075,0.39239591102383753
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,dpp_native,native,dpp,dpp,1319,26,18,18,0.8378193949503374,0.8384669516263553,-0.06475566760179019,37.5,32,False,False,0.10478818761293517,True,True,1,0.006535947712418301,0.3512621315652923,0.9008705025429774,7.063126398429075,0.39239591102383753
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,26,20,16,0.8332019106831452,0.8459703635605429,-1.2768452877397696,0.0,32,False,False,0.09425825739571977,,,,,0.37705403262463966,0.943259973324077,6.804976207069111,0.34024881035345556
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,26,20,20,0.835355220259307,0.8402598756539541,-0.49046553946471283,18.75,32,False,False,0.08418943273531848,,,,,0.37705403262463966,0.943259973324077,6.804976207069111,0.34024881035345556
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,26,20,20,0.8360451891727956,0.837896400409432,-0.1851211236636452,43.75,32,False,False,0.11132572024124716,True,True,1,0.005263157894736842,0.37705403262463966,0.943259973324077,6.804976207069111,0.34024881035345556
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,26,6,6,0.846561528546516,0.8309490863598453,1.5612442186670683,81.25,32,False,False,0.05810781100069881,,,,,0.9188311627551706,0.999926736907896,1.2803458746979706,0.21339097911632843
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,26,6,6,0.8209189476078551,0.8148784024565926,0.6040545151262511,50.0,32,False,False,0.05810781100069881,,,,,0.9188311627551706,0.999926736907896,1.2803458746979706,0.21339097911632843
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,26,6,6,0.8209568579877171,0.8108381037227993,1.0118754264917817,68.75,32,False,False,0.05805783255832611,True,True,0,0.0,0.9188311627551706,0.999926736907896,1.2803458746979706,0.21339097911632843
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,26,6,5,0.758275835923876,0.8309490863598453,-7.267325043596928,0.0,32,False,False,0.21234937057350703,,,,,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,26,6,6,0.8059216013344455,0.8148784024565926,-0.895680112214714,31.25,32,False,False,0.1725404900068345,,,,,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,26,6,6,0.813079081052392,0.8108381037227993,0.22409773295927193,53.125,32,False,False,0.46693246572728137,True,False,6,0.4,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,spec_k6,fixed_k6,spec,spec_s6,1319,26,6,5,0.758275835923876,0.8309490863598453,-7.267325043596928,0.0,32,False,False,0.21234937057350703,,,,,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,spec_k6,fixed_k6,spec,spec_s6,1319,26,6,6,0.8059216013344455,0.8148784024565926,-0.895680112214714,31.25,32,False,False,0.1725404900068345,,,,,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,spec_k6,fixed_k6,spec,spec_s6,1319,26,6,6,0.813079081052392,0.8108381037227993,0.22409773295927193,53.125,32,False,False,0.46693246572728137,True,False,6,0.4,0.5698580149786737,0.999926736907896,2.370502328943754,0.3950837214906257
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,26,6,5,0.8548184092804609,0.8309490863598453,2.386932292061561,93.75,32,False,False,0.1652318086784386,,,,,0.5248960123119506,0.896886051889095,3.1786280662113295,0.5297713443685549
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,26,6,6,0.7929714155735841,0.8148784024565926,-2.1906986883008517,15.625,32,False,False,0.20478289575529549,,,,,0.5248960123119506,0.896886051889095,3.1786280662113295,0.5297713443685549
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,26,6,6,0.7919629994692547,0.8108381037227993,-1.887510425354455,15.625,32,False,False,0.20803450924961572,True,True,0,0.0,0.5248960123119506,0.896886051889095,3.1786280662113295,0.5297713443685549
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,26,6,5,0.8341420881037227,0.8309490863598453,0.3193001743877377,59.375,32,False,False,0.20590924497058424,,,,,0.2332853914161315,0.6375771419570984,4.559306134344932,0.7598843557241554
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,26,6,6,0.8246190006823868,0.8148784024565926,0.9740598225794206,50.0,32,False,False,0.05280032210206124,,,,,0.2332853914161315,0.6375771419570984,4.559306134344932,0.7598843557241554
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,26,6,6,0.8255743422549094,0.8108381037227993,1.4736238532110146,68.75,32,False,False,0.4892560945519235,True,False,3,0.2,0.2332853914161315,0.6375771419570984,4.559306134344932,0.7598843557241554
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,26,6,6,0.8445143680339677,0.8309490863598453,1.356528167412241,78.125,32,False,False,0.08175118987271457,,,,,0.6058615413669078,0.943259973324077,2.44060786193284,0.4067679769888067
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,26,6,6,0.8445143680339677,0.8148784024565926,2.9635965577375134,81.25,32,False,False,0.08175118987271457,,,,,0.6058615413669078,0.943259973324077,2.44060786193284,0.4067679769888067
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,26,6,6,0.8445295321859125,0.8108381037227993,3.3691428463113238,87.5,32,False,False,0.08198629983101312,True,True,0,0.0,0.6058615413669078,0.943259973324077,2.44060786193284,0.4067679769888067
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,26,6,4,0.819614830540602,0.8309490863598453,-1.13342558192433,18.75,32,False,False,0.16410235185810337,,,,,0.15239582887252423,0.35618906835179803,5.439957332762531,0.9066595554604219
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,26,6,6,0.8251194176965654,0.8148784024565926,1.0241015239972784,50.0,32,False,False,0.1384814718897599,,,,,0.15239582887252423,0.35618906835179803,5.439957332762531,0.9066595554604219
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,26,6,6,0.7994995829858216,0.8108381037227993,-1.133852073697772,25.0,32,False,False,0.7092751272886051,True,False,7,0.4666666666666667,0.15239582887252423,0.35618906835179803,5.439957332762531,0.9066595554604219
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,26,6,4,0.7803700053074532,0.8309490863598453,-5.057908105239218,0.0,32,False,False,0.1271310810174033,,,,,0.13613894676869942,0.3563978237148812,5.6642496858548155,0.9440416143091359
lapeigvals_gsm8k_mistral24b,gsm8k,math,iu_pcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,26,6,6,0.7719842292819774,0.8148784024565926,-4.289417317461519,12.5,32,False,False,0.1356459323748065,,,,,0.13613894676869942,0.3563978237148812,5.6642496858548155,0.9440416143091359
lapeigvals_gsm8k_mistral24b,gsm8k,math,su_pcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,26,6,6,0.7745393888846767,0.8108381037227993,-3.6298714838122637,6.25,32,False,False,0.7425635134344264,True,False,6,0.4,0.13613894676869942,0.3563978237148812,5.6642496858548155,0.9440416143091359
lapeigvals_gsm8k_mistral24b,gsm8k,math,deployed_upcr,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,1319,26,3,3,0.8535673667450148,0.8115759344908637,4.199143225415103,100.0,32,False,False,0.0173306720327108,,,,,0.7688896550457076,0.873601320764643,1.6207037319729851,0.5402345773243283
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,full,baseline,full,full,1319,25,25,20,0.7972699573430835,0.7972699573430835,0.0,50.0,32,False,False,0.054975403561590266,,,,,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,full,baseline,full,full,1319,25,25,25,0.7965021328458257,0.7965021328458257,0.0,50.0,32,False,False,0.079817148492232,,,,,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,full,baseline,full,full,1319,25,25,25,0.7970221409709527,0.7970221409709527,0.0,50.0,32,False,False,0.08053059702441338,True,True,2,0.006666666666666667,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,13,11,0.7477960593134267,0.7871490960796262,-3.93530367661995,0.0,32,False,False,0.12033766731422103,,,,,0.5806533855603548,0.9998958001161125,3.0144038542784024,0.2318772195598771
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,13,13,0.7733902092220191,0.7893158389193582,-1.5925629697339128,6.25,32,False,False,0.11556237984416796,,,,,0.5806533855603548,0.9998958001161125,3.0144038542784024,0.2318772195598771
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,13,13,0.7733780215315864,0.7749955565711965,-0.16175350396100407,34.375,32,False,False,0.11557683350913543,True,True,0,0.0,0.5806533855603548,0.9998958001161125,3.0144038542784024,0.2318772195598771
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,groupfs_native,native,groupfs,a2.select,1319,25,25,20,0.7972699573430835,0.7972699573430835,0.0,50.0,32,False,False,0.054975403561590266,,,,,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,groupfs_native,native,groupfs,a2.select,1319,25,25,25,0.7965021328458257,0.7965021328458257,0.0,50.0,32,False,False,0.079817148492232,,,,,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,groupfs_native,native,groupfs,a2.select,1319,25,25,25,0.7970221409709527,0.7970221409709527,0.0,50.0,32,False,False,0.08053059702441338,True,True,2,0.006666666666666667,0.3598580662032313,0.9998958001161125,7.133320380351389,0.28533281521405557
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,lapscore_native,native,lapscore,lapscore_adapt,1319,25,6,5,0.7604834450538289,0.7629349482023157,-0.24515031484867444,40.625,32,False,False,0.011796766697354574,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,lapscore_native,native,lapscore,lapscore_adapt,1319,25,6,6,0.7290920170627666,0.7655255941499086,-3.643357708714201,12.5,32,False,False,0.2530685246293632,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,lapscore_native,native,lapscore,lapscore_adapt,1319,25,6,6,0.7290920170627666,0.7632414178346536,-3.4149400771886995,25.0,32,False,False,0.25307286491454856,True,True,0,0.0,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,spec_native,native,spec,spec_adapt,1319,25,6,5,0.7604834450538289,0.7629349482023157,-0.24515031484867444,40.625,32,False,False,0.011796766697354574,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,spec_native,native,spec,spec_adapt,1319,25,6,6,0.7290920170627666,0.7655255941499086,-3.643357708714201,12.5,32,False,False,0.2530685246293632,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,spec_native,native,spec,spec_adapt,1319,25,6,6,0.7290920170627666,0.7632414178346536,-3.4149400771886995,25.0,32,False,False,0.25307286491454856,True,True,0,0.0,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,mcfs_native,native,mcfs,mcfs_adapt,1319,25,4,3,0.7719358114970547,0.7560368423725371,1.5898969124517603,50.0,32,False,False,0.34203288088334943,,,,,0.2797039887057063,0.7284341486122738,3.3763596367139024,0.8440899091784756
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,mcfs_native,native,mcfs,mcfs_adapt,1319,25,4,4,0.7771846435100548,0.7426515843997562,3.453305911029858,90.625,32,False,False,0.151340738528226,,,,,0.2797039887057063,0.7284341486122738,3.3763596367139024,0.8440899091784756
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,mcfs_native,native,mcfs,mcfs_adapt,1319,25,4,4,0.762799106236035,0.7513023055047735,1.149680073126147,56.25,32,False,False,0.27515920975183816,True,False,3,0.5,0.2797039887057063,0.7284341486122738,3.3763596367139024,0.8440899091784756
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,cae_native,native,cae,a3.cae,1319,25,4,4,0.737603087548243,0.7560368423725371,-1.8433754824294102,21.875,32,False,False,0.15676820019089316,,,,,0.203806158697139,0.3367421361927938,3.6791746141190997,0.9197936535297749
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,cae_native,native,cae,a3.cae,1319,25,4,4,0.7193093642088157,0.7426515843997562,-2.3342220190940455,18.75,32,False,False,0.15676820019089316,,,,,0.203806158697139,0.3367421361927938,3.6791746141190997,0.9197936535297749
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,cae_native,native,cae,a3.cae,1319,25,4,4,0.7598578102782856,0.7513023055047735,0.8555504773512079,53.125,32,False,False,0.32907659157771074,True,False,4,0.6666666666666666,0.203806158697139,0.3367421361927938,3.6791746141190997,0.9197936535297749
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,lscae_native,native,lscae,lscae,1319,25,7,6,0.7776559008734512,0.7684737456835263,0.9182155189924823,59.375,32,False,False,0.08963025638570989,,,,,0.5712417892657442,0.9964414479380755,2.8453029141036428,0.406471844871949
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,lscae_native,native,lscae,lscae,1319,25,7,7,0.7815559618119032,0.7724873044891327,0.9068657322770513,65.625,32,False,False,0.1335338273140336,,,,,0.5712417892657442,0.9964414479380755,2.8453029141036428,0.406471844871949
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,lscae_native,native,lscae,lscae,1319,25,7,7,0.7816169002640665,0.7652964401787528,1.6320460085313737,65.625,32,False,False,0.13184874605930283,True,True,0,0.0,0.5712417892657442,0.9964414479380755,2.8453029141036428,0.406471844871949
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,dpp_native,native,dpp,dpp,1319,25,20,17,0.780418444038188,0.7945592118626854,-1.4140767824497358,3.125,32,False,False,0.07929679520436532,,,,,0.3208481599064466,0.9486184900193626,8.337888846151248,0.4168944423075624
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,dpp_native,native,dpp,dpp,1319,25,20,20,0.7773796465569774,0.7942488066219786,-1.6869160065001165,0.0,32,False,False,0.06976874458531143,,,,,0.3208481599064466,0.9486184900193626,8.337888846151248,0.4168944423075624
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,dpp_native,native,dpp,dpp,1319,25,20,20,0.7803615681495024,0.7822639904529759,-0.19024223034734833,18.75,32,False,False,0.08095195559442876,True,True,2,0.010526315789473684,0.3208481599064466,0.9486184900193626,8.337888846151248,0.4168944423075624
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,25,22,17,0.7948974202721918,0.7963200792199878,-0.14226589477960294,25.0,32,False,False,0.05743799437337955,,,,,0.3322093001164756,0.9486184900193626,7.952160225494883,0.3614618284315856
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,25,22,22,0.7890351411740808,0.7955831048141377,-0.6547963640056942,3.125,32,False,False,0.07452534946133971,,,,,0.3322093001164756,0.9486184900193626,7.952160225494883,0.3614618284315856
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,dpp_ridge_native,native,dpp,dpp.ridge,1319,25,22,22,0.7912370505789152,0.788650848060126,0.2586202518789271,15.625,32,False,False,0.07866342472932705,True,True,2,0.008658008658008658,0.3322093001164756,0.9486184900193626,7.952160225494883,0.3614618284315856
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,25,6,6,0.7683648182002843,0.7629349482023157,0.5429869997968684,56.25,32,False,False,0.06490401868441036,,,,,0.8885056943882147,0.9998958001161125,1.4352513376051987,0.23920855626753312
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,25,6,6,0.7671013609587649,0.7655255941499086,0.15757668088562937,40.625,32,False,False,0.06490401868441036,,,,,0.8885056943882147,0.9998958001161125,1.4352513376051987,0.23920855626753312
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,1319,25,6,6,0.7670972983952873,0.7632414178346536,0.38558805606336843,43.75,32,False,False,0.06502127874972316,True,True,0,0.0,0.8885056943882147,0.9998958001161125,1.4352513376051987,0.23920855626753312
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,25,6,5,0.7604834450538289,0.7629349482023157,-0.24515031484867444,40.625,32,False,False,0.011796766697354574,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,25,6,6,0.7290920170627666,0.7655255941499086,-3.643357708714201,12.5,32,False,False,0.2530685246293632,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,lapscore_k6,fixed_k6,lapscore,lapscore_s6,1319,25,6,6,0.7290920170627666,0.7632414178346536,-3.4149400771886995,25.0,32,False,False,0.25307286491454856,True,True,0,0.0,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,spec_k6,fixed_k6,spec,spec_s6,1319,25,6,5,0.7604834450538289,0.7629349482023157,-0.24515031484867444,40.625,32,False,False,0.011796766697354574,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,spec_k6,fixed_k6,spec,spec_s6,1319,25,6,6,0.7290920170627666,0.7655255941499086,-3.643357708714201,12.5,32,False,False,0.2530685246293632,,,,,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,spec_k6,fixed_k6,spec,spec_s6,1319,25,6,6,0.7290920170627666,0.7632414178346536,-3.4149400771886995,25.0,32,False,False,0.25307286491454856,True,True,0,0.0,0.6740798860914208,0.9998958001161125,1.6583707625038344,0.2763951270839724
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,25,6,6,0.7729270769855778,0.7629349482023157,0.9992128783262166,65.625,32,False,False,0.13043706973894872,,,,,0.32991880417130043,0.8545832104002007,4.385354401058864,0.7308924001764773
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,25,6,6,0.7729270769855778,0.7655255941499086,0.7401482835669215,50.0,32,False,False,0.13043706973894872,,,,,0.32991880417130043,0.8545832104002007,4.385354401058864,0.7308924001764773
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,mcfs_k6,fixed_k6,mcfs,mcfs_s6,1319,25,6,6,0.7013528336380255,0.7632414178346536,-6.188858419662813,6.25,32,False,False,0.5041835883836634,True,False,6,0.4,0.32991880417130043,0.8545832104002007,4.385354401058864,0.7308924001764773
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,25,6,6,0.7588259191549869,0.7629349482023157,-0.4109029047328794,34.375,32,False,False,0.12400008791187542,,,,,0.24749801501017912,0.5853998546294572,5.147362282593886,0.8578937137656477
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,25,6,6,0.7588259191549869,0.7655255941499086,-0.6699674994921745,25.0,32,False,False,0.12400008791187542,,,,,0.24749801501017912,0.5853998546294572,5.147362282593886,0.8578937137656477
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,cae_k6,fixed_k6,cae,a3.cae_k6,1319,25,6,6,0.7279748121064391,0.7632414178346536,-3.5266605728214495,21.875,32,False,False,0.2713741583033853,True,False,3,0.2,0.24749801501017912,0.5853998546294572,5.147362282593886,0.8578937137656477
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,25,6,5,0.7668047938249035,0.7629349482023157,0.3869845622587853,50.0,32,False,False,0.12476602547477653,,,,,0.5509483667594667,0.996306802820624,2.7707327241774062,0.461788787362901
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,25,6,6,0.7743245988218566,0.7655255941499086,0.8799004671947941,56.25,32,False,False,0.1678504622065676,,,,,0.5509483667594667,0.996306802820624,2.7707327241774062,0.461788787362901
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,lscae_k6,fixed_k6,lscae,lscae.k6,1319,25,6,6,0.7743164736949014,0.7632414178346536,1.1075055860247818,53.125,32,False,False,0.1680992443406717,True,True,0,0.0,0.5509483667594667,0.996306802820624,2.7707327241774062,0.461788787362901
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,25,6,6,0.7588421694088969,0.7629349482023157,-0.4092778793418739,34.375,32,False,False,0.14349688383500428,,,,,0.12033303239997158,0.270336055195159,5.698488617271706,0.9497481028786177
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,25,6,6,0.7588421694088969,0.7655255941499086,-0.668342474101169,25.0,32,False,False,0.14349688383500428,,,,,0.12033303239997158,0.270336055195159,5.698488617271706,0.9497481028786177
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,dpp_k6,fixed_k6,dpp,dpp.k6,1319,25,6,6,0.7602071907373553,0.7632414178346536,-0.3034227097298281,40.625,32,False,False,0.15121702378319254,True,False,7,0.4666666666666667,0.12033303239997158,0.270336055195159,5.698488617271706,0.9497481028786177
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,25,6,6,0.7563924436319317,0.7629349482023157,-0.6542504570383967,31.25,32,False,False,0.15507032610376426,,,,,0.11070569422784798,0.23996408069043226,5.730002003190573,0.9550003338650955
lapeigvals_gsm8k_nemo,gsm8k,math,iu_pcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,25,6,6,0.7563924436319317,0.7655255941499086,-0.9133150517976918,25.0,32,False,False,0.15507032610376426,,,,,0.11070569422784798,0.23996408069043226,5.730002003190573,0.9550003338650955
lapeigvals_gsm8k_nemo,gsm8k,math,su_pcr,decorr_k6,fixed_k6,decorrelation,decorr_s6,1319,25,6,6,0.754056469632338,0.7632414178346536,-0.9184948202315635,34.375,32,False,False,0.18398002265686805,True,False,6,0.4,0.11070569422784798,0.23996408069043226,5.730002003190573,0.9550003338650955
lapeigvals_gsm8k_nemo,gsm8k,math,deployed_upcr,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,1319,25,3,3,0.7668007312614259,0.7422719886248222,2.452874263660365,70.3125,32,False,False,0.011123908521276276,,,,,0.8924072017392936,0.913933254342368,1.2138297724206957,0.4046099241402319
lapeigvals_gsm8k_phi35,gsm8k,math,deployed_upcr,full,baseline,full,full,1319,25,25,18,0.8088448633398303,0.8088448633398303,0.0,50.0,32,False,False,0.0835472753733902,,,,,0.30373577029544274,0.999877920993207,7.643915773868005,0.3057566309547202
lapeigvals_gsm8k_phi35,gsm8k,math,iu_pcr,full,baseline,full,full,1319,25,25,25,0.8121067293229737,0.8121067293229737,0.0,50.0,32,False,False,0.10113282498952128,,,,,0.30373577029544274,0.999877920993207,7.643915773868005,0.3057566309547202
lapeigvals_gsm8k_phi35,gsm8k,math,su_pcr,full,baseline,full,full,1319,25,25,25,0.8121645796064401,0.8121645796064401,0.0,50.0,32,False,False,0.10232394446257145,True,True,2,0.006666666666666667,0.30373577029544274,0.999877920993207,7.643915773868005,0.3057566309547202
lapeigvals_gsm8k_phi35,gsm8k,math,deployed_upcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,15,14,0.7954814478590945,0.7977195307007003,-0.22380828416058707,28.125,32,False,False,0.08170419009613106,,,,,0.5049793242434345,0.999877920993207,3.276834906745285,0.21845566044968567
lapeigvals_gsm8k_phi35,gsm8k,math,iu_pcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,15,15,0.7979957101789799,0.8019544217641666,-0.39587115851867916,28.125,32,False,False,0.09316094344370537,,,,,0.5049793242434345,0.999877920993207,3.276834906745285,0.21845566044968567
lapeigvals_gsm8k_phi35,gsm8k,math,su_pcr,dufs_native,native,dufs,a2.dufs_pf,1319,25,15,15,0.7979868101353697,0.7622062707482267,3.5780539387142984,62.5,32,False,False,0.09780125725748029,True,True,0,0.0,0.5049793242434345,0.999877920993207,3.276834906745285,0.21845566044968567
