correct_ever_warning,family,mean_first_warning_budget,model,n,overall_warning_coverage,potential_tokens_remaining_on_caught_wrong,realized_savings,target_fpr,threshold,wrong_warning_coverage
0.0,gsm8k,191.27272727272728,qwen3_4b,177,0.12429378531073447,168.0909090909091,False,0.05,1.2392209989783154,0.24719101123595505
0.056818181818181816,gsm8k,163.45098039215685,qwen3_4b,177,0.288135593220339,184.47826086956522,False,0.1,0.8116233825788721,0.5168539325842697
0.02766798418972332,math,340.95238095238096,qwen3_4b,514,0.08171206225680934,394.9142857142857,False,0.05,0.900517235854509,0.13409961685823754
0.07509881422924901,math,300.8888888888889,qwen3_4b,514,0.14007782101167315,436.0,False,0.1,0.6923358999236973,0.20306513409961685
0.07307692307692308,olympiadbench,347.1698113207547,qwen3_4b,509,0.10412573673870335,446.70588235294116,False,0.05,1.0918907084579743,0.13654618473895583
0.11923076923076924,olympiadbench,303.44827586206895,qwen3_4b,509,0.17092337917485265,507.9107142857143,False,0.1,0.7958108878695368,0.2248995983935743
0.03759398496240601,omnimath,414.54545454545456,qwen3_4b,517,0.0425531914893617,434.75,False,0.05,1.119422859790349,0.04780876494023904
0.09022556390977443,omnimath,381.1764705882353,qwen3_4b,517,0.09864603481624758,420.81481481481484,False,0.1,0.8415527360400901,0.10756972111553785
0.022727272727272728,gsm8k,163.02702702702703,qwen3_8b,177,0.20903954802259886,196.85714285714286,False,0.05,0.858738637138313,0.39325842696629215
0.03409090909090909,gsm8k,156.0,qwen3_8b,177,0.2711864406779661,196.86666666666667,False,0.1,0.6859837478308586,0.5056179775280899
0.039525691699604744,math,320.0,qwen3_8b,514,0.07976653696498054,393.8709677419355,False,0.05,0.8857461562569774,0.11877394636015326
0.08695652173913043,math,296.8205128205128,qwen3_8b,514,0.1517509727626459,412.82142857142856,False,0.1,0.6076058042152688,0.21455938697318008
0.06153846153846154,olympiadbench,353.36170212765956,qwen3_8b,509,0.09233791748526522,423.258064516129,False,0.05,1.0749364753062771,0.12449799196787148
0.10384615384615385,olympiadbench,339.66265060240966,qwen3_8b,509,0.16306483300589392,460.9642857142857,False,0.1,0.7623425226431698,0.2248995983935743
0.03759398496240601,omnimath,444.8,qwen3_8b,517,0.03868471953578337,443.7,False,0.05,1.1125075018978436,0.0398406374501992
0.08270676691729323,omnimath,391.06976744186045,qwen3_8b,517,0.08317214700193423,446.76190476190476,False,0.1,0.8840610504417652,0.08366533864541832
0.022727272727272728,gsm8k,172.7058823529412,llama31_8b,177,0.192090395480226,166.28125,False,0.05,1.004738523104369,0.3595505617977528
0.11363636363636363,gsm8k,156.8,llama31_8b,177,0.3107344632768362,174.24444444444444,False,0.1,0.6076836835225358,0.5056179775280899
0.03557312252964427,math,78.28571428571429,llama31_8b,514,0.054474708171206226,475.05263157894734,False,0.05,1.6831213199636539,0.07279693486590039
0.05928853754940711,math,174.46575342465752,llama31_8b,514,0.14202334630350194,444.1896551724138,False,0.1,0.9204821786444303,0.2222222222222222
0.019230769230769232,olympiadbench,16.0,llama31_8b,509,0.021611001964636542,811.5,False,0.05,6.62916868057656,0.024096385542168676
0.05,olympiadbench,119.2258064516129,llama31_8b,509,0.060903732809430254,576.0,False,0.1,1.7601545155142517,0.07228915662650602
0.06015037593984962,omnimath,16.0,llama31_8b,517,0.059961315280464215,783.8,False,0.05,3.8384482922727106,0.05976095617529881
0.10526315789473684,omnimath,93.51724137931035,llama31_8b,517,0.11218568665377177,705.7,False,0.1,1.3342088561047611,0.11952191235059761
