candidate,ci_high,ci_low,delta,family_deltas,family_losses,family_wins,reference,task
a_two_global_local__w0.50__peak,0.044938369137692905,0.008465515129185645,0.027134292168134372,"{'gsm8k': 0.01630064691862454, 'math': 0.07340269259309751, 'olympiadbench': 0.007630522088353353, 'omnimath': 0.011203307072462088}",0,4,a_one_shared__w1.00__peak,global
a_two_global_local__w0.50__peak,0.10131564546762152,0.045779981789490255,0.07395226895463301,"{'gsm8k': 0.09670658540323296, 'math': 0.05444575290718212, 'olympiadbench': 0.08024576759915539, 'omnimath': 0.06441096990896159}",0,4,a_one_shared__w1.00__peak,local
a_two_global_local__w0.50__peak,0.026036970010560365,-0.012121702531924732,0.006675183453515837,"{'gsm8k': -0.004350830668145678, 'math': 0.0007845674878916853, 'olympiadbench': 0.02881268664401193, 'omnimath': 0.00145431035030541}",1,3,a_one_shared__w1.00__peak,online
a_three_independent__w0.50__peak,0.0,0.0,0.0,"{'gsm8k': 0.0, 'math': 0.0, 'olympiadbench': 0.0, 'omnimath': 0.0}",0,0,a_two_global_local__w0.50__peak,global
a_three_independent__w0.50__peak,0.0,0.0,0.0,"{'gsm8k': 0.0, 'math': 0.0, 'olympiadbench': 0.0, 'omnimath': 0.0}",0,0,a_two_global_local__w0.50__peak,local
a_three_independent__w0.50__peak,0.012551341113599557,-0.024813647387392175,-0.006675183453515837,"{'gsm8k': 0.004350830668145678, 'math': -0.0007845674878916853, 'olympiadbench': -0.02881268664401193, 'omnimath': -0.00145431035030541}",3,1,a_two_global_local__w0.50__peak,online
