auprc,auroc,budget,calibration_f1,candidate,clean_abstention,exact_error,f1,family,model,n,primary,task,threshold,within_one
0.8172638746624205,0.8128192032686415,,,g_mean9,,,,gsm8k,qwen3_4b,177,0.8128192032686415,global,,
0.831734384791615,0.8245658835546477,,,g_mean_q90_18,,,,gsm8k,qwen3_4b,177,0.8245658835546477,global,,
0.8300411173870592,0.8211184882533198,,,g_mean_q90_max_27,,,,gsm8k,qwen3_4b,177,0.8211184882533198,global,,
0.8474730357925596,0.8333758937691521,,,g_registered_mixed,,,,gsm8k,qwen3_4b,177,0.8333758937691521,global,,
,,,0.34521313766596784,l_level9,0.6024096385542169,0.2765957446808511,0.3791192767570721,gsm8k,qwen3_4b,177,0.3791192767570721,local,1.8110069587590782,0.48936170212765956
,,,0.2418658220558595,l_onset9,0.4939759036144578,0.19148936170212766,0.27599102468212416,gsm8k,qwen3_4b,177,0.27599102468212416,local,2.0876243836768134,0.3723404255319149
,,,0.2560237524266301,l_level_onset18,0.6024096385542169,0.19148936170212766,0.290603810138844,gsm8k,qwen3_4b,177,0.290603810138844,local,1.9633574048603293,0.39361702127659576
,,,0.27356873500171414,l_registered_core5,0.4819277108433735,0.2872340425531915,0.35994000999833364,gsm8k,qwen3_4b,177,0.35994000999833364,local,1.448169845715586,0.5
0.5825742651801108,0.5669050051072524,16,,o_level_ewma18,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6048966006269694,0.5391981613891726,32,,o_level_ewma18,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6548838219420793,0.6232124616956078,64,,o_level_ewma18,,,,gsm8k,qwen3_4b,177,0.6232124616956078,online,,
0.6759782353882485,0.6807003475006683,128,,o_level_ewma18,,,,gsm8k,qwen3_4b,173,0.6807003475006683,online,,
0.8290961186285091,0.7447306791569087,256,,o_level_ewma18,,,,gsm8k,qwen3_4b,96,nan,online,,
nan,nan,512,,o_level_ewma18,,,,gsm8k,qwen3_4b,5,nan,online,,
,,64_128,,o_level_ewma18,,,,gsm8k,qwen3_4b,0,0.6519564045981381,online_primary,,
0.5388745619074992,0.533197139938713,16,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,177,nan,online,,
0.5947668012812818,0.5315372829417774,32,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6027635554275732,0.6050817160367723,64,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,177,0.6050817160367723,online,,
0.6306707560099525,0.653167602245389,128,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,173,0.653167602245389,online,,
0.8011030467141504,0.715222482435597,256,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,96,nan,online,,
nan,nan,512,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,5,nan,online,,
,,64_128,,o_level_ewma_onset27,,,,gsm8k,qwen3_4b,0,0.6291246591410806,online_primary,,
0.6308696213016699,0.6087844739530133,16,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6446366626354776,0.6036772216547497,32,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6827979740697967,0.6699438202247191,64,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,177,0.6699438202247191,online,,
0.7540068972068532,0.7511360598770381,128,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,173,0.7511360598770381,online,,
0.9001946076235124,0.8365339578454332,256,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,96,nan,online,,
nan,nan,512,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,5,nan,online,,
,,64_128,,o_ewma_area_persist27,,,,gsm8k,qwen3_4b,0,0.7105399400508786,online_primary,,
0.594244375233054,0.603932584269663,16,,o_iu28_registered,,,,gsm8k,qwen3_4b,177,nan,online,,
0.5685183128670369,0.5593718079673136,32,,o_iu28_registered,,,,gsm8k,qwen3_4b,177,nan,online,,
0.6522546138717042,0.6283197139938712,64,,o_iu28_registered,,,,gsm8k,qwen3_4b,177,0.6283197139938712,online,,
0.7576554804095318,0.7289494787489975,128,,o_iu28_registered,,,,gsm8k,qwen3_4b,173,0.7289494787489975,online,,
0.8590524383893968,0.7658079625292741,256,,o_iu28_registered,,,,gsm8k,qwen3_4b,96,nan,online,,
nan,nan,512,,o_iu28_registered,,,,gsm8k,qwen3_4b,5,nan,online,,
,,64_128,,o_iu28_registered,,,,gsm8k,qwen3_4b,0,0.6786345963714344,online_primary,,
0.6698499489338541,0.6606242333378765,,,g_mean9,,,,math,qwen3_4b,514,0.6606242333378765,global,,
0.6897963789525228,0.6874744445958839,,,g_mean_q90_18,,,,math,qwen3_4b,514,0.6874744445958839,global,,
0.6758495406105405,0.6668483939848258,,,g_mean_q90_max_27,,,,math,qwen3_4b,514,0.6668483939848258,global,,
0.7251169743403515,0.7455666106340769,,,g_registered_mixed,,,,math,qwen3_4b,514,0.7455666106340769,global,,
,,,0.31834569076933544,l_level9,0.6729857819905213,0.2079207920792079,0.31769029989879083,math,qwen3_4b,514,0.31769029989879083,local,1.8433752100794765,0.4158415841584158
,,,0.26818366517675746,l_onset9,0.4597156398104265,0.1419141914191419,0.21687811980033272,math,qwen3_4b,514,0.21687811980033272,local,2.3656191441016206,0.31683168316831684
,,,0.26367738296672305,l_level_onset18,0.4597156398104265,0.16831683168316833,0.24641362821279136,math,qwen3_4b,514,0.24641362821279136,local,2.0815658347971273,0.36633663366336633
,,,0.3174561803609826,l_registered_core5,0.6729857819905213,0.19801980198019803,0.3060015084581403,math,qwen3_4b,514,0.3060015084581403,local,1.4732392854597904,0.38943894389438943
0.5486769561850857,0.5374736873987249,16,,o_level_ewma18,,,,math,qwen3_4b,514,nan,online,,
0.5674616760783258,0.5416685596595642,32,,o_level_ewma18,,,,math,qwen3_4b,514,nan,online,,
0.5723882063406015,0.5583031857245347,64,,o_level_ewma18,,,,math,qwen3_4b,512,0.5583031857245347,online,,
0.6171012118917422,0.5933986928104575,128,,o_level_ewma18,,,,math,qwen3_4b,495,0.5933986928104575,online,,
0.6212535259158031,0.5598148416027774,256,,o_level_ewma18,,,,math,qwen3_4b,409,nan,online,,
0.6819471720104324,0.5796628029504742,512,,o_level_ewma18,,,,math,qwen3_4b,203,nan,online,,
,,64_128,,o_level_ewma18,,,,math,qwen3_4b,0,0.5758509392674962,online_primary,,
0.539736086964081,0.5328699286720276,16,,o_level_ewma_onset27,,,,math,qwen3_4b,514,nan,online,,
0.547352249659445,0.5391243772053368,32,,o_level_ewma_onset27,,,,math,qwen3_4b,514,nan,online,,
0.5440437558170649,0.5400161804887729,64,,o_level_ewma_onset27,,,,math,qwen3_4b,512,0.5400161804887729,online,,
0.5903889244330174,0.5777124183006536,128,,o_level_ewma_onset27,,,,math,qwen3_4b,495,0.5777124183006536,online,,
0.5985579706792535,0.5424321326968513,256,,o_level_ewma_onset27,,,,math,qwen3_4b,409,nan,online,,
0.6821458682533572,0.5732349841938883,512,,o_level_ewma_onset27,,,,math,qwen3_4b,203,nan,online,,
,,64_128,,o_level_ewma_onset27,,,,math,qwen3_4b,0,0.5588642993947133,online_primary,,
0.558684166999375,0.5502703193857617,16,,o_ewma_area_persist27,,,,math,qwen3_4b,514,nan,online,,
0.571876615744334,0.5540108733512032,32,,o_ewma_area_persist27,,,,math,qwen3_4b,514,nan,online,,
0.6268678190280422,0.5948619315840087,64,,o_ewma_area_persist27,,,,math,qwen3_4b,512,0.5948619315840087,online,,
0.6415391102076596,0.6223366013071896,128,,o_ewma_area_persist27,,,,math,qwen3_4b,495,0.6223366013071896,online,,
0.6718426218663076,0.6420994262018418,256,,o_ewma_area_persist27,,,,math,qwen3_4b,409,nan,online,,
0.7383163477108292,0.6339304531085354,512,,o_ewma_area_persist27,,,,math,qwen3_4b,203,nan,online,,
,,64_128,,o_ewma_area_persist27,,,,math,qwen3_4b,0,0.6085992664455991,online_primary,,
0.5705229344765513,0.5829509487680402,16,,o_iu28_registered,,,,math,qwen3_4b,514,nan,online,,
0.5586271223348046,0.5612345342480275,32,,o_iu28_registered,,,,math,qwen3_4b,514,nan,online,,
0.5869926576320283,0.5902825479690433,64,,o_iu28_registered,,,,math,qwen3_4b,512,0.5902825479690433,online,,
0.6061015147729689,0.6006372549019607,128,,o_iu28_registered,,,,math,qwen3_4b,495,0.6006372549019607,online,,
0.6503026438249525,0.6339746371570472,256,,o_iu28_registered,,,,math,qwen3_4b,409,nan,online,,
0.6987129201471171,0.5837723919915702,512,,o_iu28_registered,,,,math,qwen3_4b,203,nan,online,,
,,64_128,,o_iu28_registered,,,,math,qwen3_4b,0,0.595459901435502,online_primary,,
