partition,world_seed,arm,lambda,auroc,delta_vs_iu_pp,score_spearman_vs_iu
heldout,6001,specrage_uniform_Y,0.3,0.7138016715608765,0.48478740595298,0.9991149050126084
heldout,6001,dufs_liu,0.3,0.7091623082135845,0.020851071223781936,0.99999316403283
heldout,6001,oracle_target,0.3,0.7168945804590712,0.794078295772449,0.9978555679495136
heldout,6001,iu,1.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,1.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,1.0,0.7163038001077305,0.7350002606383854,0.9982107127201073
heldout,6001,specrage_plain_Y,1.0,0.713210891209536,0.42570937081892746,0.999258351815763
heldout,6001,specrage_agreement_Y,1.0,0.7195183402547306,1.056454275338392,0.9954412779569355
heldout,6001,specrage_agreement_alpha,1.0,0.7202307518548765,1.1276954353529822,0.994654056658232
heldout,6001,specrage_uniform_Y,1.0,0.71892755990339,0.9973762402043285,0.996192691808558
heldout,6001,dufs_liu,1.0,0.7092665635697034,0.031276606835672904,0.9999833983654444
heldout,6001,oracle_target,1.0,0.7225764973675524,1.3622699866205679,0.9916301720059547
heldout,6001,iu,3.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,3.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,3.0,0.71892755990339,0.9973762402043285,0.996192691808558
heldout,6001,specrage_plain_Y,3.0,0.7157303956490764,0.6776598147729684,0.9984990169228164
heldout,6001,specrage_agreement_Y,3.0,0.7233062848603848,1.4352487359038157,0.9907430153776707
heldout,6001,specrage_agreement_alpha,3.0,0.7241055759239632,1.5151778422616502,0.9894300756513699
heldout,6001,specrage_uniform_Y,3.0,0.7221768518357631,1.3223054334416395,0.9922043932482343
heldout,6001,dufs_liu,3.0,0.7095793296380601,0.06255321367134581,0.9999678818050426
heldout,6001,oracle_target,3.0,0.7281541589199145,1.9200361418567846,0.983614837738011
heldout,6001,iu,10.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,10.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,10.0,0.7200743688206983,1.1120571319351624,0.9947791657081843
heldout,6001,specrage_plain_Y,10.0,0.7166860697468334,0.7732272245486671,0.9979225170248134
heldout,6001,specrage_agreement_Y,10.0,0.7260864276902226,1.7132630188875897,0.9869099909287798
heldout,6001,specrage_agreement_alpha,10.0,0.7269378464318604,1.7984048930513752,0.9856268907417132
heldout,6001,specrage_uniform_Y,10.0,0.7245747250264982,1.562092752515154,0.988836106059488
heldout,6001,dufs_liu,10.0,0.709753088564925,0.07992910635783446,0.9999538843484562
heldout,6001,oracle_target,10.0,0.7302913937203525,2.133759621900577,0.9776308707937098
heldout,6001,iu,30.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,30.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,30.0,0.7204045107817414,1.1450713280394709,0.9942724360782814
heldout,6001,specrage_plain_Y,30.0,0.7170683393859361,0.8114541884589377,0.9976780498179244
heldout,6001,specrage_agreement_Y,30.0,0.7270073500026064,1.8053552501259729,0.9852816201459208
heldout,6001,specrage_agreement_alpha,30.0,0.7280151517784226,1.9061354277075893,0.9840230426347335
heldout,6001,specrage_uniform_Y,30.0,0.7256694062657469,1.6715608764400258,0.9875676543734997
heldout,6001,dufs_liu,30.0,0.7098052162429844,0.08514187416377439,0.9999508461408252
heldout,6001,oracle_target,30.0,0.7308300463936334,2.1876248892286676,0.9754184045937699
heldout,6001,iu,100.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,100.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,100.0,0.7207694045281576,1.1815607026810948,0.994063342288812
heldout,6001,specrage_plain_Y,100.0,0.7172768500981738,0.8323052596827085,0.997563574494681
heldout,6001,specrage_agreement_Y,100.0,0.7275112508905146,1.8557453389167922,0.9845937916397204
heldout,6001,specrage_agreement_alpha,100.0,0.7281889107052875,1.923511320394078,0.9833606048637364
heldout,6001,specrage_uniform_Y,100.0,0.7260343000121632,1.7080502510816498,0.9870617928029201
heldout,6001,dufs_liu,100.0,0.7098225921356709,0.08687946343242103,0.9999498695740867
heldout,6001,oracle_target,100.0,0.7311601883546768,2.2206390853330094,0.9744696157535404
heldout,6002,iu,0.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,0.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,specrage_plain_Y,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,specrage_agreement_Y,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,specrage_agreement_alpha,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,specrage_uniform_Y,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,dufs_liu,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,oracle_target,0.0,0.7255591944812209,0.0,0.9999999999999998
heldout,6002,iu,0.1,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,0.1,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,0.1,0.7265869974217825,0.10278029405615952,0.9999267574946071
heldout,6002,specrage_plain_Y,0.1,0.726935405198244,0.13762107170230964,0.9998716357275855
heldout,6002,specrage_agreement_Y,0.1,0.7262908508117901,0.07316563305692636,0.9999510631556561
heldout,6002,specrage_agreement_alpha,0.1,0.727370914918821,0.18117204376001395,0.9997883020325609
heldout,6002,specrage_uniform_Y,0.1,0.7266218381994287,0.10626437182078563,0.9999211151090064
heldout,6002,dufs_liu,0.1,0.7240087798759669,-0.1550414605253958,0.9998683805051236
heldout,6002,oracle_target,0.1,0.7280677304717441,0.2508535990523253,0.9996648205938393
heldout,6002,iu,0.3,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,0.3,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,0.3,0.7279109469723364,0.2351752491115522,0.9996865220769187
heldout,6002,specrage_plain_Y,0.3,0.7287645460246672,0.32053515434463664,0.9994276233837821
heldout,6002,specrage_agreement_Y,0.3,0.7272315518082365,0.167235732701565,0.9998171650050562
heldout,6002,specrage_agreement_alpha,0.3,0.730210438296983,0.4651243815762096,0.9989166619646784
heldout,6002,specrage_uniform_Y,0.3,0.7280328896940981,0.24736952128772138,0.9996606973120542
heldout,6002,dufs_liu,0.3,0.7218834924395512,-0.36757020416696706,0.9993900798180546
heldout,6002,oracle_target,0.3,0.7309943557940213,0.5435161312800418,0.9981448487189614
heldout,6002,iu,1.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,1.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,1.0,0.7305414256846214,0.4982231203400578,0.9987417480110591
heldout,6002,specrage_plain_Y,1.0,0.731813114068706,0.6253919587485113,0.9975755103103744
heldout,6002,specrage_agreement_Y,1.0,0.7291652149675981,0.36060204863772594,0.9993161862681693
heldout,6002,specrage_agreement_alpha,1.0,0.7337119364504214,0.8152741969200572,0.9955656274549802
heldout,6002,specrage_uniform_Y,1.0,0.7306982091840291,0.5139014702808198,0.9985441560076215
heldout,6002,dufs_liu,1.0,0.7176677583443662,-0.7891436136854613,0.9972695193989556
heldout,6002,oracle_target,1.0,0.7352623510556757,0.9703156574454863,0.9928879899652342
heldout,6002,iu,3.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,3.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,3.0,0.7319698975681137,0.6410703086892844,0.9974229488843266
heldout,6002,specrage_plain_Y,3.0,0.7342171277262908,0.8657933245069915,0.995203212687555
heldout,6002,specrage_agreement_Y,3.0,0.7308027315169675,0.5243537035746648,0.9984213256133925
heldout,6002,specrage_agreement_alpha,3.0,0.7369695491603373,1.1410354679116441,0.9909574260304949
heldout,6002,specrage_uniform_Y,3.0,0.7323879868998676,0.6828792418646756,0.996951267149597
heldout,6002,dufs_liu,3.0,0.7136959096927045,-1.1863284788516393,0.9940631252739811
heldout,6002,oracle_target,3.0,0.7397568113720299,1.4197616890809006,0.9858550818362926
heldout,6002,iu,10.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,10.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,10.0,0.7328931781757368,0.7333983694515989,0.9963348365227278
heldout,6002,specrage_plain_Y,10.0,0.7351752491115602,0.9616054630339321,0.9932820888979551
heldout,6002,specrage_agreement_Y,10.0,0.7315343878475368,0.5975193366315912,0.9977323035256228
heldout,6002,specrage_agreement_alpha,10.0,0.7392341997073375,1.3675005226116643,0.987392414897634
heldout,6002,specrage_uniform_Y,10.0,0.7336945160615984,0.8135321580377552,0.995635072200834
heldout,6002,dufs_liu,10.0,0.7109434882586579,-1.4615706222562919,0.991399702255652
heldout,6002,oracle_target,10.0,0.7415162706431607,1.5957076161939865,0.9806065781535508
heldout,6002,iu,30.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,30.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,30.0,0.7332764267298446,0.7717232248623751,0.9959822959301036
heldout,6002,specrage_plain_Y,30.0,0.7357501219427218,1.0190927461500965,0.9924432180695227
heldout,6002,specrage_agreement_Y,30.0,0.7319524771792907,0.6393282698069824,0.9974659178208237
heldout,6002,specrage_agreement_alpha,30.0,0.7397045502055607,1.4145355724339836,0.9860998745654276
heldout,6002,specrage_uniform_Y,30.0,0.7342171277262909,0.8657933245070026,0.995180209115491
heldout,6002,dufs_liu,30.0,0.7101769911504425,-1.5382203330778332,0.9904089210456641
heldout,6002,oracle_target,30.0,0.7417949968643299,1.6235802383109066,0.9785677238182456
heldout,6002,iu,100.0,0.7255591944812209,0.0,1.0
heldout,6002,deployed_upcr,100.0,0.6892899449515713,-3.6269249529649605,0.9711415848159063
heldout,6002,raw_uniform,100.0,0.73358999372866,0.8030799247439102,0.9958192092847624
heldout,6002,specrage_plain_Y,100.0,0.7359243258309525,1.0365131349731604,0.9921881171359249
heldout,6002,specrage_agreement_Y,100.0,0.7319873179569368,0.6428123475715974,0.9973519850346572
heldout,6002,specrage_agreement_alpha,100.0,0.7399310152602607,1.4371820779039868,0.9854700975264649
heldout,6002,specrage_uniform_Y,100.0,0.7343216500592293,0.8762455578008477,0.9949891275569771
heldout,6002,dufs_liu,100.0,0.7096892202633964,-1.5869974217824434,0.990031206732668
heldout,6002,oracle_target,100.0,0.7420214619190301,1.6462267437809208,0.9778007934062214
heldout,6003,iu,0.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,0.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,specrage_plain_Y,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,specrage_agreement_Y,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,specrage_agreement_alpha,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,specrage_uniform_Y,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,dufs_liu,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,oracle_target,0.0,0.7422646306001984,0.0,0.9999999999999998
heldout,6003,iu,0.1,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,0.1,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,0.1,0.7425606379829708,0.02960073827723564,0.9999646265825805
heldout,6003,specrage_plain_Y,0.1,0.7430830039525692,0.08183733523707826,0.999832356043212
heldout,6003,specrage_agreement_Y,0.1,0.7425606379829708,0.02960073827723564,0.9999648435974113
heldout,6003,specrage_agreement_alpha,0.1,0.7429437063606763,0.06790757604778763,0.9998487406629369
heldout,6003,specrage_uniform_Y,0.1,0.7429785307586495,0.07139001584510751,0.9998478726036137
heldout,6003,dufs_liu,0.1,0.7424561647890512,0.019153418885275997,0.9999787325465821
heldout,6003,oracle_target,0.1,0.7430481795545959,0.07835489543974727,0.9998344176841045
heldout,6003,iu,0.3,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,0.3,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,0.3,0.7429262941616896,0.06616635614912214,0.9998587233451534
heldout,6003,specrage_plain_Y,0.3,0.7447719872542703,0.25073566540718684,0.9991276003802098
heldout,6003,specrage_agreement_Y,0.3,0.742908881962703,0.06442513625045665,0.9998596999118918
heldout,6003,specrage_agreement_alpha,0.3,0.7444411554735246,0.21765248733262021,0.9992823319545658
heldout,6003,specrage_uniform_Y,0.3,0.7445282164684578,0.22635858682593657,0.99920420661548
heldout,6003,dufs_liu,0.3,0.7428740575647297,0.060942696453125667,0.9999232852573146
heldout,6003,oracle_target,0.3,0.7445108042694712,0.22461736692728218,0.9992003003485258
heldout,6003,iu,1.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,1.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,1.0,0.7441277358917658,0.1863105291567413,0.9995141037938532
heldout,6003,specrage_plain_Y,1.0,0.7481325416586861,0.5867911058487718,0.99665536742781
heldout,6003,specrage_agreement_Y,1.0,0.7442322090856854,0.19675784854870093,0.9994845897768652
heldout,6003,specrage_agreement_alpha,1.0,0.747418641500235,0.5154010900036532,0.9973945199414925
heldout,6003,specrage_uniform_Y,1.0,0.7478539464749003,0.5589315874701906,0.9967903506525635
heldout,6003,dufs_liu,1.0,0.7434660723302747,0.12014417300763025,0.9997358929509241
heldout,6003,oracle_target,1.0,0.7474708780971949,0.5206247496996497,0.99728167222948
heldout,6003,iu,3.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,3.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,3.0,0.7450331702390696,0.2768539638871137,0.9990250608726599
heldout,6003,specrage_plain_Y,3.0,0.7512319130783027,0.8967282478104299,0.9928615141558774
heldout,6003,specrage_agreement_Y,3.0,0.7453291776218418,0.30645470216433823,0.9988855203364597
heldout,6003,specrage_agreement_alpha,3.0,0.7502568299350525,0.7992199334854067,0.994681400526912
heldout,6003,specrage_uniform_Y,3.0,0.7511970886803295,0.89324580801311,0.9926985360179514
heldout,6003,dufs_liu,3.0,0.7442670334836587,0.2002402883460319,0.9994726539611716
heldout,6003,oracle_target,3.0,0.7502568299350525,0.7992199334854067,0.9946715263521108
heldout,6003,iu,10.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,10.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,10.0,0.7455729484076543,0.3308317807455885,0.9986936792260384
heldout,6003,specrage_plain_Y,10.0,0.7524159426093922,1.0151312009193725,0.9900652780611026
heldout,6003,specrage_agreement_Y,10.0,0.7459386045863732,0.367397398617475,0.9984432441113026
heldout,6003,specrage_agreement_alpha,10.0,0.7512667374762758,0.9002106876077387,0.9926282232127743
heldout,6003,specrage_uniform_Y,10.0,0.7526074767982447,1.0342846198046263,0.9894006701417974
heldout,6003,dufs_liu,10.0,0.7443889188765649,0.21242882763664594,0.999260847486317
heldout,6003,oracle_target,10.0,0.751266737476276,0.9002106876077609,0.9927738401642366
heldout,6003,iu,30.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,30.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,30.0,0.7458689557904268,0.36043251902283524,0.9985309181029429
heldout,6003,specrage_plain_Y,30.0,0.7527119499921646,1.0447319391966192,0.988819178902686
heldout,6003,specrage_agreement_Y,30.0,0.7463390851630652,0.4074454562866814,0.9982811340326998
heldout,6003,specrage_agreement_alpha,30.0,0.7515627448590484,0.9298114258849965,0.9919079509893706
heldout,6003,specrage_uniform_Y,30.0,0.7529731329769636,1.0708502376765128,0.9880182856696427
heldout,6003,dufs_liu,30.0,0.744650101861364,0.2385471261165617,0.9991639503643678
heldout,6003,oracle_target,30.0,0.7513886228691822,0.9123992268983749,0.9921134640341319
heldout,6003,iu,100.0,0.7422646306001984,0.0,1.0
heldout,6003,deployed_upcr,100.0,0.713308143685466,-2.8956486914732404,0.9780360374828014
heldout,6003,raw_uniform,100.0,0.7459386045863733,0.3673973986174861,0.998488817225769
heldout,6003,specrage_plain_Y,100.0,0.7529383085789905,1.067367797879204,0.9883802664074062
heldout,6003,specrage_agreement_Y,100.0,0.7464783827549581,0.421375215475972,0.9982088680940455
heldout,6003,specrage_agreement_alpha,100.0,0.7515801570580349,0.9315526457836509,0.9915926284402274
heldout,6003,specrage_uniform_Y,100.0,0.7529557207779769,1.0691090177778473,0.9875672203438381
heldout,6003,dufs_liu,100.0,0.7447719872542703,0.25073566540718684,0.9991276003802098
heldout,6003,oracle_target,100.0,0.7514582716651286,0.9193641064930147,0.9918507675814564
