version,representation,prior_strength,n_cells,n_groups,equal_group_delta_pp,ci_low_pp,ci_high_pp,wins,losses,worst_cell_delta_pp
atomic-contribution-supervised-ceiling-v1-2026-08-13,family,0.3,23,8,0.7210027136680253,0.3076094275399991,1.112919314805341,21,2,-0.2375960866526916
atomic-contribution-supervised-ceiling-v1-2026-08-13,family,1.0,23,8,0.44368133294860457,0.22088386595294351,0.6538261230430503,21,2,-0.05015959872322062
atomic-contribution-supervised-ceiling-v1-2026-08-13,family,3.0,23,8,0.20928984059578934,0.11613783581335552,0.29818254449603016,22,1,-0.030779753761978057
atomic-contribution-supervised-ceiling-v1-2026-08-13,family,10.0,23,8,0.0780902440489797,0.04688238994127356,0.10503555008374103,21,2,-0.009284016636945669
atomic-contribution-supervised-ceiling-v1-2026-08-13,atomic,0.3,23,8,1.2977278612437364,0.4782613806025177,1.9578633555679015,20,3,-1.1576985790822225
atomic-contribution-supervised-ceiling-v1-2026-08-13,atomic,1.0,23,8,1.0420455403314204,0.6377469447866814,1.3974229598330568,22,1,-0.072210575355236
atomic-contribution-supervised-ceiling-v1-2026-08-13,atomic,3.0,23,8,0.5993314520339398,0.39616832264227403,0.7769286601200954,23,0,0.05590496156534508
atomic-contribution-supervised-ceiling-v1-2026-08-13,atomic,10.0,23,8,0.23108990903823146,0.14372496231521686,0.3032333504130287,22,1,-0.01630561378990203
