context,valid_cells,headroom_pp,permutation_p,mean_distinct_winners,holm_p,supports_specialization
context_trace_length,20,0.8015588010262327,0.5848303393213573,2.25,0.5848303393213573,False
context_family_disagreement,23,0.9903186300646352,0.1157684630738523,2.1739130434782608,0.2315369261477046,False
context_iu_rank,23,2.832789358440543,0.001996007984031936,2.4782608695652173,0.005988023952095808,True
