cell,rep,arena,family,variant,size,auroc,floor,overlap,overlap_null,fallback,seconds,error
ars_gsm8k_r1distill8b,0,full,classical_fs,lapscore_s4,4,0.6714263420724095,0.6719850187265918,0.0,0.503875,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,lapscore_s5,5,0.6715043695380774,0.6693820224719101,0.0,0.5012,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,lapscore_s6,6,0.6724406991260925,0.7048501872659176,0.16666666666666666,0.5019166666666667,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,lapscore_adapt,7,0.6778245942571786,0.6897659176029962,0.2857142857142857,0.5050714285714285,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,spec_s4,4,0.6714263420724095,0.6719850187265918,0.0,0.503875,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,spec_s5,5,0.6715043695380774,0.6693820224719101,0.0,0.5012,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,spec_s6,6,0.6724406991260925,0.7048501872659176,0.16666666666666666,0.5019166666666667,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,spec_adapt,7,0.6778245942571786,0.6897659176029962,0.2857142857142857,0.5050714285714285,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,mcfs_s4,4,0.723392634207241,0.6719850187265918,0.25,0.401125,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,mcfs_s5,5,0.7031835205992509,0.6693820224719101,0.2,0.425,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,mcfs_s6,6,0.732521847690387,0.7048501872659176,0.3333333333333333,0.445,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,classical_fs,mcfs_adapt,3,0.7109862671660424,0.6560549313358303,0.3333333333333333,0.4255,0,0.014526645342508951,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_5,5,0.7567883895131087,0.6693820224719101,0.4,0.425,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_6,6,0.7513264669163545,0.7048501872659176,0.5,0.445,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.LOCO_5,5,0.7726279650436954,0.6693820224719101,0.8,0.471,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.STABLE_H9,9,0.7492977528089887,0.7176498127340823,0.2222222222222222,0.37483333333333335,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.top_macro_5,5,0.7560081148564294,0.6693820224719101,0.4,0.425,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.consensus_4,4,0.713249063670412,0.6719850187265918,0.5,0.401125,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.ALL_H16,16,0.7434456928838952,0.7403339575530586,0.3125,0.34584375,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_5+topk,6,0.7530430711610487,0.7048501872659176,0.3333333333333333,0.445,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_6+topk,7,0.7476591760299627,0.6897659176029962,0.42857142857142855,0.4452857142857143,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_5+renyi,6,0.7389981273408239,0.7048501872659176,0.3333333333333333,0.445,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_6+renyi,7,0.7303370786516854,0.6897659176029962,0.42857142857142855,0.4452857142857143,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.GOOD_6+both,8,0.7309612983770287,0.6948377028714107,0.375,0.4553125,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,reference_macros,ref.ENTROPY_6,6,0.5778714107365793,0.7048501872659176,0.3333333333333333,0.47175,0,7.867813110351562e-05,
ars_gsm8k_r1distill8b,0,full,simple_stats,random_s4,4,0.7485174781523096,0.6719850187265918,0.75,0.35975,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,random_s5,5,0.7356429463171037,0.6693820224719101,0.6,0.425,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,random_s6,6,0.7124687890137328,0.7048501872659176,0.3333333333333333,0.37066666666666664,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,mad_s4,4,0.7659956304619226,0.6719850187265918,0.75,0.35975,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,mad_s5,5,0.7633426966292134,0.6693820224719101,0.8,0.3833000000000001,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,mad_s6,6,0.7817571785268415,0.7048501872659176,0.6666666666666666,0.37066666666666664,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,kurtosis_s4,4,0.6718164794007491,0.6719850187265918,0.5,0.3125,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,kurtosis_s5,5,0.7295568039950062,0.6693820224719101,0.4,0.3420000000000001,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,kurtosis_s6,6,0.7082553058676654,0.7048501872659176,0.3333333333333333,0.3425,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,decorr_s4,4,0.4970349563046193,0.6719850187265918,0.25,0.35975,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,decorr_s5,5,0.6406054931335831,0.6693820224719101,0.2,0.3420000000000001,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,full,simple_stats,decorr_s6,6,0.690152933832709,0.7048501872659176,0.3333333333333333,0.3425,0,0.0018284519513448079,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.relres_greedy,3,0.7376716604244695,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.upcrres_greedy,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.router@good5,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.router@minres,3,0.7376716604244695,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.good5+K_ah,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.good5+K_kn,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a1_residual,a1.minres+K_ah,3,0.7376716604244695,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,4.8593690395355225,
ars_gsm8k_r1distill8b,0,keep,a2_groupfs,a2.select,14,0.6946785268414482,0.694678526841448,0.5,0.5,0,10.742426776885987,
ars_gsm8k_r1distill8b,0,keep,a2_groupfs,a2.select+groups,14,0.6946785268414482,0.694678526841448,0.5,0.5,0,10.742426776885987,
ars_gsm8k_r1distill8b,0,keep,a2_groupfs,a2.groups@good5,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,10.742426776885987,
ars_gsm8k_r1distill8b,0,keep,a2_groupfs,a2.dufs,12,0.6818820224719101,0.6940262172284644,0.4166666666666667,0.5005833333333333,0,10.742426776885987,
ars_gsm8k_r1distill8b,0,keep,a2_groupfs,a2.dufs_pf,11,0.6679931335830211,0.6979712858926342,0.45454545454545453,0.49959090909090903,0,10.742426776885987,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k3,3,0.730649188514357,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k4,4,0.7414169787765295,0.7128027465667915,0.5,0.503875,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k5,5,0.7172284644194756,0.6847752808988764,0.6,0.5012,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k6,6,0.7407927590511861,0.6805305867665419,0.6666666666666666,0.5019166666666667,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k7,7,0.7344725343320848,0.6808208489388263,0.5714285714285714,0.5050714285714285,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae_k8,8,0.7237827715355805,0.692334581772784,0.625,0.4995625,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a3_concrete_ae,a3.cae,4,0.7414169787765295,0.7128027465667915,0.5,0.503875,0,7.695279121398926,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.anchor_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.anchor_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.anchor_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.anchor_adapt,8,0.6809456928838951,0.692334581772784,0.375,0.4995625,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.intrinsic_k_ah,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.good5+K_intrinsic_ah,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.good5+K_intrinsic_kn,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.recon_s4,4,0.7414169787765295,0.7128027465667915,0.5,0.503875,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.recon_s5,5,0.7123907615480648,0.6847752808988764,0.6,0.5012,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.recon_s6,6,0.7368913857677903,0.6805305867665419,0.6666666666666666,0.5019166666666667,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a4_antigravity,a4.recon_adapt,4,0.7414169787765295,0.7128027465667915,0.5,0.503875,0,0.0030814951116388493,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.0_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.0_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.0_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.0_adapt,8,0.6809456928838951,0.692334581772784,0.375,0.4995625,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.3_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.3_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.3_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.3_adapt,8,0.6809456928838951,0.692334581772784,0.375,0.4995625,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.5_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.5_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.5_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.5_adapt,8,0.6809456928838951,0.692334581772784,0.375,0.4995625,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.7_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.7_s5,5,0.6799313358302123,0.6847752808988764,0.2,0.5012,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.7_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a5_mrmr,a5.mrmr_a0.7_adapt,8,0.6809456928838951,0.692334581772784,0.375,0.4995625,0,0.0015415400266647339,
ars_gsm8k_r1distill8b,0,keep,a7_iter_consensus,a7.iter_consensus,3,0.6744694132334582,0.7091791510611735,0.0,0.49616666666666664,0,0.6766643524169922,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k3,3,0.6723626716604245,0.7091791510611735,0.0,0.49616666666666664,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k4,4,0.6960830212234705,0.7128027465667915,0.0,0.503875,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k5,5,0.6250000000000001,0.6847752808988764,0.4,0.5012,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k6,6,0.6630774032459427,0.6805305867665419,0.3333333333333333,0.5019166666666667,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k7,7,0.6331148564294632,0.6808208489388263,0.2857142857142857,0.5050714285714285,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.k8,8,0.643414481897628,0.692334581772784,0.25,0.4995625,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae,6,0.6630774032459427,0.6805305867665419,0.3333333333333333,0.5019166666666667,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,a8_lscae,lscae.recon_only,6,0.7340043695380774,0.6805305867665419,0.6666666666666666,0.5019166666666667,0,4.711591422557831,
ars_gsm8k_r1distill8b,0,keep,classical_fs,lapscore_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,lapscore_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,lapscore_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,lapscore_adapt,7,0.6778245942571786,0.6808208489388263,0.2857142857142857,0.5050714285714285,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,spec_s4,4,0.6714263420724095,0.7128027465667915,0.0,0.503875,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,spec_s5,5,0.6715043695380774,0.6847752808988764,0.0,0.5012,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,spec_s6,6,0.6772784019975031,0.6805305867665419,0.16666666666666666,0.5019166666666667,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,spec_adapt,7,0.6778245942571786,0.6808208489388263,0.2857142857142857,0.5050714285714285,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,mcfs_s4,4,0.7176966292134831,0.7128027465667915,0.5,0.503875,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,mcfs_s5,5,0.6950686641697876,0.6847752808988764,0.6,0.5012,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,mcfs_s6,6,0.7386079900124844,0.6805305867665419,0.6666666666666666,0.5019166666666667,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,classical_fs,mcfs_adapt,4,0.7176966292134831,0.7128027465667915,0.5,0.503875,0,0.009863456090291342,
ars_gsm8k_r1distill8b,0,keep,reference_macros,ref.GOOD_5,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.00010561943054199219,
ars_gsm8k_r1distill8b,0,keep,reference_macros,ref.GOOD_6,4,0.7388420724094881,0.7128027465667915,0.5,0.503875,0,0.00010561943054199219,
ars_gsm8k_r1distill8b,0,keep,reference_macros,ref.STABLE_H9,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.00010561943054199219,
ars_gsm8k_r1distill8b,0,keep,reference_macros,ref.top_macro_5,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.00010561943054199219,
ars_gsm8k_r1distill8b,0,keep,reference_macros,ref.ALL_H16,3,0.7407147315855181,0.7091791510611735,0.3333333333333333,0.49616666666666664,0,0.00010561943054199219,
ars_gsm8k_r1distill8b,0,keep,simple_stats,random_s4,4,0.7302590511860175,0.7128027465667915,0.75,0.503875,0,0.0003960728645324707,
ars_gsm8k_r1distill8b,0,keep,simple_stats,random_s5,5,0.673611111111111,0.6847752808988764,0.4,0.5012,0,0.0003960728645324707,
ars_gsm8k_r1distill8b,0,keep,simple_stats,random_s6,6,0.6578495630461922,0.6805305867665419,0.5,0.5019166666666667,0,0.0003960728645324707,
