version,regime,domain,group,cell,n,n_correct,families_present,iu_auroc,global_teacher_auroc,cardinality_auroc,global_teacher_delta_pp,cardinality_delta_pp,teacher_correction_scale
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,ars_gsm8k_r1distill8b,500,364,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7589689722042663,0.763837265675501,0.7641604718810602,0.48682934712347414,0.5191499676793887,0.10463656274170334
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,internalstates_gsm8k_qwen25_7b,500,147,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7131294444123258,0.7184097435007997,0.717484727602089,0.5280299088473828,0.4355283189763193,0.09658969923432854
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_llama3b,1319,587,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.6947338043771702,0.6926299326947245,0.7066192830079779,-0.2103871682445746,1.1885478630807689,0.10198647535640179
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_llama8b,500,362,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8180598927055809,0.8183001040916006,0.8121146609015932,0.024021138601970637,-0.594523180398765,0.10396944226977158
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_mistral24b,1319,1210,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8466525134581848,0.8570930320721812,0.8630297975585716,1.044051861399642,1.6377284100386746,0.09060340692952815
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_nemo,1319,1094,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7974812106439163,0.8056957139955313,0.8081698151533618,0.8214503351614999,1.0688604509445532,0.08920546651909242
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,lapeigvals_gsm8k_phi35,1319,1118,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.809703717548216,0.8147233421443766,0.817197554268016,0.5019624596160566,0.7493836719799973,0.09493370257047265
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,noise_gsm8k_mistral7b,1319,658,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7856016259788752,0.7905632526934874,0.7903701217184977,0.49616267146121995,0.4768495739622569,0.09664233151040255
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,noise_gsm8k_phi3mini,1319,936,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.6727700787753008,0.675283412554953,0.6806280823904844,0.2513333779652238,0.7858003615183629,0.0910672285054425
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,gsm8k,trace_gsm8k_llama8b_k10,5000,3680,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8148908926218709,0.8168784996706193,0.8131962285902503,0.1987607048748452,-0.1694664031620552,0.10075003281063259
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,hotpotqa,losnet_hotpotqa_mistral7b,500,169,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.5721589588659075,0.574339905969002,0.5781655017072168,0.2180947103094466,0.6006542841309304,0.10905319362018627
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,math500,math500_dsmath7b,300,57,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7882463360046207,0.7948162587538806,0.8006642119702548,0.6569922749259938,1.241787596563415,0.09010302583002705
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,math500,math500_qwenmath7b,300,68,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution,0.9307809330628803,0.9386409736308317,0.9369295131845843,0.786004056795131,0.6148580121703939,0.09861645699958906
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,math500,math500_r1distill8b,300,86,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution,0.8384046946316018,0.8336774614214301,0.83307976526842,-0.4727233210171766,-0.5324929363181852,0.08325388224279219
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,math500,math500_r1distill8b_mn4096,300,117,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution,0.8320956517677829,0.8419503993274484,0.833963850357293,0.9854747559665533,0.18681985895101505,0.07975646296076276
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,math500,trace_math500_qwenmath15b_k10,3000,529,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.686874358819394,0.6947456277315919,0.6942032300584703,0.7871268912197915,0.7328871239076329,0.09630875230977608
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,nq_open,se_nq_open_llama8b,8460,4105,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.739502916412037,0.7422435466255344,0.7472310517122995,0.27406302134973526,0.7728135300262506,0.08904556455702949
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,sciq,sciq_llama8b,198,131,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7369260567392047,0.7428506323345107,0.7467243933006723,0.5924575595305903,0.9798336561467558,0.108195750901092
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,squad_v2,se_squad_v2_llama8b,2933,820,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.812104509828818,0.8203479043782393,0.8139848556554661,0.8243394549421357,0.18803458266480888,0.08998666053859618
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,triviaqa,epr_triviaqa_mistral24b,621,469,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7425934238581529,0.7443889574682977,0.7412046908315564,0.17955336101448394,-0.1388733026596478,0.08689856558669147
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,triviaqa,seiclr_triviaqa_opt30b,5000,2324,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8266982889919704,0.8251879233783307,0.8253155961449898,-0.1510365613639708,-0.138269284698056,0.09139368085247178
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,triviaqa,semenergy_triviaqa_qwen3_8b,4392,2094,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8072191008667475,0.8079799052870192,0.8086343093076243,0.07608044202717101,0.14152084408767251,0.08350166064655792
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,original_23,truthfulqa,truthfulqa_llama8b,7633,809,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.6631464677130233,0.6668661613124333,0.6629982958423479,0.37196935994099345,-0.014817187067539539,0.08240023585460537
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,gsm8k,qwen3_4b__gsm8k,400,193,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7654126304723285,0.7699181497334234,0.7742734850191484,0.45055192610948813,0.8860854546819841,0.08814780416074397
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,math,qwen3_4b__math,1000,406,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7927634306944652,0.7999784379094725,0.7984027466786087,0.7215007215007341,0.5639315984143467,0.09409689625559348
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,olympiadbench,qwen3_4b__olympiadbench,1000,339,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7840672262907278,0.792345556700985,0.7897705719857728,0.8278330410257273,0.5703345695045048,0.10016608909576565
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,omnimath,qwen3_4b__omnimath,1000,241,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8288258737473962,0.8390380441616234,0.8412138706203292,1.0212170414227173,1.2387996872932905,0.09635957991130925
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,gsm8k,qwen3_8b__gsm8k,400,193,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7528972991915097,0.7575029411028511,0.7608320192235488,0.4605641911341385,0.79347200320391,0.09691978549737727
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,math,qwen3_8b__math,1000,406,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7929873447114826,0.7985520226899536,0.8004677315022142,0.5564677978471044,0.7480386790731597,0.09382093913168933
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,olympiadbench,qwen3_8b__olympiadbench,1000,339,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7829515483378631,0.790850548244146,0.7911807889181941,0.7898999906282955,0.8229240580331032,0.0992635309239671
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_qwen,omnimath,qwen3_8b__omnimath,1000,241,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.8310454354113024,0.8374854443770194,0.8430179478348341,0.6440008965717059,1.19725124235317,0.09529132181922968
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_llama,gsm8k,llama31_8b__gsm8k,400,193,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7734975344797377,0.789592250506871,0.787239368226077,1.6094716027133305,1.3741833746339305,0.0937100281251499
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_llama,math,llama31_8b__math,1000,406,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7864440795475278,0.7929707584879998,0.7912001791312137,0.6526678940471986,0.47560995836858355,0.08035208931970293
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_llama,olympiadbench,llama31_8b__olympiadbench,1000,339,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7513198470182391,0.7629630621343366,0.7653640010889017,1.164321511609756,1.4044154070662618,0.09273960571118636
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,processbench_llama,omnimath,llama31_8b__omnimath,1000,241,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7990093976022173,0.8123650358902027,0.816990033840115,1.335563828798536,1.7980636237897696,0.08896525439962205
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,semgrad,sciq,semgrad__sciq,1000,612,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.7449590661006671,0.7482607304090021,0.7467067583046965,0.3301664308335006,0.1747692204029372,0.10565396898863116
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,semgrad,truthfulqa,semgrad__truthfulqa,817,315,entropy_level|entropy_dynamics|sampled_token_energy|partition_energy|topk_distribution|structural,0.6941756782394233,0.703788022513122,0.6770947954214886,0.9612344273698725,-1.7080882817934628,0.0889472926018145
