version,cell,family,budget,n_splits,iu_auroc,family_ridge_auroc,full_ridge_auroc,anchored_0.1_auroc,anchored_0.3_auroc,anchored_1_auroc,anchored_3_auroc,anchored_10_auroc,anchored_30_auroc
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama3b,gsm8k,40,30,0.6953104349720426,0.6691099653861982,0.6893258780529131,0.7001839614649141,0.7055256214750806,0.7039333865853364,0.6997013046740735,0.6968745915329314,0.6958235906373296
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama3b,gsm8k,80,30,0.6953104349720426,0.6908275845375547,0.7059221068428824,0.7093936533294605,0.7108929392685112,0.7060213492121126,0.7004473168252123,0.6970406409604725,0.6958051944908382
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama3b,gsm8k,all,30,0.6953104349720426,0.7291259409870985,0.7544738944158014,0.7265761382615641,0.7189402851402705,0.7072170987340546,0.7001152179701304,0.6968010069469659,0.6958385980199939
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,20,30,0.8215381400208988,0.7318746081504703,0.7994273772204807,0.7790888192267503,0.8027878787878787,0.8188672936259143,0.8229759665621735,0.8229007314524556,0.8221191222570533
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,40,30,0.8215381400208988,0.7830512016718914,0.8073396029258099,0.8025078369905956,0.8154315569487983,0.8227836990595613,0.8231473354231975,0.8225120167189134,0.8220146290491118
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,80,30,0.8215381400208988,0.803912225705329,0.8065872518286311,0.8115276907001047,0.8184367816091953,0.8222612330198537,0.8228798328108674,0.8222486938349007,0.8218390804597699
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_llama8b,gsm8k,all,30,0.8215381400208988,0.8231849529780566,0.8157951933124347,0.8249153605015674,0.8256969696969695,0.8244723092998957,0.822971786833856,0.8220438871473356,0.8216802507836991
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,20,30,0.8445138367142502,0.6484535437014775,0.747833708990734,0.759573002754821,0.8026405584773352,0.8339578637615829,0.8429658151765591,0.8445717505634863,0.8445795767593288
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,40,30,0.8445138367142502,0.7087716003005259,0.7968820435762586,0.7993911219634361,0.8271208990733784,0.842483721512647,0.8445952291510145,0.8448801026796894,0.844603055346857
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,80,30,0.8445138367142502,0.7732031054345103,0.8002911344853494,0.8143094164788381,0.8344822188830455,0.8440599173553719,0.8448910593538692,0.8448738417230153,0.8446766215877785
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_mistral24b,gsm8k,all,30,0.8445138367142502,0.8376878287002254,0.8667402329075882,0.8460540320560983,0.8475817054845981,0.8463874279989982,0.8455468945654897,0.8449192336589031,0.844695404457801
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,20,30,0.7967258582783696,0.6467909690512428,0.7251040081177068,0.7381845087096228,0.7696744461356335,0.7905885337392183,0.7959496025706071,0.7967081007948588,0.7966455268053441
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,40,30,0.7967258582783696,0.7232716049382716,0.761995602908845,0.7765736512768477,0.7911508540503972,0.7978403517672924,0.7979908675799087,0.7971968543886353,0.7969008963301202
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,80,30,0.7967258582783696,0.7692888550651109,0.7680948756976155,0.7914408929477421,0.7976670049044478,0.7990427870793168,0.7980754270251986,0.7970488753593775,0.7967664468121091
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_nemo,gsm8k,all,30,0.7967258582783696,0.8161246406223577,0.806636225266362,0.8144368340943683,0.8090360223236934,0.8021275156434974,0.7985007610350076,0.7971478099103669,0.796850160662946
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,20,30,0.8117485119047618,0.6808072916666668,0.7479166666666668,0.7371261160714285,0.7729092261904763,0.8028878348214286,0.8115662202380953,0.8124683779761905,0.8121037946428572
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,40,30,0.8117485119047618,0.707079613095238,0.739174107142857,0.762904575892857,0.784844680059524,0.8027901785714284,0.810205543154762,0.8117289806547618,0.811861049107143
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,80,30,0.8117485119047618,0.7587193080357141,0.7660128348214285,0.7891452752976191,0.8025204613095238,0.8108630952380953,0.8125492931547619,0.8123493303571431,0.8119503348214286
harp-contribution-subspace-poc-v1-2026-08-12,lapeigvals_gsm8k_phi35,gsm8k,all,30,0.8117485119047618,0.8116555059523809,0.810585007440476,0.8160649181547618,0.8172637648809524,0.8156054687500001,0.814047619047619,0.8126255580357143,0.8120749627976189
harp-contribution-subspace-poc-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,20,30,0.575958110516934,0.5113079322638147,0.522586155674391,0.5544674688057041,0.564074569221628,0.5721442364824718,0.5748403149138444,0.5757687165775401,0.5756795900178254
harp-contribution-subspace-poc-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,40,30,0.575958110516934,0.5254047831253714,0.5373328877005348,0.5644533571004159,0.5703914141414141,0.5747103386809268,0.5757241532976827,0.5761549316696376,0.5758875519904932
harp-contribution-subspace-poc-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,80,30,0.575958110516934,0.5387923351158646,0.541525549613785,0.5735591206179441,0.57397504456328,0.5746434937611408,0.5754604872251932,0.5758058526440879,0.5758095662507426
harp-contribution-subspace-poc-v1-2026-08-12,losnet_hotpotqa_mistral7b,hotpotqa,all,30,0.575958110516934,0.5589200831847891,0.5705362448009509,0.5779783125371359,0.5768939393939393,0.5761772133095662,0.5761029411764705,0.5758652703505646,0.575958110516934
harp-contribution-subspace-poc-v1-2026-08-12,math500_dsmath7b,math500,20,30,0.7752726729418796,0.6696249813237712,0.7291797400268937,0.7318392350216646,0.7556551621096668,0.7703869714627223,0.7750784401613626,0.7759450171821307,0.7760794860301807
harp-contribution-subspace-poc-v1-2026-08-12,math500_dsmath7b,math500,40,30,0.7752726729418796,0.7012998655311519,0.741565815030629,0.7469595099357537,0.7624533094277604,0.7725982369639922,0.7755714926042133,0.7763633647093978,0.7759898401314805
harp-contribution-subspace-poc-v1-2026-08-12,math500_dsmath7b,math500,80,30,0.7752726729418796,0.7476318541760048,0.7514119229045272,0.7631256536680114,0.7711937845510234,0.7763932466756313,0.7769610040340654,0.7761243089795309,0.7758254893171973
harp-contribution-subspace-poc-v1-2026-08-12,math500_dsmath7b,math500,all,30,0.7752726729418796,0.7673838338562677,0.7523233228746452,0.7713133124159569,0.7754669057223965,0.7779620499028836,0.776931122067832,0.7763334827431644,0.7758105483340805
harp-contribution-subspace-poc-v1-2026-08-12,math500_qwenmath7b,math500,20,30,0.9291251825302003,0.9113235098898181,0.9047656975972388,0.917429974777645,0.9281295632550113,0.9281959378733572,0.9304792247444578,0.9298022036373291,0.9294437806982608
harp-contribution-subspace-poc-v1-2026-08-12,math500_qwenmath7b,math500,40,30,0.9291251825302003,0.9154121863799283,0.9148944643568301,0.9156644099296429,0.925448028673835,0.9288198592858091,0.9303199256604273,0.92945705562193,0.9291517323775389
harp-contribution-subspace-poc-v1-2026-08-12,math500_qwenmath7b,math500,80,30,0.9291251825302003,0.9235231647418025,0.9294172308509226,0.9245055090933226,0.926071950086287,0.9271073941324837,0.9307048984468338,0.9299880525686977,0.9294570556219302
harp-contribution-subspace-poc-v1-2026-08-12,math500_qwenmath7b,math500,all,30,0.9291251825302003,0.9302801008894197,0.9388955263507235,0.9341032789061464,0.9301606265763971,0.9322182397451215,0.9309836718438868,0.9298951281030134,0.9293375813089074
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b,math500,20,30,0.8512083903328774,0.7814979480164158,0.837733698130415,0.815264477884177,0.8356019151846785,0.8448472412220701,0.8489284085727314,0.8501709986320111,0.8509461924304607
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b,math500,40,30,0.8512083903328774,0.8269607843137255,0.8496466028271775,0.836046511627907,0.8422822617419059,0.8478226174190606,0.8497492020063839,0.8507523939808482,0.8511057911536709
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b,math500,80,30,0.8512083903328774,0.8389534883720932,0.8544573643410853,0.8430118559051526,0.8466484268125855,0.8498746010031921,0.8503419972640219,0.8508777929776561,0.8513679890560876
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b,math500,all,30,0.8512083903328774,0.8493616051071592,0.8598381212950295,0.8504103967168264,0.8504559963520293,0.8507067943456452,0.8509005927952576,0.8511513907888736,0.8512995896032832
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b_mn4096,math500,20,30,0.8266394637132032,0.7754104731370834,0.8167103856990188,0.8072476440299232,0.820373069076071,0.8267463324589526,0.8286116778393084,0.8281161954726514,0.8276304284465171
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b_mn4096,math500,40,30,0.8266394637132032,0.8056834742057707,0.831769163509181,0.8223647138832217,0.8278635966190614,0.8297386573399398,0.8295249198484406,0.8282716409210142,0.8276304284465171
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b_mn4096,math500,80,30,0.8266394637132032,0.8331293111823569,0.8367337025162732,0.839337413776353,0.8399980569318956,0.836063344020208,0.8313028271640922,0.8289322840765568,0.8276595744680854
harp-contribution-subspace-poc-v1-2026-08-12,math500_r1distill8b_mn4096,math500,all,30,0.8266394637132032,0.8434372874769261,0.8441659380161276,0.8434470028174489,0.8421937238900222,0.836772563878364,0.8311085203536382,0.8288254153308076,0.8275721364033808
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,20,30,0.7862873950785565,0.7032637444101681,0.7604639261544349,0.754420451012746,0.7753272592486309,0.7864935313389292,0.7877322619987088,0.7870488079010928,0.7865915775880622
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,40,30,0.7862873950785565,0.7585943515795012,0.7851725374847549,0.7769266087954662,0.7864744003634886,0.7893177415883492,0.7883540187005285,0.7872008991558456,0.7866288829901715
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,80,30,0.7862873950785565,0.7914943683191048,0.7982939952650836,0.7971623980677716,0.7948212449482267,0.7911892292608268,0.7886075041251165,0.7871018963579406,0.7865700552406915
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_mistral7b,gsm8k,all,30,0.7862873950785565,0.816736733864218,0.8251916684601956,0.8118502044622999,0.8025903340746584,0.7935700791544107,0.7891211708156969,0.7871722026926847,0.7866202740512234
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,20,30,0.677512273057371,0.5678512708787218,0.5913632534495279,0.6446994916485111,0.6640627450980393,0.6755671750181554,0.6780061002178648,0.677910820624546,0.6777359477124184
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,40,30,0.677512273057371,0.6265144517066086,0.6409998547567176,0.673107915758896,0.679039651416122,0.6811997095134349,0.6800842411038488,0.678559767610748,0.6778962962962963
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,80,30,0.677512273057371,0.6553365286855484,0.6511099491648511,0.6786614379084966,0.6816203340595498,0.6816563543936093,0.6798472040668121,0.6784052287581699,0.677857371096587
harp-contribution-subspace-poc-v1-2026-08-12,noise_gsm8k_phi3mini,gsm8k,all,30,0.677512273057371,0.6952313725490196,0.7041551198257079,0.6908043572984749,0.6865167755991286,0.6820368917937546,0.6796142338416848,0.6781710965867828,0.6777342047930283
harp-contribution-subspace-poc-v1-2026-08-12,sciq_llama8b,sciq,20,30,0.7349406009783368,0.6529932448171444,0.6921267179128815,0.6911949685534592,0.7156300955043093,0.7300489168413696,0.7335429769392033,0.7349638947123224,0.7350803633822502
harp-contribution-subspace-poc-v1-2026-08-12,sciq_llama8b,sciq,40,30,0.7349406009783368,0.6591427905893316,0.6781038900535755,0.6998136501281156,0.7204286047053342,0.7325413463778244,0.7333100395993478,0.7354996505939901,0.7354763568600046
harp-contribution-subspace-poc-v1-2026-08-12,sciq_llama8b,sciq,80,30,0.7349406009783368,0.7072210575355231,0.7046587467971114,0.7219659911483809,0.730724435126951,0.7350570696482647,0.7352201257861634,0.7356394129979036,0.7352201257861636
harp-contribution-subspace-poc-v1-2026-08-12,sciq_llama8b,sciq,all,30,0.7349406009783368,0.7125553226182156,0.7071045888655954,0.7248078266946191,0.7325646401118099,0.7344747262986256,0.7351502445842069,0.7355229443279757,0.7353365944560912
harp-contribution-subspace-poc-v1-2026-08-12,se_nq_open_llama8b,nq_open,20,30,0.7402603071963335,0.6703390664032035,0.708577346566148,0.7080449667711289,0.7298725966345542,0.7406796011509957,0.7418391155810939,0.741016924186339,0.7405319625986996
harp-contribution-subspace-poc-v1-2026-08-12,se_nq_open_llama8b,nq_open,40,30,0.7402603071963335,0.7067799179871282,0.7204991975380287,0.7325356376554406,0.7428763961509794,0.7462544627187309,0.7441577715283789,0.7417862435223862,0.7407962296640102
harp-contribution-subspace-poc-v1-2026-08-12,se_nq_open_llama8b,nq_open,80,30,0.7402603071963335,0.7153682771376884,0.7169287661756801,0.7366024627168664,0.7439674344477372,0.7457686504235127,0.7435792670676413,0.7415229786605249,0.7406950071156445
harp-contribution-subspace-poc-v1-2026-08-12,se_nq_open_llama8b,nq_open,all,30,0.7402603071963335,0.7540399520247539,0.7593413635467372,0.7526820595793635,0.7508170405351673,0.7470032135770133,0.7435087049527029,0.7413683479911414,0.7406409580505603
harp-contribution-subspace-poc-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,20,30,0.8105250197005517,0.7363325020661554,0.7860647427396259,0.7719239510657518,0.7982369207557324,0.8136266553268371,0.8144288521785926,0.8120704318745313,0.8110345912856292
harp-contribution-subspace-poc-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,40,30,0.8105250197005517,0.7904115973783851,0.7993797930000576,0.8062781093236466,0.8155317226931132,0.8160690432258931,0.8132429750715946,0.8114765323185147,0.8108355436391242
harp-contribution-subspace-poc-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,80,30,0.8105250197005517,0.8032186376828309,0.8138977781621788,0.8135156595360281,0.8204321147821408,0.8188177506775068,0.8146208124315284,0.8119112658325164,0.8110219781275827
harp-contribution-subspace-poc-v1-2026-08-12,se_squad_v2_llama8b,squad_v2,all,30,0.8105250197005517,0.8286527705702588,0.840839603874762,0.8269893953372159,0.8251592861673296,0.8190211228353417,0.8141258961348478,0.8116785830978875,0.8109440167983238
harp-contribution-subspace-poc-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,20,30,0.825588148594781,0.7473725588718053,0.7935508994070948,0.7758579707232105,0.8082844940207015,0.8238362978595116,0.8262500251231032,0.8260138679529697,0.8257386527317188
harp-contribution-subspace-poc-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,40,30,0.825588148594781,0.7856695474491676,0.8087673265668444,0.8087688339530364,0.8211419287843766,0.8267160419388336,0.8268964593173216,0.8261286972833551,0.8257818979667035
harp-contribution-subspace-poc-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,80,30,0.825588148594781,0.8157966033564468,0.8210074029410778,0.8212525374334236,0.8267541285632933,0.8280917160754363,0.8270863564800858,0.826140756372894,0.8257785482196094
harp-contribution-subspace-poc-v1-2026-08-12,seiclr_triviaqa_opt30b,triviaqa,all,30,0.825588148594781,0.8309197735570965,0.8390372156902155,0.8301888922386359,0.8302581650085419,0.8287197936555791,0.8272272803403342,0.826054433390279,0.8258144575084582
harp-contribution-subspace-poc-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,20,30,0.8057569233619263,0.712202741903231,0.7683430244385523,0.763457564732168,0.7890440735364007,0.8038692570787485,0.8064794928595729,0.8062252474283295,0.8059839436695312
harp-contribution-subspace-poc-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,40,30,0.8057569233619263,0.7593703768147557,0.7872553526151268,0.7809031988871027,0.7984627111029161,0.8061351318362546,0.8068423790862572,0.8062188415168852,0.8059839003863457
harp-contribution-subspace-poc-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,80,30,0.8057569233619263,0.7889494564930405,0.7970986847971274,0.7983881341744122,0.80711597210139,0.8086678907151507,0.8073026957633554,0.8062772738172221,0.8059516976963823
harp-contribution-subspace-poc-v1-2026-08-12,semenergy_triviaqa_qwen3_8b,triviaqa,all,30,0.8057569233619263,0.815449024094018,0.8344182263762537,0.8118817970832329,0.8115244078210984,0.8090538901628573,0.8070600502258085,0.8062069386408905,0.8059059906525633
harp-contribution-subspace-poc-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,20,30,0.8170364051520642,0.6975422533761527,0.7781212258454105,0.7390121064586078,0.77509122303195,0.8028512880160298,0.8138234416172597,0.816655001097936,0.8169992211517347
harp-contribution-subspace-poc-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,40,30,0.8170364051520642,0.7472631374890206,0.7890895195158103,0.7812610651350462,0.799887933341568,0.8121742218379446,0.816062930596728,0.8169418797348486,0.8170337460886035
harp-contribution-subspace-poc-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,80,30,0.8170364051520642,0.7830197782855729,0.8007324004309399,0.7988921569636582,0.8087358812307862,0.8152403364487265,0.8169790637351777,0.8171574354276461,0.8170986358146685
harp-contribution-subspace-poc-v1-2026-08-12,trace_gsm8k_llama8b_k10,gsm8k,all,30,0.8170364051520642,0.8193571671195653,0.8262462001125385,0.8174780670152615,0.818591828612209,0.8181583583799955,0.8175330066974087,0.8172020819609135,0.8170932747996267
harp-contribution-subspace-poc-v1-2026-08-12,trace_math500_qwenmath15b_k10,math500,20,30,0.6878682555445217,0.6046937463397246,0.6264539250884832,0.6662845657321822,0.6809056158174828,0.6887798232882641,0.6894498128485219,0.6886805184223257,0.6882100934484251
harp-contribution-subspace-poc-v1-2026-08-12,trace_math500_qwenmath15b_k10,math500,40,30,0.6878682555445217,0.6255732309729329,0.6432676393450972,0.6783203473124029,0.6883318373946478,0.691698336006926,0.6903128421561886,0.6888667150459604,0.6882607007358745
harp-contribution-subspace-poc-v1-2026-08-12,trace_math500_qwenmath15b_k10,math500,80,30,0.6878682555445217,0.6663240330506964,0.6559901204389785,0.6942078527232449,0.6947026264863904,0.6926477796450486,0.6902460023425763,0.6887775952944772,0.6882127988694522
harp-contribution-subspace-poc-v1-2026-08-12,trace_math500_qwenmath15b_k10,math500,all,30,0.6878682555445217,0.7141070200901382,0.7236916902197438,0.7039005805515237,0.6992077890662797,0.6937433160186387,0.6904487497772006,0.6887627950500345,0.6881625098668296
harp-contribution-subspace-poc-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,20,30,0.6655847239180571,0.5611480049443011,0.5522001386816202,0.6403924162257494,0.6561706160780235,0.6668082877342136,0.6687104116733747,0.6673884894255264,0.6663264067893696
harp-contribution-subspace-poc-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,40,30,0.6655847239180571,0.6264014380681047,0.6145366978700313,0.6605916956842883,0.6681547807473734,0.6711163493570902,0.6693651547355248,0.6671380334343298,0.6661582176396992
harp-contribution-subspace-poc-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,80,30,0.6655847239180571,0.6202635704487555,0.6013681620163102,0.6663638282156802,0.671099504062467,0.6716422466422466,0.6693104734771402,0.6670529778863111,0.6661278810352883
harp-contribution-subspace-poc-v1-2026-08-12,truthfulqa_llama8b,truthfulqa,all,30,0.6655847239180571,0.6919303878563137,0.7053528090565128,0.6840850781591522,0.6792778380741346,0.6733353683353683,0.6692331810850332,0.6668486486079079,0.6660318590874148
