version,cell,family,seed,budget,n,n_positive,n_training,n_labelled,n_evaluation,n_features,n_families,iu_auroc,family_ridge_auroc,full_ridge_auroc,family_ridge_fallback,full_ridge_fallback,anchored_0.1_auroc,anchored_0.1_delta_norm,anchored_0.1_delta__entropy_level,anchored_0.1_delta__entropy_dynamics,anchored_0.1_delta__sampled_token_energy,anchored_0.1_delta__partition_energy,anchored_0.1_delta__topk_distribution,anchored_0.1_delta__structural,anchored_0.3_auroc,anchored_0.3_delta_norm,anchored_0.3_delta__entropy_level,anchored_0.3_delta__entropy_dynamics,anchored_0.3_delta__sampled_token_energy,anchored_0.3_delta__partition_energy,anchored_0.3_delta__topk_distribution,anchored_0.3_delta__structural,anchored_1_auroc,anchored_1_delta_norm,anchored_1_delta__entropy_level,anchored_1_delta__entropy_dynamics,anchored_1_delta__sampled_token_energy,anchored_1_delta__partition_energy,anchored_1_delta__topk_distribution,anchored_1_delta__structural,anchored_3_auroc,anchored_3_delta_norm,anchored_3_delta__entropy_level,anchored_3_delta__entropy_dynamics,anchored_3_delta__sampled_token_energy,anchored_3_delta__partition_energy,anchored_3_delta__topk_distribution,anchored_3_delta__structural,anchored_10_auroc,anchored_10_delta_norm,anchored_10_delta__entropy_level,anchored_10_delta__entropy_dynamics,anchored_10_delta__sampled_token_energy,anchored_10_delta__partition_energy,anchored_10_delta__topk_distribution,anchored_10_delta__structural,anchored_30_auroc,anchored_30_delta_norm,anchored_30_delta__entropy_level,anchored_30_delta__entropy_dynamics,anchored_30_delta__sampled_token_energy,anchored_30_delta__partition_energy,anchored_30_delta__topk_distribution,anchored_30_delta__structural
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,0,20,621,469,372,20,249,28,6,0.7554063480990583,0.7102371817230555,0.7298569933728636,False,False,0.696808510638298,0.703558401567026,-0.3488460496118242,0.1815919890182277,0.251053966159681,-0.22458896969542702,0.019634626446561516,-0.47589010267195236,0.7279386117893268,0.4050823981565959,-0.15058493023662442,0.12795640491049345,0.15555881607856145,-0.14142549646708102,-0.017694981000100262,-0.28377853664608554,0.7482560167422393,0.169764479969459,-0.052266195202395956,0.05924053353935311,0.06459293178394651,-0.06659707309463367,-0.010908796527419483,-0.11769606561582457,0.7522671782350889,0.06412436974436421,-0.018310117049338794,0.023270079354934903,0.024006711117788675,-0.026556907411924215,-0.004410731270465016,-0.043978764821760795,0.7542727589815137,0.020183367232236876,-0.0055951612783019045,0.007439700015525561,0.007492185125684638,-0.008542199589330248,-0.0014174429833924147,-0.013769611119688921,0.7550575514475062,0.006823668423096327,-0.0018750980971853407,0.0025270247753095077,0.0025259697585668928,-0.002906666659210517,-0.0004819509087641792,-0.0046474824036080685
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,0,40,621,469,372,40,249,28,6,0.7554063480990583,0.6284443669340775,0.6431810254621555,False,False,0.7516567840948727,0.4428841071972806,0.09420023051440489,0.0936048037612929,-0.0706808329535463,0.20134255529957573,-0.09855796570692398,-0.35108761351821877,0.759417509591908,0.22191609248841246,0.03381816623247971,0.028214018825587158,-0.042730060830829884,0.11062688139669427,-0.028889964629913018,-0.18002293697533409,0.7585455179630276,0.08479489267314438,0.012919123549642818,0.004399984785656829,-0.017731093278836766,0.044379358714870414,-0.005217274415275666,-0.06850380356531222,0.7555807464248344,0.0310987540773444,0.00521573142834494,0.0003941614043968058,-0.006685361756087281,0.01634068686860435,-0.0007432157734631215,-0.025050125923522747,0.7551447506103941,0.0097042381114183,0.0017303767642280106,-5.6143996004718243e-05,-0.002107118428486979,0.005076168726190789,-4.975209210522008e-05,-0.007808006733446132,0.7554935472619464,0.0032741299850559584,0.0005964635046563362,-3.851021784305312e-05,-0.0007129425037252684,0.0017085667024099858,3.6536010616339427e-06,-0.0026334720182250634
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,0,80,621,469,372,80,249,28,6,0.7554063480990583,0.6441402162539239,0.7008196721311475,False,False,0.6657656086501569,0.46701648251504413,-0.22379110435871935,0.01047351847533578,0.24390624030974742,0.21862619254054896,-0.23646799395535462,0.06861095881339224,0.6917509591907919,0.29917939750979416,-0.15442585910634388,0.019555516015618637,0.13770037220236805,0.1319357603446092,-0.15521237937228174,0.069420657258254,0.7288106034182072,0.1401451623681976,-0.07479628319095903,0.017290606521669995,0.05446878502929037,0.05689035911535724,-0.07541022136272858,0.043094715375809424,0.7464248343215905,0.056766650800738505,-0.030551675271796253,0.00877525787711582,0.019886063127056822,0.021869232467074232,-0.031028335111039564,0.01937953083164354,0.7525287757237531,0.018481007909571103,-0.009968005173044308,0.003106399358003371,0.006167315906016828,0.006942974953276355,-0.010160629468191185,0.006561839023938472,0.7540983606557378,0.0063162231157481855,-0.0034084585988733993,0.0010877698002853527,0.0020757472655055513,0.0023538325769730147,-0.0034783693894906028,0.002268376769596806
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,0,all,621,469,372,372,249,28,6,0.7554063480990583,0.7614230903383328,0.711457970003488,False,False,0.7634286710847576,0.20821692129377362,0.06498436571805404,-0.05182885863965351,-0.04135340819314139,0.14693761887078396,0.00590167055317806,-0.1144966812334224,0.7629926752703173,0.13274706129819672,0.03843570080223356,-0.044958627956952144,-0.03089086605791493,0.08626365210769543,0.02272364094139299,-0.07218846044194215,0.7590687129403557,0.06404563267249087,0.02131563284147347,-0.025852684696517043,-0.014620051213940178,0.035518909071720305,0.01792495060896659,-0.03438724911202321,0.7559295430763865,0.02688218971764965,0.0098379451005112,-0.011623293870508481,-0.005717006468108635,0.013125094964184238,0.008938993405905656,-0.01434949880409629,0.7559295430763864,0.008965619812932668,0.00342489621879202,-0.003981133128007803,-0.0018168636292027437,0.004073836967248599,0.0031869414412914504,-0.004769619136217469,0.7556679455877224,0.003091761515234762,0.0011968948928675342,-0.0013836446444298275,-0.0006156008492130045,0.00137032145352818,0.0011209465790247982,-0.001642769873072996
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,1,20,621,469,372,20,249,28,6,0.7045692361353332,0.6330659225671433,0.7166899197767702,False,False,0.6941053365887687,0.7799044634771987,-0.11618442253935858,-0.07503608517549695,-0.07765938577056149,0.7098022164810955,-0.27839176952221667,-0.04206654222705382,0.7080572026508546,0.4583704446827795,-0.1256518545994584,-0.02259506841712361,-0.046961914726151195,0.40475291591054197,-0.16066810270368279,-0.04427138216045863,0.7107603767003837,0.19916671668643868,-0.06645652575772064,-0.0021458932634541013,-0.020191599129464274,0.17090166572187743,-0.07087031788758738,-0.024670313791405253,0.7084059993024067,0.07703245114955727,-0.027225740685511788,0.0004256108933597404,-0.007748922115411068,0.06525718094283646,-0.02765285994508559,-0.010457069756978967,0.7053540286013256,0.024521375561269296,-0.008844549408040818,0.0002974872637892445,-0.0024584589504538213,0.020662956042592495,-0.008835390251926166,-0.0034521605959768153,0.7057028252528776,0.008320215489779088,-0.0030185044421722307,0.00011750734977339431,-0.0008333351759360782,0.006999739809029498,-0.00300127674252806,-0.001184205116055086
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,1,40,621,469,372,40,249,28,6,0.7045692361353332,0.6302755493547263,0.6394314614579699,False,False,0.6764039065224973,0.41386405072170723,0.03623050076253259,0.07479035447734801,-0.35280693359823173,0.17105410060547038,-0.03125105015889505,0.09832771891212246,0.6914021625392397,0.23471665786625323,0.01579775714429364,0.03943796237154846,-0.20433923561892872,0.08860951093109448,-0.00777162674423185,0.06016993144475517,0.7003836763167074,0.09662144157754977,0.0071978160630776795,0.01565380557654953,-0.08541253796969417,0.03378837745375167,-0.00039923269410387004,0.024530334430901395,0.7032612486920127,0.03633361788428618,0.0029942199193456176,0.005771920766799817,-0.03234253195824266,0.012249878245158429,0.00035101286667306653,0.00903489157510902,0.704307638646669,0.011426736788437962,0.000988218648742363,0.0017973640249815811,-0.010200834868799661,0.003792438563977462,0.00017943155698541016,0.0028091639557912425,0.704482036972445,0.003862782337978937,0.00033920069368535016,0.0006056100811707445,-0.003451367611942515,0.0012758275067212563,6.79181441954969e-05,0.0009460336228731235
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,1,80,621,469,372,80,249,28,6,0.7045692361353332,0.6992500871991629,0.6920125566794558,False,False,0.7009068712940356,0.2313803527622198,0.019471635189058638,0.04274781757892724,0.10411959655841511,0.11311704041429718,-0.16623644794694672,-0.007709430204460625,0.7003836763167073,0.12894546131012483,-0.028417401076823695,0.026025878887980164,0.05105819976438824,0.06696989723831015,-0.08938102384854663,0.0078206529857534,0.7035228461806766,0.06315909806672126,-0.024211587706959962,0.01565563972315411,0.017138237284690237,0.031699182019633246,-0.041829672838205524,0.010463880087099756,0.7053540286013256,0.027386077468426775,-0.011904290351602469,0.007512722022849738,0.005448837205957113,0.013263231279872906,-0.01765458559013182,0.005878485765832383,0.704394837809557,0.0092789684650188,-0.004196423517949263,0.0026512302587115167,0.0015489564168122455,0.004411431734198815,-0.005904834339421767,0.0021755916541054856,0.7050924311126613,0.003215073139895712,-0.0014697922457846191,0.0009297966289363112,0.0005049080065655529,0.0015193097510190587,-0.0020375010098460187,0.0007728128480879493
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,1,all,621,469,372,372,249,28,6,0.7045692361353332,0.692448552493896,0.6685559818625741,False,False,0.6955005231949773,0.22423490533463875,0.08930082307142319,-0.011442402207154838,-0.11265132864089382,0.006836546564833416,0.08818873246540734,-0.14717817247670759,0.6995116846878271,0.15672115288367627,0.06949639488424854,-0.021598025013676143,-0.07137504481219338,0.002376242037347132,0.06984855775401722,-0.09636613308787946,0.7029124520404605,0.08171587983357577,0.039618266091813986,-0.018008781548373827,-0.031037049519600967,-0.0009399518669866409,0.03987131294954469,-0.04721925716571178,0.7038716428322288,0.035618835501645886,0.01791548396443752,-0.009284527004998787,-0.011817576325235692,-0.0010363895697138757,0.018013567365647767,-0.01990770233670945,0.7036100453435647,0.012068190406955654,0.006157205290257985,-0.00335552257737433,-0.003725157387449137,-0.00045370272194063667,0.006187768508076951,-0.006640737015887215,0.7043076386466691,0.004181450689446359,0.0021423313582799764,-0.0011850746155950007,-0.0012596521454939218,-0.00016861216467656227,0.002152624256986078,-0.0022894539946425744
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,2,20,621,469,372,20,249,28,6,0.7862748517614231,0.7636902685734216,0.778601325427276,False,False,0.7724973840251135,0.6525511724057074,0.044488727509769524,-0.24460620397586055,-0.29144306844649304,0.5208927536577042,0.06207145573997258,0.062373088209997624,0.7865364492500873,0.4243461885570941,0.023037004467305895,-0.12588153312123115,-0.2276319155519548,0.33079164438400327,0.046612445867808563,-0.01675418470860357,0.7898500174398326,0.21059263891615387,0.013658487696184383,-0.05322856596396635,-0.12295972596457369,0.15750855977369,0.026882351148371095,-0.026052324856199825,0.7881932333449599,0.08857473678644065,0.007152925706915999,-0.021519114627757817,-0.0529988031956974,0.06451367340099842,0.012647093259902415,-0.014156666008081794,0.7868852459016393,0.029391431592233685,0.002676662511642663,-0.007109459252326219,-0.01770829048879741,0.02111629242202664,0.004461735471125613,-0.005172898305279075,0.7867980467387514,0.010109092254339725,0.000958405190877914,-0.0024469105913736927,-0.006100228111588423,0.007229449264880963,0.0015669316550633633,-0.0018316221652217941
harp-contribution-subspace-poc-v1-2026-08-12,epr_triviaqa_mistral24b,triviaqa,2,40,621,469,372,40,249,28,6,0.7862748517614231,0.7404952912452041,0.7295081967213115,False,False,0.7806069061737008,0.48181564169964847,0.16413126464218203,-0.15048395100367892,-0.3448790857645214,0.15846569742563388,0.19581633341275412,0.012838362595942242,0.7900244157656087,0.3114600058859314,0.10269221511382662,-0.07913878052798973,-0.23335503227720136,0.10190594074532396,0.12212311069132871,-0.02110098634692192,0.7898500174398326,0.1480556405837728,0.047825531179305165,-0.033647076478116135,-0.1120666954617769,0.04815750972763411,0.057223248160690084,-0.018667496233150404,0.7880188350191838,0.06030281650297153,0.019556020744605745,-0.013527801900428777,-0.04539320980687653,0.01944150022622728,0.023465538960978777,-0.009046732019002269,0.7865364492500871,0.019688978046842116,0.006422964207300672,-0.004439497567561805,-0.014745605746848075,0.006308478754898982,0.007714519580719324,-0.0031541469947650395,0.7864492500871991,0.006736416042216596,0.002202927198666817,-0.001523578945587944,-0.005035115199826432,0.002153425989151569,0.0026465823462081877,-0.0011004968724311714
