access_tier,calibration_f1,candidate,clean_abstention,exact_error,f1,family,model,n,primary,reducer,task,threshold,within_one
A,0.3241514128309934,P0_S1_FAMILY6_STEP_MAX,0.5555555555555556,0.375,0.44776119402985076,gsm8k,qwen3_8b,76,0.44776119402985076,step_max_token_argmax,local,-0.18383578894543579,0.6
A,0.35854898066475843,P0_S1_FAMILY6_STEP_MAX,0.5675675675675675,0.23148148148148148,0.3288443470090824,math,qwen3_8b,182,0.3288443470090824,step_max_token_argmax,local,-0.20650256525870278,0.4166666666666667
A,0.29905039056517074,P0_S1_FAMILY6_STEP_MAX,0.5679012345679012,0.18181818181818182,0.27544910179640725,olympiadbench,qwen3_8b,191,0.27544910179640725,step_max_token_argmax,local,-0.23366009562527623,0.4
A,0.2979442911809202,P0_S1_FAMILY6_STEP_MAX,0.6,0.1773049645390071,0.2737226277372263,omnimath,qwen3_8b,186,0.2737226277372263,step_max_token_argmax,local,-0.2692017019070621,0.375886524822695
A,0.4358415587745161,P0_S1_FAMILY6_STEP_MAX,0.8333333333333334,0.3,0.4411764705882353,gsm8k,llama31_8b,76,0.4411764705882353,step_max_token_argmax,local,-0.03659977839447644,0.45
A,0.3401329360531744,P0_S1_FAMILY6_STEP_MAX,0.6486486486486487,0.21296296296296297,0.32065059541097873,math,llama31_8b,182,0.32065059541097873,step_max_token_argmax,local,-0.14862209147758115,0.4444444444444444
A,0.32790946832730683,P0_S1_FAMILY6_STEP_MAX,0.6666666666666666,0.18181818181818182,0.28571428571428575,olympiadbench,llama31_8b,191,0.28571428571428575,step_max_token_argmax,local,-0.111625352732855,0.38181818181818183
A,0.3030762747576907,P0_S1_FAMILY6_STEP_MAX,0.6222222222222222,0.1702127659574468,0.26730310262529833,omnimath,llama31_8b,186,0.26730310262529833,step_max_token_argmax,local,-0.1790716027780963,0.3475177304964539
