direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S1_S0_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S1_ONE_FACTOR_REDUCER_ONLY,step_max_token_argmax,true,COMPLETE,step_max_token_argmax
eq,RETROSPECTIVE,P0_S1_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S1_PAIRED_GROUP_COVERAGE,635,true,COMPLETE,635
eq,RETROSPECTIVE,P0_S1_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S1_SOURCE_HASHES_STABLE,894524d27bef2eb99e6a49f7708f36e4b7417e740473ac6da4562520937418f1,true,COMPLETE,894524d27bef2eb99e6a49f7708f36e4b7417e740473ac6da4562520937418f1
