bootstrap_draws,bootstrap_seed,ci_high,ci_low,delta,evidence_status,left_variant_id,losses,metric_id,n_groups,right_variant_id,status,ties,wins,worst_unit_delta
20000,2026082901,-0.006984802202460412,-0.06666876234842496,-0.03615511855778009,RETROSPECTIVE,P0_S1_FAMILY6_STEP_MAX,4,macro_f1,635,R2_HISTORICAL_FAMILY6_BRIDGE,COMPLETE,0,0,-0.09208456432490503
20000,2026082901,-0.016556735251304504,-0.08132301238037459,-0.04886162153449389,RETROSPECTIVE,P0_S1_FAMILY6_STEP_MAX,4,exact_error,635,R2_HISTORICAL_FAMILY6_BRIDGE,COMPLETE,0,0,-0.15000000000000002
20000,2026082901,0.07775861615966252,0.027614535282538023,0.05180805805805805,RETROSPECTIVE,P0_S1_FAMILY6_STEP_MAX,1,clean_abstention,635,R2_HISTORICAL_FAMILY6_BRIDGE,COMPLETE,0,3,-0.05405405405405406
20000,2026082901,-0.025843186908727615,-0.08438032339305286,-0.05475208646751201,RETROSPECTIVE,P0_S1_FAMILY6_STEP_MAX,4,within_one,635,R2_HISTORICAL_FAMILY6_BRIDGE,COMPLETE,0,0,-0.099290780141844
