method_id,method,auroc,ci_low,ci_high,auprc,normalized_ap
joint_lsml23_hierarchical_v1_1,Joint L-SML,0.6690629692430968,0.6629671441092404,0.6749669492939442,0.2517571996620974,0.1115310195599902
iu_pcr_active23,IU-PCR,0.6715389647544001,0.665674883075771,0.6774776218254673,0.2552490025665082,0.11567721189886507
equal_family_active23,Equal-family,0.6687739223076966,0.6626009053665725,0.6750902264802214,0.2562710190007319,0.11689076169700229
fixed_family_continuous_lsml_active23,Fixed-family L-SML,0.6726191828001189,0.6665767339583734,0.6786581163764056,0.2567159569300401,0.11741908425250572
