cell_id,panel,status,K,group_sizes,held_admissible_fraction,joint_misfit,hard_lsml_misfit,misfit_improvement,minimum_weight_map_spearman,diagonal_clipped_count
processbench_gsm8k_qwen3_4b,ProcessBench,FIT_COMPLETE,3,14/6/3,1.0,0.23316350115459272,0.2925154646328855,0.0593519634782928,0.8150578299718495,2
processbench_math_qwen3_4b,ProcessBench,BLOCKED_NO_ADMISSIBLE_PARTITION,,,,,,,,
processbench_olympiadbench_qwen3_4b,ProcessBench,FIT_COMPLETE,3,14/6/3,0.998,0.2164840135207878,0.2749464529788751,0.058462439458087295,0.8312668283216854,2
processbench_omnimath_qwen3_4b,ProcessBench,FIT_COMPLETE,3,14/6/3,1.0,0.2092193687815285,0.2689551624193276,0.0597357936377991,0.8554983946194163,1
processbench_gsm8k_qwen3_8b,ProcessBench,FIT_COMPLETE,3,13/6/4,1.0,0.2287823331688208,0.2609683414744069,0.0321860083055861,0.6232524758565147,2
processbench_math_qwen3_8b,ProcessBench,FIT_COMPLETE,3,11/7/5,0.999,0.21518273059738377,0.2501183149387583,0.03493558434137453,0.7491449355004293,1
processbench_olympiadbench_qwen3_8b,ProcessBench,FIT_COMPLETE,3,14/6/3,0.978,0.22284088640341065,0.27613225903957966,0.05329137263616901,0.8063248568124792,2
processbench_omnimath_qwen3_8b,ProcessBench,FIT_COMPLETE,3,14/6/3,1.0,0.21426503507207278,0.2739632762047277,0.05969824113265493,0.8310344659728985,1
prmbench_response_qwen3_8b,PRMBench,FIT_COMPLETE,3,13/7/3,1.0,0.20317661265988293,0.24518250999863658,0.04200589733875365,0.8724976411061384,1
