cell,method_key,method,feature_contract,layer_subset,structured,auroc,auprc,prevalence,n_samples,n_groups,status,label_use
squadv2_t0.5,iu_pcr__resid-core-32-length-residualized__all32__flat,iu_pcr,resid-core-32-length-residualized,all32,flat,0.6087069302748633,0.5134242511195336,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.6061012829145727,0.511458824274124,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.8086087581364468,0.7599936117671682,0.3941,10000,1000,diagnostic_ceiling,supervised_ceiling
squadv2_t0.5,best_single_layer_ceiling,best_single_layer,mlp.lens_logp_tgt.layer_31,evaluation-selected,diagnostic ceiling,0.7225704827003718,,0.3941,10000,1000,diagnostic_ceiling,evaluation_only
nq_open_t0.5,final_layer_nll__resid-core-32__all32__flat,final_layer_nll,resid-core-32,all32,flat,0.7338380783226336,0.7050641118962132,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,equal_mean__resid-core-32__all32__flat,equal_mean,resid-core-32,all32,flat,0.6068385494035569,0.5891590599915659,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,pc1__resid-core-32__all32__flat,pc1,resid-core-32,all32,flat,0.6152932059746836,0.6042765488351602,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,token_length__resid-core-32__all32__flat,token_length,resid-core-32,all32,flat,0.6127841210568772,0.6108199065245271,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__resid-core-32__all32__flat,upcr,resid-core-32,all32,flat,0.6179946112694381,0.6041458486905118,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__resid-core-32__all32__flat,iu_pcr,resid-core-32,all32,flat,0.6250653851281549,0.6099830268870134,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__resid-core-32__all32__flat,dufs_liu_pcr,resid-core-32,all32,flat,0.6208261368192282,0.6076345293866094,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__resid-core-8__spaced8__flat,upcr,resid-core-8,spaced8,flat,0.6214868581142419,0.6039360627739411,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__resid-core-8__spaced8__flat,iu_pcr,resid-core-8,spaced8,flat,0.6479197099226314,0.6314885102007806,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr,resid-core-8,spaced8,flat,0.6465464672310758,0.6305321946915328,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__resid-core-8__late8__flat,upcr,resid-core-8,late8,flat,0.47465893033150347,0.4800619520396148,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__resid-core-8__late8__flat,iu_pcr,resid-core-8,late8,flat,0.5586480949502661,0.5772804488734027,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr,resid-core-8,late8,flat,0.5565862109089734,0.5749523734383817,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,su_pcr__resid-core-32__all32__dependency,su_pcr,resid-core-32,all32,dependency,0.6250787051542622,0.6099876908730724,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,lsml_continuous__resid-core-32__all32__dependency,lsml_continuous,resid-core-32,all32,dependency,0.6148702451456804,0.5990703649267217,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,clustered_upcr__resid-core-32__all32__dependency,clustered_upcr,resid-core-32,all32,dependency,0.6192460537222653,0.6053243486974873,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__resid-core-32__all32__hierarchical-bands,upcr,resid-core-32,all32,hierarchical-bands,0.6341188028728536,0.6056068069278676,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__resid-core-32__all32__hierarchical-bands,iu_pcr,resid-core-32,all32,hierarchical-bands,0.6229287809404106,0.6102022792463433,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__resid-core-32__all32__hierarchical-bands,dufs_liu_pcr,resid-core-32,all32,hierarchical-bands,0.6230449811681631,0.6097474813443335,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__lens-96__spaced8__flat,upcr,lens-96,spaced8,flat,0.7126445167832529,0.686505526592091,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__lens-96__spaced8__flat,iu_pcr,lens-96,spaced8,flat,0.7115231145853045,0.7025177628576258,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__lens-96__spaced8__flat,dufs_liu_pcr,lens-96,spaced8,flat,0.7136495587531352,0.7038417433621453,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__lens-96__spaced8__hierarchical-module-metric,upcr,lens-96,spaced8,hierarchical-module-metric,0.6474923490850042,0.6175936749925768,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr,lens-96,spaced8,hierarchical-module-metric,0.649322832672752,0.620314117599379,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr,lens-96,spaced8,hierarchical-module-metric,0.6499136338307223,0.6209615368114771,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,upcr__resid-core-32-length-residualized__all32__flat,upcr,resid-core-32-length-residualized,all32,flat,0.582654302002432,0.5602660719086369,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,iu_pcr__resid-core-32-length-residualized__all32__flat,iu_pcr,resid-core-32-length-residualized,all32,flat,0.580117377030059,0.5599025806457124,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.5713653998761838,0.5539837835905813,0.4993,10000,1000,eligible_label_free,none
nq_open_t0.5,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.7366530601893986,0.7201822484780078,0.4993,10000,1000,diagnostic_ceiling,supervised_ceiling
nq_open_t0.5,best_single_layer_ceiling,best_single_layer,resid.lens_H.layer_31,evaluation-selected,diagnostic ceiling,0.7483772268193645,,0.4993,10000,1000,diagnostic_ceiling,evaluation_only
