evidence_status,metric_id,status,value,variant_id
RETROSPECTIVE,macro_f1,COMPLETE,0.2996587594711835,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,exact_error,COMPLETE,0.2213336825703847,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,clean_abstention,COMPLETE,0.5312812812812813,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR
RETROSPECTIVE,within_one,COMPLETE,0.4679026524106311,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR
