direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S3B_S3A_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3B_ONE_FACTOR_REPRESENTATION_ONLY,local_iu29,true,COMPLETE,local_iu29
eq,RETROSPECTIVE,P0_S3B_INPUT_STREAM_COUNT,29,true,COMPLETE,29
eq,RETROSPECTIVE,P0_S3B_CALIBRATION_ONLY_FIT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3B_LABEL_FREE_REPRESENTATION,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3B_DETERMINISTIC_RECONSTRUCTION,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S3B_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S3B_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S3B_SOURCE_HASHES_STABLE,2ad7217b45d1c009c70a3a252ab60a83168565b9ea6ea811399311a440b3864d,true,COMPLETE,2ad7217b45d1c009c70a3a252ab60a83168565b9ea6ea811399311a440b3864d
