access_tier,calibration_f1,candidate,clean_abstention,detector,exact_error,f1,family,model,n,primary,reducer,representation,task,threshold,within_one
A,0.31567870922483343,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.5555555555555556,local_iu29_max,0.35,0.4294478527607362,gsm8k,qwen3_8b,76,0.4294478527607362,step_max_token_argmax,local_iu29,local,0.8259749750793803,0.6
A,0.3199574807334574,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.43243243243243246,local_iu29_max,0.24074074074074073,0.3092936802973978,math,qwen3_8b,182,0.3092936802973978,step_max_token_argmax,local_iu29,local,0.8036905743291212,0.5
A,0.28657896860624643,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.5432098765432098,local_iu29_max,0.15454545454545454,0.24063052919414507,olympiadbench,qwen3_8b,191,0.24063052919414507,step_max_token_argmax,local_iu29,local,0.951748767595654,0.39090909090909093
A,0.30088328373718765,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.5555555555555556,local_iu29_max,0.2127659574468085,0.3076923076923077,omnimath,qwen3_8b,186,0.3076923076923077,step_max_token_argmax,local_iu29,local,0.7703666829024838,0.4326241134751773
A,0.3735858984477769,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.8333333333333334,local_iu29_max,0.125,0.21739130434782608,gsm8k,llama31_8b,76,0.21739130434782608,step_max_token_argmax,local_iu29,local,1.0049096870032679,0.275
A,0.3022531599193991,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.3918918918918919,local_iu29_max,0.28703703703703703,0.33136748986361964,math,llama31_8b,182,0.33136748986361964,step_max_token_argmax,local_iu29,local,0.8490781388539292,0.5925925925925926
A,0.2919559003674969,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.49382716049382713,local_iu29_max,0.20909090909090908,0.29378891904837934,olympiadbench,llama31_8b,191,0.29378891904837934,step_max_token_argmax,local_iu29,local,1.0046503520786805,0.42727272727272725
A,0.2661207778915046,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,0.4444444444444444,local_iu29_max,0.19148936170212766,0.2676579925650558,omnimath,llama31_8b,186,0.2676579925650558,step_max_token_argmax,local_iu29,local,0.8690704942437812,0.524822695035461
