acc_correct,acc_correct_sd,acc_erroneous,acc_erroneous_sd,cal_f1,cal_f1_sd,f1,f1_sd,global,local,model,n,n_splits,sla,sla_sd,sla_tol1,sla_tol1_sd,split,subset,system,tau,tau_sd
0.5912858142357629,0.05769692982087077,0.2205654609532247,0.020933457509844548,0.3329781349213809,0.01785923376379211,0.31942935472516293,0.018337266886526284,global_dufs,local_temporal_core,qwen3_4b,1000,100,0.2205654609532247,0.020933457509844548,0.46043061858625545,0.0289286039355603,development,math,global_dufs__local_temporal_core,-0.17932798800106575,0.02803406768896006
0.6338969227237825,0.05769017024211915,0.2302769981253735,0.020523187013673817,0.3500104061255878,0.01799704150906865,0.3361805587284131,0.018950605261923326,global_dufs,local_dufs_core,qwen3_4b,1000,100,0.2302769981253735,0.020523187013673817,0.44001238140699805,0.028924806779325213,development,math,global_dufs__local_dufs_core,-0.15335271775138484,0.03102269170678501
0.6078450225133148,0.06564419631985038,0.2060047236095763,0.020678836119499017,0.32245532780371783,0.01789276927278111,0.30556893765584436,0.018297161352478695,global_dufs,local_dufs_broad,qwen3_4b,1000,100,0.2060047236095763,0.020678836119499017,0.43616124030671743,0.028237758080378414,development,math,global_dufs__local_dufs_broad,-0.1695075584681917,0.03225249744325152
0.5267662831890604,0.05074414018076552,0.19211343515375365,0.020043944648406673,0.2874065395231511,0.017044474961487664,0.2798690879746035,0.019048208100363714,mindgap,mindgap,qwen3_4b,1000,100,0.19211343515375365,0.020043944648406673,0.41957731121161246,0.027175508024689723,development,math,mindgap_control,0.49361447441160544,0.009547508326956191
0.5345178305796352,0.06122115462072781,0.21118081232971264,0.02247139510499896,0.30820781172788064,0.017371259061080016,0.30045767215187646,0.020219571116598785,global_iu,local_temporal_core,qwen3_4b,1000,100,0.21118081232971264,0.02247139510499896,0.4542319047082233,0.030089068740938956,nonselection,olympiadbench,global_iu__local_temporal_core,-0.23978565794600443,0.03250679163282114
0.5647156023508701,0.07657526855166304,0.2137165650859635,0.020476559620674253,0.319244323832173,0.017018993240664956,0.3073919615887792,0.017422711217087074,global_iu,local_dufs_core,qwen3_4b,1000,100,0.2137165650859635,0.020476559620674253,0.4573048445747399,0.03237201481505318,nonselection,olympiadbench,global_iu__local_dufs_core,-0.22145966185911042,0.039000152612060045
0.5608223706442187,0.08654098890706895,0.19115876139096563,0.02103946467955372,0.2951859152097334,0.017727435305455105,0.2819189025769793,0.018242591730024828,global_iu,local_dufs_broad,qwen3_4b,1000,100,0.19115876139096563,0.02103946467955372,0.3976897919114112,0.03267092692629234,nonselection,olympiadbench,global_iu__local_dufs_broad,-0.22149351712027024,0.047205352925382624
0.5575407254204382,0.08408668642128746,0.2082313725092415,0.02267720930733997,0.30825583511036053,0.01808975021783794,0.29983402397951603,0.018566436248301676,global_dufs,local_temporal_core,qwen3_4b,1000,100,0.2082313725092415,0.02267720930733997,0.4512818746740358,0.030607119573804856,nonselection,olympiadbench,global_dufs__local_temporal_core,-0.21898288714282446,0.035261441769302404
0.5928566751910566,0.08507133277748224,0.21280866845648533,0.02034053472449046,0.3205768138838188,0.017504939126171733,0.3101559687448459,0.017108026683374734,global_dufs,local_dufs_core,qwen3_4b,1000,100,0.21280866845648533,0.02034053472449046,0.45879650797753657,0.030878649720776006,nonselection,olympiadbench,global_dufs__local_dufs_core,-0.20243716528383832,0.03497292376412427
0.5674872882536848,0.08682012287911497,0.19206110804453416,0.020460352315974362,0.2960140671637207,0.01812123428834582,0.28391823664275595,0.018354842661010024,global_dufs,local_dufs_broad,qwen3_4b,1000,100,0.19206110804453416,0.020460352315974362,0.4013642005383046,0.028804472255817667,nonselection,olympiadbench,global_dufs__local_dufs_broad,-0.21209509240763896,0.039372818357517554
0.3946111730194073,0.04672306010793355,0.15748905512914013,0.018116450725810033,0.2281382952015535,0.015014637973182447,0.2233194348522882,0.017480259098991157,mindgap,mindgap,qwen3_4b,1000,100,0.15748905512914013,0.018116450725810033,0.3800243493526494,0.026601882545511633,nonselection,olympiadbench,mindgap_control,0.542327053302068,0.005854661598075462
0.5440358424565805,0.04063855554161038,0.2048342455135732,0.016102733955028006,0.3020684837953447,0.014866749820282379,0.2966981589803062,0.01630275210000053,global_iu,local_temporal_core,qwen3_4b,1000,100,0.2048342455135732,0.016102733955028006,0.4740818796758951,0.01949449698006479,nonselection,omnimath,global_iu__local_temporal_core,-0.3035814824809201,0.02017777214580092
0.5369741248031693,0.04082386024103458,0.20552378155165132,0.016094411273812535,0.3010181732796377,0.01505610617166268,0.29639549010687843,0.016772918387923743,global_iu,local_dufs_core,qwen3_4b,1000,100,0.20552378155165132,0.016094411273812535,0.4670038159031799,0.01841781939161103,nonselection,omnimath,global_iu__local_dufs_core,-0.3112464083012428,0.01837645695588086
0.5624654873468259,0.05197306057864271,0.19795838621385575,0.018518956489794087,0.2908790141402486,0.01856711248309487,0.29152708310873215,0.01913113751676124,global_iu,local_dufs_broad,qwen3_4b,1000,100,0.19795838621385575,0.018518956489794087,0.4200478069667502,0.02520540861318835,nonselection,omnimath,global_iu__local_dufs_broad,-0.28400238023777474,0.03660447421391061
0.5405902988598588,0.04766851312949955,0.20485622122681663,0.01672566629640534,0.3018999169323333,0.014998942282572241,0.2959198204680666,0.01644612591731247,global_dufs,local_temporal_core,qwen3_4b,1000,100,0.20485622122681663,0.01672566629640534,0.47802967865823587,0.02217919873627449,nonselection,omnimath,global_dufs__local_temporal_core,-0.2964038444097359,0.028828384780564046
0.5355600210800523,0.04343502229827831,0.20624593968502367,0.015566149881686303,0.30132603751332787,0.015293640707879232,0.29688282490464857,0.016115986854568918,global_dufs,local_dufs_core,qwen3_4b,1000,100,0.20624593968502367,0.015566149881686303,0.4702202677868672,0.018623969559375543,nonselection,omnimath,global_dufs__local_dufs_core,-0.30159509755895875,0.022827985195153305
0.5695171629995397,0.057447992181204235,0.19906193456865118,0.018407427439537737,0.29280793755729956,0.01851646248602678,0.29354666874471,0.018883730906234367,global_dufs,local_dufs_broad,qwen3_4b,1000,100,0.19906193456865118,0.018407427439537737,0.4207044523279604,0.025059217857477327,nonselection,omnimath,global_dufs__local_dufs_broad,-0.2642212147798045,0.03572632801665464
0.49718862300312283,0.08291828592423478,0.18100360616400976,0.017219642735228125,0.2670435556972818,0.015155481542198588,0.26226229937648055,0.0154146942204396,mindgap,mindgap,qwen3_4b,1000,100,0.18100360616400976,0.017219642735228125,0.36856559096510877,0.027173357362806273,nonselection,omnimath,mindgap_control,0.5484203678810426,0.015536771347849334
0.6241746562172422,0.10344047127125905,0.2404320558812994,0.0370109571482153,0.3645451332831842,0.03389131208467472,0.34159613766060226,0.03335130685793571,global_iu,local_temporal_core,qwen3_8b,400,100,0.2404320558812994,0.0370109571482153,0.4334772184715452,0.05028481226329057,nonselection,gsm8k,global_iu__local_temporal_core,-0.10310325746927634,0.0603537848521945
0.6351467790141441,0.09650566440811154,0.23759434758808243,0.035911735775087446,0.36605797428361714,0.034156495680665096,0.34083001634078053,0.03298930429942308,global_iu,local_dufs_core,qwen3_8b,400,100,0.23759434758808243,0.035911735775087446,0.4447607573243977,0.04694008704555954,nonselection,gsm8k,global_iu__local_dufs_core,-0.09765029186848234,0.05526552816850653
0.5315220489246292,0.1058268117223961,0.20363617154671737,0.039272093452625514,0.3143794596980241,0.03153107353853253,0.28706611203393545,0.03156420012670084,global_iu,local_dufs_broad,qwen3_8b,400,100,0.20363617154671737,0.039272093452625514,0.4431930504326923,0.05536227461958719,nonselection,gsm8k,global_iu__local_dufs_broad,-0.16663128655588527,0.0668299655504205
0.6348727168222389,0.09022979500103238,0.2438288795651824,0.03566848926546085,0.368078086919248,0.03483049196221382,0.34778933784895566,0.03271319011977801,global_dufs,local_temporal_core,qwen3_8b,400,100,0.2438288795651824,0.03566848926546085,0.43896991987510536,0.045030896963113416,nonselection,gsm8k,global_dufs__local_temporal_core,-0.0974104780313156,0.048245678136628264
0.6479855889029104,0.08728526753849407,0.24090717841193676,0.03623311285234907,0.3698094699112789,0.03517812524889979,0.34693763166151625,0.03551687922646295,global_dufs,local_dufs_core,qwen3_8b,400,100,0.24090717841193676,0.03623311285234907,0.45256917689285453,0.04302471741980971,nonselection,gsm8k,global_dufs__local_dufs_core,-0.09228857945998512,0.04536662354559708
0.5492877309179657,0.11011920989853156,0.2028189897841094,0.04075495732563478,0.31692443133132725,0.03157624120237712,0.2885642655433099,0.0340301571715486,global_dufs,local_dufs_broad,qwen3_8b,400,100,0.2028189897841094,0.04075495732563478,0.44086068605897466,0.05839521705683572,nonselection,gsm8k,global_dufs__local_dufs_broad,-0.1507951886097164,0.06386369654591
0.4995088689357553,0.09811562161705345,0.16415025053617785,0.03647549465817136,0.27320986569483036,0.033737586165874626,0.2409169786666363,0.03703008393939293,mindgap,mindgap,qwen3_8b,400,100,0.16415025053617785,0.03647549465817136,0.4061061842055331,0.051830429349356694,nonselection,gsm8k,mindgap_control,0.45207261433170215,0.012148537734819323
0.6153237390262555,0.07009284232283311,0.23213998107646008,0.025809758475727692,0.34455727936717645,0.020528654605172184,0.33437945108902506,0.022385351513844222,global_iu,local_temporal_core,qwen3_8b,1000,100,0.23213998107646008,0.025809758475727692,0.47167168624454553,0.036724594183510435,nonselection,math,global_iu__local_temporal_core,-0.16243497615928942,0.04272490633233816
0.6311379096048506,0.06393466688725545,0.2394308801362526,0.025264139253532897,0.3518598809100444,0.019531775493144284,0.34483194372134984,0.022104636149665628,global_iu,local_dufs_core,qwen3_8b,1000,100,0.2394308801362526,0.025264139253532897,0.46253227242880307,0.037236856554682556,nonselection,math,global_iu__local_dufs_core,-0.15237059671340616,0.04094891678106111
0.6073707364805603,0.03855941769998368,0.19371439441128593,0.016567231175058303,0.2984569227250202,0.018959596152889027,0.2929868419259739,0.018298991970680543,global_iu,local_dufs_broad,qwen3_8b,1000,100,0.19371439441128593,0.016567231175058303,0.4142245131599798,0.021277048484586277,nonselection,math,global_iu__local_dufs_broad,-0.17324967942887462,0.015874164499905936
0.6165806126605674,0.060934833832890334,0.23285041403023216,0.024889909576360034,0.34534642258013326,0.020654539985197628,0.3358693880201576,0.02258388527161911,global_dufs,local_temporal_core,qwen3_8b,1000,100,0.23285041403023216,0.024889909576360034,0.47510231172437145,0.034137545954576166,nonselection,math,global_dufs__local_temporal_core,-0.15204271234433597,0.03447163259756417
0.6263077145215271,0.065894005380012,0.24165608226907787,0.024798545536799402,0.3524850340321183,0.019426852042666903,0.3464352033892852,0.0215239506936315,global_dufs,local_dufs_core,qwen3_8b,1000,100,0.24165608226907787,0.024798545536799402,0.46660789876765646,0.03542150885075547,nonselection,math,global_dufs__local_dufs_core,-0.1455998516162109,0.039836698832743225
0.6012065656177665,0.03719779683165267,0.19356140134624375,0.017415470116895607,0.2979493939128539,0.019042767021464378,0.2920233645909071,0.019033390021254395,global_dufs,local_dufs_broad,qwen3_8b,1000,100,0.19356140134624375,0.017415470116895607,0.4143444024410159,0.02076791313131579,nonselection,math,global_dufs__local_dufs_broad,-0.16388168333729505,0.013615308389518098
0.5795137822273585,0.05832129186794443,0.18423987662499552,0.014869201892198688,0.2880702862665987,0.016243682238732977,0.27822974816546914,0.01723529236921819,mindgap,mindgap,qwen3_8b,1000,100,0.18423987662499552,0.014869201892198688,0.3800253547872143,0.023881223789160497,nonselection,math,mindgap_control,0.5180585620329239,0.007954762796839538
0.5402652644578654,0.03647063253524766,0.21042147541728456,0.017050860494432506,0.3054771258534029,0.017200014384330446,0.30204499250213657,0.017407337774294956,global_iu,local_temporal_core,qwen3_8b,1000,100,0.21042147541728456,0.017050860494432506,0.4811494547154412,0.019480819618697028,nonselection,olympiadbench,global_iu__local_temporal_core,-0.22166479103770356,0.015329692084885032
0.5317684943198042,0.04500304810765382,0.20908601893913203,0.01659026866104095,0.3038583003553896,0.016864469029046567,0.29913862808497926,0.01758963327862984,global_iu,local_dufs_core,qwen3_8b,1000,100,0.20908601893913203,0.01659026866104095,0.48338667664071233,0.020566377682845135,nonselection,olympiadbench,global_iu__local_dufs_core,-0.2277446300061063,0.017877578982623665
0.5723179641639284,0.06772309066874287,0.17377039974816433,0.01683435354419914,0.2737507212259652,0.017395701747180487,0.2649839564883326,0.017663256480233504,global_iu,local_dufs_broad,qwen3_8b,1000,100,0.17377039974816433,0.01683435354419914,0.3915266889058235,0.027530797726338502,nonselection,olympiadbench,global_iu__local_dufs_broad,-0.20159077543781287,0.035742850970074166
0.5241476349327753,0.06433956716216106,0.2082737888499412,0.020346211332489636,0.3033103015538951,0.017408902269533726,0.2959193132015363,0.018374631925806587,global_dufs,local_temporal_core,qwen3_8b,1000,100,0.2082737888499412,0.020346211332489636,0.48128895388143184,0.02626720723501721,nonselection,olympiadbench,global_dufs__local_temporal_core,-0.21391148322237366,0.028880163444505436
0.5141094775142908,0.07137052863721388,0.20658608530866437,0.020765175321656625,0.30230292743268067,0.016927805154316865,0.29212300775521444,0.01801769725035754,global_dufs,local_dufs_core,qwen3_8b,1000,100,0.20658608530866437,0.020765175321656625,0.4799756853506969,0.026065776484800914,nonselection,olympiadbench,global_dufs__local_dufs_core,-0.2198607196087814,0.03300971791441567
0.5796908095875258,0.06550117248803984,0.17359089940556086,0.016453634755726657,0.274943537960671,0.01744610507783586,0.26573355949367644,0.017884557607686383,global_dufs,local_dufs_broad,qwen3_8b,1000,100,0.17359089940556086,0.016453634755726657,0.3887809911891734,0.025926118720188105,nonselection,olympiadbench,global_dufs__local_dufs_broad,-0.18464411359407015,0.02945447317971627
0.4389148111728675,0.06736957818625355,0.14908353449813977,0.014447586755421524,0.22886186233639344,0.014304321201927553,0.22056811595573073,0.014783129127975636,mindgap,mindgap,qwen3_8b,1000,100,0.14908353449813977,0.014447586755421524,0.36972874840630576,0.027396800501280367,nonselection,olympiadbench,mindgap_control,0.5600851464247723,0.010951332496569854
0.5487889228405428,0.04738650489968144,0.18028623343177766,0.01616980312417377,0.27859596097235784,0.01623764646800668,0.27033111276077876,0.016991137431596685,global_iu,local_temporal_core,qwen3_8b,1000,100,0.18028623343177766,0.01616980312417377,0.47454540325310307,0.020928540452293604,nonselection,omnimath,global_iu__local_temporal_core,-0.28372140946545055,0.0211429882119885
0.5448154373018275,0.044930771301343826,0.20022698279914258,0.016361504843043113,0.3009828076643095,0.015577429265126282,0.29179595773096617,0.01635263216678453,global_iu,local_dufs_core,qwen3_8b,1000,100,0.20022698279914258,0.016361504843043113,0.46306800840814527,0.022301816192763398,nonselection,omnimath,global_iu__local_dufs_core,-0.28668336283197965,0.020237695343000614
0.5309397600516376,0.05553340611759013,0.1794025114842958,0.016047228395862,0.2716339458179926,0.017837661160463474,0.26699513328623115,0.01783686077062403,global_iu,local_dufs_broad,qwen3_8b,1000,100,0.1794025114842958,0.016047228395862,0.42388700139568347,0.019927625484842358,nonselection,omnimath,global_iu__local_dufs_broad,-0.2947019004831921,0.02399925600050774
0.5524321310446182,0.05800190215578084,0.18011259675330582,0.016514431287062304,0.2799001786406036,0.016586035238866235,0.2702466349009994,0.017155642464639104,global_dufs,local_temporal_core,qwen3_8b,1000,100,0.18011259675330582,0.016514431287062304,0.47280571465594273,0.022648982653346382,nonselection,omnimath,global_dufs__local_temporal_core,-0.2661739519262414,0.02324331732151893
0.5580602828319023,0.0520898679033496,0.19898773913350737,0.015314666948525454,0.30231511634138014,0.015950726962057092,0.29225127679846236,0.016171281202073035,global_dufs,local_dufs_core,qwen3_8b,1000,100,0.19898773913350737,0.015314666948525454,0.4600232058846408,0.021229084077685326,nonselection,omnimath,global_dufs__local_dufs_core,-0.2634237132448214,0.020732199984523275
0.5432035089163001,0.06666825185306567,0.18021744337662582,0.01567270521040641,0.2731550166418885,0.018105025971776444,0.26911976193193005,0.017162955647517845,global_dufs,local_dufs_broad,qwen3_8b,1000,100,0.18021744337662582,0.01567270521040641,0.42236242252615547,0.02095536333769239,nonselection,omnimath,global_dufs__local_dufs_broad,-0.27027175142825155,0.029555885256858507
0.45914227203337904,0.06717830353428353,0.1826367558560028,0.01754845652112607,0.26290088059178024,0.014032606518291921,0.2588109534996791,0.014907913736043643,mindgap,mindgap,qwen3_8b,1000,100,0.1826367558560028,0.01754845652112607,0.38837560189445186,0.024990087481632638,nonselection,omnimath,mindgap_control,0.5458412333480944,0.012364512750288477
