acc_correct,acc_correct_sd,acc_erroneous,acc_erroneous_sd,cal_f1,cal_f1_sd,f1,f1_sd,global,local,model,n,n_splits,sla,sla_sd,sla_tol1,sla_tol1_sd,split,subset,system,tau,tau_sd
0.6266079487276525,0.09613874341601983,0.2424043826276904,0.03718983913077611,0.36413985369791857,0.03464911533799581,0.34387110495044176,0.033165650612434615,global_iu,local_temporal_core,qwen3_4b,400,100,0.2424043826276904,0.03718983913077611,0.47392010378698773,0.05010485477695217,development,gsm8k,global_iu__local_temporal_core,-0.11041873062771641,0.06153834076205075
0.5953506212822817,0.1277004146363131,0.22520090969146536,0.04001707426266758,0.33887250964061855,0.033408777112345536,0.31759682715355336,0.033219379271075954,global_iu,local_dufs_core,qwen3_4b,400,100,0.22520090969146536,0.04001707426266758,0.46733131019502755,0.05402822464611396,development,gsm8k,global_iu__local_dufs_core,-0.1326216039352104,0.08241377151055453
0.6174622580198805,0.10749968386166331,0.21954378720293935,0.03602448049031749,0.3320138669398768,0.031232993101087625,0.3171068015470072,0.032697050456296665,global_iu,local_dufs_broad,qwen3_4b,400,100,0.21954378720293935,0.03602448049031749,0.43692623960899196,0.05424152844998039,development,gsm8k,global_iu__local_dufs_broad,-0.1199585317510122,0.06944167807988824
0.6216058898276292,0.10813975395490102,0.24462347053582412,0.040235190447023665,0.366573990496616,0.03456052827416734,0.34365329366830855,0.03364735506602483,global_dufs,local_temporal_core,qwen3_4b,400,100,0.24462347053582412,0.040235190447023665,0.48278639065890744,0.05250280667192997,development,gsm8k,global_dufs__local_temporal_core,-0.1188681000183664,0.06253018416836292
0.587942739056703,0.13315409437508346,0.22627381775231292,0.04060978726587415,0.34155518288885206,0.033765170972264016,0.3169373212332383,0.034183931153786894,global_dufs,local_dufs_core,qwen3_4b,400,100,0.22627381775231292,0.04060978726587415,0.4739940189503114,0.05370168790454119,development,gsm8k,global_dufs__local_dufs_core,-0.1395118389964751,0.0778825269893816
0.6217774020254258,0.09573384455871284,0.2238321231921838,0.034667329476449696,0.33633727228029897,0.0317454356061275,0.3237904368700685,0.03400141611910159,global_dufs,local_dufs_broad,qwen3_4b,400,100,0.2238321231921838,0.034667329476449696,0.4451644032262353,0.05189850376116789,development,gsm8k,global_dufs__local_dufs_broad,-0.12234215118043641,0.05528888774263877
0.49466797527605266,0.10717543575485766,0.21657165221065366,0.04123621818171798,0.3204971053796413,0.031308995418533034,0.29263009674615503,0.03092139904125723,mindgap,mindgap,qwen3_4b,400,100,0.21657165221065366,0.04123621818171798,0.43596881213882555,0.06350449479391446,development,gsm8k,mindgap_control,0.41713860663479274,0.01602254862463672
0.5663807885773485,0.06366706004225386,0.22158705050463734,0.02428016391095569,0.3308607731518582,0.017453672966154403,0.31592262814990946,0.019738027576044533,global_iu,local_temporal_core,qwen3_4b,1000,100,0.22158705050463734,0.02428016391095569,0.4649200340189582,0.0330548450583235,development,math,global_iu__local_temporal_core,-0.20679775410928847,0.037905043169103016
0.6124364060600995,0.07572126352171278,0.22949100362029223,0.02395327054034663,0.3476795213781135,0.01783732010337427,0.3309927920111846,0.019774452530493286,global_iu,local_dufs_core,qwen3_4b,1000,100,0.22949100362029223,0.02395327054034663,0.4402876224528702,0.03541287525729158,development,math,global_iu__local_dufs_core,-0.17204041963554317,0.04857064378584076
0.580202686958369,0.06268168445003332,0.20748942584964464,0.021552099258585887,0.3205223029640947,0.017323376343968657,0.3034318810902736,0.018210258050350744,global_iu,local_dufs_broad,qwen3_4b,1000,100,0.20748942584964464,0.021552099258585887,0.4403895300680832,0.028842470174983748,development,math,global_iu__local_dufs_broad,-0.1948440919436791,0.03541377686239938
