acc_correct,acc_correct_cell_sd,acc_erroneous,acc_erroneous_cell_sd,f1,f1_cell_sd,global,group,local,n_cells,sla,sla_cell_sd,sla_tol1,sla_tol1_cell_sd,system
0.5800019363539404,0.02811759400355639,0.19639357791593565,0.01559338196851811,0.2902831539341503,0.018762083928728458,global_dufs,all_8_cells,local_dufs_broad,8,0.19639357791593565,0.01559338196851811,0.42121784982681715,0.019558405007129423,global_dufs__local_dufs_broad
0.5870899277277781,0.0482484514484998,0.22046781364279772,0.016525566036562054,0.31723797415195304,0.023339247255419155,global_dufs,all_8_cells,local_dufs_core,8,0.22046781364279772,0.016525566036562054,0.46277489287719525,0.012747826078879606,global_dufs__local_dufs_core
0.579881977975486,0.041652443167481505,0.21791777555297107,0.02204295162522363,0.3135826458515879,0.027506434800363543,global_dufs,all_8_cells,local_temporal_core,8,0.21791777555297107,0.02204295162522363,0.4675869328392857,0.01580026052578027,global_dufs__local_temporal_core
0.5703879140737562,0.031406902487799884,0.1958342297309836,0.014863842576489731,0.28825208900718313,0.01744765209004601,global_iu,all_8_cells,local_dufs_broad,8,0.1958342297309836,0.014863842576489731,0.42098557780617696,0.019232856360155835,global_iu__local_dufs_broad
0.5815431718421309,0.04238266888372452,0.22003381117649776,0.014944513003580176,0.31612170209230894,0.020714392949091772,global_iu,all_8_cells,local_dufs_core,8,0.22003381117649776,0.014944513003580176,0.4607094134909845,0.013573152800226033,global_iu__local_dufs_core
0.5750118741103903,0.04013001780819757,0.21791077959780442,0.020740278175973143,0.3131626572806345,0.0256344672295531,global_iu,all_8_cells,local_temporal_core,8,0.21791077959780442,0.020740278175973143,0.4659997106093374,0.015400039210879532,global_iu__local_temporal_core
0.48628922360712545,0.05616191768255842,0.17841102077160914,0.021393401898313902,0.2570758394046303,0.02671129439923143,mindgap,all_8_cells,mindgap,8,0.17841102077160914,0.021393401898313902,0.39354649412021264,0.02454948526455516,mindgap_control
0.6148112122693703,0.009851680031078143,0.21491842340088005,0.012605875135783979,0.3146796872629564,0.012884545657763218,global_dufs,development_2_cells,local_dufs_broad,2,0.21491842340088005,0.012605875135783979,0.44066282176647636,0.006366197552518354,global_dufs__local_dufs_broad
0.6109198308902428,0.03249451489488399,0.2282754079388432,0.0028306759881040274,0.32655893998082575,0.013607023724821343,global_dufs,development_2_cells,local_dufs_core,2,0.2282754079388432,0.0028306759881040274,0.4570032001786547,0.02402864634270024,global_dufs__local_dufs_core
0.606445852031696,0.02143953105709741,0.23259446574452441,0.017011581717706982,0.33154132419673576,0.017128911493747154,global_dufs,development_2_cells,local_temporal_core,2,0.23259446574452441,0.017011581717706982,0.4716085046225814,0.015807918031233062,global_dufs__local_temporal_core
0.5988324724891247,0.02634649536169688,0.213516606526292,0.008523720655787739,0.31026934131864037,0.00966962898714299,global_iu,development_2_cells,local_dufs_broad,2,0.213516606526292,0.008523720655787739,0.43865788483853757,0.002448916168842071,global_iu__local_dufs_broad
0.6038935136711906,0.012081474278288897,0.2273459566558788,0.0030335545090007187,0.324294809582369,0.009472377591367723,global_iu,development_2_cells,local_dufs_core,2,0.2273459566558788,0.0030335545090007187,0.45380946632394886,0.01912277499077099,global_iu__local_dufs_core
0.5964943686525005,0.042587033353888123,0.23199571656616386,0.014720076710423368,0.3298968665501756,0.019762557469491297,global_iu,development_2_cells,local_temporal_core,2,0.23199571656616386,0.014720076710423368,0.46942006890297294,0.006364010364125717,global_iu__local_temporal_core
0.5107171292325565,0.022696931189901574,0.20434254368220367,0.017294571136666485,0.2862495923603793,0.009023395837145086,mindgap,development_2_cells,mindgap,2,0.20434254368220367,0.017294571136666485,0.427773061675219,0.011590541459457955,mindgap_control
0.5683988443821303,0.021004648100153102,0.19021862942095416,0.011207560899656901,0.2821509761578816,0.011924122335815253,global_dufs,nonselection_6_cells,local_dufs_broad,6,0.19021862942095416,0.011207560899656901,0.41473619251359745,0.01804940340874616,global_dufs__local_dufs_broad
0.5791466266736233,0.052393116366002405,0.21786528221078252,0.018660608386334772,0.3141309855423288,0.026062275668909844,global_dufs,nonselection_6_cells,local_dufs_core,6,0.21786528221078252,0.018660608386334772,0.4646987904433754,0.009709175853956748,global_dufs__local_dufs_core
0.5710273532900828,0.044278942130835074,0.2130255454891199,0.022527468308630925,0.3075964197365386,0.028784684832785564,global_dufs,nonselection_6_cells,local_temporal_core,6,0.2130255454891199,0.022527468308630925,0.4662464089115204,0.01705590367394036,global_dufs__local_temporal_core
0.5609063946019667,0.028471163564031267,0.18994010413254747,0.011314642738234537,0.28091300490336407,0.012204511361358937,global_iu,nonselection_6_cells,local_dufs_broad,6,0.18994010413254747,0.011314642738234537,0.41509480879539007,0.018710929036624364,global_iu__local_dufs_broad
0.5740930578991109,0.047108325346757025,0.2175964293500374,0.016802302850556766,0.31339733292895555,0.02339121242430456,global_iu,nonselection_6_cells,local_dufs_core,6,0.2175964293500374,0.016802302850556766,0.46300939587999634,0.012625171360943781,global_iu__local_dufs_core
0.5678510425963536,0.04056750597160363,0.21321580060835124,0.021285701530758757,0.3075845875241209,0.02631564553744215,global_iu,nonselection_6_cells,local_temporal_core,6,0.21321580060835124,0.021285701530758757,0.46485959117812553,0.017823753198153557,global_iu__local_temporal_core
0.4781465883986484,0.06320239885276228,0.16976717980141096,0.014909444264924259,0.24735125508604736,0.022993086364738232,mindgap,nonselection_6_cells,mindgap,6,0.16976717980141096,0.014909444264924259,0.3821376382685439,0.013860101959935875,mindgap_control
