contrast,lhs,rhs,metric,delta,ci_low,ci_high,wins,ties,losses,worst_cell_delta,p_raw,p_holm,primary,per_cell_deltas_json
upcr_length_residualized_minus_raw,upcr__resid-core-L-length-residualized__all__flat,upcr__resid-core-L__all__flat,auprc,-0.03757366590924544,-0.04457690781100944,-0.03027970664943375,4,0,9,-0.17180170263679395,0.19091796875,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.04345280494750359, ""gsm8k_mistral7b_t1.0"": -0.01212586674424787, ""gsm8k_nemo_t1.0"": 0.04169294884627692, ""gsm8k_phi35_t1.0"": -0.004318883478911906, ""gsm8k_phi3mini_t1.0"": 0.01438628196677355, ""gsm8k_r1distill_t0.0"": 0.05244388043811016, ""gsm8k_t1.0"": -0.052733781247825184, ""nq_open_t0.5"": -0.043879776781874935, ""sciq_t1.0"": -0.1428271123624582, ""squadv2_t0.5"": -0.17180170263679395, ""triviaqa_qwen3_t0.6"": -0.041535261548635294, ""triviaqa_t1.0"": -0.16310635617551228, ""truthfulqa_t0.5"": -0.008104832042595267}"
upcr_trilens_hierarchical_minus_flat,upcr__trilens-entropy-3L__all__hierarchical-modules,upcr__trilens-entropy-3L__all__flat,auroc,0.07083088038221967,0.0628345936346658,0.07867235331536143,11,0,2,-0.008820343823804144,0.001220703125,0.059814453125,False,"{""gsm8k_mistral24b_t1.0"": 0.18678444158010454, ""gsm8k_mistral7b_t1.0"": 0.12659176380777537, ""gsm8k_nemo_t1.0"": 0.07854911830530997, ""gsm8k_phi35_t1.0"": 0.1747221771942148, ""gsm8k_phi3mini_t1.0"": 0.09342229889723286, ""gsm8k_r1distill_t0.0"": 0.025050875050875, ""gsm8k_t1.0"": 0.09825183474890753, ""nq_open_t0.5"": 0.04351408528760725, ""sciq_t1.0"": 0.011643537187937536, ""squadv2_t0.5"": 0.060611841128002775, ""triviaqa_qwen3_t0.6"": -0.007093713807072244, ""triviaqa_t1.0"": 0.037573529411764506, ""truthfulqa_t0.5"": -0.008820343823804144}"
upcr_trilens_hierarchical_minus_flat,upcr__trilens-entropy-3L__all__hierarchical-modules,upcr__trilens-entropy-3L__all__flat,auprc,0.07111273313269183,0.06163592065825169,0.08029707982691567,11,0,2,-0.007847993739716452,0.00244140625,0.1171875,False,"{""gsm8k_mistral24b_t1.0"": 0.2542741290718332, ""gsm8k_mistral7b_t1.0"": 0.10125195080837557, ""gsm8k_nemo_t1.0"": 0.10184997823888955, ""gsm8k_phi35_t1.0"": 0.19506400640281069, ""gsm8k_phi3mini_t1.0"": 0.1008806570058533, ""gsm8k_r1distill_t0.0"": 0.01652253575299356, ""gsm8k_t1.0"": 0.07689404486371759, ""nq_open_t0.5"": 0.0073001774552545196, ""sciq_t1.0"": -0.0038130190759536053, ""squadv2_t0.5"": 0.04410053081324272, ""triviaqa_qwen3_t0.6"": -0.007847993739716452, ""triviaqa_t1.0"": 0.033562427000111694, ""truthfulqa_t0.5"": 0.004426106127581431}"
iu_pcr_spaced8_minus_all_depth,iu_pcr__resid-core-8__spaced8__flat,iu_pcr__resid-core-L__all__flat,auroc,0.014518086445952701,0.011644412165128222,0.017313362051071347,12,0,1,-0.0026414263702398966,0.00048828125,0.02587890625,False,"{""gsm8k_mistral24b_t1.0"": 0.013154901812116093, ""gsm8k_mistral7b_t1.0"": -0.0026414263702398966, ""gsm8k_nemo_t1.0"": 0.022954394536853995, ""gsm8k_phi35_t1.0"": 0.019317015183444197, ""gsm8k_phi3mini_t1.0"": 0.0050036082357982625, ""gsm8k_r1distill_t0.0"": 0.017806267806267817, ""gsm8k_t1.0"": 0.010245732662653606, ""nq_open_t0.5"": 0.022854324794476466, ""sciq_t1.0"": 0.005311900325388641, ""squadv2_t0.5"": 0.008195357509399925, ""triviaqa_qwen3_t0.6"": 0.018119968998009384, ""triviaqa_t1.0"": 0.026691176470588163, ""truthfulqa_t0.5"": 0.021721901832628454}"
iu_pcr_spaced8_minus_all_depth,iu_pcr__resid-core-8__spaced8__flat,iu_pcr__resid-core-L__all__flat,auprc,0.015136760273522705,0.011122923722427801,0.018888096382829237,10,2,1,-0.007879947169581847,0.00244140625,0.1171875,False,"{""gsm8k_mistral24b_t1.0"": 0.051884343570778424, ""gsm8k_mistral7b_t1.0"": 0.0006315075464992104, ""gsm8k_nemo_t1.0"": 0.028005736346840726, ""gsm8k_phi35_t1.0"": 0.014209822378041859, ""gsm8k_phi3mini_t1.0"": 0.0002586726600800615, ""gsm8k_r1distill_t0.0"": 0.021340506168962547, ""gsm8k_t1.0"": -0.007879947169581847, ""nq_open_t0.5"": 0.021505483313767115, ""sciq_t1.0"": 0.02154044510294828, ""squadv2_t0.5"": 0.00595064630511255, ""triviaqa_qwen3_t0.6"": 0.015455910500963288, ""triviaqa_t1.0"": 0.0162564078734182, ""truthfulqa_t0.5"": 0.00761834895796476}"
iu_pcr_late8_minus_all_depth,iu_pcr__resid-core-8__late8__flat,iu_pcr__resid-core-L__all__flat,auroc,0.018061530140332863,0.004165698885674802,0.03243442597725355,7,0,6,-0.12167715520509503,0.541748046875,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.12167715520509503, ""gsm8k_mistral7b_t1.0"": 0.12365294280187888, ""gsm8k_nemo_t1.0"": 0.016498471073363885, ""gsm8k_phi35_t1.0"": 0.17352443219682645, ""gsm8k_phi3mini_t1.0"": 0.1935931263108045, ""gsm8k_r1distill_t0.0"": -0.11888481888481894, ""gsm8k_t1.0"": 0.029953822049971213, ""nq_open_t0.5"": -0.06641729017788878, ""sciq_t1.0"": -0.013683010262257711, ""squadv2_t0.5"": 0.02446123228999253, ""triviaqa_qwen3_t0.6"": 0.03524516009986822, ""triviaqa_t1.0"": -0.010036764705882328, ""truthfulqa_t0.5"": -0.03143025576243569}"
iu_pcr_late8_minus_all_depth,iu_pcr__resid-core-8__late8__flat,iu_pcr__resid-core-L__all__flat,auprc,0.01562692701657035,0.0009370409631725752,0.030740057145330145,6,0,7,-0.15140001117383733,0.7353515625,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.15140001117383733, ""gsm8k_mistral7b_t1.0"": 0.10344071492804463, ""gsm8k_nemo_t1.0"": -0.018468800333818702, ""gsm8k_phi35_t1.0"": 0.16691391371338976, ""gsm8k_phi3mini_t1.0"": 0.17758786287087952, ""gsm8k_r1distill_t0.0"": -0.08566758412788017, ""gsm8k_t1.0"": -0.024792424012034298, ""nq_open_t0.5"": -0.03270257801361076, ""sciq_t1.0"": -0.0228070333501576, ""squadv2_t0.5"": 0.051493046666537756, ""triviaqa_qwen3_t0.6"": 0.04910053217396637, ""triviaqa_t1.0"": 0.008671295661884626, ""truthfulqa_t0.5"": -0.018218883787949225}"
iu_pcr_hierarchical_minus_flat,iu_pcr__resid-core-L__all__hierarchical-bands,iu_pcr__resid-core-L__all__flat,auroc,0.026162923708596648,0.02126316344749453,0.031008491897483344,6,0,7,-0.012351201759041697,0.375732421875,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.012351201759041697, ""gsm8k_mistral7b_t1.0"": 0.06532144379241389, ""gsm8k_nemo_t1.0"": -0.010251596560120091, ""gsm8k_phi35_t1.0"": 0.08928603591433881, ""gsm8k_phi3mini_t1.0"": 0.1578997812507048, ""gsm8k_r1distill_t0.0"": -0.010256410256410331, ""gsm8k_t1.0"": 0.04924960831203107, ""nq_open_t0.5"": -0.0021366041877443065, ""sciq_t1.0"": 0.004041864820016339, ""squadv2_t0.5"": -0.0029050796659541023, ""triviaqa_qwen3_t0.6"": 0.022223587854683702, ""triviaqa_t1.0"": -0.0037867647058822396, ""truthfulqa_t0.5"": -0.006216656597279435}"
iu_pcr_hierarchical_minus_flat,iu_pcr__resid-core-L__all__hierarchical-bands,iu_pcr__resid-core-L__all__flat,auprc,0.02233310383514419,0.017213481823734823,0.027906480379872124,6,3,4,-0.024916094814970813,0.339599609375,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.024916094814970813, ""gsm8k_mistral7b_t1.0"": 0.06804356979185522, ""gsm8k_nemo_t1.0"": -0.016074778277430368, ""gsm8k_phi35_t1.0"": 0.07080531680741492, ""gsm8k_phi3mini_t1.0"": 0.13886948419860295, ""gsm8k_r1distill_t0.0"": -0.0012697316089563815, ""gsm8k_t1.0"": 0.03852628901506133, ""nq_open_t0.5"": 0.00021925235932984677, ""sciq_t1.0"": 0.006137183469851926, ""squadv2_t0.5"": -0.004663966012722565, ""triviaqa_qwen3_t0.6"": 0.015731441153503667, ""triviaqa_t1.0"": -0.0007620419953302537, ""truthfulqa_t0.5"": -0.0003155742293350361}"
iu_pcr_lens96_hierarchical_minus_flat,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr__lens-96__spaced8__flat,auroc,-0.020344362323753043,-0.029645760353487875,-0.011127744895157722,5,0,8,-0.23713530211657557,0.587890625,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.004147395556903466, ""gsm8k_mistral7b_t1.0"": 0.06748048201347878, ""gsm8k_nemo_t1.0"": -0.024938310064682168, ""gsm8k_phi35_t1.0"": 0.0429792330829778, ""gsm8k_phi3mini_t1.0"": 0.09358297814762206, ""gsm8k_r1distill_t0.0"": -0.03156288156288145, ""gsm8k_t1.0"": 0.05728951925455594, ""nq_open_t0.5"": -0.062200281912552446, ""sciq_t1.0"": -0.01707595183135424, ""squadv2_t0.5"": -0.03002187866006245, ""triviaqa_qwen3_t0.6"": -0.23713530211657557, ""triviaqa_t1.0"": -0.009687500000000182, ""truthfulqa_t0.5"": -0.11733421211621908}"
iu_pcr_lens96_hierarchical_minus_flat,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr__lens-96__spaced8__flat,auprc,-0.014538047789149642,-0.024141564566266455,-0.00396728542340907,5,1,7,-0.18593086058230646,0.7353515625,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.0008200779949774084, ""gsm8k_mistral7b_t1.0"": 0.06082804438452294, ""gsm8k_nemo_t1.0"": 0.005772917870984939, ""gsm8k_phi35_t1.0"": 0.0844381681882822, ""gsm8k_phi3mini_t1.0"": 0.10377297962122267, ""gsm8k_r1distill_t0.0"": -0.05185107406413525, ""gsm8k_t1.0"": 0.056484048202710024, ""nq_open_t0.5"": -0.08220364525824675, ""sciq_t1.0"": -0.03580731752924582, ""squadv2_t0.5"": -0.08584093955627448, ""triviaqa_qwen3_t0.6"": -0.18593086058230646, ""triviaqa_t1.0"": -0.003662915526459809, ""truthfulqa_t0.5"": -0.05417394901502215}"
iu_pcr_length_residualized_minus_raw,iu_pcr__resid-core-L-length-residualized__all__flat,iu_pcr__resid-core-L__all__flat,auroc,-0.04664353243082724,-0.05222068501072307,-0.0410791175643753,4,0,9,-0.21056985294117658,0.080322265625,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.02081279854424145, ""gsm8k_mistral7b_t1.0"": -0.012841828204251504, ""gsm8k_nemo_t1.0"": 0.03339454505209816, ""gsm8k_phi35_t1.0"": -0.0082221141550044, ""gsm8k_phi3mini_t1.0"": 0.015275804523825709, ""gsm8k_r1distill_t0.0"": 0.05268620268620261, ""gsm8k_t1.0"": -0.05291910612682427, ""nq_open_t0.5"": -0.04494800809809596, ""sciq_t1.0"": -0.16461328809411246, ""squadv2_t0.5"": -0.1327065552097264, ""triviaqa_qwen3_t0.6"": -0.056046516428958526, ""triviaqa_t1.0"": -0.21056985294117658, ""truthfulqa_t0.5"": -0.045668003148972014}"
iu_pcr_length_residualized_minus_raw,iu_pcr__resid-core-L-length-residualized__all__flat,iu_pcr__resid-core-L__all__flat,auprc,-0.04289115639388914,-0.049405391039198256,-0.0354884025413389,4,0,9,-0.17911365083538344,0.10986328125,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.03100354750486134, ""gsm8k_mistral7b_t1.0"": -0.010859297058970374, ""gsm8k_nemo_t1.0"": 0.038239978419316256, ""gsm8k_phi35_t1.0"": -0.004565695481673876, ""gsm8k_phi3mini_t1.0"": 0.010162480634938575, ""gsm8k_r1distill_t0.0"": 0.05156073334447098, ""gsm8k_t1.0"": -0.05702944153578171, ""nq_open_t0.5"": -0.050080446241301035, ""sciq_t1.0"": -0.17911365083538344, ""squadv2_t0.5"": -0.16927710369605087, ""triviaqa_qwen3_t0.6"": -0.04375371282639062, ""triviaqa_t1.0"": -0.16037292096161382, ""truthfulqa_t0.5"": -0.013499504386980221}"
iu_pcr_trilens_hierarchical_minus_flat,iu_pcr__trilens-entropy-3L__all__hierarchical-modules,iu_pcr__trilens-entropy-3L__all__flat,auroc,0.06349710770434937,0.05007865261980959,0.07717186737997045,9,0,4,-0.06915813554994565,0.068115234375,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.07657896732125258, ""gsm8k_mistral7b_t1.0"": 0.24203942469358986, ""gsm8k_nemo_t1.0"": 0.050909567883522855, ""gsm8k_phi35_t1.0"": 0.23247960231263853, ""gsm8k_phi3mini_t1.0"": 0.0502080373452406, ""gsm8k_r1distill_t0.0"": -0.0023606023606024262, ""gsm8k_t1.0"": -0.055166158159478784, ""nq_open_t0.5"": -0.06915813554994565, ""sciq_t1.0"": 0.037350168256528704, ""squadv2_t0.5"": 0.08946157841698632, ""triviaqa_qwen3_t0.6"": 0.1696040300667458, ""triviaqa_t1.0"": 0.05148897058823532, ""truthfulqa_t0.5"": -0.047973050658171756}"
iu_pcr_trilens_hierarchical_minus_flat,iu_pcr__trilens-entropy-3L__all__hierarchical-modules,iu_pcr__trilens-entropy-3L__all__flat,auprc,0.06702124482999808,0.05379349395623366,0.08009041266492876,9,0,4,-0.05393073855764807,0.01708984375,0.7177734375,False,"{""gsm8k_mistral24b_t1.0"": 0.044461553171597695, ""gsm8k_mistral7b_t1.0"": 0.21025398801708556, ""gsm8k_nemo_t1.0"": 0.06801889055821941, ""gsm8k_phi35_t1.0"": 0.2719988724540315, ""gsm8k_phi3mini_t1.0"": 0.05848442458998837, ""gsm8k_r1distill_t0.0"": -0.002493885744926705, ""gsm8k_t1.0"": -0.014202594646194222, ""nq_open_t0.5"": -0.05393073855764807, ""sciq_t1.0"": 0.05732621228382656, ""squadv2_t0.5"": 0.09950168604920784, ""triviaqa_qwen3_t0.6"": 0.10716558411345595, ""triviaqa_t1.0"": 0.045035489231949444, ""truthfulqa_t0.5"": -0.020343298730618242}"
dufs_liu_pcr_spaced8_minus_all_depth,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr__resid-core-L__all__flat,auroc,0.01697263055753397,0.014023749194514244,0.01986939025423605,12,1,0,0.0001896768936076043,0.000244140625,0.013671875,False,"{""gsm8k_mistral24b_t1.0"": 0.015922359542042575, ""gsm8k_mistral7b_t1.0"": 0.0001896768936076043, ""gsm8k_nemo_t1.0"": 0.024266074224674417, ""gsm8k_phi35_t1.0"": 0.02378829632031132, ""gsm8k_phi3mini_t1.0"": 0.007258755609679035, ""gsm8k_r1distill_t0.0"": 0.025091575091575113, ""gsm8k_t1.0"": 0.023892966108682967, ""nq_open_t0.5"": 0.025717290405889215, ""sciq_t1.0"": 0.006276014869612823, ""squadv2_t0.5"": 0.00628485376333443, ""triviaqa_qwen3_t0.6"": 0.017240896445957388, ""triviaqa_t1.0"": 0.022922794117647083, ""truthfulqa_t0.5"": 0.02179264385492763}"
dufs_liu_pcr_spaced8_minus_all_depth,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr__resid-core-L__all__flat,auprc,0.017793167861235477,0.013652567993564471,0.021755987864843666,13,0,0,0.0013154412652164327,0.000244140625,0.013671875,False,"{""gsm8k_mistral24b_t1.0"": 0.05770804335618818, ""gsm8k_mistral7b_t1.0"": 0.003805620288033107, ""gsm8k_nemo_t1.0"": 0.031033087127014358, ""gsm8k_phi35_t1.0"": 0.016953865583446165, ""gsm8k_phi3mini_t1.0"": 0.0015201225133899543, ""gsm8k_r1distill_t0.0"": 0.025453658595483653, ""gsm8k_t1.0"": 0.008988416872761584, ""nq_open_t0.5"": 0.022896999605879653, ""sciq_t1.0"": 0.02540012165017297, ""squadv2_t0.5"": 0.0013154412652164327, ""triviaqa_qwen3_t0.6"": 0.014871651763109561, ""triviaqa_t1.0"": 0.013357335790054825, ""truthfulqa_t0.5"": 0.00800681778531076}"
dufs_liu_pcr_late8_minus_all_depth,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr__resid-core-L__all__flat,auroc,0.01985356445918981,0.006219181757636731,0.03445344330967694,7,0,6,-0.11411782546061111,0.541748046875,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.11411782546061111, ""gsm8k_mistral7b_t1.0"": 0.12714440265828653, ""gsm8k_nemo_t1.0"": 0.019552225346570418, ""gsm8k_phi35_t1.0"": 0.1761180454242538, ""gsm8k_phi3mini_t1.0"": 0.19418228356223066, ""gsm8k_r1distill_t0.0"": -0.11125356125356117, ""gsm8k_t1.0"": 0.045477034715923126, ""nq_open_t0.5"": -0.06424296591621315, ""sciq_t1.0"": -0.01490669410684975, ""squadv2_t0.5"": 0.020368055489538683, ""triviaqa_qwen3_t0.6"": 0.029915672728954457, ""triviaqa_t1.0"": -0.01742647058823532, ""truthfulqa_t0.5"": -0.032713864630819656}"
dufs_liu_pcr_late8_minus_all_depth,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr__resid-core-L__all__flat,auprc,0.01783109694020755,0.0032104226068387603,0.03286520338909688,6,0,7,-0.14079495382181145,0.7353515625,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.14079495382181145, ""gsm8k_mistral7b_t1.0"": 0.10747063391517808, ""gsm8k_nemo_t1.0"": -0.015196624863167502, ""gsm8k_phi35_t1.0"": 0.17054140641615503, ""gsm8k_phi3mini_t1.0"": 0.17810724320550836, ""gsm8k_r1distill_t0.0"": -0.08135593302494923, ""gsm8k_t1.0"": -0.005830022145172198, ""nq_open_t0.5"": -0.03268282164727143, ""sciq_t1.0"": -0.0221886489273731, ""squadv2_t0.5"": 0.04387158642140376, ""triviaqa_qwen3_t0.6"": 0.044074276462667816, ""triviaqa_t1.0"": 0.003915449618051792, ""truthfulqa_t0.5"": -0.018127331386521783}"
dufs_liu_pcr_hierarchical_minus_flat,dufs_liu_pcr__resid-core-L__all__hierarchical-bands,dufs_liu_pcr__resid-core-L__all__flat,auroc,0.028470493232150486,0.023428996741411447,0.033298994752188636,7,0,6,-0.008952205882352904,0.375732421875,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.00663431647585111, ""gsm8k_mistral7b_t1.0"": 0.06708707808599623, ""gsm8k_nemo_t1.0"": -0.006537903443978976, ""gsm8k_phi35_t1.0"": 0.09061886493398896, ""gsm8k_phi3mini_t1.0"": 0.1578969623164873, ""gsm8k_r1distill_t0.0"": -0.0025234025234024404, ""gsm8k_t1.0"": 0.06407190566504495, ""nq_open_t0.5"": 0.002215804342976524, ""sciq_t1.0"": 0.00397697249492468, ""squadv2_t0.5"": -0.005471738008542282, ""triviaqa_qwen3_t0.6"": 0.02047168411768907, ""triviaqa_t1.0"": -0.008952205882352904, ""truthfulqa_t0.5"": -0.0061032936050237074}"
dufs_liu_pcr_hierarchical_minus_flat,dufs_liu_pcr__resid-core-L__all__hierarchical-bands,dufs_liu_pcr__resid-core-L__all__flat,auprc,0.025254315314907873,0.019813824412320095,0.030988958982002057,8,1,4,-0.011517969645967518,0.167724609375,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.009612515757705942, ""gsm8k_mistral7b_t1.0"": 0.0700810011531352, ""gsm8k_nemo_t1.0"": -0.011517969645967518, ""gsm8k_phi35_t1.0"": 0.07145548927120879, ""gsm8k_phi3mini_t1.0"": 0.1382699483808037, ""gsm8k_r1distill_t0.0"": 0.003533517345890247, ""gsm8k_t1.0"": 0.056912466088128666, ""nq_open_t0.5"": 0.002112286258680429, ""sciq_t1.0"": 0.006766073972436781, ""squadv2_t0.5"": -0.010451707973868518, ""triviaqa_qwen3_t0.6"": 0.01486273532989335, ""triviaqa_t1.0"": -0.0046606978001709765, ""truthfulqa_t0.5"": 0.0005554724713381365}"
dufs_liu_pcr_lens96_hierarchical_minus_flat,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr__lens-96__spaced8__flat,auroc,-0.025450092069007106,-0.03456063981956017,-0.016299941957263628,4,0,9,-0.2365183669831039,0.497314453125,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.002138145424217086, ""gsm8k_mistral7b_t1.0"": 0.049102898543937235, ""gsm8k_nemo_t1.0"": -0.02418819324321031, ""gsm8k_phi35_t1.0"": 0.03540552223483007, ""gsm8k_phi3mini_t1.0"": 0.08210427801456832, ""gsm8k_r1distill_t0.0"": -0.034411884411884475, ""gsm8k_t1.0"": 0.04405458893378389, ""nq_open_t0.5"": -0.06372212489536477, ""sciq_t1.0"": -0.017780497075210233, ""squadv2_t0.5"": -0.027161441628770877, ""triviaqa_qwen3_t0.6"": -0.2365183669831039, ""triviaqa_t1.0"": -0.023860294117647007, ""truthfulqa_t0.5"": -0.1117375368448032}"
dufs_liu_pcr_lens96_hierarchical_minus_flat,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr__lens-96__spaced8__flat,auprc,-0.02099344306220569,-0.030352687827842697,-0.010861748861455682,5,0,8,-0.18445693376464167,0.375732421875,1.0,False,"{""gsm8k_mistral24b_t1.0"": -0.013855542516953312, ""gsm8k_mistral7b_t1.0"": 0.041925570914954635, ""gsm8k_nemo_t1.0"": 0.007416398694206405, ""gsm8k_phi35_t1.0"": 0.06983567282272607, ""gsm8k_phi3mini_t1.0"": 0.09072358373938427, ""gsm8k_r1distill_t0.0"": -0.051687218882363606, ""gsm8k_t1.0"": 0.03750171798002211, ""nq_open_t0.5"": -0.08287344836068988, ""sciq_t1.0"": -0.04062225118228435, ""squadv2_t0.5"": -0.08098507461403692, ""triviaqa_qwen3_t0.6"": -0.18445693376464167, ""triviaqa_t1.0"": -0.012337943315281263, ""truthfulqa_t0.5"": -0.05349929132371645}"
dufs_liu_pcr_length_residualized_minus_raw,dufs_liu_pcr__resid-core-L-length-residualized__all__flat,dufs_liu_pcr__resid-core-L__all__flat,auroc,-0.047558215423632214,-0.053222816682222424,-0.04183285369184601,4,0,9,-0.21647058823529408,0.09423828125,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.020820380620213852, ""gsm8k_mistral7b_t1.0"": -0.012200205132048003, ""gsm8k_nemo_t1.0"": 0.03525139161016888, ""gsm8k_phi35_t1.0"": -0.00774031447560386, ""gsm8k_phi3mini_t1.0"": 0.015777574814514084, ""gsm8k_r1distill_t0.0"": 0.05191290191290199, ""gsm8k_t1.0"": -0.04935268409334548, ""nq_open_t0.5"": -0.04946013694186835, ""sciq_t1.0"": -0.1627870326593801, ""squadv2_t0.5"": -0.1382573600984215, ""triviaqa_qwen3_t0.6"": -0.05727574567933369, ""triviaqa_t1.0"": -0.21647058823529408, ""truthfulqa_t0.5"": -0.04847498214972262}"
dufs_liu_pcr_length_residualized_minus_raw,dufs_liu_pcr__resid-core-L-length-residualized__all__flat,dufs_liu_pcr__resid-core-L__all__flat,auprc,-0.04330855105426061,-0.049869159212847895,-0.03590441410067438,4,0,9,-0.1784437117871428,0.10986328125,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.03260264000552415, ""gsm8k_mistral7b_t1.0"": -0.01021363188614155, ""gsm8k_nemo_t1.0"": 0.04095999946379614, ""gsm8k_phi35_t1.0"": -0.004261184391761097, ""gsm8k_phi3mini_t1.0"": 0.010489832067062999, ""gsm8k_r1distill_t0.0"": 0.04767790005381817, ""gsm8k_t1.0"": -0.04901395774166617, ""nq_open_t0.5"": -0.053649971949632835, ""sciq_t1.0"": -0.17596034685149534, ""squadv2_t0.5"": -0.1784437117871428, ""triviaqa_qwen3_t0.6"": -0.044400637236026164, ""triviaqa_t1.0"": -0.1647168731294758, ""truthfulqa_t0.5"": -0.01408122032224779}"
dufs_liu_pcr_trilens_hierarchical_minus_flat,dufs_liu_pcr__trilens-entropy-3L__all__hierarchical-modules,dufs_liu_pcr__trilens-entropy-3L__all__flat,auroc,0.040626987164501034,0.027889498856482186,0.05410808769876098,8,0,5,-0.07059433836490331,0.19091796875,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.07795890514822967, ""gsm8k_mistral7b_t1.0"": -0.054263983402101035, ""gsm8k_nemo_t1.0"": 0.052692632459153343, ""gsm8k_phi35_t1.0"": 0.23234451829037667, ""gsm8k_phi3mini_t1.0"": 0.056429425162934366, ""gsm8k_r1distill_t0.0"": -0.0035002035002034138, ""gsm8k_t1.0"": -0.047064401748165285, ""nq_open_t0.5"": -0.07059433836490331, ""sciq_t1.0"": 0.03355860240472419, ""squadv2_t0.5"": 0.08913948976483843, ""triviaqa_qwen3_t0.6"": 0.16645165957151248, ""triviaqa_t1.0"": 0.04310661764705881, ""truthfulqa_t0.5"": -0.04810809029494151}"
dufs_liu_pcr_trilens_hierarchical_minus_flat,dufs_liu_pcr__trilens-entropy-3L__all__hierarchical-modules,dufs_liu_pcr__trilens-entropy-3L__all__flat,auprc,0.048516436556704616,0.035646327516718944,0.06147672270961343,8,1,4,-0.05550300204647146,0.057373046875,1.0,False,"{""gsm8k_mistral24b_t1.0"": 0.044858124322358944, ""gsm8k_mistral7b_t1.0"": -0.03414178188051914, ""gsm8k_nemo_t1.0"": 0.07004444237486923, ""gsm8k_phi35_t1.0"": 0.27150210414140846, ""gsm8k_phi3mini_t1.0"": 0.06541846221069558, ""gsm8k_r1distill_t0.0"": -0.0038586082243912134, ""gsm8k_t1.0"": -0.0009668337149384976, ""nq_open_t0.5"": -0.05550300204647146, ""sciq_t1.0"": 0.05216377610369405, ""squadv2_t0.5"": 0.09776869183077275, ""triviaqa_qwen3_t0.6"": 0.10395046909596162, ""triviaqa_t1.0"": 0.03976732762611568, ""truthfulqa_t0.5"": -0.020289496602395984}"
