cell,group,removed,n_pool,auroc,n_kept,excluded_by_upcr
lapeigvals_gsm8k_llama3b,math,stft_max_high_power,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,stft_spectral_entropy,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,rpdi,29,0.6990742033680565,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,sw_var_peak,29,0.6984411800299755,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,pe_mean,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,hurst_exponent,29,0.7000842479589652,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,cusum_max,29,0.6991719496187896,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,cusum_shift_idx,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,epr_spilled,29,0.6978663389839976,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,sw_var_peak_spilled,29,0.7008569087980934,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,cusum_max_spilled,29,0.6995745710801426,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,min_spilled,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,epr_energy,29,0.6956670483425029,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,min_energy,29,0.7099263644911145,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,sw_var_peak_energy,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,cusum_max_energy,29,0.6987553644073319,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,mean_top1_logprob,29,0.6965188370988912,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,logprob_margin,29,0.6948338779195874,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,mean_logprob_entropy,29,0.6964350545982629,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,varentropy,29,0.6963303264724774,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,renyi_entropy_2,29,0.6965700375159419,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,topk_tail_mass,29,0.698220087319984,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,__FULL__,29,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,epr,28,0.81609816638642,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,trace_length,28,0.8082112258787733,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,spectral_entropy,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,low_band_power,28,0.8046080550884779,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,high_band_power,28,0.8060693410200978,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,hl_ratio,28,0.8035871566978942,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,dominant_freq,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,spectral_centroid,28,0.8017855713027464,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,stft_max_high_power,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,stft_spectral_entropy,28,0.817719593242053,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,rpdi,28,0.8081111378012651,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,sw_var_peak,28,0.8121747137480982,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,pe_mean,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,hurst_exponent,28,0.808731683881816,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,cusum_max,28,0.8110337096645047,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,cusum_shift_idx,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,epr_spilled,28,0.8164584834654496,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,sw_var_peak_spilled,28,0.8111337977420129,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,cusum_max_spilled,28,0.8111938505885179,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,epr_energy,28,0.813976299143246,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,min_energy,28,0.8114340619745375,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,sw_var_peak_energy,28,0.8108335335094884,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,cusum_max_energy,28,0.8110937625110097,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,mean_top1_logprob,28,0.8163383777724398,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,logprob_margin,28,0.8149771799183282,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,mean_logprob_entropy,28,0.8160781487709183,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,varentropy,28,0.8149171270718232,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,renyi_entropy_2,28,0.816378413003443,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama8b,math,topk_tail_mass,28,0.8147569861478101,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,__FULL__,30,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,epr,29,0.8464553794829025,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,trace_length,29,0.8417469103040414,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,spectral_entropy,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,low_band_power,29,0.8522253392978998,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,high_band_power,29,0.8429372962317082,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,hl_ratio,29,0.8454621275305179,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,dominant_freq,29,0.8417469103040414,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,spectral_centroid,29,0.8452725756312078,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,stft_max_high_power,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,stft_spectral_entropy,29,0.8417469103040414,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,rpdi,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,sw_var_peak,29,0.8461672605959512,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,pe_mean,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,hurst_exponent,29,0.8504283872924406,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,cusum_max,29,0.8485025399954508,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,cusum_shift_idx,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,epr_spilled,29,0.8473955569034802,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,sw_var_peak_spilled,29,0.848525286223368,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,cusum_max_spilled,29,0.8486769277428159,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,min_spilled,29,0.8503146561528547,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,epr_energy,29,0.8470922738645841,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,min_energy,29,0.8496322693153384,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,sw_var_peak_energy,29,0.8486086890590644,21,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,cusum_max_energy,29,0.8451664265675942,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,mean_top1_logprob,29,0.8465842747744333,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,logprob_margin,29,0.8457957388733035,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,mean_logprob_entropy,29,0.8466600955341572,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,varentropy,29,0.8462734096595648,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,renyi_entropy_2,29,0.8467965729016604,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_mistral24b,math,topk_tail_mass,29,0.8477443323982107,20,trace_length|spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,__FULL__,29,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,epr,28,0.7990006093845217,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,trace_length,28,0.7943489742027219,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,spectral_entropy,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,low_band_power,28,0.7979646556977451,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,high_band_power,28,0.7970140158439976,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,hl_ratio,28,0.796973390209222,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,dominant_freq,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,spectral_centroid,28,0.79644525695714,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,stft_max_high_power,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,stft_spectral_entropy,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,rpdi,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,sw_var_peak,28,0.79569774527727,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,pe_mean,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,hurst_exponent,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,cusum_max,28,0.7960105626650417,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,cusum_shift_idx,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,epr_spilled,28,0.798769043266301,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,sw_var_peak_spilled,28,0.7978387162299411,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,cusum_max_spilled,28,0.7972699573430836,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,epr_energy,28,0.7940524070688604,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,min_energy,28,0.794978671541743,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,sw_var_peak_energy,28,0.7972699573430835,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,cusum_max_energy,28,0.7950436725573836,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,mean_top1_logprob,28,0.7978346536664636,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,logprob_margin,28,0.7968230753605525,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,mean_logprob_entropy,28,0.7989843591306114,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,varentropy,28,0.7964777574649604,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,renyi_entropy_2,28,0.7991549867966687,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_nemo,math,topk_tail_mass,28,0.7968921389396708,19,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_phi35,math,__FULL__,29,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,epr,28,0.8110520741551632,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,trace_length,28,0.8041055901173917,17,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,spectral_entropy,28,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,low_band_power,28,0.8045461422760971,17,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,high_band_power,28,0.8070203543997366,17,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,hl_ratio,28,0.8051780453724224,17,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,dominant_freq,28,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,spectral_centroid,28,0.8038697389617209,17,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,stft_max_high_power,28,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,stft_spectral_entropy,28,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
lapeigvals_gsm8k_phi35,math,rpdi,28,0.8088448633398303,18,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy
