contrast_id,left_variant_id,right_variant_id,metric_id,source_metric_id,delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,multiplicity_family_size,inference
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::official_macro_f1,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,0.002477695783514311,-0.01158192887035074,0.016925978204205577,5,0,3,-0.019566034416305167,processbench_gsm8k_qwen3_8b,3,0,1,-0.01373720736926426,gsm8k,16,Bonferroni simultaneous percentile interval across 16 opened C1--C8 primary contrasts
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::first_error_exact,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,0.0052549907636075255,-0.005669301096225157,0.016081128424971135,6,0,2,-0.01932367149758457,processbench_gsm8k_qwen3_4b,3,0,1,-0.007246376811594207,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::first_error_within_one,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,0.006203282357659767,-0.005652900521288684,0.018231067734444665,5,1,2,-0.006051437216338884,processbench_olympiadbench_qwen3_4b,3,0,1,-0.0022692889561270746,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,-0.012121325499297786,-0.0212849597505851,-0.003101086666773311,4,0,4,-0.05699481865284972,processbench_gsm8k_qwen3_8b,0,0,4,-0.023316062176165803,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.0012500000000000289,-0.008687500000000015,0.0061875000000000124,3,1,4,-0.025000000000000022,processbench_gsm8k_qwen3_8b,3,0,1,-0.015000000000000013,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::official_macro_f1,C7_EDIS_ONSET,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,0.014451943204542572,-0.0015384509227582362,0.030818741028209504,7,0,1,-0.020783378984018663,processbench_gsm8k_qwen3_8b,3,0,1,-0.0038740585623200374,gsm8k,16,Bonferroni simultaneous percentile interval across 16 opened C1--C8 primary contrasts
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::first_error_exact,C7_EDIS_ONSET,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,0.013748892374821464,0.00144076133557816,0.026031962016329697,7,1,0,0.0,processbench_gsm8k_qwen3_8b,4,0,0,0.0024154589371980506,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::first_error_within_one,C7_EDIS_ONSET,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,0.0027661146313714413,-0.010432154188855168,0.015799955794703578,5,0,3,-0.024154589371980673,processbench_gsm8k_qwen3_4b,2,0,2,-0.007246376811594235,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::clean_abstention_accuracy,C7_EDIS_ONSET,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.006457275224248882,-0.0022876879952153845,0.015321762376898734,4,0,4,-0.051813471502590636,processbench_gsm8k_qwen3_8b,3,0,1,-0.012953367875647659,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::overall_decision_accuracy,C7_EDIS_ONSET,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,0.011124999999999996,0.0029375000000000373,0.01937500000000003,5,0,3,-0.025000000000000022,processbench_gsm8k_qwen3_8b,3,0,1,-0.005000000000000032,gsm8k,1,unadjusted paired diagnostic percentile interval
