level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.3361344537815126,0.26277372262773724,0.45985401459854014,0.46632124352331605,137,,,
cell,short,processbench_math_qwen3_4b,0.278701504354711,0.1864406779661017,0.3983050847457627,0.5517241379310345,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.1315829800275834,0.0748663101604278,0.24598930481283424,0.5427728613569321,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.18254420992584142,0.10582010582010581,0.2698412698412698,0.6639004149377593,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.3306713664151567,0.2773722627737226,0.44525547445255476,0.40932642487046633,137,,,
cell,short,processbench_math_qwen3_8b,0.26947984123668267,0.18220338983050846,0.4067796610169492,0.5172413793103449,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.1480376063274138,0.0855614973262032,0.24598930481283424,0.5486725663716814,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.1901913875598086,0.1111111111111111,0.26455026455026454,0.6597510373443983,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.23341791870358877,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.16076863470198977,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3420705473538762,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5449637582057416,8
cell,medium,processbench_gsm8k_qwen3_4b,0.4773384763741562,0.4888888888888889,0.6444444444444445,0.46632124352331605,45,,,
cell,medium,processbench_math_qwen3_4b,0.35382574082264484,0.2604166666666667,0.4791666666666667,0.5517241379310345,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.31823322024878603,0.22510822510822512,0.46320346320346323,0.5427728613569321,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.2883996395004506,0.18421052631578946,0.37593984962406013,0.6639004149377593,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.4046094750320103,0.4,0.5555555555555556,0.40932642487046633,45,,,
cell,medium,processbench_math_qwen3_8b,0.37723362011912637,0.296875,0.4895833333333333,0.5172413793103449,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.30142813734427226,0.2077922077922078,0.46320346320346323,0.5486725663716814,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.3277651407449531,0.21804511278195488,0.41729323308270677,0.6597510373443983,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.35610418127329996,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.2851670784442166,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.48604875113921164,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5449637582057416,8
cell,long,processbench_gsm8k_qwen3_4b,0.5395279130760585,0.64,0.84,0.46632124352331605,25,,,
cell,long,processbench_math_qwen3_4b,0.4818663838812301,0.42771084337349397,0.6265060240963856,0.5517241379310345,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.4517224268066547,0.3868312757201646,0.588477366255144,0.5427728613569321,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.43100934501576016,0.3190789473684211,0.5164473684210527,0.6639004149377593,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.5110350076103501,0.68,0.88,0.40932642487046633,25,,,
cell,long,processbench_math_qwen3_8b,0.4609218436873748,0.41566265060240964,0.6204819277108434,0.5172413793103449,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.4648814078041316,0.40329218106995884,0.6049382716049383,0.5486725663716814,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.4534158960361755,0.34539473684210525,0.5427631578947368,0.6597510373443983,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.4742975279897169,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.4522463293720692,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6524517644978876,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5449637582057416,8
