bank,policy,held_group,fixed_geometry_id,searched_geometry_id,fixed_inner_pp,searched_inner_pp,inner_search_gain_pp,fixed_outer_pp,searched_outer_pp,outer_search_effect_pp,matched_selection_optimism_did_pp
phase_a_four_geometry,one_se,gsm8k,residual_union_k7,residual_union_k7,0.2855474369361545,0.2855474369361545,0.0,0.364972689348223,0.364972689348223,0.0,0.0
phase_a_four_geometry,one_se,hotpotqa,residual_union_k7,residual_union_k15,0.32051027451554714,0.325311167446659,0.0048008929311118935,0.13407461699351808,0.2127317256297112,0.07865710863619313,-0.07385621570508123
phase_a_four_geometry,one_se,math500,residual_union_k7,residual_union_k15,0.2403159296709167,0.24861230298160614,0.008296373310689433,0.22821638551575818,0.2208714172096582,-0.007344968306099986,0.01564134161678942
phase_a_four_geometry,one_se,nq_open,residual_union_k7,residual_union_k7,0.29304342386849,0.29304342386849,0.0,-0.2769493672833079,-0.2769493672833079,0.0,0.0
phase_a_four_geometry,one_se,sciq,residual_union_k7,residual_union_k15,0.22274631556980215,0.24260165794327987,0.019855342373477705,0.5696707303178727,0.6836048763814606,0.11393414606358787,-0.09407880369011017
phase_a_four_geometry,one_se,squad_v2,residual_union_k7,residual_union_k7,0.1824901858802179,0.1824901858802179,0.0,0.5911142405319092,0.5911142405319092,0.0,0.0
phase_a_four_geometry,one_se,triviaqa,residual_union_k7,residual_union_k15,0.27433448437150393,0.2837424130770586,0.009407928705554682,-0.15730237864075197,-0.18391011884994296,-0.026607740209190968,0.03601566891474565
phase_a_four_geometry,one_se,truthfulqa,residual_union_k7,residual_union_k15,0.20975508634354248,0.22763879000368245,0.01788370366013997,0.5580174386336623,0.5244523437239579,-0.033565094909704385,0.051448798569844356
phase_a_four_geometry,max_mean,gsm8k,residual_union_k7,residual_union_k7,0.5513108690192902,0.5513108690192902,0.0,0.6627301558383603,0.6627301558383603,0.0,0.0
phase_a_four_geometry,max_mean,hotpotqa,residual_union_k7,residual_union_k7,0.5704915690823575,0.5704915690823575,0.0,0.08580775487584402,0.08580775487584402,0.0,0.0
phase_a_four_geometry,max_mean,math500,residual_union_k7,residual_union_k15,0.43964030860385117,0.44007494580740814,0.0004346372035569576,0.3792769893263648,0.35969977921801455,-0.019577210108350212,0.02001184731190717
phase_a_four_geometry,max_mean,nq_open,residual_union_k7,residual_union_k15,0.4613867604533804,0.4678987494289688,0.006511988975588419,-0.4675600727739537,-0.5119236572687869,-0.04436358449483313,0.05087557347042155
phase_a_four_geometry,max_mean,sciq,residual_union_k7,residual_union_k15,0.37232210435344315,0.40914761684688933,0.03682551249344621,1.4811438988264758,1.5608978010709817,0.07975390224450596,-0.042928389751059746
phase_a_four_geometry,max_mean,squad_v2,residual_union_k7,residual_union_k7,0.3348892514424938,0.3348892514424938,0.0,0.902196622534146,0.902196622534146,0.0,0.0
phase_a_four_geometry,max_mean,triviaqa,residual_union_k7,residual_union_k7,0.5004906082689315,0.5004906082689315,0.0,-0.4326654999347664,-0.4326654999347664,0.0,0.0
phase_a_four_geometry,max_mean,truthfulqa,residual_union_k7,residual_union_k7,0.3307238525251155,0.3307238525251155,0.0,0.9861037246568172,0.9861037246568172,0.0,0.0
phase_b_selector_bank,one_se,gsm8k,residual_union_k7,contribution_union_k7,0.2855474369361545,0.5812936963882275,0.29574625945207295,0.364972689348223,0.561888383988447,0.19691569464022396,0.098830564811849
phase_b_selector_bank,one_se,hotpotqa,residual_union_k7,residual_union_k15,0.32051027451554714,0.325311167446659,0.0048008929311118935,0.13407461699351808,0.2127317256297112,0.07865710863619313,-0.07385621570508123
phase_b_selector_bank,one_se,math500,residual_union_k7,contribution_union_k7,0.2403159296709167,0.49524045182107845,0.25492452215016176,0.22821638551575818,0.7811688014728113,0.5529524159570531,-0.2980278938068914
phase_b_selector_bank,one_se,nq_open,residual_union_k7,residual_union_k7,0.29304342386849,0.36759766554838236,0.07455424167989232,-0.2769493672833079,-0.6464855521884472,-0.3695361849051393,0.4440904265850316
phase_b_selector_bank,one_se,sciq,residual_union_k7,contribution_union_k7,0.22274631556980215,0.4091541221292144,0.18640780655941225,0.5696707303178727,0.3076221943716484,-0.26204853594622435,0.44845634250563654
phase_b_selector_bank,one_se,squad_v2,residual_union_k7,contribution_union_k7,0.1824901858802179,0.428151278817902,0.24566109293768407,0.5911142405319092,0.7755127953551266,0.18439855482321743,0.06126253811446665
