policy,held_group,method,geometry_id,lambda,trust_factor,inner_selected_mean_pp,held_delta_auroc_pp,oracle_geometry_id,oracle_lambda,oracle_trust_factor,oracle_delta_auroc_pp,policy_matched_regret_pp,oracle_geometry_agreement
one_se,gsm8k,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.2855474369361545,0.364972689348223,contribution_union_k7,0.03,1.0,0.561888383988447,0.19691569464022396,False
one_se,gsm8k,supervised_geometry_selector,contribution_union_k7,0.03,1.0,0.5812936963882275,0.561888383988447,contribution_union_k7,0.03,1.0,0.561888383988447,0.0,True
one_se,gsm8k,held_family_geometry_oracle,contribution_union_k7,0.03,1.0,0.5812936963882275,0.561888383988447,contribution_union_k7,0.03,1.0,0.561888383988447,0.0,True
one_se,hotpotqa,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.32051027451554714,0.13407461699351808,contribution_union_k7,0.3,1.0,0.27529988022667595,0.14122526323315787,False
one_se,hotpotqa,supervised_geometry_selector,residual_union_k15,0.03,0.5,0.325311167446659,0.2127317256297112,contribution_union_k7,0.3,1.0,0.27529988022667595,0.06256815459696474,False
one_se,hotpotqa,held_family_geometry_oracle,contribution_union_k7,0.3,1.0,0.4048641648909409,0.27529988022667595,contribution_union_k7,0.3,1.0,0.27529988022667595,0.0,True
one_se,math500,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.2403159296709167,0.22821638551575818,contribution_union_k7,0.03,1.0,0.7811688014728113,0.5529524159570531,False
one_se,math500,supervised_geometry_selector,contribution_union_k7,0.03,1.0,0.49524045182107845,0.7811688014728113,contribution_union_k7,0.03,1.0,0.7811688014728113,0.0,True
one_se,math500,held_family_geometry_oracle,contribution_union_k7,0.03,1.0,0.49524045182107845,0.7811688014728113,contribution_union_k7,0.03,1.0,0.7811688014728113,0.0,True
one_se,nq_open,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.29304342386849,-0.2769493672833079,contribution_union_k7,0.3,1.0,0.7673484913109041,1.044297858594212,False
one_se,nq_open,supervised_geometry_selector,residual_union_k7,0.1,1.0,0.36759766554838236,-0.6464855521884472,contribution_union_k7,0.3,1.0,0.7673484913109041,1.4138340434993513,False
one_se,nq_open,held_family_geometry_oracle,contribution_union_k7,0.3,1.0,0.36778316709171505,0.7673484913109041,contribution_union_k7,0.3,1.0,0.7673484913109041,0.0,True
one_se,sciq,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.22274631556980215,0.5696707303178727,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.13672097527629434,False
one_se,sciq,supervised_geometry_selector,contribution_union_k7,0.03,1.0,0.4091541221292144,0.3076221943716484,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.3987695112225187,False
one_se,sciq,held_family_geometry_oracle,residual_adaptive_k7,0.03,0.5,0.19453738153954342,0.7063917055941671,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.0,True
one_se,squad_v2,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.1824901858802179,0.5911142405319092,contribution_union_k7,0.03,1.0,0.7755127953551266,0.18439855482321743,False
one_se,squad_v2,supervised_geometry_selector,contribution_union_k7,0.03,1.0,0.428151278817902,0.7755127953551266,contribution_union_k7,0.03,1.0,0.7755127953551266,0.0,True
one_se,squad_v2,held_family_geometry_oracle,contribution_union_k7,0.03,1.0,0.428151278817902,0.7755127953551266,contribution_union_k7,0.03,1.0,0.7755127953551266,0.0,True
one_se,triviaqa,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.27433448437150393,-0.15730237864075197,residual_adaptive_k7,0.03,0.5,-0.12882636852424484,0.028476010116507133,False
one_se,triviaqa,supervised_geometry_selector,contribution_union_k7,1.0,1.0,0.724527096356091,-0.12897714170550706,residual_adaptive_k7,0.03,0.5,-0.12882636852424484,0.0001507731812622204,False
one_se,triviaqa,held_family_geometry_oracle,residual_adaptive_k7,0.03,0.5,0.21880054473883923,-0.12882636852424484,residual_adaptive_k7,0.03,0.5,-0.12882636852424484,0.0,True
one_se,truthfulqa,fixed_residual_union_k7,residual_union_k7,0.03,0.5,0.20975508634354248,0.5580174386336623,residual_union_k7,0.03,0.5,0.5580174386336623,0.0,True
one_se,truthfulqa,supervised_geometry_selector,contribution_union_k7,0.03,1.0,0.4854707627480066,-0.07448444159130485,residual_union_k7,0.03,0.5,0.5580174386336623,0.6325018802249671,False
one_se,truthfulqa,held_family_geometry_oracle,residual_union_k7,0.03,0.5,0.20975508634354248,0.5580174386336623,residual_union_k7,0.03,0.5,0.5580174386336623,0.0,True
max_mean,gsm8k,fixed_residual_union_k7,residual_union_k7,10.0,1.0,0.5513108690192902,0.6627301558383603,residual_adaptive_k7,3.0,1.0,0.7230747050126152,0.06034454917425488,False
max_mean,gsm8k,supervised_geometry_selector,contribution_union_k7,1.0,1.0,0.6939526161480364,0.6636171189116113,residual_adaptive_k7,3.0,1.0,0.7230747050126152,0.05945758610100384,False
max_mean,gsm8k,held_family_geometry_oracle,residual_adaptive_k7,3.0,1.0,0.4691490384963822,0.7230747050126152,residual_adaptive_k7,3.0,1.0,0.7230747050126152,0.0,True
max_mean,hotpotqa,fixed_residual_union_k7,residual_union_k7,3.0,1.0,0.5704915690823575,0.08580775487584402,contribution_union_k7,3.0,1.0,0.28245052646632685,0.19664277159048282,False
max_mean,hotpotqa,supervised_geometry_selector,residual_union_k7,3.0,1.0,0.5704915690823575,0.08580775487584402,contribution_union_k7,3.0,1.0,0.28245052646632685,0.19664277159048282,False
max_mean,hotpotqa,held_family_geometry_oracle,contribution_union_k7,3.0,1.0,0.5051180581005619,0.28245052646632685,contribution_union_k7,3.0,1.0,0.28245052646632685,0.0,True
max_mean,math500,fixed_residual_union_k7,residual_union_k7,3.0,1.0,0.43964030860385117,0.3792769893263648,contribution_union_k7,1.0,1.0,0.808947507743496,0.4296705184171312,False
max_mean,math500,supervised_geometry_selector,contribution_union_k7,1.0,1.0,0.5874943710627316,0.808947507743496,contribution_union_k7,1.0,1.0,0.808947507743496,0.0,True
max_mean,math500,held_family_geometry_oracle,contribution_union_k7,1.0,1.0,0.5874943710627316,0.808947507743496,contribution_union_k7,1.0,1.0,0.808947507743496,0.0,True
max_mean,nq_open,fixed_residual_union_k7,residual_union_k7,10.0,1.0,0.4613867604533804,-0.4675600727739537,contribution_union_k7,3.0,1.0,0.5107769500664938,0.9783370228404475,False
max_mean,nq_open,supervised_geometry_selector,contribution_union_k7,3.0,1.0,0.5074567869448632,0.5107769500664938,contribution_union_k7,3.0,1.0,0.5107769500664938,0.0,True
max_mean,nq_open,held_family_geometry_oracle,contribution_union_k7,3.0,1.0,0.5074567869448632,0.5107769500664938,contribution_union_k7,3.0,1.0,0.5107769500664938,0.0,True
max_mean,sciq,fixed_residual_union_k7,residual_union_k7,3.0,1.0,0.37232210435344315,1.4811438988264758,residual_union_k15,3.0,1.0,1.5608978010709817,0.07975390224450596,False
max_mean,sciq,supervised_geometry_selector,contribution_union_k7,1.0,1.0,0.49061143223178344,0.8317192662641082,residual_union_k15,3.0,1.0,1.5608978010709817,0.7291785348068736,False
max_mean,sciq,held_family_geometry_oracle,residual_union_k15,3.0,1.0,0.40914761684688933,1.5608978010709817,residual_union_k15,3.0,1.0,1.5608978010709817,0.0,True
max_mean,squad_v2,fixed_residual_union_k7,residual_union_k7,10.0,1.0,0.3348892514424938,0.902196622534146,contribution_union_k7,3.0,1.0,1.0613738413768559,0.15917721884270986,False
max_mean,squad_v2,supervised_geometry_selector,contribution_union_k7,3.0,1.0,0.5804251720882223,1.0613738413768559,contribution_union_k7,3.0,1.0,1.0613738413768559,0.0,True
max_mean,squad_v2,held_family_geometry_oracle,contribution_union_k7,3.0,1.0,0.5804251720882223,1.0613738413768559,contribution_union_k7,3.0,1.0,1.0613738413768559,0.0,True
max_mean,triviaqa,fixed_residual_union_k7,residual_union_k7,3.0,1.0,0.5004906082689315,-0.4326654999347664,residual_cosine_union_k7,1.0,0.5,-0.15090943500553805,0.28175606492922833,False
max_mean,triviaqa,supervised_geometry_selector,contribution_union_k7,3.0,2.0,0.7762068044360674,-0.9189690425520572,residual_cosine_union_k7,1.0,0.5,-0.15090943500553805,0.7680596075465191,False
max_mean,triviaqa,held_family_geometry_oracle,residual_cosine_union_k7,1.0,0.5,-0.0826041247806367,-0.15090943500553805,residual_cosine_union_k7,1.0,0.5,-0.15090943500553805,0.0,True
max_mean,truthfulqa,fixed_residual_union_k7,residual_union_k7,3.0,1.0,0.3307238525251155,0.9861037246568172,residual_union_k7,3.0,1.0,0.9861037246568172,0.0,True
max_mean,truthfulqa,supervised_geometry_selector,contribution_union_k7,1.0,1.0,0.559939334606145,0.4501852691800923,residual_union_k7,3.0,1.0,0.9861037246568172,0.5359184554767249,False
max_mean,truthfulqa,held_family_geometry_oracle,residual_union_k7,3.0,1.0,0.3307238525251155,0.9861037246568172,residual_union_k7,3.0,1.0,0.9861037246568172,0.0,True
intrinsic_fixed_strength,gsm8k,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.364972689348223,contribution_union_k7,0.03,0.5,0.42607823827510716,0.06110554892688413,False
intrinsic_fixed_strength,gsm8k,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.395912116338375,contribution_union_k7,0.03,0.5,0.42607823827510716,0.0301661219367322,False
intrinsic_fixed_strength,gsm8k,held_family_geometry_oracle,contribution_union_k7,0.03,0.5,,0.42607823827510716,contribution_union_k7,0.03,0.5,0.42607823827510716,0.0,True
intrinsic_fixed_strength,hotpotqa,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.13407461699351808,residual_union_k15,0.03,0.5,0.2127317256297112,0.07865710863619313,False
intrinsic_fixed_strength,hotpotqa,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.05899283147714485,residual_union_k15,0.03,0.5,0.2127317256297112,0.15373889415256636,False
intrinsic_fixed_strength,hotpotqa,held_family_geometry_oracle,residual_union_k15,0.03,0.5,,0.2127317256297112,residual_union_k15,0.03,0.5,0.2127317256297112,0.0,True
intrinsic_fixed_strength,math500,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.22821638551575818,contribution_union_k7,0.03,0.5,0.4967952086067151,0.26857882309095693,False
intrinsic_fixed_strength,math500,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.0864183093089288,contribution_union_k7,0.03,0.5,0.4967952086067151,0.4103768992977863,False
intrinsic_fixed_strength,math500,held_family_geometry_oracle,contribution_union_k7,0.03,0.5,,0.4967952086067151,contribution_union_k7,0.03,0.5,0.4967952086067151,0.0,True
intrinsic_fixed_strength,nq_open,canonical_fixed_strength,residual_union_k7,0.03,0.5,,-0.2769493672833079,contribution_union_k7,0.03,0.5,0.5275971869314611,0.804546554214769,False
intrinsic_fixed_strength,nq_open,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,-0.16928754522151923,contribution_union_k7,0.03,0.5,0.5275971869314611,0.6968847321529803,False
intrinsic_fixed_strength,nq_open,held_family_geometry_oracle,contribution_union_k7,0.03,0.5,,0.5275971869314611,contribution_union_k7,0.03,0.5,0.5275971869314611,0.0,True
intrinsic_fixed_strength,sciq,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.5696707303178727,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.13672097527629434,False
intrinsic_fixed_strength,sciq,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.7063917055941671,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.0,True
intrinsic_fixed_strength,sciq,held_family_geometry_oracle,residual_adaptive_k7,0.03,0.5,,0.7063917055941671,residual_adaptive_k7,0.03,0.5,0.7063917055941671,0.0,True
intrinsic_fixed_strength,squad_v2,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.5911142405319092,residual_union_k7,0.03,0.5,0.5911142405319092,0.0,True
intrinsic_fixed_strength,squad_v2,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.498020384841813,residual_union_k7,0.03,0.5,0.5911142405319092,0.0930938556900962,False
intrinsic_fixed_strength,squad_v2,held_family_geometry_oracle,residual_union_k7,0.03,0.5,,0.5911142405319092,residual_union_k7,0.03,0.5,0.5911142405319092,0.0,True
intrinsic_fixed_strength,triviaqa,canonical_fixed_strength,residual_union_k7,0.03,0.5,,-0.15730237864075197,contribution_union_k7,0.03,0.5,0.09744460342563008,0.254746982066382,False
intrinsic_fixed_strength,triviaqa,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,-0.12882636852424484,contribution_union_k7,0.03,0.5,0.09744460342563008,0.22627097194987492,False
intrinsic_fixed_strength,triviaqa,held_family_geometry_oracle,contribution_union_k7,0.03,0.5,,0.09744460342563008,contribution_union_k7,0.03,0.5,0.09744460342563008,0.0,True
intrinsic_fixed_strength,truthfulqa,canonical_fixed_strength,residual_union_k7,0.03,0.5,,0.5580174386336623,residual_union_k7,0.03,0.5,0.5580174386336623,0.0,True
intrinsic_fixed_strength,truthfulqa,intrinsic_label_free,residual_adaptive_k7,0.03,0.5,,0.31094356137068013,residual_union_k7,0.03,0.5,0.5580174386336623,0.24707387726298213,False
intrinsic_fixed_strength,truthfulqa,held_family_geometry_oracle,residual_union_k7,0.03,0.5,,0.5580174386336623,residual_union_k7,0.03,0.5,0.5580174386336623,0.0,True
